GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSDCAS,G18USSRBAR,G18USSLKER,G18USSGGAL,G18GOVDWOL,G18GOVRWAG,G18GOVLKRA,G18GOVGGLO
42001000425,42,001,000425,369.5438699497266,645.0237862830722,12.73547392756229,3.9637004146636823,377.2866218976674,637.1734713099214,9.739840739789365,8.065441023571001
42001000427,42,001,000427,476.3366175056247,685.1292168032412,10.495525025131752,7.643170038600629,538.7782844261475,629.6080308456889,12.493453559569867,6.716474678944597
42001000432,42,001,000432,288.4103670874322,557.7624203792524,15.494380227635673,5.515585274963945,320.9703757557604,531.7626554322139,9.868369735200298,6.49909874442529
42001000434,42,001,000434,191.57075441861394,343.41552199402753,13.062749478155785,3.0230235670507395,213.8161718440493,330.11611158643973,7.729224441285451,2.9662249439870565
42001000436,42,001,000436,228.8693555429266,470.171120522753,11.302190397181562,4.520876158872625,255.99461249616238,444.74119212909443,7.346423758168015,6.781314238308937
42001000440,42,001,000440,507.7608959310387,531.7495996758122,14.992939840483427,2.998587968096685,550.7406568070912,485.771250831663,9.99529322698895,5.99717593619337
42001000450,42,001,000450,334.0314717682222,555.1715087351799,14.581150864627721,3.1585543885600584,348.09146855916646,546.5127677143936,9.348173624450569,3.165694058350331
42001000460,42,001,000460,245.9216824097632,511.2803015332346,11.148583654452878,6.081972388753807,264.2468321223476,495.86382298825316,8.124547712105615,7.079259123846673
42001000480,42,001,000480,342,881,10,4,380,839,11,6
42001000490,42,001,000490,65.59172430216391,66.54232900219527,1.901209400062722,3.802418800125444,74.14716660244616,58.93749140194438,2.851814100094083,1.901209400062722
42003000010,42,003,000010,471.04899744969515,400.0549033922924,11.001312431688262,1,478.05052861999815,390.0538096992188,8.000874954458842,2
42003000021,42,003,000021,416.0885591483165,160.0034804905452,10.000386721171688,1,433.08817242714485,150.0030937693735,5.000773442343376,3.8672117168799013e-4
42003000031,42,003,000031,280,104,6,1,287,97,4,1
42003000050,42,003,000050,409,162,5,1,416,155,7,1
42003000061,42,003,000061,506.7328244274809,180.27480916030535,8.648854961832061,9.648854961832061,515.908396946565,176.5114503816794,6.648854961832061,5.824427480916031
42003000081,42,003,000081,308,97,8,3,312,94,8,2
42003000091,42,003,000091,182,89,3,2,186,85,1,3
42003000101,42,003,000101,121,67,4,0,125,64,5,1
42003000111,42,003,000111,112.26717557251908,51.725190839694655,2.351145038167939,2.351145038167939,111.09160305343512,53.48854961832061,2.351145038167939,1.1755725190839694
42003000121,42,003,000121,206,77,8,2,208,73,5,3
42003000130,42,003,000130,335,206.99999999999997,13,3,356,197,2,1
42003000140,42,003,000140,274.72366147597063,148.85027476334412,8.99095619375904,1.9979902652797865,281.7166274044499,147.85127963070423,3.995980530559573,0
42003000151,42,003,000151,212.6507349929441,118.80474357008927,7.7365545977350365,2.9002097902097903,218.35547679414458,115.93950329602944,4.845575576756016,0.9970907282711667
42003000161,42,003,000161,438,207,6,4,454,197,5,2
42003000171,42,003,000171,345.6450980876109,173.6607923453713,6.217511004796823,3.1087555023984117,351.6026971307823,171.8119488045983,4.3262665071952355,1.108755502398412
42003000181,42,003,000181,273,165,5.999999999999999,0,274,167,4,1
42003000191,42,003,000191,305,169,2,1,308,166,1,1
42003000201,42,003,000201,249.3,169.16785714285714,4.946428571428571,1.9785714285714284,260.1821428571429,160.2642857142857,6.925,1.9785714285714284
42003000211,42,003,000211,284.5722316865417,212.99398272085665,13.452208566561207,8.154307617425165,300.35448405938183,205.10027987344853,11.540076660988074,3.2207471404234607
42003000221,42,003,000221,282,151,8,4,309,133,4,1
42003000225,42,003,000225,256.7972217024921,97.57516646916923,5.021499989605398,1.0709666645877463,267.9667439018462,91.4549220371983,2.9906777715410167,1.0431888868099686
42003000231,42,003,000231,260.09800251115024,124.94904042202316,6.799947778069288,2.5499804167759828,268.59793723373684,123.24905347750584,3.399973889034644,0
42003000235,42,003,000235,346.6524130889023,131.4573064832021,2.927593522746669,2.918788433174704,357.3708512553921,124.6386664656321,0.9787817256143844,1.9465838070015524
42003000261,42,003,000261,218.3549019123891,128.3392076546287,1.7824889952031762,0.8912444976015881,234.39730286921767,113.18805119540168,2.6737334928047645,0.8912444976015881
42003000271,42,003,000271,251.99999999999997,177,3.9999999999999996,3,257.99999999999994,174,1.9999999999999998,0.9999999999999999
42003000281,42,003,000281,233,145,2,2,240,138,0,1
42003000291,42,003,000291,341.524,172.938,4.432,2.162,353.064,159.83,2.216,2
42003000295,42,003,000295,333,185.99999999999997,6,4,345,182,3,1
42003000301,42,003,000301,251.12776831345826,156.8381601362862,5.601362862010221,1.867120954003407,260.4633730834753,145.63543441226577,6.534923339011925,2.8006814310051107
42003000305,42,003,000305,401.972,192.114,5.496,3.186,405.592,188.99,4.248,3
42003000310,42,003,000310,373.72461233800976,348.53911224409364,10.686586977992409,3.8879719997671627,382.6557527377628,336.76136112229,7.775943999534325,7.747485218908787
42003000321,42,003,000321,391.11800045260185,135.0348904992743,11.002744196572136,3.0007840561634676,396.1191765368471,135.03293035886563,5.001176084245201,4.002352168490403
42003000331,42,003,000331,397,135,7,6,411,127,5,1
42003000351,42,003,000351,375,133,9,8,386,134,7,3
42003000361,42,003,000361,392,142,18,1,401,132,16,5
42003000371,42,003,000371,403,144,10,5,410,144,6,2
42003000381,42,003,000381,352,166,12,5,365,160,9,0
42003000400,42,003,000400,277,83,6,1,276,85,4,0
42003000411,42,003,000411,450,218,14,2,453,204,19,3
42003000430,42,003,000430,142,103,5,0,147,100,1,0
42003000441,42,003,000441,309.6163773150917,243.1832022629242,4.0693080083468,4.00866350104335,321.74632983074196,230.07924025040398,5.06064450730345,2.0173270020867
42003000446,42,003,000446,304.5526622316571,189.7213305705405,3.9941332751692733,3.9941332751692733,315.5365287383726,178.737464063825,1.9970666375846367,3.9941332751692733
42003000452,42,003,000452,295,224,3,1,293,224,5,2
42003000461,42,003,000461,271,239,6,2,284,231,3,1
42003000466,42,003,000466,301,302,5,4,314.99999999999994,287,2,3
42003000472,42,003,000472,402.8291341285044,303.01277501069137,6.093949609542053,6.12526614605607,412.07966642061655,292.79355925509327,11.062633073028035,2.093949609542053
42003000481,42,003,000481,295,280,2,1,307,264,4,0
42003000486,42,003,000486,323.00976908108595,295.00833444452695,9.000097360868843,1.0000695656969583,343.00994105439736,274.0079271438364,8.000163898518439,2.0000397518268334
42003000493,42,003,000493,365.4971262940305,288.12912145806786,8.892874119076168,4.446437059538084,375.2792878250143,285.461259222345,5.335724471445701,2.6678622357228505
42003000501,42,003,000501,475,365,8,1,490,353,5,1
42003000511,42,003,000511,273,213,3,3,279,205,6,1
42003000522,42,003,000522,299.3836226849083,249.81679773707583,7.9306919916532,0.99133649895665,314.25367016925804,237.92075974959602,6.93935549269655,1.9826729979133
42003000530,42,003,000530,238,177,3,1,242,172,4,3
42003000540,42,003,000540,208.4657980456026,160.3583061889251,3.563517915309446,1.781758957654723,223.61074918566774,146.1042345276873,2.6726384364820848,1.781758957654723
42003000542,42,003,000542,557.5342019543974,375.6416938110749,10.436482084690553,5.2182410423452765,581.3892508143323,356.8957654723127,7.327361563517916,3.218241042345277
42003000551,42,003,000551,426,397,7,3,442,388,4,2
42003000562,42,003,000562,365.44733776834295,271.2786694294595,9.005866724830726,4.005866724830727,386.46347126162743,258.262535936175,4.002933362415363,2.0058667248307267
42003000565,42,003,000565,359.50287370596953,289.87087854193214,5.1071258809238325,3.5535629404619162,376.7207121749857,274.538740777655,3.6642755285542994,1.3321377642771497
42003000571,42,003,000571,412.01467377530895,377.0110529736093,5.000228682212606,7.000266795914708,428.01555039045724,364.0102144721631,4.000266795914708,6.000152454808404
42003000576,42,003,000576,401.2905911740217,306.16985845129057,10.8992506244796,3.9633638634471278,411.19900083263946,297.2522897585346,7.9267277268942555,3.9633638634471278
42003000582,42,003,000582,288,207,6,2,293,203,7,1
42003000591,42,003,000591,204.2629399585921,160.79917184265008,2.351966873706004,2.070393374741201,207.33333333333334,152.9399585921325,3,3.2111801242236027
42003000596,42,003,000596,181,114,3,4,190,114,2,4
42003000602,42,003,000602,152.44646886738622,119.0309697060593,4.748782501814396,0.9662427618116718,153.4676658340272,120.80775164933294,0.07327227310574522,2.82545601232927
42003000603,42,003,000603,467,358,15,5,478,355,11,3
42003000623,42,003,000623,214,175,6.000000000000001,1,219.00000000000003,169,7,1
42003000624,42,003,000624,455,448,10,3,478,421,11,4
42003000625,42,003,000625,242.1708658714956,185.98722498930863,2.9060503904579473,3.8747338539439293,249.92033357938345,179.20644074490676,1.9373669269719647,2.9060503904579473
42003000631,42,003,000631,389,199,10,8,413,181,7,3
42003000650,42,003,000650,147.00173761741058,79.00102150841714,3.0000421240584387,3.0000210620292194,146.001727086396,84.00106363247558,2.0000105310146097,1.0000105310146097
42003000660,42,003,000660,244,167,10,2,262,153,8,2
42003000670,42,003,000670,171,151,6,1,177,146,4,1
42003000711,42,003,000711,234,13,0,3,235,14,0,1
42003000720,42,003,000720,245,19,1,1,248,20,1,2
42003000721,42,003,000721,165,4,0,0,164,5,1,0
42003000750,42,003,000750,304,85,4,3,312,82,2,3
42003000760,42,003,000760,275,71,5,4,282,66,3,4
42003000770,42,003,000770,399.06764775021924,343.0575753689007,13.000590949142207,3.000495690292648,408.07159330866443,336.05453391774967,11.00042438811826,1.9999207122672213
42003000781,42,003,000781,220,119.99999999999999,5,0,228,116,2.9999999999999996,0
42003000791,42,003,000791,242.44934579725458,137.39412863562936,4.591139744443679,4.622057618839814,244.28889348247165,132.86482463997797,1.8395476852170851,7.342731803670272
42003000801,42,003,000801,204.8780487804878,107.3170731707317,7.804878048780488,2.926829268292683,208.78048780487805,112.19512195121952,3.902439024390244,0
42003000811,42,003,000811,272,158,4,2,291,142,3,1
42003000821,42,003,000821,268,89,2,7,280,82,3,3
42003000831,42,003,000831,287.2666202649987,133.7332181885999,3.9791293929968727,4.553303578775646,287.55482752947495,135.26366241869394,2.9045623372487195,3.8326293939451874
42003000841,42,003,000841,197.3611898016997,118.91218130311614,7.432011331444759,0.8257790368271954,193.23229461756375,118.91218130311614,8.257790368271955,0.8257790368271954
42003000851,42,003,000851,270,171,3,1,276,165,4,0
42003000861,42,003,000861,218,116,2,0,222,111,3,0
42003000865,42,003,000865,177.1219512195122,127.6829268292683,4.195121951219512,2.073170731707317,178.21951219512195,128.8048780487805,2.097560975609756,2
42003000871,42,003,000871,288,185,7,2,285,188,9,2
42003000881,42,003,000881,296,164,8,0,304,155,7,0
42003000891,42,003,000891,301.22274881516586,231.64928909952607,11.398104265402843,4.341232227488152,312.7914691943128,220.25118483412322,7.341232227488152,7.170616113744075
42003000901,42,003,000901,363,226,2,3,375,215,5,3
42003000920,42,003,000920,161.00000000000003,89,6,3,166,86,5,2
42003000930,42,003,000930,461.03300191110816,226.5347137421643,8.064847673027325,7.963313906074635,468.5082751938873,221.25252581366811,6.968175744006538,6.073870739487099
42003000940,42,003,000940,341,167,7,3,342,167,4,5
42003000950,42,003,000950,127.02671499326152,32.504905221833816,0.9367028421054671,0.037279138766067574,131.55336392696094,29.785967410731594,0.03284728080686405,0.9265123806652859
42003000961,42,003,000961,231,110,10,6,242,109,5,2
42003000980,42,003,000980,200,96,5,4,214,82,4,3
42003000990,42,003,000990,192,136,0,1,195,132,1,1
42003001000,42,003,001000,280,148,9,5,296,136,6,4
42003001011,42,003,001011,426.1622535211268,147.0732394366197,5.0033802816901405,3.00056338028169,424.16845070422534,148.06873239436618,2.00112676056338,4
42003001021,42,003,001021,415.205,192.565,4.78,4.9750000000000005,413.13,197.2,3.195,2.195
42003001031,42,003,001031,402.87986278942856,225.2362984329929,11.466749824588758,0.8514851485148515,399.9507289311608,223.40843533172216,13.41950573010057,2.8042410540266625
42003001041,42,003,001041,282.7382347810124,125.05381505177233,3.1120262755512176,1.0248947279002705,287.78802423681293,118.99157823202164,5.074684183700812,3.0124473639501352
42003001051,42,003,001051,287.8377464788732,129.92676056338027,5.9966197183098595,0.9994366197183099,298.8315492957746,121.93126760563379,1.9988732394366198,0
42003001061,42,003,001061,268,141,3,1,277,134,2,0
42003001068,42,003,001068,256.795,134.435,3.2199999999999998,4.0249999999999995,268.87,128.79999999999998,0.8049999999999999,0.8049999999999999
42003001073,42,003,001073,154.12013721057144,78.76370156700709,2.5332501754112418,1.1485148514851484,154.04927106883918,77.59156466827785,2.5804942698994306,1.1957589459733375
42003001080,42,003,001080,218.5573881581815,100.79587307751751,1.995957882723119,1.995957882723119,228.53717757179712,92.81204154662503,1.995957882723119,0
42003001091,42,003,001091,219,182,11,4,246,164,9,2
42003001101,42,003,001101,233,187,3.0000000000000004,0,244.00000000000003,175.00000000000003,5,2
42003001110,42,003,001110,400.75415282392026,133.35548172757476,4.267441860465116,2.0764119601328903,410.83056478405314,123.27906976744185,3.3056478405315612,3.038205980066445
42003001120,42,003,001120,346.24584717607974,109.64451827242524,6.732558139534883,1.9235880398671097,348.16943521594686,107.72093023255813,7.694352159468439,0.9617940199335548
42003001130,42,003,001130,325,151,1,8,340,135,2,3
42003001140,42,003,001140,317.9571967435178,171.73917819984476,2.1679312416943044,2.0365327409777434,327.47174139898823,163.23199977597153,3.1077566650339286,0.0036831157986031747
42003001150,42,003,001150,123.09348079516788,42.941803065257616,2.1258559237173955,1.986354231752094,123.51198587106379,42.662799681327016,1.1326788078413483,2.979531347628141
42003001160,42,003,001160,120.01584260735089,65.01491068927142,3.0001863836158926,2,122.01640175819857,64.01453792203964,4.000186383615893,0
42003001170,42,003,001170,78,72,2,0,85,62,4,1
42003001180,42,003,001180,52.544252288911494,0,0.9730417090539165,0.9730417090539165,53.51729399796541,0,0,0.9730417090539165
42003001190,42,003,001190,135.5532157085942,8.071713147410359,0,2,136.56346044393854,7.064883323847467,1,1
42003001200,42,003,001200,161.4467842914058,20.928286852589643,0,0,164.43653955606146,18.935116676152532,0,0
42003001210,42,003,001210,143,65,1,3,143,66,1,3
42003001220,42,003,001220,125,39,2,1,129,36,1,1
42003001230,42,003,001230,102,34,0,0,101,31.000000000000004,2,1
42003001240,42,003,001240,162.66090061618263,6.9854374497747145,0.9979196356821021,0,161.66298098050052,7.9833570854568165,0,0.9979196356821021
42003001250,42,003,001250,138.98864830817544,18.566262758414044,2.9312961866634915,0,141.91578376620316,19.54474839684714,0,0.0020803643178979917
42003001260,42,003,001260,141.3504510756419,87.44829979181124,2.0707841776544065,1,144.42123525329632,84.47189451769604,2,1
42003001282,42,003,001282,366.9902571932046,360.6964376274114,6.445985539384358,1.8055781188258273,394.6271885050304,341.05120863192707,2.7989114095670597,2.6918110611426282
42003001292,42,003,001292,488.27409680468816,498.76016502490245,11.8352681073146,2.1936415372987894,505.3452000163075,483.9680370577432,9.137356709589744,2.3066223065295586
42003001302,42,003,001302,397.5798515580847,262.3652877121152,10.589774624672799,2.225102123399054e-4,413.0617331399956,249.3254544250013,8.146391268601857,8.900408493596216e-4
42003001322,42,003,001322,281.03603693977374,145.1825148058922,4.200936922819732,0.8582898980460728,282.8847577983304,140.04814798216552,0.9400504886220051,4.131556097729942
42003001324,42,003,001324,236.13618217962912,398.47589016241005,4.855366699363283,1.9516867138168636,248.67904530836546,385.9409770620666,2.9195800423323366,0.03975014196479273
42003001326,42,003,001326,406.3078305862723,284.9549539702663,8.222319739213786,3.9825543793451303,416.0932163750622,276.44711870188075,5.945527020369484,4.974589370577809
42003001331,42,003,001331,189.99999999999997,46.99999999999999,5,1,192,48.99999999999999,1,2
42003001341,42,003,001341,215.00253341671868,94.002077794487093,3.0000628444457345,7.855555716828925e-6,224.00267088894373,84.00197174448492,4.000027494445009,1.1783333575243386e-5
42003001351,42,003,001351,265,98,4,4,269,94,4,2
42003001371,42,003,001371,203,116,6,4,210,109,3,5
42003001381,42,003,001381,186.20473773265653,106.67005076142132,0.9357021996615905,3.742808798646362,188.07614213197968,102.92724196277496,5.614213197969543,0.9357021996615905
42003001390,42,003,001390,174,89,5,2,180,87,2,1
42003001400,42,003,001400,205.79526226734347,114.32994923857868,1.0642978003384094,2.257191201353638,207.9238578680203,112.07275803722504,0.3857868020304568,3.0642978003384096
42003001411,42,003,001411,386.51047822113344,150.26910261285119,11.859582887486116,6.918567211413838,394.41495803793646,147.30563847212048,10.871125248957737,5.9288370563158495
42003001420,42,003,001420,264.76184032476317,98.851150202977,9.146143437077132,2.085250338294993,270.85926928281464,90.81461434370772,7.133964817320703,4.073071718538565
42003001440,42,003,001440,257,117,7,5,265,113,4,3
42003001451,42,003,001451,330.08039098285445,114.65249210034816,10.869169247103562,3.9533574085378342,332.0570696871234,117.61597198092623,3.9540410422379626,2.9645053311282794
42003001471,42,003,001471,424.8181808951849,187.59494436726624,8.93309258891744,5.955395059278294,427.7958784248241,187.59494436726624,7.940526745704391,2.977697529639147
42003001490,42,003,001490,236,116,5,4,236,117,7,2
42003001500,42,003,001500,320.936267298319,275.8760367668673,8.276148800557104,6.43690393586031,322.77605587170996,274.03588572101353,8.276239418672798,4.597840307394904
42003001510,42,003,001510,227.14278797617408,190.71913968685172,4.261706493054465,2.203650181393133,235.20030057914124,178.66198955634732,5.261615874938771,2.1454126335004124
42003001520,42,003,001520,319,109,13,3,329,109,5,2
42003001541,42,003,001541,407,109,7,5,418,98,7,4
42003001550,42,003,001550,305,103,9,3,315,96,7,1
42003001561,42,003,001561,485,131,10,13,488,129,5,13
42003001570,42,003,001570,257,84,6,4,267,79,6,2
42003001580,42,003,001580,269,58,3,2,276,54,4,0
42003001590,42,003,001590,208,74,4,0,212,71,4,1
42003001600,42,003,001600,257,75,2,1,262,70,1,1
42003001610,42,003,001610,317.00476498206166,107.00273321306074,7.000096750904805,4.000048375452403,322.00493429614505,105.00268483760833,6.000024187726201,3.000024187726201
42003001630,42,003,001630,251,114,3,2,254,111.00000000000001,5,0
42003001641,42,003,001641,137.42600896860986,104.40807174887892,5.354260089686099,0.8923766816143498,140.1031390134529,104.40807174887892,2.6771300448430493,1.7847533632286996
42003001660,42,003,001660,105.57399103139014,43.591928251121075,2.6457399103139014,1.1076233183856503,109.89686098654708,45.591928251121075,0.32286995515695066,0.21524663677130046
42003001670,42,003,001670,124,105,3,3,139,98,0,2
42003001680,42,003,001680,169,62,5,2,173,61,3,2
42003001690,42,003,001690,154,26,2,4,157,28,1,1
42003001700,42,003,001700,104,9,0,0,104,9,0,1
42003001710,42,003,001710,44,10,0,0,45,8,0,1
42003001730,42,003,001730,123.6176933321562,10.134247187603272,0,0.9198832704156406,123.60604492238278,11.061896064534524,0,0.9198832704156406
42003001740,42,003,001740,148.6498127340824,14.545880149812735,1,0.04962546816479401,148.6498127340824,14.595505617977528,2,0.04962546816479401
42003001750,42,003,001750,133.24938931793875,37.10875009601919,0.004088349474405714,2.0024530096846433,138.2559306770978,31.103844076649906,2.000817669894881,2.0024530096846433
42003001770,42,003,001770,111.06694209429652,7.410173665928477,0.14715719063545152,0.177648452055017,108.44648348065857,9.212163534879252,0.07357859531772576,0.2512270473727427
42003001780,42,003,001780,70,6,0,0,69,5,1,1
42003001790,42,003,001790,178.03559189066436,33.68240927661218,1.6039242512672465,1.6039242512672465,182.04540251883247,31.276522899711306,0.8019621256336232,2.40588637690087
42003001811,42,003,001811,101,52,3,0,97,57,3,0
42003001831,42,003,001831,173,141,3,4,182,135,2,1
42003001850,42,003,001850,142.02822626185542,96.18309877673144,1.999937274350896,1.8955363096150875,149.71483653822645,90.41794884992846,1.0261810064154588,0.9477681548075437
42003001860,42,003,001860,191.5829081632653,105.17729591836735,3.104591836734694,5.104591836734694,201.00127551020407,100.86352040816327,3.052295918367347,1.052295918367347
42003001870,42,003,001870,171.40353833192924,87.64953664700927,3.8955349620893007,0,175.29907329401854,84.7278854254423,2.9216512215669757,0
42003001880,42,003,001880,113.45228215767635,22.87344398340249,2.7448132780082988,0,113.45228215767635,23.78838174273859,0,0.9149377593360996
42003001890,42,003,001890,183.54771784232366,20.12655601659751,3.2551867219917012,1,181.54771784232364,22.21161825726141,2,0.08506224066390042
42003001901,42,003,001901,147.2883853260142,29.855753782300173,3.9807671709733565,0.9951917927433391,150.27396070424422,28.860561989556835,1.9903835854866783,0
42003001921,42,003,001921,610.828997748332,77.66375437103753,5.058377346352194,4.116754692704388,612.0041297873886,77.54699967833314,7.087566019528292,3.058377346352194
42003001931,42,003,001931,556,104.00000000000001,7,3.0000000000000004,570,94,4,0
42003001941,42,003,001941,542,62,7,6,553,58,3,2
42003001960,42,003,001960,234,191,12,3,232,187,12,2
42003001970,42,003,001970,291.50364287221447,220.19273627621712,4.367289784837645,3.118640770362551,308.67163552788514,206.87542823933242,4.256588677826575,0.2952029520295203
42003001980,42,003,001980,177,168,5,0,186,160,4,1
42003001981,42,003,001981,52.7595500250723,69.77931833092853,1.0995691318943446,1.1265804930455356,56.42933682657944,67.3845111037961,0.9444172102773805,0.47220860513869023
42003001990,42,003,001990,351.0818965517241,458.16379310344826,8.070043103448276,4,382.36206896551727,430.8836206896552,7.140086206896552,3
42003001998,42,003,001998,408.92500160324767,446.69184228593133,6.1458266351884046,2.0581793588735264,433.8931273998818,424.59495147501167,4.886904223130481,4.158868839204542
42003002010,42,003,002010,241.52930728241563,264.6642984014209,5.552397868561279,0,257.2611012433392,252.63410301953817,2.7761989342806395,1.8507992895204262
42003002011,42,003,002011,192.2425702811245,232.98313253012049,4.791164658634538,1.3164658634538151,205.3566265060241,219.1855421686747,4.63293172690763,2.6329317269076302
42003002022,42,003,002022,107.54135338345864,155.45864661654136,3.1203007518796992,0.12030075187969924,113.99248120300751,148.1578947368421,4.030075187969925,0.06015037593984962
42003002025,42,003,002025,237,223,11,3,250,217,5,1
42003002032,42,003,002032,73.07003410067986,89.55304517706422,1.2950225485627607,0,78.36348712109543,84.5579935776078,1.0712214828434001,0.7847660233226034
42003002035,42,003,002035,294.3407409541226,391.5209654687351,6.100948432928589,0.8684502993488528,314.6700876284981,372.20396095333,5.829876410733294,3.703083101085637
42003002043,42,003,002043,538.1581229581229,523.5423819423819,7.834194634194634,10.147074547074547,577.9665577665578,493.0034254034254,5.7946935946935945,5.917097317097317
42003002071,42,003,002071,236,227,6,4,248,219,3,2
42003002090,42,003,002090,317,176,12,3,330,169,8,2
42003002100,42,003,002100,353,201,13,2,355,202,4,6
42003002111,42,003,002111,308,127,7,1,304,131,6,2
42003002131,42,003,002131,284.4228669280537,121.50635192445935,6.191772532074323,6.191772532074323,285.614639460128,121.31457939238503,4.767090128297291,5
42003002150,42,003,002150,261,137,6,3.9999999999999996,261,135,7.999999999999999,3.9999999999999996
42003002160,42,003,002160,127,191,4,2,122,193,3,1
42003002170,42,003,002170,231.00236881688602,316.0022422388845,12.000054247714948,2.0000542477149468,240.00226032145613,311.00238689945763,8.000054247714948,5.000018082571649
