GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREOWRI,G20HALRARM,G20HALDRAK,G20HALLPET,G20HALOWRI,G20GOVRBUR,G20GOVDLEN,G20GOVLHEN,G20GOVOWRI,G20AUDRGAL,G20AUDDHAR,G20AUDOWRI,G20TRERBEA,G20TREDHAU,G20TREOWRI,G20INSRGOD,G20INSOWRI,G20PSCRKRO,G20PSCDBUC,G20PSCOWRI
38017022-06,38,017,022-06,2218.8090348171622,1533.8679853129909,106.99079167437421,12.998881231466024,2447.7893272791407,1199.8967290584023,149.9870911323003,2.9997418226460053,2554.780118953515,1105.9048186154942,117.98984502407622,66.99423403909412,2366.7962980676984,1310.8871764963044,9.99913940882002,2302.8018058512503,1385.8807220624547,10.99905334970202,3171.72702047771,101.99122196996419,2359.7969004815245,1291.8888116195465,3.9996557635280072
38017022-07,38,017,022-07,378,163,15,3,390,150,10,0,396,138,13,11,374,168,0,368,177,0,478,13,379,160,0
38017022-08,38,017,022-08,1884.0390891983843,1265.0270224562062,101.00188487797527,19.000229003866153,2045.0431231895652,1051.0211388184143,104.00264235230178,3.0000528470460357,2206.0450080675405,896.0194829443051,111.0020786504774,37.001180250694794,1993.0416963193222,1115.0230941591176,1.7615682011876298e-4,1923.0405689156732,1194.0244153352685,4.000193772502131,2709.055876943342,66.00179679956521,1975.041573009548,1092.0227594611595,7.04627280475052e-5
38017024-01,38,017,024-01,120,73,4,2,122,61,9,0,127,57,8,7,118,65,0,116,74,0,166,4,115,67,0
38017024-02,38,017,024-02,240,101,11,3,247,84,20,1,245,72,16,19,237,103,1,236,103,4,301,4,234,104,1
38017025-01,38,017,025-01,318,127,11,4,352,89,12,0,345.00000000000006,87,17,8,331,112,0,316,124,1,400,2,337,102,1
38017025-02,38,017,025-02,441,196,15,2,455,160,26,2,455,141,30,21,440,190,0,439,189,3,549,12,447,181,2
38017027-01,38,017,027-01,387,661,41,10,439,554,82,0,487,538,53,7,414,624,4,427,613,4,787,40,405,636,4
38017027-02,38,017,027-02,2122,2114,126,43,2389,1750,172,3,2590,1604,128,42,2287,1907,3,2367,1851,7,3444,126,2297,1876,3
38017027-03,38,017,027-03,3479.499481469611,2856.007371182165,189.165369855012,30.26033620985148,3817.989705202509,2342.7655333485286,246.4040243265031,3.9994911721219206,4068.335974526836,2147.5805643769695,201.2585526266708,75.38839919159129,3725.619651803979,2523.386731201624,8.999077578441277,3715.408997609015,2578.6657618895283,23.053389889278762,5245.621615489002,172.24372070485956,3734.8823684755876,2488.7484090156586,10.01740285196306
38017041-01,38,017,041-01,2033,2125,128,45,2276,1787,201,3,2523,1593,132,51,2218,1948,4,2259,1937,4,3291.0000000000005,154,2248,1920,5
38017041-02,38,017,041-02,1726.3578803063172,1623.137257330407,90.07040316238037,36.0135423480923,1935.4962228559016,1346.9438751404743,118.08818135239294,2.0007141581860384,2114.614176118709,1233.8410040852443,73.075469266116,34.02566970853374,1878.4372907711775,1452.0267048669882,11.001606855918586,1889.429073391522,1433.0452954295788,12.005860587076223,2699.0534493673126,103.06970689343171,1873.4470837887932,1423.0007538439997,4.002370121300597
38017044-01,38,017,044-01,1437,2272,121,42,1575,2030,208,3,1754,1899,161,34,1575,2157,12,1590,2159,8,2589,187,1529,2195,4
38017044-02,38,017,044-02,1545.4711468224982,1648.1701972242513,99.70781592403213,22.932797662527392,1753.8604821037252,1375.9678597516433,128.62308254200147,1.9941563184806428,1897.4397370343315,1278.254200146092,107.68444119795471,28.91526661796932,1667.1146822498172,1489.63476990504,4.985390796201607,1667.1146822498172,1518.5500365230093,8.973703433162893,2479.7333820306794,81.76040905770635,1703.009495982469,1449.7516435354273,2.991234477720964
38017045-01,38,017,045-01,1675.1862167601819,1755.4229253815236,98.21348887925892,35.03909691007656,1872.6386880733257,1494.8340460290735,139.26529876062565,3.0034346448854103,2053.9140879324714,1366.6504911976733,87.24569673966083,33.05823397905726,1814.43106263549,1611.0739864591642,9.007382093896553,1806.4374867331805,1619.1522957435043,9.019069456935267,2736.0735916202175,123.14082044030182,1824.5282187807252,1594.969961024158,6.003947449011142
38017045-02,38,017,045-02,817.6103890079551,415.4511307145915,31.960713392072652,2.000502996931011,867.5457580488774,343.5456147368398,38.95558049897825,9.191176470588235e-4,875.5716670954249,321.5621405941281,44.93135419565363,15.97323353427162,851.5739031910763,379.49722382865684,0.0013786764705882352,821.6215052959346,410.4480349869699,1.0016301749360939,1079.3049580765057,28.959499337852606,842.5868051460633,374.5134295716234,0.998413263171388
38017045-03,38,017,045-03,746.9071793967132,365.1904322412026,34.05875619588337,8.02336325727634,802.0329553890303,295.02294691636513,41.087486299068914,0.0023963141403591523,864.1419315158662,250.945969755363,23.05628610461535,13.018894626373696,765.0078727012371,342.0886161679204,1.0066147247925963,753.008373141738,361.0840962040202,2.006040507164115,999.6083754458828,16.089061397699027,776.0095440211251,327.0844490902657,0.004792628280718305
38017045-04,38,017,045-04,331.2830953392165,140.14757128435548,11.01469566182173,2.0037159705648255,354.3045829484582,117.11747041068656,11.018715185221097,0,369.33360116295137,102.09878811350607,5.011012579297508,10.003075976855136,332.29299237129766,141.1339253936689,5.742176284811944e-4,324.28961284160795,150.14088556152643,1.0007095500254504,430.3843485436741,4.007431941129651,329.3006254209055,141.12531212924168,0.999561114768488
38017046-01,38,017,046-01,942,1174,70,17,1073,995,88,2,1158,939,69,12,1036,1076,4,1030,1092,2,1623,77,1014,1060,6
38017046-02,38,017,046-02,1667.510503194167,1741.6541696499655,81.62206921959947,31.138237604355435,1927.8336345501405,1422.9261995955226,94.7504327093581,3,2084.0777729893393,1288.770928187695,68.67143979258356,34.20735640653316,1800.112824184573,1522.7852475654456,8,1790.0042089240078,1545.9333592843977,10.02962234379045,2664.968174140485,92.66156567798673,1836.2510617889284,1442.449527669154,4.009874114596817
38017046-03,38,017,046-03,1229.7840110143582,1047.3061940682655,61.149481210658685,13.588773602368597,1359.8479869227433,877.446524038658,73.76762812714381,0,1482.1469493440607,763.8832017902919,66.00261464007605,20.383160403552896,1288.9922388532498,961.89104571052,0,1278.3153453085317,976.4504459987721,2.911880057650414,1864.5738635821483,65.03198795419257,1302.5810124556185,928.889738390482,0.9706266858834712
38019001001,38,019,001001,1500.6452355469655,474.41711258011134,40.029244644872804,7.013154132676956,1549.624494798278,400.39844607738,43.04577069796954,0.9999807280188722,1552.6077379214023,343.3695126002018,55.03228330962029,62.08208651403121,1392.5143497608842,514.4895136817858,3.0032644431928293,1380.514531656704,517.4960619868175,2.999975096025761,1643.7892130738048,14.019746027004347,1358.5149282136479,478.44363002126113,3.9999283974036794
38021002601,38,021,002601,123,39,2,0,128,32,3,0,126,30,3,2,107,41,0,108,42,2,128,0,111,37,0
38021002602,38,021,002602,894,361,31,3,909,324,39,1,932,289,34,29,864,386,0,861,397,0,1107,22,838,382,1
38021002801,38,021,002801,725,208,30,8,759,176,34,0,733,160,35,49,725,216,1,696,243,4,841,5,737,205,0
38023000201,38,023,000201,401.5831120112492,131.35043663946203,18.891910624781925,0.9484091941216745,417.62517243199034,118.13049069270674,16.06979615079616,0.9437865724458221,428.9598565446919,95.45649984562775,18.884976692268147,8.52412619290544,401.55999890287,134.21184339769255,0.9437865724458221,390.23456003352015,148.36401936270403,0.9437865724458221,474.33326265806704,2.8336710281753925,411.96014168647747,130.41820662120585,0.9437865724458221
38023000202,38,023,000202,228.41688798875072,78.64956336053797,8.108089375218075,2.0515908058783254,228.37482756800966,74.86950930729326,11.930203849203835,0.05621342755417789,233.0401434553081,63.543500154372246,5.115023307731853,13.47587380709456,218.44000109713,91.78815660230745,0.05621342755417789,217.76543996647985,90.63598063729599,0.05621342755417789,266.66673734193296,1.1663289718246075,227.03985831352256,83.58179337879416,0.05621342755417789
38023000203,38,023,000203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38023000204,38,023,000204,136,23,0,0,132,20,2,0,123,18,9,9,124,30,0,122,33,0,144,0,128,24,0
38025000401,38,025,000401,39,74,3,0,38,72,4,0,44,65,6,1,40,74,0,40,75,0,79,5,36,74,0
38025000402,38,025,000402,179,26,3,0,173,24,8,0,163,25,8,9,177,26,0,166,35,2,184,3,169,28,0
38025000403,38,025,000403,295.13201320132015,33.4026402640264,1.0066006600660067,0,296.13201320132015,29.376237623762375,4.01980198019802,0,256.13861386138615,28.376237623762375,3.006600660066007,39.01320132013201,284.12541254125415,37.4026402640264,0,273.1188118811881,48.40924092409241,0,307.27722772277224,1.0924092409240924,277.12541254125415,40.4026402640264,0
38025000404,38,025,000404,78,10,1,1,73,14,1,0,81,4,0,5,68,16,0,69,15,0,78,1,67,16,0
38025000405,38,025,000405,19.86798679867987,60.59735973597359,0.9933993399339933,0,19.86798679867987,56.62376237623762,2.98019801980198,0,20.861386138613863,56.62376237623762,0.9933993399339933,1.9867986798679866,18.874587458745875,60.59735973597359,0,17.88118811881188,61.59075907590759,0,41.722772277227726,13.907590759075907,18.874587458745875,60.59735973597359,0
38025003601,38,025,003601,297,23,1,0,296,23,3,0,236,19,14,44,283,31,0,264,44,3,284,4,270,33,0
38025003602,38,025,003602,215,32,5,1,220,24,8,0,182,21,21,23,204,36,0,196,50,1,227,1,201,37,0
38025003603,38,025,003603,82.00013844085584,7.000023829983381,6.24118612370417e-6,1.0000005673805568,85.00014184513917,4.000020142009762,4.539044453603033e-6,1,72.00011943360718,5.00001900724865,4.000007659637515,9.000021844151433,81.00013673871416,6.00002581581533,2.8369027835018954e-7,71.00012766062525,14.000032908072289,3.0000028369027834,86.00014524942252,2.2695222268015163e-6,77.00013276705026,8.000024397363937,0
38025003604,38,025,003604,20,3,0,0,18,3,1,1,16,3,4,0,19,3,1,19,3,0,21,1,16,4,1
38025003901,38,025,003901,107.87466666666667,9.058666666666667,6.010666666666667,0,106.88533333333334,11.042666666666667,6.010666666666667,0,86.79466666666667,4.048,11.042666666666667,22.058666666666667,110.87466666666667,12.053333333333335,0,101.84266666666667,14.069333333333335,4.010666666666666,116.84266666666667,2.005333333333333,109.86933333333334,11.053333333333333,0
38025003902,38,025,003902,177.42428167832725,13.84332712487384,2.264584597111701,0.049611665453899036,177.4904305655991,11.777189189577737,2.3307334843835665,0,158.64713082066467,7.6945249844394255,7.3307061044441655,16.826773475092235,166.2920441396502,21.942506647878595,0.03307444363593269,162.24245437814784,23.975570139538767,1.115755076737884,180.78808413035887,0.049611665453899036,162.22591715632987,21.025198232956306,1.0165317458300862
38025003903,38,025,003903,441.57571832167275,50.156672875126155,15.735415402888298,2.950388334546101,445.5095694344009,46.22281081042227,19.669266515616435,0,395.3528691793353,41.305475015560575,19.669293895555835,49.17322652490777,433.7079558603498,56.057493352121405,1.9669255563640673,430.75754562185216,58.024429860461225,6.8842449232621155,463.21191586964113,2.950388334546101,429.77408284367016,60.974801767043694,0.9834682541699139
38027002301,38,027,002301,442.25797974784314,203.0907999293355,15.982578356395168,1.0007874230422782,452.2658539782659,179.07490381754897,24.97465495763503,0.9977853818141498,468.10133231448276,161.08174449138485,16.027608974817092,11.128743302590195,434.2606864871893,210.04227514852516,0.9977853818141498,431.19227931104365,207.1359781986984,2.9993602278987064,553.2673306336046,16.009596727448322,428.25295990770746,208.05871254980937,0.003002041228128367
38027002302,38,027,002302,411.0126285259709,179.5903852798197,6.006802757304303,0.9974423079921961,420.987043423415,156.64701667026173,10.007640988963402,0.0022146181858501285,378.22771529138834,145.65965850127083,20.935212649414243,50.78093206777862,406.01877585894505,168.65840347544557,0.0022146181858501285,381.1314561241846,197.51333807783843,1.9970965066776174,495.8527338633315,14.963832873113041,399.0389025036634,172.63487136083612,0.9952263260600335
38029002801,38,029,002801,406.06481296259255,63.0126025205041,5.00240048009602,0,401.0652130426085,57.009801960392075,9.003000600120023,0,315.0460092018404,58.011802360472096,19.004200840168032,67.01560312062412,378.0610122024405,65.01240248049609,2.0004000800160032e-4,342.05521104220844,91.01680336067214,6.001000200040008,398.0638127625525,4.0006001200240044,371.0614122824565,73.0120024004801,0
38029002802,38,029,002802,374.2965320445726,43.91734058865533,2.9944939103319617,6.206835478621617e-5,376.29226132403096,32.938439919974996,6.987007631280076,0,272.4870907844444,41.92136303577781,23.95489612062433,71.86555731883999,355.3309901567716,54.897110214302664,0,338.3631637357821,61.883931640518384,5.988739547244778,379.28638282423424,2.994307705267603,354.3335289613485,49.90620427260968,6.206835478621617e-5
38029002803,38,029,002803,359.6459617383887,60.06642868940876,8.013743866774227,3.002290644462371,358.65512431623813,55.05268482263453,9.004581288924742,0.0022906444623712195,295.5474640265067,59.077881911720624,25.025197089086085,40.06642868940877,338.5909862712918,69.09391642295722,1,330.56807982666805,75.10766028973144,0.009162577849484878,375.64138044946395,0,344.604730138066,65.07559126725825,0
38029002804,38,029,002804,282.82967912970423,29.11612080694245,6.003974190458262,1.004893992104548,286.81955151298155,23.10398875408006,2.0256105333553087,1.0024982901617627,239.58170545246824,34.07925767878022,11.066328990648499,29.191389513241226,258.82670824203836,41.10970277357643,0.0023957019427854067,248.78349149458342,47.138119361750434,4.026293290706988,280.8534387700683,0.015337170858324603,264.782283015353,33.1328312898783,0.0023957019427854067
38029002805,38,029,002805,315.25550148425333,40.90355242841644,4.988291995778039,2.992900593407529,313.2600470752613,38.90858470665673,6.983490714846721,1.995211065375866,252.40248917955685,31.92512609220869,18.955957734528507,49.88250249077806,306.27632169966836,40.90400820942592,0.9976042980572146,292.30915499445734,52.87587121150226,9.976052857617892,319.2459137379593,3.9904171922288585,294.30491447860146,46.889699473652165,0.9976042980572146
38031002901,38,031,002901,88,22,1,0,88,18,3,0,82,19,2,7,82,22,0,82,23,0,97,2,83,21,0
38031002902,38,031,002902,52.99999999999999,15.999999999999998,0,0,52.99999999999999,15,0,0,44,7.999999999999999,1.9999999999999998,12,47,19,0,46,20,0,54.99999999999999,0,47,19,0
38031002903,38,031,002903,77,22,1,6,79,22,3,0,70,18,2,12,76,28,0,72,30,0,92,1,73,28,0
38031002904,38,031,002904,391.89844265389814,61.533936858831076,8.326238959474546,1.0476418353121746,396.2603208630864,51.91882837203768,9.403855504104012,0.004985795597412393,373.8172767928623,47.83465302030264,19.519450377890124,21.48689218036082,388.2916059715094,65.91395309722382,0.004985795597412393,375.3971412777429,76.88611893446748,0.01995911095265575,426.8085777307417,3.2178440541640545,387.3137535317603,59.741253166521,0.0049937598789154825
38031002905,38,031,002905,371.810959003678,135.0207031067167,12.71951068701342,1.956832412669844,386.4869687544965,110.560531292549,17.611491714028595,0,367.896227461971,109.58188174200873,21.52568989755194,17.612291751304078,348.3295700795965,151.65347860043207,0,353.22061772979026,150.67582909648615,0,450.0837888220611,8.805645852354862,349.307886281272,144.80439848165523,0
38031002906,38,031,002906,380.2933586753117,116.44671450783665,9.954287229230552,0.995532352553172,388.25554490313476,100.52182390403999,3.98472015096561,0.9950142044025876,379.2890178041986,87.58456665420401,10.955001063289567,21.9011936080192,362.3815485516134,119.43382971364674,0.9950142044025876,360.3847842168506,119.43952934330316,3.9800568176103504,420.1110257403845,4.976625466464691,362.3810304034628,114.4556498027303,0.9950142044025876
38033003901,38,033,003901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38035001701,38,035,001701,498.34114587852514,232.58539078191345,7.923538311591224,4.690690239928826,531.7408388525782,194.28351855558583,10.530345971394953,1.8107728714045621,552.3949046667207,172.75059598895524,10.562705424421592,8.2772796743457,499.7577954232762,218.66247982049742,0.9208926383724759,490.7670335150832,228.56584244665333,2.751385025036344,633.2077288846363,11.333325632517468,504.0352813113783,210.63764740623256,0.04678801754783452
38035001702,38,035,001702,1678.2228945732293,1252.1941789884124,95.29932955086659,18.943032331316328,1851.4431695304188,1028.3281995922184,86.45469548100527,2.029245313681125,1916.365333625617,953.4750363098925,106.26886554831029,22.010814455313326,1729.7636509016977,1134.9557774426585,1.0146226568405625,1735.468760387136,1122.3396225871386,7.997410487347943,2395.943449446545,63.692314057079805,1715.0225941185954,1119.879922510902,3.9628340134610043
38035001703,38,035,001703,1120,1018,59,26,1259,842,67,4,1316,802,56,26,1188,911,1,1124,978,3,1652,74,1131,958,2
38035001704,38,035,001704,949,754,28,15,1053,615,45,1,1115,572,34,17,977,679,1,980,688,7,1362,38,979,665,1
38035001705,38,035,001705,1490.035846509285,981.4509908430676,49.884036588523166,18.59332056173144,1671.014606551461,771.1273587543409,45.01044307546752,1.963811105148108,1763.9677340164376,685.0116359075679,39.145960447384155,18.61128768663875,1530.114302915748,862.1436258015304,2.9367330952685067,1520.2952473900075,877.8316557365812,4.900544200416615,2023.3686766089597,45.014934856694346,1513.5207277089794,871.8773374839612,3.9096550853889056
38035001801,38,035,001801,400.66490094645076,177.39459431208127,9.616800844057005,3.130565198902806,406.67399044354903,148.99693385894395,16.593496148234962,1.0148324615697668,398.0836431424966,148.5296679497635,22.692173471084736,9.154882528459453,381.88505397110504,174.69324460443266,2.0053475935828877,371.91300225819833,182.6278631622591,4.06760439508705,472.25695076362325,14.470501495828547,371.6972709328579,178.5840697798614,2.033802197543525
38035001802,38,035,001802,409.97582351635117,406.9758497920398,25.429450487571966,7.017463301669696,429.34683527572247,359.33212396773223,31.386458786643853,0.9928347165119814,444.64507773991716,342.9396163578968,29.46840963970572,9.070753020779485,395.3999346243251,390.2667103265507,0.033810143042912875,394.60996076607063,391.3271653291485,5.957008299071888,590.2504680749896,31.11597764230055,369.3495609937132,383.41829774009557,2.978504149535944
38035001803,38,035,001803,225.1222366710013,196.13654096228868,17.39141742522757,1.9323797139141743,239.6150845253576,168.11703511053315,17.39141742522757,0,251.20936280884266,153.62418725617684,19.323797139141742,3.8647594278283486,205.79843953185957,200.96749024707412,0.9661898569570871,211.5955786736021,202.8998699609883,0,326.57217165149547,9.661898569570871,199.03511053315995,203.86605981794537,0
38035001804,38,035,001804,348,356,32,8,375,305,42,1,399,286,37,12,360,339,0,361,345,3,554,31,341,340,1
38035001805,38,035,001805,597,638,54,16,666,551,56,2,710,512,46,18,619,610,1,601,630,1,925,46,587,608,2
38035001806,38,035,001806,64,125,8,1,85,106.99999999999999,5,0,87,104,7,0,77,116,1,75,118,2,122,10,69,120,0
38035001807,38,035,001807,801,690,48,6,869,600,47,1,927,522,62,15,805,639,2,779,669,11,1174,26,748,657,4
38035001901,38,035,001901,375.14409259677996,159.76141320198852,18.02375217515263,5.006766049158176,387.16699273474444,140.6739308298733,16.047692235428798,0.003028009084027252,405.1604648190568,127.6630007220469,13.050294225918753,8.004164058668222,357.15364852155164,175.66376100138402,0,367.1217604836076,159.7129650566441,4.006624042960152,465.4233379539965,3.0852102729468363,366.0489462593929,168.66276695799783,0.009084027252081756
38035001902,38,035,001902,287,110,13,4,290,89,25,0,312,74,19,9,272,119,0,276,114,0,343,7,284,102,0
38035001903,38,035,001903,806,297,24,12,847,249,25,2,812,225,23,68,809,280,5,788,302,5,980,17,803,287,2
38035001904,38,035,001904,499,171,13,2,499,171,12,0,525,123,18,14,484,171,1,477,172,4,603,8,480,169,0
38035002001,38,035,002001,404,139,22,3,405,109,34,0,415,99,25,8,398,126,1,397,128,3,467,3,393,126,1
38035002002,38,035,002002,1218.576019777503,487.87762669962916,35.756489493201485,13.281829419035846,1287.3201483312732,410.6885043263288,39.6823238566131,0.029666254635352288,1299.7292954264524,359.3831891223733,46.59332509270705,41.281829419035844,1232.1841779975277,456.0679851668727,1.0444993819530284,1170.0358467243511,520.3053152039555,5.074165636588381,1498.6600741656366,28.682323856613102,1184.9320148331274,475.21631644004947,1.0593325092707047
38035004201,38,035,004201,580,449,46,9,629,377.00000000000006,46,0,651,378,34,6,580,441,1,583,442,1,841,32,575,421.00000000000006,1
38035004202,38,035,004202,332,458,48,8,357,400,54,1,379,373,56,6,368,407,1,355,413,3,582,32,357,402,0
38035004203,38,035,004203,296,263,22,3,321,216,24,0,325,194,32,9,299,225,2,289,235,2,426,11,279,234,2
38035004204,38,035,004204,555,529,35,8,600,435,58,1,633,429,34,10,583,472,1,552,504,5,839,29,531,497,1
38035004301,38,035,004301,965.2451309603761,872.5648085963734,38.376091336467425,12.235057085292143,1044.890530557421,718.6843519140363,62.51712558764272,1.094022834116857,1093.9247817327066,687.6030893216924,59.51712558764272,21.423102753525857,989.2921423774346,779.9066487575553,2.0470114170584286,990.8220282068503,776.4237743451981,3.1410342511752853,1408.9677635997314,38.56413700470114,974.5271994627267,769.4835460040296,4
38035004302,38,035,004302,882,816,48,7.999999999999999,955.9999999999999,681,54.99999999999999,0.9999999999999999,1003,651,50,9,880.9999999999999,750.9999999999999,5,885,763,6,1263,60,866,762,3
38035004303,38,035,004303,690.5896574882472,688.5997313633311,42.24714573539288,8.154466084620552,783.670920080591,564.3640026863667,47.33982538616522,0.06178643384822029,787.3505708529215,556.6534586971122,43.33982538616522,14.27803895231699,733.6205507051714,608.1672263263936,1.0308932169241103,730.3116185359302,613.5070517125588,2.0926796507723306,1054.007387508395,41.37071860308932,726.7750167897918,608.8891873740765,1
38035004304,38,035,004304,409,463,27,5,461,376,32,0,507,351,21,10,408,436,0,419,430,0,659,9,401,434,1
38035004305,38,035,004305,105,148,7,1.9999999999999998,120.99999999999999,118,15,0,120,123,11,1.9999999999999998,118,127.99999999999999,0,114,132,0,187,9,112,136,0.9999999999999999
38037003101,38,037,003101,671.4371621104491,97.17166995260314,15.663908302021646,0.9763439750213766,684.6214833408394,90.28932023966973,11.780569001145626,0.008935278987012053,539.9443243786139,84.36114371841082,41.140901809866456,114.43457831973934,657.2303852355867,112.82892226951071,0.0015778054867910147,619.9926768233931,145.14905145795188,1.9781600475295305,713.1949030728618,0.02108110988516852,648.3952743459249,121.61322473243956,0.016509348030984115
38037003102,38,037,003102,116.01801882926672,20.002253833919603,6.99995622498792,4.464433694055219e-5,119.01831895666827,18.00215791910477,4.000102540955784,0,108.01290287029168,17.001998350855004,5.001333573292126,12.003923814159538,118.0171772130058,22.002751547766902,0.9998917022281245,110.01634711037707,30.003358428710936,0.9999809909020055,133.01809747363328,1.999783404456249,117.01688371174522,22.003153346799365,0.9998917022281245
38037003103,38,037,003103,220.00110675067324,54.826921363425804,4.008527021318259,0.002399381650415316,221.027232322507,49.84745454823339,5.9839979521724045,0.9925342287279035,208.76171309351068,42.885318657235565,11.018650545324382,18.146343770200854,218.97498117883953,56.85037992728826,0,201.0181885590215,69.8325044952147,2.982401449484541,249.88030702347822,1.985068457455807,212.0056471428905,57.864508590869896,1.985068457455807
38037003104,38,037,003104,6.457149185270477,0.933223020936901,0.15082392257566077,0.009426495160978798,6.58912011752418,0.8672375548100495,0.11311794193174558,0,5.193998833699318,0.8106785838441767,0.3959127967611095,1.1028999338345193,6.325178253016774,1.084046943512562,0,5.96697143689958,1.3951212838248623,0.018852990321957596,6.862488477192565,0,6.240339796567964,1.168885399961371,0
38037003105,38,037,003105,123.8143747052216,32.950599719938005,0.9985030218163032,0,123.8143747052216,28.956587632672797,3.994012087265213,0,95.85629009436512,24.96257554540758,12.980539283611943,18.97155741450976,115.82635053069119,33.94910274175431,0,118.82185959614009,30.9535936763054,0.9985030218163032,133.79940492338463,1.9970060436326065,113.82934448705856,34.947605763570614,0
38039002301,38,039,002301,180,54,7,0,184,45,7,0,172,44,4,17,171,60,0,167,67,2,209,1,173,60,0
38039002302,38,039,002302,161.00976893951633,77.00612497001421,10.000620250128021,2.3259379800810013e-4,172.01062178344236,67.00550471988619,8.000620250128021,0,170.0113970961024,65.00496200102417,6.000387656330013,8.000155062532006,165.00969140825035,78.00697781394024,0,157.00938128318634,84.00736547027026,2,210.0138780966145,1.0004651875960162,164.01000153331435,80.00659015761023,0
38039002303,38,039,002303,212,68,3,0,218,56,1,0,218,55,4,3,210,67,0,203,75,0,248,1,212,62,1
38039002304,38,039,002304,149,72,8,0,157,63,4,0,171,49,8,0,147,72,0,142,79,0,198,0,150,71,0
38039002305,38,039,002305,201.29334152534207,36.331148238642626,5.891507012167996,0.9819229253687196,206.2029469901724,28.475783159719462,5.891513120176861,0,189.51035193304156,33.38536419251431,10.801097206976138,8.83726968026529,195.40182229715637,35.349225313273905,0,184.60073730619797,46.15031641224118,0.9819168173598554,216.02218540587288,3.054004432139881e-6,198.34755442520932,31.421561097838918,0
38041003101,38,041,003101,487,88,14,2,500,68,16,0,437,64,25,54,477,87,0,456,109,8,509,3,471,94,0
38041003102,38,041,003102,90,12,1,0,92,8,3,0,80,9,5,10,87,13,0,82,19,0,99,1,83,18,0
38041003601,38,041,003601,387.9975759503195,80.99949394839145,5.999962514695663,0,404.9974697419572,61.99961265185518,6.99995626714494,0,307.99807575437734,67.99957516655084,29.999812573478312,56.9996438896088,384.9975946929717,76.99951893859433,0,369.9976884062325,88.99944396798566,5.999962514695663,421.9973635335949,10.999931276942048,378.99763217827604,80.99949394839145,0.9999937524492771
38041003602,38,041,003602,126,14.999999999999998,2,0,129,11,0,0,97.99999999999999,12,5,26,121.99999999999999,14,0,119.99999999999999,18,0,134,0,118,19,0
38043001401,38,043,001401,97.93739028570542,35.956804197068564,1.9986729914212487,0,101.92709286601115,31.961469635946262,1.0033593391510232,0,78.9403420429466,31.96267648897838,4.001368826282896,18.99020940891014,92.93789181674403,34.96229511348641,0,88.9373275591492,40.95590038168592,0.0016091373761595255,98.9323016536316,2.9964003497557132,91.93855532103339,31.966297048074743,0
38043001402,38,043,001402,79,26,1,0,79,25,1,0,68,21,3,13,71,31,0,71,30.000000000000004,0,88,2,71,29,0
38043001403,38,043,001403,81.99613434214334,20.99901001445134,0.9999528578310163,0,80.99618148431232,20.99901001445134,0.9999528578310163,0,66.99684147467809,19.999057156620324,2.9998585734930487,14.999292867465245,74.99646433732622,23.99886858794439,0,74.99646433732622,23.99886858794439,0,90.99571006262248,0,73.9965114794952,21.99896287228236,0.9999528578310163
38043001404,38,043,001404,534,96,12,0,535,95,13,0,411,98,35,92,491,137,0,483,138,1,569,5,498,123,0
38043001405,38,043,001405,148,13,1,0,145,11,5,0,99,13,12,33,145,14,0,145,15.000000000000002,0,148,0,141,15.000000000000002,0
38043001406,38,043,001406,270.8162319672538,28.66307770895222,4.94187240906731,1.9767217465816964,271.80425262747934,27.674739516532394,5.930346686713274,0,201.6288388350183,30.63989017901801,17.790767889687544,51.39626234861163,269.82644219908855,32.61706554302017,0,255.98938997301667,43.48896710660643,1.976857831807835,287.6175729827125,1.9767217465816964,255.00182293021163,40.523408188442396,4.536174204621395e-5
38045002801,38,045,002801,565.6333333333333,171.28333333333333,17.925,0,586.5458333333333,131.45000000000002,25.891666666666666,0.9958333333333333,584.5541666666667,122.4875,29.875,11.95,550.6958333333333,178.25416666666666,0,542.7291666666666,188.2125,0.9958333333333333,661.2333333333333,4.979166666666667,560.6541666666667,170.2875,0
38045002901,38,045,002901,177,33,2,0,185,24,3,0,186,19,6,2,172,31,0,167,37,0,189,0,170,32,0
38045002902,38,045,002902,335,127.00000000000001,10,2,341,114,8,0,321,97,12,39,321,133,1,322,133,2,383,3,330,125,0
38045002903,38,045,002903,565,195,14,1,580,167,23,2,572,152,21,28,563,186,1,555,195,4,662,12,561,192,1
38047002801,38,047,002801,256.3734446584797,28.194850620166086,4.015398972642862,1.0078069164182635,249.36232514938487,28.14736454107551,7.026948202125008,0,174.10920897164917,31.13912790426992,15.077532013698471,59.25483505928505,224.28982460991227,42.22104681161327,0,217.2233046752118,46.27997469008916,3.99957027961267,247.3664971828361,0.9998925699031675,234.25709292288357,34.22190625238793,1.0038497431607154
