GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PRECCAS,G16PREOFUE,G16PREOWRI,G16USSRHOE,G16USSDGLA,G16USSLMAR,G16USSIGER,G16USSOWRI,G16HALRCRA,G16HALDIRO,G16HALLSEA,G16HALOWRI,G16GOVRBUR,G16GOVDNEL,G16GOVLRIS,G16GOVOWRI,G16AUDRGAL,G16AUDLRIE,G16AUDOWRI,G16TRERSCH,G16TREDMAT,G16TRELOLS,G16TREOWRI,G16INSRGOD,G16INSDBUF,G16INSLBAT,G16INSOWRI,G16PSCRFED,G16PSCDHUN,G16PSCLSKA,G16PSCOWRI
38015003501,38,015,003501,462.9072773137828,220.80393135672767,63.188263314304706,4.969863406743067,2.129941460032743,0,30.52916092713598,606.3233356226541,144.12603879554894,24.849317033715334,5.679843893420648,0.709980486677581,501.24622359437217,216.5440484366622,48.98865358075309,1.419960973355162,581.4740185889387,157.61566804242298,22.71937557368259,4.259882920065486,529.6454430614754,144.12603879554894,4.259882920065486,452.9675505002967,209.4442435698864,54.66849747417373,0,486.336633374143,183.17496556281588,46.85871212072034,0.709980486677581,508.34602846114797,151.22584366232473,51.11859504078583,0
38015003502,38,015,003502,781,628,133,34,27,2,53,1063,453,81,33,4,857,616,152,3,1047,479,85,8,999,434,17,823,585,151,1,860,537,154,2,901,493,151,3
38015003503,38,015,003503,890,380,92,13,7,1,37,1108,236,57,15,2,966,348,79,3,1091,259,46,4,1001,254,5,852,378,96,2,918,305,95,2,957,260,92,4
38015003504,38,015,003504,676,326,95,27,8,4,34,854,216,60,23,1,744,322,79,3,822,259,63,7,733,297,7,632,343,115,4,655,310,116,5,704,258,107,6
38015003505,38,015,003505,1014.2778793418647,373.6288848263254,76.71846435100548,10.959780621572213,15.941499085923217,0,31.882998171846435,1261.3711151736745,213.21755027422304,36.86471663619744,12.952468007312614,0.9963436928702011,1111.9195612431445,298.90310786106033,99.6343692870201,0.9963436928702011,1208.5648994515539,241.11517367458868,53.80255941499086,0.9963436928702011,1118.893967093236,246.09689213893967,5.978062157221207,955.4936014625229,372.6325411334552,99.6343692870201,2.9890310786106036,1034.2047531992687,296.91042047531994,94.6526508226691,4.9817184643510055,1078.0438756855576,241.11517367458868,104.61608775137111,1.9926873857404022
38015003506,38,015,003506,671,292,68,16,6,1,39,877,176,33,9,0,758,271,56,1,838,210,37,8,775,218,2,687,297,67,0,725,249,74,0,756,206,67,1
38015004701,38,015,004701,2086.662261890019,679.8917208762267,152.9747831294732,16.997466310999712,15.99737143620769,3.9993273868113826,59.99068441419773,2575.583392403908,379.93972225136764,49.991870835472,21.99667196123556,2.9995419568301567,2326.6228024886536,499.9218956362712,160.9734997920581,9.998256578066297,2552.586439900994,392.9383872317344,65.98924227167969,17.996818518245824,2416.607080746769,372.9424001317801,15.99724765828337,2109.6582241695387,655.89523049918,140.97772930347145,2.9995419568301567,2270.631631128154,456.92839903274347,135.97824515290588,6.99880745467938,2365.616136204381,375.94178736620484,138.97735388700093,1.9997874713300101
38015004702,38,015,004702,1888,779,145,18,4,6,60.99999999999999,2345,451,64,29,1,2068,623,169,5,2310,499,52,4,2145,441,10,1864,749,134,4,1979,629,121.99999999999999,4,2030,558,138,2
38015004703,38,015,004703,764,354,102,28,5,1,38,962,235,50,29,2,830,351,91,2,947,266,51,7,866,296,8,766,341,114,0,803,303,96,0,817,273,100,4
38015004704,38,015,004704,1542.2632395426454,570.4163020464094,102.84326844645804,19.774739992725216,10.333574122531566,2.0006726131886174,59.75286859439826,1917.6257766505332,329.45426055665524,37.86916068315264,23.885849528735786,3.1107732294162616,1697.2597190013178,476.72423616888636,106.63824805894474,3.22237379442654,1875.7616976348227,365.5515841149705,47.5408436882057,4.665072599232688,1727.6880481930589,374.4515826762428,6.66464345919514,1546.722864655676,539.6477494435134,125.51654003750276,3.0004580431698433,1647.9342714506429,426.53291901883244,111.30255713935773,3.1115077315670385,1714.3695371480546,373.55534730428224,100.9653395227412,5.00021252866999
38017011-01,38,017,011-01,1459,1642,239,57,18,5,66,2227,1005,161,57,5,1744,1329,328,6,2300,972,167,12,2059,960,19,1496,1593,234,7,1557,1392,277,8,1733,1189,271,16
38017011-02,38,017,011-02,1522,1648,291,72,27,6,96,2291,1043,185,65,5,1731,1406,396,5,2289,1065,229,7,2019,1126,28,1402,1675,353,9,1468,1496,365,7,1693,1238,378,9
38017013-01,38,017,013-01,1489.2840259243853,870.1399118565502,164.94363938172623,30.439966963089425,7.449315828002766,6.001586338980853,51.985563234753855,1993.002526729373,471.9663802837447,94.88892318040368,38.59638039179669,6.09416532502053,1634.6986455677054,671.9118673553183,259.64740459005054,1.9696691176470589,2005.926140016532,469.35400751501925,107.54014876064312,8.032974780654364,1743.1390737779313,628.4705200274452,8.279852076760168,1360.7335936487011,906.609650195034,205.56605896399705,2.0622481036867355,1455.1931561865194,761.0822904060595,224.6200464893893,2.03138844167351,1603.7367389759909,602.5695980058997,222.21834210355706,5.04761144217055
38017013-02,38,017,013-02,911.3834669689562,745.851306716183,172.4796466125767,34.45464790201288,4.108928479325986,3.0897321198314964,35.78143333999084,1332.7804956866985,414.0141510269947,97.43623866687506,33.57528861226411,0.08973211983149654,1018.459542705577,595.9928255634286,217.88594876517476,5.030908590419732,1329.9863780396397,433.98376718614605,109.60971560368264,2.122137535965078,1141.03834971884,561.393587739743,9.11914388453738,857.3731741407454,759.4118894460942,170.11375875425256,3.0294117647058822,866.788719622412,670.2545377943538,221.3844519394609,6.029411764705882,977.9407936726541,543.9257307810909,220.35803382618272,6.082510366047803
38017013-03,38,017,013-03,1763.6127847171197,1157.069066862601,169.02094048493754,28.009184423218223,17.38501102130786,2.8975018368846435,55.052534900808226,2548.8357825128583,531.208670095518,72.43754592211609,36.70168993387215,5.795003673769287,2091.996326230713,809.3688464364437,235.66348273328435,0,2521.792432035268,572.7395297575313,98.51506245407788,4.829169728141073,2280.3339456282147,621.0312270389419,12.55584129316679,1778.100293901543,1158.0349008082292,145.8409257898604,2.8975018368846435,1867.922850844967,949.4147685525348,187.37178545187362,1.9316678912564291,2078.4746509919178,765.9063188831741,173.8501102130786,3.8633357825128583
38017016-01,38,017,016-01,1024.3673791190513,1053.9701851501936,195.00892054840233,47.995132625966285,13.99996776378767,4.9995560461691015,60.00375381288561,1493.3995971550785,676.9515933849335,120.0014534532003,58.99395412178594,2.0004278357247336,1169.366612803097,900.9712581807727,253.00821041051591,6.9989748531320135,1456.4103492262645,715.9594316671848,156.98868332449052,3.0021552967298324,1274.36939811779,845.9599972127234,20.9949065018724,996.3190102109085,1014.992617730797,234.00868660055914,3.9988376139258244,951.3643759746212,996.9413428574688,263.00429541656865,6.997965824370192,1074.3518402643622,815.9606428781851,303.994399016832,6.004310593459665
38017016-02,38,017,016-02,1003.3350432817193,970.2673467761001,171.63528498386404,39.10983401128835,8.063583413713694,2.0113721596683996,56.20590015555055,1515.1594300364256,537.0152496402621,92.28285100911727,52.14278810421937,10.020419547188446,1187.5013531788186,744.0325842596812,231.88028065468023,7.002034175629808,1472.0560989791998,584.1687577759035,115.38287567398451,7.017403751348431,1334.1766123231848,602.3718549412422,15.049085627550701,1027.3765024645786,862.2593199042354,188.56726483148182,5.0110815631498555,1018.6709201105901,800.5399084174527,220.71786700193766,6.008646960346927,1115.4274570165371,662.8590958994698,232.68349196617814,8.014969148545504
38017016-03,38,017,016-03,1502,1089,261,34,9,4,77,2074,662,134,56,6,1708,887,299,6,2072,704,131,3,1845,764,17,1490,1005,261,3,1424,975,325,11,1619,777,307,7
38017016-04,38,017,016-04,714,340,79,16,5,0,36,983,164,42,7,1,831,244,90,2,986,161,35,1,873,210,1,732,322,69,0,722,266,105,1,808,199,92,0
38017020-01,38,017,020-01,260,125,46,5,3,1,10,377,50,21,4,1,281,113,57,1,374,59,18,2,297,102,2,244,154,36,1,249,119,53,1,281,94,41,1
38017021-01,38,017,021-01,1125,1714,260,101,18,3,82,1724,1219,194,63,8,1277,1525,368,5,1812,1158,231,10,1517,1218,41,1187,1554,328,6,1136,1526,350,9,1289,1292,393,11
38017021-02,38,017,021-02,1207.008328992469,1251.0072984704882,251.0013655476451,75.0003180623397,13.000076334961527,4.0000296858183715,72.00045376893797,1659.0122644838189,819.0043680561319,167.0006361246794,54.00022900488458,12.000008481662391,1310.0097623934132,1043.005776012089,270.0015775892049,19.000067853299136,1643.0120057931158,799.0044995218989,205.00078031294007,8.000038167480763,1364.0110558469278,844.0043892602878,17.000080575792722,1072.0087997247317,988.0064757492363,312.00120015522845,13.000025444987175,1034.0085367931974,977.0062467443516,294.0014334009442,15.000033926649568,1063.0097327075948,890.0048811967066,307.0014418826066,8.000033926649568
38017022-01,38,017,022-01,148,57,18,4,2,0,2,187,30,6,6,2,153,55,20,0,188,32,10,2,152,57,1,140,63,18,0,136,61,20,0,155,43,20,0
38017022-02,38,017,022-02,297,126,48,1,4,0,5,396,60,18,6,1,298,135,43,1,419,57,9,1,339,97,6,291,142,29,2,289,122,41,1,315,103,34,1
38017022-03,38,017,022-03,186,82,29,2,1,0,4,254,37,9,4,0,189,87,21,1,245,50,7,3,188,80,1,170,94,22,0,153,108,19,1,188,67,21,1
38017022-04,38,017,022-04,924,463,114,12,11,1,26,1277,229,30,18,0,1001,394,132,6,1278,250,35,2,1073,312,9,892,502,84,2,861,443,128,2,1002,328,109,1
38017022-05,38,017,022-05,499,213,62,10,1,2,22,647,126,25,10,1,519,184,92,2,617,142,40,4,552,190,1,470,249,56,2,447,217,93,3,512,163,81,1
38017022-06,38,017,022-06,1940.8329592519656,1077.907228270798,273.9764198016685,29.997418226460056,19.99827881764004,4.99956970441001,78.99320132967814,2654.771513041715,580.9499996524431,139.98795172348025,21.99810669940404,7.9993115270560144,2252.80610880715,780.9327878288434,315.9728053187126,4.99956970441001,2682.7691033864107,551.952495366865,161.9860584228843,2.9997418226460053,2294.8024943241944,743.9359720162093,16.99853699499403,1881.8380367399275,1050.909551866984,262.9773664519665,2.9997418226460053,1963.8309798922517,879.9242679761617,294.97461256019056,0,2159.814112305124,716.9382956123953,263.9772803928485,0.9999139408820018
38017022-07,38,017,022-07,310,124,27,7,6,1,6,388,82,12,6,0,327,125,33,0,382,88,15,0,340,109,1,285,147,38,0,293,134,36,0,309,113,34,1
38017022-08,38,017,022-08,1221.034192038785,641.0189897052088,141.00482669687125,13.000528470460356,12.000352313640239,6.00008807841006,35.001391638878935,1612.0467696357416,325.0102347112489,79.00246619548166,27.000387545004262,4.000140925456095,1340.0396881315728,481.0137578476513,185.00556655551574,6.00008807841006,1644.0472628748378,328.00972385647054,72.00285374048592,1.0000528470460357,1339.0404279902173,503.01310606741686,9.000299466594202,1143.0331527135463,626.0185140817945,168.00463292436913,3.0000528470460357,1155.0345971994714,525.0155018001705,202.0051966261935,4,1242.0380498731456,439.0126304440025,201.00465054005113,4.000017615682012
38017024-01,38,017,024-01,146,44,12,1,2,0,3,180,20,5,0,0,140,43,16,1,170,27,8,0,145,40,0,123,58,13,0,127,47,18,0,130,36,19,1
38017024-02,38,017,024-02,212,87,34,2,3,0,9,289,41,15,8,0,221,97,33,0,271,61,19,0,233,88,0,205,112,29,0,197,99,34,0,225,70,37,0
38017025-01,38,017,025-01,294,94,24,5,1,0,6,342,51,20,10,0,306,68,47,0,355,52,15.000000000000002,1,297,72,0,266,103,24,0,276,78,30.000000000000004,0,298,58,24,1
38017025-02,38,017,025-02,369,123,47,3,6,2,10,474,62.99999999999999,16,6,0,375,108,66,4,450,79,24,3,415,97,1,350,137,43,1,350,119,47,1,381,103,37,1
38017027-01,38,017,027-01,471,533,99,26,9,1,28,710,327,70,17,4,569,433,108,8,660,358,91,1,582,368,8,469,441,121,5,469,444,96,4,496,393,107,2
38017027-02,38,017,027-02,1684,1341,269,39,13,3,68,2508,711,113,30,4,2035,984,281,7,2537,687,138,7,2266,732,17,1703,1207,261,12,1726,1105,289,5,1975,869,254,7
38017027-03,38,017,027-03,2685.2953772520846,1711.1889206505543,400.425490814581,65.48222454834594,20.149113867263218,6.056014400953505,106.64848841846027,3761.273166129852,928.3113645166771,193.03451301442402,50.40869719931885,10.074420046759636,3112.815866362708,1263.93518596917,485.5671510117225,12.09277211104287,3805.7752719506775,922.6509114206284,197.33793619077704,10.092992303263916,3392.6038109404585,1085.4862804695927,16.282024010930773,2749.39339940049,1553.3828665444794,385.3706726089302,9.074256369126214,2813.0119414023898,1343.2520489425997,452.19331603091734,9.074051038818256,3041.0304151810365,1124.0098989020212,424.4016069574207,15.091962718659396
38017041-01,38,017,041-01,2085,1689,287,57,29,4,114,3011,986,160,60,13,2431,1343,383,8,3057,944,218,7,2720,1040,25,2137,1595,306,7,2214,1425,333,5,2463,1165,305,8
38017041-02,38,017,041-02,1720.144555707715,1241.8101665565487,253.14765782396148,29.026807942246155,20.0082485976142,0.002825414785561214,79.03939059617255,2532.6477071862873,663.4250441054223,108.06702423971791,23.021790945706506,1.0041242988071006,2102.3307696583447,887.5977560469508,284.19832342183383,7.005066103735621,2494.640538594157,671.4344979331823,126.07709401127197,10.004709024642603,2295.437122058318,679.4897340023144,17.011627520276672,1835.1594905937045,1120.7564079109848,204.14322555325734,1.0039457592605912,1919.1900345377062,951.6526129400636,218.180737100089,3.003945759260591,2011.3243467951866,829.5437027582109,232.15135804724218,8.00560172237515
38017044-01,38,017,044-01,1656,2026,371,103,22,6,116,2558,1389,179,78,6,1902,1789,432,13,2502,1407,250,9,2175,1313,33,1639,1850,419,8,1674,1705,404,8,1826,1513,423,14
38017044-02,38,017,044-02,1501.599707815924,1410.8655953250548,244.28414901387873,47.859751643535425,16.950328707085465,3.9883126369612856,87.74287801314829,2359.0869247626006,811.6216216216216,102.6990504017531,26.921110299488678,0.9970781592403214,1810.6939371804237,1139.6603360116874,296.13221329437545,8.973703433162893,2259.3791088385683,876.4317019722425,116.6581446311176,3.9883126369612856,2009.1124908692477,836.5485756026296,13.959094229364501,1607.289992695398,1324.1197954711467,193.43316289262233,0.9970781592403214,1573.3893352812272,1189.5142439737033,261.2344777209642,3.9883126369612856,1787.7611395178963,986.1102994886778,235.31044558071585,5.982468955441928
38017045-01,38,017,045-01,1966.8231762010519,1723.752420659271,322.4572810540776,75.08002244061589,18.035217073110854,7.006066277559505,107.17119968024093,2896.5907639222746,1031.5512758007233,150.18049776654954,54.03552704110027,2.0013158163370472,2305.457528709128,1364.2459613565006,372.5690661630151,16.013448371456057,2835.347563591197,1062.7163020715516,184.19410112200032,9.004460253136873,2610.7940562958524,1036.6203067586587,19.0256485386205,2078.043756966122,1529.6540048821741,283.3395846515753,5.998103767491784,2015.9942011373944,1475.3029190390284,338.4941041516111,8.005263265348189,2298.3959474571343,1152.9654334560978,340.4165302674368,8.011106946867546
38017045-02,38,017,045-02,658.0172999887682,273.70218263837205,64.91156798849316,8.991234074424845,3.9931934938620226,1.0002514984655055,20.97081455601091,824.8221678795665,146.843955568547,35.95298776828761,10.98989883606174,1.0002514984655055,698.9775195140893,230.72261820435534,80.9146728462942,0.998413263171388,824.8286017030958,165.79450609821512,33.96351418312131,2.996158907161223,731.9426204340391,203.77281303990432,1.0011706161125644,602.0974256335235,284.6916219156103,75.90330505984902,9.191176470588235e-4,634.0599772608902,228.7671519721302,79.90155370076987,9.191176470588235e-4,657.068519078538,195.77861355218027,81.89562287417147,5.987262667263622
38017045-03,38,017,045-03,713.1599440390765,312.19610386272836,89.20609901546372,15.051294589081762,5.011506796699749,1.0050171820323568,13.078003708502555,937.7725791310478,150.73660187725113,46.093401696107826,8.038539913498616,1.0010233251317582,759.4035147546468,256.94092690683186,109.2345532319001,1.0122061244534344,942.7209829887181,155.75849270189244,41.1234310111743,4.004892071907153,776.6373783258992,273.6699669658485,4.01287978570835,648.2859318081211,363.0118571159326,81.1795406726669,4.002495757766794,692.2111424069005,280.0163835245701,93.21658248703172,2.0052417357839953,772.3904585258158,200.80454233282157,91.21932846504892,2.0052417357839953
38017045-04,38,017,045-04,303.27586072633045,103.13337650361191,38.034427730137374,3.007296608732682,2.001993317679382,5.742176284811944e-4,9.003514862086648,393.36498580427417,44.066821694085654,17.01895296197443,5.002399314870289,5.742176284811944e-4,306.30095808154607,95.10530561589755,53.039328804234316,1.0001353323969693,410.3603958434809,41.07100943792259,8.020031840915633,0.0022968705139247776,329.3006254209055,87.11857839743382,0.0022968705139247776,268.25389756358214,129.15125058664515,27.034661726656154,1.0018579852824128,270.2782853687723,100.11631819519505,45.03365240403071,0.0011484352569623888,306.30842291071633,74.08236601856436,35.03689282108887,0.0011484352569623888
38017046-01,38,017,046-01,1004,1018,157,41,8,3,72,1512,653,86,29,5,1206,839,196,11,1484,672,119,3,1346,671,9,1040,976.0000000000001,173,4,1054,906,182,5,1157,794,177,5
38017046-02,38,017,046-02,1729.2959870987586,1396.5707314700371,232.29350901218302,43.25672697951724,11.078992916774535,1.0296223437904508,91.34559401088859,2597.5786384080557,754.4038551101803,111.55295041742174,27.217230521129974,0.03949645838726772,2075.162194757557,1058.3194333419628,299.89583000258887,7.049370572984085,2642.3219114285384,732.581589172923,107.71093625097082,2.0493705729840848,2292.1199838734483,784.0259243297799,14.148111718952254,1852.3552317863396,1258.1362704277772,217.26388666839256,3.039496458387268,1871.6810775680344,1096.01062136374,275.6983477106525,4.0394964583872675,2084.270810018122,893.825727612122,251.2836348975862,6.049370572984085
38017046-03,38,017,046-03,1110.396928650691,842.503963346853,127.15209585073474,25.23629383297025,7.76501348706777,2.911880057650414,33.97193400592149,1629.6822055983482,432.89950190402817,54.35509440947439,21.353787089436366,3.882506743533885,1293.845372282667,621.2010789654216,186.36032368962648,4.8531334294173565,1604.445911765378,450.37078224993064,69.88512138360993,4.8531334294173565,1387.996160813364,494.04898311468685,14.55940028825207,1116.220688765992,799.7963891679804,124.24021579308432,3.882506743533885,1148.2513694001466,689.1449469772646,166.94778997195706,3.882506743533885,1304.5222658273854,572.669744671248,126.18146916485126,4.8531334294173565
38019001001,38,019,001001,1356.9765575271235,475.9917099103936,109.99813921455761,18.999666972682963,6.999876150919368,1.9999614800751389,34.99938623992503,1706.97043089703,289.9949741143706,30.99947425043113,17.99967526198901,1.9999614800751389,1527.9735931932394,366.9936062891555,101.99827135294429,3.9999229601502777,1597.9724205263713,373.99341661613653,36.99939160262569,4.999903700187847,1427.9754314242314,351.99393358588924,2.99995319076909,1221.9789930622057,547.9903945023651,117.99800159084273,0.9999807400375694,1178.979667651401,430.99247238746733,238.99597831376732,2.999947705440899,1328.977113262056,376.9933752922338,133.99775377005395,0.9999862253657602
38021002601,38,021,002601,108,31,8,1,1,2,2,125,29,3,0,0,108,41,6,0,122,33,2,0,99,35,0,98,48,6,0,89,42,14,0,100,37,7,0
38021002602,38,021,002602,835,342,64,11,2,4,8,1040,191,23,9,2,899,292,62,2,1009,219,26,0,954,200,3,788,384,48,2,768,319,112,0,819,279,82,0
38021002801,38,021,002801,724,181,51,11,12,0,9,857,115,17,20,0,794,162,42,0,814,152,27,1,751,157,0,718,208,44,0,694,186,63,1,711,159,62,0
38023000201,38,023,000201,424.9613469973664,121.02024464107281,32.00876501100753,4.998789921610044,1.0011337770472795,2.9965223675154853,9.010203993425515,501.99590910887156,72.99563218518426,14.013579890786461,8.991860090421907,0.9988407891718284,459.96434138801396,97.02972179794533,37.000675968991224,0.9988407891718284,467.9688256286413,105.0319130506972,17.999771095971973,0.9988407891718284,429.9945317371082,98.98612959453087,1.9976815783436568,411.96495179875535,125.02707273713739,26.99851015002023,0.9988407891718284,371.97692541375045,125.03853767651464,50.97986104164592,0.9988407891718284,414.977525081399,93.02060071400531,40.001784312257605,1.0011337770472795
38023000202,38,023,000202,198.03865300263362,69.97975535892718,19.99123498899247,2.001210078389956,0.9988662229527205,0.0034776324845147972,8.989796006574485,252.00409089112847,35.00436781481574,12.986420109213539,1.0081399095780934,0.0011592108281715992,217.03565861198604,61.97027820205468,18.99932403100878,0.0011592108281715992,223.03117437135873,66.9680869493028,9.00022890402803,0.0011592108281715992,215.0054682628918,44.01387040546914,0.0023184216563431983,193.03504820124465,74.97292726286261,13.00148984997977,0.0011592108281715992,178.02307458624955,79.96146232348536,17.02013895835408,0.0011592108281715992,200.022474918601,55.979399285994695,20.99821568774239,0.9988662229527205
38023000203,38,023,000203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38023000204,38,023,000204,121,17,16,1,0,0,3,143,12,5,3,0,123,23,14,0,121,28,8,0,120,31,0,106,30,22,0,108,27,18,0,108,23,21,0
38025000401,38,025,000401,24,91,2,5,1,0,4,40,73,7,5,0,18,109,0,0,34,84,7,2,33,81.00000000000001,3,26,88,13,0,15,114,0,0,24,95.00000000000001,8,0
38025000402,38,025,000402,182,20,9,0,1,0,2,192,12,7,1,0,176,17,14,1,187,14,7,0,166,34,0,161,24,18,0,153,27,20,0,164,20,17,0
38025000403,38,025,000403,268.06600660066005,33.42904290429043,11.006600660066006,0.013201320132013201,2,0,1.0066006600660067,280.15841584158414,24.343234323432345,4.006600660066007,4.006600660066007,1,263.06600660066005,37.45544554455446,9,0,272.1716171617162,31.336633663366335,6.013201320132014,0,256.15181518151815,34.303630363036305,0.013201320132013201,249.1122112211221,39.37623762376238,11.026402640264026,0,254.06600660066007,34.45544554455446,7,0,257.0858085808581,28.38943894389439,13.033003300330034,0
38025000404,38,025,000404,75,14,1,1,0,0,2,88,6,1,0,0,76,11,4,0,74,17,1,0,75,10,1,68,21,1,0,65,18,3,0,72,12,2,0
38025000405,38,025,000405,9.933993399339935,64.57095709570957,0.9933993399339933,1.9867986798679866,0,0,0.9933993399339933,23.84158415841584,51.65676567656766,0.9933993399339933,0.9933993399339933,0,9.933993399339935,68.54455445544555,0,0,25.82838283828383,50.663366336633665,1.9867986798679866,0,22.848184818481847,45.696369636963695,1.9867986798679866,16.887788778877887,56.62376237623762,3.9735973597359733,0,9.933993399339935,68.54455445544555,0,0,12.914191419141915,58.61056105610561,4.966996699669967,0
38025003601,38,025,003601,263,29,12,2,2,0,2,273,23,7,4,0,254,33,14,0,274,30,7,0,234,39,0,240,45,11,0,229,35,17,1,246,29,14,0
38025003602,38,025,003602,197,23,6,0,3,1,2,213,15,5,4,0,208,19,6,0,212,17,6,0,196,22,2,184,31,14,0,185,27,12,1,202,14,10,0
38025003603,38,025,003603,78.0001296464572,11.000024681054215,6.808566680404549e-6,1.1347611134007582e-6,5.673805567003791e-7,0,2.0000011347611135,87.0001466678739,4.000014751894474,3.120593061852085e-6,1.1347611134007582e-6,0,83.00013673871416,6.000020425700042,2.0000070922569586,8.510708350505686e-7,82.00014723525446,7.000014468204196,2.2695222268015163e-6,2.8369027835018954e-7,74.00013276705027,6.00001900724865,2.8369027835018954e-7,70.00012397265164,11.000022978912545,3.0000119149916906,0,70.00012595848358,9.000022127841712,4.000007943327794,0,76.00012794431554,5.000019290938927,2.0000102128500203,0
38025003604,38,025,003604,22,1,1,0,0,0,0,19,1,3,1,0,20,1,3,0,21,1,2,0,18,5,0,19,1,3,0,18,2,4,0,20,1,3,0
38025003901,38,025,003901,107,7,1,0,3,0,2,117,4,0,0,0,111,8,1,0,114,5,0,0,104,12,1,106,11,3,0,109,8,2,1,110,6,2,0
38025003902,38,025,003902,152.59755201113805,12.859869822679688,2.231510153475768,0.06614888727186538,2.0165262698422057,0,3.049595237490258,157.0440350962716,10.446450229206288,2.1488240443859365,0.09922333090779807,0,145.5975903430532,18.777150857662573,4.347259754225773,0,158.81250303884434,8.611833399361712,2.1984357098398357,0,145.34953201578372,16.777161809638333,0,142.05187845102395,17.909454108194183,5.429940387327724,0.9999945240121197,137.06844305278133,19.959054821672325,8.314163406638318,0.016537221817966345,145.25030868487593,11.628354193216039,6.3968604677039105,0.016537221817966345
38025003903,38,025,003903,392.4024479888619,51.140130177320316,13.768489846524231,3.9338511127281346,0.9834737301577942,0,2.950404762509742,418.95596490372833,26.55354977079371,8.851175955614064,5.900776669092202,0,392.40240965694676,46.222849142337424,20.652740245774226,0,405.18749696115566,36.388166600638286,11.801564290160163,0,377.6504679842163,46.222838190361664,0,359.948121548976,54.09054589180582,25.570059612672278,5.475987880264694e-6,360.93155694721867,57.040945178327675,18.68583659336168,0.9834627781820336,371.74969131512404,37.37164580678396,23.60313953229609,0.9834627781820336
38027002301,38,027,002301,434.1124779394197,194.05454664719622,34.97662057687736,9.992890544080975,3.0023781810061356,0.9977853818141498,7.988297744888989,536.0940937024277,114.0633047715421,18.01126174084892,6.993519708262735,0,456.1028518267736,173.0228626542138,39.04896042420714,0,353.30990608360094,309.8517831510197,16.00065425128114,0.009022035563686134,448.1446275337636,164.94434455368796,1.0158294529415222,396.06731758740244,212.0237055554146,46.03646544209408,0,370.0888095179798,188.01370214292922,92.01879867080604,0,412.10405998093836,165.02855021894902,61.99802420593258,0
38027002302,38,027,002302,356.8851210518487,160.94422982845617,18.023279183748823,5.0070722748415575,2.997597883935849,0.0022146181858501285,2.0116903644345054,425.90302390499653,104.93588596362923,16.988616180585122,3.0064604227080878,0,369.8946664867401,134.97612261395102,44.95070359075272,0,362.68768840852573,179.1468442929128,11.999263561916258,2.9909540293782984,377.8527862926404,103.05492177327835,5.984124032285393,313.9305905894571,163.97508086875342,45.963191949856046,0,301.90915780485227,142.98521658772833,73.98070173907364,0,337.89368382231606,130.97044798782525,45.00166013917146,0
38029002801,38,029,002801,379,53,14.000000000000002,3.0000000000000004,3.0000000000000004,0,3.0000000000000004,403,35.00000000000001,11,7.000000000000001,1,373.00000000000006,49,36,0,391.00000000000006,45.00000000000001,17,0,352,70.00000000000001,0,336,77,26.000000000000004,0,338,59,26.000000000000004,1,351,56.00000000000001,25.000000000000004,0
38029002802,38,029,002802,333.3743681181519,43.916657836752684,6.987317973054007,0.9981439473257252,1.9962878946514504,0.9982060156805114,2.9944318419771756,339.36416282742806,30.941221000001757,8.983109320867168,5.988677478889993,1.9961637579418778,320.39992437507755,40.922536336549435,18.96454879412442,0.9980818789709389,335.37183531154426,38.926310510252776,10.979211010454259,0.9982060156805114,302.43296091308576,54.89642746240002,0.9980818789709389,288.4584491036873,55.89575070846668,27.947161568153298,0.9980818789709389,292.4516455765381,48.90743964173609,19.96294101486929,0.9980818789709389,290.4551714768223,40.92297081503294,30.941717546840046,0.9980818789709389
38029002803,38,029,002803,343.6574149607005,43.11224157865619,12.036650311397938,1.0022906444623711,1.0022906444623711,0,7.002290644462372,372.7192623611846,29.05726611155928,6.013743866774227,4.013743866774227,0,354.7169717167222,32.05497546709691,20.027487733548455,1,366.70093720548556,38.080172556182994,6.018325155698969,0,331.6276365826897,59.09391642295722,0,311.55891724881855,73.16492640129073,18.048103533709796,1.0022906444623711,318.5566266043562,46.125985445430416,27.048103533709796,1,329.57037047113045,44.10536964526908,22.059556756021653,1.0022906444623711
38029002804,38,029,002804,287.7826932338638,49.03432300332451,15.983924133450856,1.0092078150763946,1.006334532219885,0.0019181210290609922,1.0106483551917311,314.758640610866,25.040465139890255,6.013087214689842,6.012124255488231,0.0038362420581219843,313.69094959783865,24.102666396932026,12.02569684846596,0.006709524914631805,306.7549388248835,35.06162739419809,8.019524335128704,0.0019181210290609922,274.7075236234595,41.080954350263,0.0019181210290609922,244.7279020232818,72.03574296528187,21.029509020041594,0.9996250073052529,243.74745042889302,55.03015492612697,21.009372647923534,0.0019181210290609922,249.74183401420595,46.023469471694824,26.030984920338092,0.9996250073052529
