GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOMCM,G16PRECCAS,G16PREOOTH,G16USSRKEN,G16USSRBOU,G16USSRFLE,G16USSRMAN,G16USSRDUK,G16USSRCRA,G16USSRCAO,G16USSRMAR,G16USSRPAT,G16USSDCAM,G16USSDFAY,G16USSDEDW,G16USSDLAN,G16USSDPEL,G16USSDWIL,G16USSDMEN,G16USSLCLE,G16USSLGIL,G16USSOLAN,G16USSOTAY,G16USSNBIL,G16USSNHEB,G16USSNMAR,G16USSNWEL,R16USSRKEN,R16USSDCAM
22017000110,22,017,000110,731.8199181446112,130.82264665757162,21.639836289222373,4.918144611186904,15.73806275579809,0,0.9836289222373806,232.1364256480218,56.06684856753069,391.48431105047746,29.508867667121418,24.590723055934514,14.754433833560709,2.950886766712142,0,0,81.64120054570259,38.36152796725784,0.9836289222373806,4.918144611186904,0,0,0,2.950886766712142,0,0,0,0.9836289222373806,0.9836289222373806,0.9836289222373806,0.9836289222373806,381.6480218281037,67.87039563437926
22017000111,22,017,000111,6.987267384916748,340.42213516160626,1.0822722820763957,0.04113614103819785,1,0.013712047012732615,1.0137120470127325,9.46620959843291,3.0822722820763957,9.411361410381978,0.09598432908912831,1.0411361410381978,0.09598432908912831,0,0.013712047012732615,0.02742409402546523,216.67874632713026,49.68658178256611,9.521057786483839,13.452497551420176,3.041136141038198,2.0822722820763957,1,1.0274240940254653,0.013712047012732615,0,2.0137120470127328,4.05484818805093,0.02742409402546523,1.0137120470127325,0.013712047012732615,0.5073457394711067,211.07443682664055
22017000112,22,017,000112,417,210,23,6,1,0,1,143,30,209,12,17,5,8,0,0,119,50,8,12,0,0,1,2,3,0,1,3,1,2,0,241,86
22017000113,22,017,000113,510.4879832810867,214.44932079414838,18.050156739811914,7.016718913270638,4.025078369905956,1,0.0020898641588296763,163.49111807732496,26.106583072100314,268.773249738767,26.07314524555904,10.033437826541276,8.020898641588296,3.0146290491118077,0.0020898641588296763,0,118.26332288401254,65.11703239289446,12.014629049111807,4.025078369905956,1.0041797283176594,1.0020898641588296,0,7.004179728317659,2.0020898641588296,0,0,3.012539184952978,0,1.0041797283176594,0,243.87147335423197,101.24242424242425
22017000114,22,017,000114,76.52750921150685,412.8706361164011,2.8343521930187716,1.8895681286791812,0,0,0,18.895681286791813,4.723920321697953,35.901794444904446,4.723920321697953,0.9447840643395906,1.8895681286791812,0.9447840643395906,0,0.9447840643395906,262.6499698864062,79.36186140452561,17.950897222452223,19.840465351131403,4.723920321697953,4.723920321697953,0,0,0.9447840643395906,1.8895681286791812,0,2.8343521930187716,0,0,0,31.177874123206493,187.06724473923893
22017000115,22,017,000115,1126.813819577735,185.33205374280232,34.65834932821497,6.207293666026872,14.276391554702496,0.2763915547024952,1,377.383877159309,84.11324376199616,617.0326295585413,42.48752399232246,15.24376199616123,8.967370441458733,6.207293666026872,1.0690978886756237,0.4836852207293666,110.39347408829175,61.31669865642994,2.069097888675624,8.829174664107486,1,0,0,2.1381957773512474,6.069097888675624,0,1,0,4.069097888675624,0.0690978886756238,0,702.9712092130519,106.66986564299425
22017000122,22,017,000122,256.16727097895927,1227.2776280592686,18.249306289442615,11.631017235719085,2.0538267451640033,1,6.1678476560341,108.68577425556384,11.546790419169652,107.95790790080888,9.432050992637047,13.47879180159645,5.041810419742333,4.49717554756021,0.026913372582001684,1.0269133725820017,871.419281524292,175.8031360311965,38.83356939802505,53.04743934735604,6.839238280170499,7.617563878972396,5.1678476560341,2.725217369300403,4,1,1.1947610286161015,15.476629595520299,1.0538267451640033,1.1947610286161015,1.1409342834520981,143.8587773780105,726.4702608431605
22017000123,22,017,000123,674,204,10,2,0,1,0,226,27,320,40,18,11,6,1,1,129,50,8,13,1,0,0,3,1,0,0,3,1,0,0,380,98
22017000125,22,017,000125,760.4771573604061,445.94416243654825,13.934010152284264,2.6345177664974617,5,0,0,224.39086294416245,29.736040609137056,322.73604060913704,43.70558375634518,47.568527918781726,12.802030456852792,4.934010152284264,0.467005076142132,1,303.5431472081218,71.1015228426396,17.233502538071065,17,1,2,0.467005076142132,7.16751269035533,2.467005076142132,0.467005076142132,2,9.934010152284264,1.467005076142132,1.233502538071066,1,297.16751269035535,212.7715736040609
22017000126,22,017,000126,452,74,11,2,4,0,1,128,22,211,21,29,12,2,0,0,74,13,5,3,0,0,0,2,1,1,0,1,4,0,0,216,37
22017000127,22,017,000127,436.6756911379523,92.70041972575109,13.33853585712846,0.45284931069873213,1.6066551728763132,0.5804111245465539,0.44583292378320544,128.63526456716366,22.77332939739873,248.35939953539167,22.08223097551594,6.76838727779876,6.35341010814733,2.3391854654750324,0.1486109745944018,0.003508193457763342,67.57636994086869,12.343660578396447,1.4790933590284914,4.4304686616920685,0.29020556227327693,0.14510278113663846,1.570049881197352,0.5874275114620805,0.29371375573104025,1.1347415377874366,0.4353083434099154,0.5874275114620805,0.29020556227327693,0.014032773831053369,0.14510278113663846,271.84487651541974,47.31554777305499
22017000128,22,017,000128,1067,161,37,5,7,4,0,351,104,572,37,11,7,6.000000000000001,4,3.0000000000000004,86,43,3.0000000000000004,14,1,0,2,7,1,0,1,1,0,1,0,624,94
22017000129,22,017,000129,618.6701648665869,418.5413098402345,41.06226814184131,15.543791654710155,5.084166999361459,0.880079358333538,7.233119112766627,214.1711439500131,60.39485720947426,276.26252627606897,29.208276095807378,22.16647630893548,19.44907758024095,2.6655699861640545,0.9560750918238585,2.7162338084909345,233.55893467588325,117.60752656002558,14.876538628893337,25.079019268066183,2.782058498772056,3.5709812556610325,4.40039679166769,15.802100591089598,4.5675491266025725,0.14182042377144177,1.760158716667076,9.75686867515924,4.516885304275692,1.0218997821049798,0,260.4727351748766,170.38914723907007
22017000132,22,017,000132,978,192,14,5,2,1,4,312,47,456,55,47,24,7,1,1,143,24,0,12,0,4,1,7,2,1,0,3,2,1,1,411,92
22017000133,22,017,000133,620.5831836148042,235.5433797364181,9.544133158693914,0,1.2061711079943898,1.2061711079943898,1.5906888597823188,181.9497119608684,31.761159343015777,276.3670151727655,42.84336350886141,27.207660565878083,14.097631935831604,4.387548827559027,0,0,163.35929549221657,36.751793724571996,8.722479802487452,13.11002863004648,1.5906888597823188,0.6030855539971949,0,2.7968599677767085,0.987603305785124,1.5906888597823188,0.987603305785124,2.5782921655674427,0.987603305785124,0.6030855539971949,0,299.78211607339495,132.36717165277665
22017000134,22,017,000134,155.39540983606557,78.05721198417184,0.9749462973431317,0.07117241379310345,3.021992085924251,0.0593103448275862,0.01186206896551724,59.22597625777275,2.9960113058224986,74.92227020915772,5.707332956472583,3.019735443753533,1.2240497456189938,0.1423448275862069,0.7732911249293386,0.01186206896551724,55.38040927077445,15.536994912379877,2.2842871678914642,3.8308694177501414,0.01186206896551724,0.01186206896551724,0,3.116888637648389,0.0593103448275862,0,0.7495669869983042,1.5465822498586772,0.01186206896551724,0.08303448275862069,0.04744827586206896,74.9104081401922,46.3048275862069
22017000135,22,017,000135,724.8832774708002,285.7486127834279,13.689761491580633,2.1994036831577954,0.14783772327146139,1.0193067888526588,0.41874688255591974,231.87271029175585,40.753098621500904,330.36136194920635,31.096226356944555,35.53121463721374,15.549483181760499,4.209667019340502,0.19428974686704742,0.001716466630652818,188.0321337551274,66.68227091067763,13.231060217464911,8.806759203164665,0.07480226511819729,1.3477528662802254,1.2299818511620282,8.088341803424298,5.057985583625327,0.021484375,0.09628664011819729,9.18853737305356,0.001716466630652818,0.09795276641456972,0.006865866522611272,368.3756816817931,159.85712510978217
22017000137,22,017,000137,567.2956204379562,252.96076642335765,19.905109489051096,8.293795620437956,4.976277372262774,0,0,170.8521897810219,26.54014598540146,239.69069343065695,29.857664233576642,36.49270072992701,16.587591240875913,4.146897810218978,0.8293795620437956,4.976277372262774,173.34032846715328,56.3978102189781,12.440693430656934,13.27007299270073,0.8293795620437956,1.6587591240875912,0,9.123175182481752,4.146897810218978,0.8293795620437956,0,4.146897810218978,0.8293795620437956,0.8293795620437956,1.6587591240875912,202.36861313868613,115.2837591240876
22017000138,22,017,000138,225.82266236185995,32.97410556611229,6.994507241296547,0,0,0,0.9992153201852211,68.94585709278024,15.987445122963537,100.92074733870732,14.988229802778315,11.990583842222652,1.9984306403704422,0.9992153201852211,0,0,21.982737044074863,3.9968612807408843,1.9984306403704422,0.9992153201852211,1.9984306403704422,0,0,2.997645960555663,1.9984306403704422,0,0.9992153201852211,0,0.9992153201852211,0,0,94.92545541759598,14.988229802778315
22017000139,22,017,000139,873.213105540573,120.40979219707856,21.14928216819127,6.135920829692501,4.0642503441290225,1.9478754921208041,1.917088518965326,344.3819140942064,48.80886805800925,320.2127660077805,56.43488640899983,42.22304678818738,19.11699522092157,6.923078541358936,0.04759155437355334,0.21897810218978103,90.9361799590449,30.533029709854002,2.4903234698546743,5.4443347758316945,0.0364963503649635,1.9900812196952529,0.9671408246209616,6.161321976048875,0.19967488210141482,0.045092915503262145,0,4.053543689178955,3.879269953433914,1.003637174985925,0.072992700729927,361.26835821189457,63.18249927036436
22017000140,22,017,000140,265.05230807168664,113.63372390488006,0.6132487983935412,2.2121914329546293,1.1874877388272842,0.007516105941302791,0.053351744915892535,97.84187178725156,12.633726381444111,110.4385626639586,15.068620031589319,6.410983499588155,2.7430897781711314,0.16293764860354795,1.0024383743691068,0.07116788321167883,84.93633072088515,12.82869014796772,5.388252206664248,3.6207463720288313,0.022531662851791645,0.023722627737226276,0.010670348983178507,0.23853321990447704,1.0567959258560864,0.022531662851791645,0,2.1660202702189184,1.0200210193648125,0.08417053159725937,1.0318823332334255,156.6823328104183,64.48617892833168
22017000142,22,017,000142,474.106131697626,32.19494744302263,5.923711003535926,1.039523214735596,0.9840879992966376,1.9447002894312275,0.026869228007992886,133.83859549202504,40.93254338371238,192.83503930965347,31.70304413332318,22.8642205221402,7.881326807623421,2.0142282343573688,0.9684375265219392,0,40.132972609463785,11.986280413460715,0.0956730812150322,3.0461017487908433,0.019043991620643685,0.017347232197671043,0.01578948891015534,0.08060768402397867,0.009521995810321843,0,0.019043991620643685,1.0602639657792123,0.025172468585020244,0.0039126181936746,0.009521995810321843,223.05695502152548,28.924653286368798
22017000143,22,017,000143,974.3332170511975,175.69284213417515,9.724512631510631,6.163491647091956,1.142630807754259,2.0798491603406015,2.049426826768662,315.1069785987019,48.868870252463594,374.47071315738185,81.6764159964205,66.16881429458181,14.638854167641655,7.203416227262256,1.0056891709756481,0,127.3624423858887,31.88017899795659,7.001816847717053,14.083502604986668,1.9809560083793563,1.0589488225789836,1.024713413384331,6.148280480305986,0.9904780041896781,0,1.9809560083793563,9.066454841271684,1.1274196409682893,0.034235409194652754,0.9904780041896781,502.22411269761477,76.78109870269816
22017000144,22,017,000144,453.8063732188434,401.16825631451485,9.893296510168215,7.914637208134572,0.9893296510168215,0,4.946648255084107,161.9514028823731,20.83871083195609,199.4454685640478,28.916597257658033,18.83493626568131,6.92530755711775,3.9824338683084206,0,0,232.7436206313644,51.507930013477555,22.77969723762803,17.870721878905623,0.9893296510168215,0,0.9893296510168215,2.9679889530504644,1.0018872831373888,0.9893296510168215,0,9.905854142288783,1.978659302033643,0.9893296510168215,1.978659302033643,226.7978083796509,157.47922136136256
22017000145,22,017,000145,29.571396796133673,23.89739645795034,0.06312594840667678,0.029135053110773898,0.9669417327049437,0,0.014567526555386949,8.051812321626713,2.110826708465714,11.15809664485209,1.1824599822896635,2.029625005266571,0.9766534170752016,0.01143810859095112,0.030025955118967086,0,20.143584902024514,1.2886693393064468,1.0326850073405067,0.11689133281789268,0.9572300483346857,0.004855842185128983,0.004855842185128983,0.9921118456387817,0.015430738665733527,0,0,0.029998265221120476,0.004855842185128983,0.009711684370257967,0.004855842185128983,12.610542501887284,13.935502135783453
22017000146,22,017,000146,240.1717791541055,70.20782086946535,7.968182244167495,0,1.9911140931222677,1.9911140931222677,0.9955570465611339,62.13349904141879,14.001735562512604,80.07865163387055,64.75434214658101,9.042340851249653,1.0104605332748322,0.011416451884678757,0.9992829182395584,0,46.278649956822974,11.988266239319788,1.0069734984458125,1.044590470504166,1.9948399648006923,0,0,0.9955570465611339,0.003845290103127091,0,0,1.9949593832253947,0.9955570465611339,0,0,142.96504838905406,49.09694036042906
22017000149,22,017,000149,242,95,1,1,1,0,0,85,15,73,29,11,3,1,1,0,73,13,1,5,0,0,0,1,0,1,1,3,1,0,0,131,57
22017000151,22,017,000151,132.02406499982467,38.60992486649333,0.00453587557294493,0,0.014210516348651036,0.0011339688932362325,5.669844466181163e-4,54.11490310163723,4.942110352959756,46.31150730276857,17.718800649352175,2.9760676404081567,0.01364353190203292,1.9632077903185094,5.669844466181163e-4,0,19.906613589382406,4.927899836611106,1.9768513222205424,4.9085864602428915,0.014210516348651036,0,0,0.01364353190203292,0.9816038951592547,0,0,0.982737864052491,5.669844466181163e-4,0,0,96.42210252348292,13.940231887034246
22017000154,22,017,000154,50.84310425262429,24.578906166982595,0,0,0.014979774770762328,0,0,18.534365276134963,2.9398816841846234,22.45920077997138,0.9849538196517952,0.9999335944225576,0.014979774770762328,0,0.9699740448810329,0,17.744148528503075,1.954927864532828,0.9849538196517952,0.9699740448810329,0.014979774770762328,0,0,0.9849538196517952,0,0,0,0,0,0,0,27.324050779147306,19.594217969640567
22017000155,22,017,000155,114,31,2,1,0,0,0,37,11,47,8,2,0,0,0,0,24,7,2,0,0,0,0,0,1,1,1,0,0,0,0,70,21
22017000156,22,017,000156,186.87205466372455,160.96248655132675,1.06376539823287,0.011020045523171484,0.011020045523171484,0.02204009104634297,0,54.36289777560173,8.444002912723931,73.99037792929816,14.319673208055264,11.227557423065196,1.085805489279213,1.0196852161401841,0.011020045523171484,0,106.19118508087402,30.06159429909329,8.978806125844569,7.016576012226403,0,0,0.9976451250938411,0,0,0,0,0.011020045523171484,0,0,0,105.24797817290239,71.15238520183469
22017000157,22,017,000157,264.63137121763066,71.7548188936206,8.992092889464516,1.0112497136357597,0.013230852516038864,0.9980188611197208,0.006615426258019432,97.32052506360942,23.955760380002307,88.30197046911283,15.059591171279074,12.035765169758823,9.976880898068199,1.0145574267647695,0,0,49.8546350721799,13.9755717688051,2.9808257308431236,3.982152305091854,0,0.006615426258019432,0.994711147990711,1.0112497136357597,1.9828068697234027,0.9914034348617013,0,2.9874411571011428,1.0046342873777403,0.994711147990711,0,110.2583854137467,31.923372703315028
22017000158,22,017,000158,528.1389180619772,85.22367525903358,10.3303393983027,2.0931923033794124,2.1025164356699113,0.6457505957108817,0.9636313904128684,180.31025644085045,21.657926064998858,233.16340021940655,37.642750560419906,17.903752506950518,16.463964798501078,2.7539264085506563,0.8166746214180113,0,59.529986111391395,19.205567193657007,2.9015480515619227,5.497198936777995,0,0.804690993061875,0.6457505957108817,3.06548295206637,0.8053558670782844,0,0.15894039735099338,2.260791959004495,0.9692907675827318,0.804690993061875,0.32287529785544083,241.58810908650796,44.43308902956954
22017000160,22,017,000160,1153.2212016588146,187.93238784160866,21.86355463091212,4.300734338704865,5.044551825169923,1.3177124702144558,1.4766528675654493,386.8722125637732,51.031525775787216,512.4616938056001,83.89486733247311,36.87704166902222,35.417992394477686,7.118194322188025,3.1650569115446574,0,126.59887680409393,42.06049595958665,5.6858044672562285,12.98054277981617,0,1.3971826688899525,1.3177124702144558,6.26519050368796,1.6531968579373646,0,0.07947019867549669,4.868007834798008,2.232582894369096,1.3971826688899525,0.6588562351072279,535.4318321051242,104.41144226563479
22017000161,22,017,000161,393.6113398296603,44.8960917866703,11.487772171747057,1.4562449632717427,0.3431671527049043,1.0365369340746624,1.0373216138894414,110.61037453584402,25.195970054184354,186.07378690524715,22.276491937914972,16.60513863477508,8.535187165442306,1.3385179636746376,0.060239269957039245,0.25182481751824815,39.017913744698525,13.551355065217848,1.759010672686497,3.909807598015413,2.043540162549266,0.12047853991407849,1.0365369340746624,1.610180607859775,0.2296918412654293,0.041970802919708027,7.846798147789859e-4,3.3194648168225274,0.07929241680914945,0.07850773699437046,1.1022100728767472,160.4544197005316,25.398531501234253
22017000162,22,017,000162,684,106.00000000000001,8,1,1,0,2,211.00000000000003,39,331,27,21,9,4,1,0,85,18,9,8,0,1,0,6.000000000000001,0,0,0,1,0,0,0,337,53.00000000000001
22017000163,22,017,000163,780.999330006434,402.22451129839493,9.577322635832113,4.201009251471825,3.2999715720424603,1.4992987377279103,1.6623824802361062,206.6402601655782,38.24601252345067,384.0767287302633,46.8659140317546,35.34206653752537,18.07925011881377,7.226082201143773,1.400336417157275,0.400336417157275,289.94645603799785,62.72847243660391,18.4437989778706,10.86248000155432,2.2637281488652063,2.050322203178505,1.400336417157275,5.163363303750391,0.012396694214876033,1.2620460630788313,0.813069528529426,9.075115591608258,1.813069528529426,1.050322203178505,0,402.99901460438184,231.0266109995636
22017000165,22,017,000165,519.1798506539968,257.1457680226368,9.5792759178975615,1.7182506307821699,1.857759779413597,0.29453015427769985,0.7200152873995732,149.05881714456274,30.014283153058305,241.83573510996368,24.89460810818961,21.84851513226933,14.308542677122198,5.171061990641186,0.6771825114143359,0.5727502102607233,185.38158273148318,48.56296354566422,14.501097181134748,7.280519148347246,3.0110161284424666,1.2927654976602965,0.5727502102607233,4.29602569759534,0,0.14726507713884993,1.2499327216750593,1.5016300999675218,1.1455004205214465,1.2927654976602965,0,259.8524273932477,155.38281143543972
22017000166,22,017,000166,322.9139072847682,83.77483443708608,5.331125827814569,4.569536423841059,0.7615894039735099,0,1.5231788079470199,108.90728476821191,14.470198675496688,148.50993377483442,13.70860927152318,14.470198675496688,11.42384105960265,0,0,0,58.64238410596027,19.039735099337747,2.2847682119205297,2.2847682119205297,0,0.7615894039735099,0,1.5231788079470199,1.5231788079470199,0,0.7615894039735099,0.7615894039735099,0.7615894039735099,0.7615894039735099,0,153.841059602649,39.602649006622514
2201700136A,22,017,00136A,298.9846508803886,44.51641329062245,3.7474212256349055,1.1238620689655172,1.1287193852982433,0.936551724137931,0.1873103448275862,84.9402322299688,12.366125745870233,134.78542754852083,20.2368032158784,12.740746435525407,7.680938467014216,2.2477241379310344,0.5631453635659401,0.1873103448275862,35.86370755605804,12.38676934028432,1.127505056215062,2.253795783346942,0.1873103448275862,0.1873103448275862,0,2.6272021439189333,0.936551724137931,0,0.18852467391076774,1.1262907271318803,0.1873103448275862,1.3111724137931036,0.7492413793103448,134.59811720369325,20.678212005108556
2201700136B,22,017,00136B,1303.5621992942363,205.3674774160725,16.138870843255294,4.794666717457463,5.421260524379138,3.9955555978812187,0.7991111195762437,373.432674144359,53.211279247223345,588.6592556310569,87.24389162461684,54.80950148637583,32.920204354356414,9.589333434914925,2.55398181045915,0.7991111195762437,163.90891236365272,55.87430292664047,5.264612072648719,10.372575693567018,0.7991111195762437,0.7991111195762437,0,11.814149480989087,3.9955555978812187,0,0.9557595713066627,5.1079636209183,0.7991111195762437,5.593777837033706,3.196444478304975,587.8601445114807,97.45777870894237
22019000161,22,019,000161,397.52827272007215,41.950219734278974,11.98577706693685,0.9988147555780709,4.994073777890354,0.9988147555780709,0.9988147555780709,59.928885334684246,247.70605938336155,16.979850844827205,37.95496071196669,16.979850844827205,11.98577706693685,5.992888533468425,0,1.9976295111561417,13.98340657809299,16.979850844827205,0.9988147555780709,5.992888533468425,0.9988147555780709,1.9976295111561417,0,4.994073777890354,0.9988147555780709,0,0,0,0,0,0,174.79258222616238,27.96681315618598
22019000163,22,019,000163,804,121,17,6,5,3,3,127,516,41,77,21,20,3,0,2,55,15,8,13,3,0,0,8,0,0,0,10,4,3,0,273,66
22019000164,22,019,000164,225.11674107776304,21.724907251723312,6.943475761503297,0.01582815149802148,4.449619560404268,1.0268644227971704,0.1975981770111228,35.38317603728997,150.18721475589825,10.901327163603213,17.908622964526884,4.743137204121163,5.6454867436564315,3.586143558610556,1.753501400560224,0,9.611441629080563,8.815942015012828,0.24508263150518725,1.042692574295192,0.03165630299604296,0.01582815149802148,0.15011372251705837,0.31094869050889484,0.06586605900370761,0.01582815149802148,0,0.11335051349777205,0.050037907505686124,0.06586605900370761,0.876750700280112,91.40092898152074,13.527422916137947
22019000165,22,019,000165,738,138,26,10,3,0,4,132,498,42,48,26,6,1,0,2,60,34,5,22,0,0,2,6,1,2,0,7,3,5,0,261,42
22019000167,22,019,000167,562.0209370370575,97.93428724811342,13.9037973452366,9.04070378681252,6.382084916507905,2.7139580776617933,3.686416890945824,100.29799404061406,356.5019843047647,24.2732262224929,32.34051940482617,29.325756015341945,14.691123149782173,3.687415668619747,4.698647869694404e-6,0,39.3390779626016,26.723847858845144,9.993852626407502,9.11394152290122,0.8984192358674704,3.985713399949726e-4,0.05552439708356702,6.382066121916426,0.9360380562477106,0,0,1.8897871021766204,0.9169320668765292,1.8523581701706382,0,212.44505935690427,41.39810884675268
22019000260,22,019,000260,770.5332751776159,80.01005592264386,12.080734481175984,1.0252634126470184,0.00505514705882353,3.010073326176349,0.00505514705882353,125.42814716911258,506.49010059262656,22.15138331352852,68.25697455999725,18.105936280587507,7.05046521205854,6.010036358235051,0,0.00505514705882353,36.42924388470443,11.252621803823084,8.075728624705558,13.136328776175944,4.010061003529249,0,0.02022058823529412,5.020158974999798,0.01011029411764706,0.00505514705882353,1.9999753547058012,5.020158974999798,0.00505514705882353,0.015165441176470586,0,255.74501948969552,37.39384553264556
22019000261,22,019,000261,338,32,6,1,0,1,1,78,184,4,46,14,9,1,2,0,18,4,3,1,0,0,2,0,0,0,0,3,3,2,0,140,36
22019000262,22,019,000262,371.7647702407002,32.223194748358864,13.027352297592998,3.0076586433260393,3.0032822757111597,1,0.0087527352297593,72.37964989059081,209.93654266958424,8.089715536105032,48.193654266958426,20.076586433260395,4.036105032822757,1.0109409190371992,0.007658643326039387,0,15.12144420131291,9.053610503282275,3.0076586433260393,1.0175054704595186,1.0032822757111597,0,0.005470459518599562,1.012035010940919,1.0021881838074398,0,0.002188183807439825,3.012035010940919,1.0109409190371992,2.00109409190372,0.0010940919037199124,127.60831509846827,37.14113785557987
22019000300,22,019,000300,36.32813747864496,954.129280377141,9.08752141965465,3.9983923951503058,0.028042624789680316,2.9917836401653095,6.000392855204427,16.63854995076387,112.41512906068837,7.242559658422738,1.2646009030500556,4.155431093972516,2.086128334423162,4.009609445066178,0,0,368.5080548239776,203.26181473258708,70.70646220965546,68.72128732447514,4.976958525345622,6.967741935483871,5.989175805288554,6.000392855204427,0.011217049915872126,1.9907834101382489,0,18.940485021103044,2.9917836401653095,0.01682557487380819,0,26.359834690665295,340.71560643145324
22019000301,22,019,000301,31.55282343321895,624.4538510196235,6.052088974545665,4.8007994423968485,0.9844206921184903,1.0329422993967314,0.07278241091736164,14.606757013388963,78.48307023998068,0.3639120545868082,1.4696367649009012,0.3153904473085671,1.9688413842369805,0,0,0,277.08404636575824,131.76025195442574,51.92141638880332,61.523015273597025,4.8007994423968485,2.8804796654381093,1.0329422993967314,4.897842656953331,0.024260803639120546,0,0,14.426659130829666,0.024260803639120546,1.94458058059786,0.9601598884793697,21.871886169890654,284.7410646699541
22019000302,22,019,000302,188.51832006633322,175.5229313292113,12.033883608549566,1.5745446168622483,0.4425174404548065,0.11689879279328787,3.323080220146004,35.159374272354846,152.83163294716408,12.924149185476105,6.368606343418118,3.0051001296014594,2.059712175876278,0.5290133832240325,2.1034480604172034,0.04796747967479675,59.71396359640102,38.606153374434484,14.98881104592821,14.23362311785429,1.2303983817936162,4.262376701576814,0.35069637837986356,2.2211714863612597,0.21029532462736672,2,0,1.9503187259604569,0.4507452350041077,0.31968101635304447,0,56.73550970409114,87.40949251839469
22019000303,22,019,000303,4,390,1,1,0,0,0,9,31,3,0,0,2,3,0,0,155,81,35,35,4,8,1,3,1,0,0,3,1,2,0,3,156
22019000304,22,019,000304,27,546,1,8,0,0,3,24,64,15,0,0,0,0,0,0,197,147,39,40,3,2,1,3,4,2,0,6,1,2,0,14,205
22019000305,22,019,000305,12,631,5,1,0,1,3,14,80,3,0,5,2,0,2,0,246,105.99999999999999,48,56,12,5,3,5,3,0,2,13,1,2,0,9,233
22019000306,22,019,000306,735.5298792926366,224.6217658740756,35.454253835989476,14.01465379561088,9.267005702260771,0.1508807470396576,5.919360769723672,177.70747024033355,522.7738718730386,57.566277201180554,35.56682570452182,6.686426993053879,9.404110566671804,1.2357320595819368,2.0730152400366646,2.997919707544998,76.231367065008115,65.79057214268079,9.345764117294056,17.32284439798113,1.1001470416155443,2.9916900764660217,0.08554474336061324,13.22817081298425,3.102913267364861,0,0,5.176688430623845,3.048719905373097,6.901295066139081,0.045887187219794935,361.0391549158277,101.9973243389867
22019000307,22,019,000307,24.542199250652285,329.6085613450007,3.298022359535112,4.046975574635144,0.059692142701017886,0.01930535699774166,1.0742119647780437,17.553597904879783,58.457776227719684,0.5965540837054062,0.5726642511447824,1.3767568421617842,0.20684790534107986,1.0691936617206597,5.350870951261466e-4,2,138.4021656249205,54.951121380884224,24.251492608482756,32.25905483847973,0.01254575764345988,2.01809914779597,1.0514587905974013,1.0760847696109852,1.0243584354660207,0.005018303057383952,0,3.1079011088412916,0.019572900545304733,4.035601250782561,2.675435475630733e-4,12.192154804645392,101.49465966749995
22019000308,22,019,000308,9,556,7,4,0,0,7,20,53,0,0,1,2,1,3,0,226,107,65,51,1,8,1,5,3,0,0,7,0,2,0,14,189
22019000310,22,019,000310,235.93685972277513,232.9376623534178,16.995451759691427,5.998394738714621,2.9991973693573106,0,0.9997324564524369,65.98234212586084,169.9545175969143,6.998127195167059,17.995184216143866,5.998394738714621,5.998394738714621,0.9997324564524369,1.9994649129048738,0,97.97378073233881,56.984750017788905,9.99732456452437,12.99652193388168,0,1.9994649129048738,3.9989298258097477,7.997859651619495,2.9991973693573106,0,0,4.998662282262185,0.9997324564524369,0.9997324564524369,0.9997324564524369,118.96816231784,89.97592108071932
22019000311,22,019,000311,24,311,5,4,0,1,0,7,49,3,3,0,1,0,2,0,128,66,29,17,1,0,3,4,1,0,0,3,1,1,0,10,91
22019000312,22,019,000312,90.26004728132388,933.0141843971631,11.77304964539007,7.84869976359338,0.9810874704491725,0.9810874704491725,6.867612293144208,28.451536643026003,162.86052009456264,4.905437352245863,0.9810874704491725,3.92434988179669,8.829787234042554,3.92434988179669,0,0,377.71867612293147,176.59574468085106,70.63829787234043,80.44917257683215,9.810874704491725,16.678486997635932,5.886524822695035,0.9810874704491725,2.9432624113475176,0,0,18.64066193853428,2.9432624113475176,3.92434988179669,0,40.22458628841608,308.0614657210402
22019000314,22,019,000314,443.63226744186045,264.09302325581393,30.436773255813954,4.622456395348837,15.13517441860465,4,6.180232558139535,99.859375,315.06031976744185,30.400072674418606,24.27325581395349,14.039607558139535,7.180232558139535,5.957848837209302,2.0901162790697674,0.13517441860465115,107.25399709302326,68.87972383720931,13.231104651162791,22.47093023255814,3.867732558139535,5.515625,1.352107558139535,8.216933139534884,5,1,0,8.740915697674419,1.2169331395348837,0.3070494186046512,3.2169331395348837,188.85646802325581,144.67914244186048
22019000317,22,019,000317,302,332,17,10,4,1,1,52,249,12,14,8,16,3,0,0,131,68,27,20,4,3,3,5,3,0,0,9,3,0,1,85,89
22019000318,22,019,000318,201.49273255813952,213.90697674418604,8.594476744186046,9.549418604651162,2.864825581395349,0,3.8197674418604652,41.0625,148.97093023255815,11.459302325581396,12.414244186046512,3.8197674418604652,3.8197674418604652,5.729651162790698,1.9098837209302326,2.864825581395349,96.44912790697674,46.792151162790695,18.14389534883721,15.279069767441861,3.8197674418604652,0,3.8197674418604652,0.9549418604651163,0,0,0,4.774709302325581,0.9549418604651163,2.864825581395349,0.9549418604651163,75.44040697674419,78.30523255813954
