GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE
31055004-03,31,055,004-03,183.3195415038021,548.7798917179023,36.317283131408836,15.106235896723843
31055004-04,31,055,004-04,380.94547964113184,513.5783298826777,48.86473429951691,21.93926846100759
31055004-05,31,055,004-05,653,600,53,16
31055004-06,31,055,004-06,367.84283172053813,616.7364868792718,36.984197754510625,18.99188533339735
31055004-07,31,055,004-07,334.4252605222005,377.60179497099847,30.14214353904636,22.0595870454592
31055004-08,31,055,004-08,467,507,58,15
31055004-09,31,055,004-09,178,321,28,14
31055004-10,31,055,004-10,205,621,30,11
31055004-11,31,055,004-11,443,509,44,18
31055004-12,31,055,004-12,558,429,36,20
31055004-13,31,055,004-13,357,483,63,15
31055004-14,31,055,004-14,138.6271073824947,368.28317854925774,20.033726069171376,5.006973790940836
31055004-15,31,055,004-15,279,632,28,19
31055004-16,31,055,004-16,409,511,45,22
31055004-17,31,055,004-17,269.7319077572614,284.6617181497297,26.873658706443017,10.948527621143452
31055004-18,31,055,004-18,152.1078714725714,450.3585998501623,36.78425649990288,8.947521851327728
31055004-19,31,055,004-19,386.72433723804676,423.40698787656606,38.54364198190504,11.322679936913184
31055004-20,31,055,004-20,524.2614678899082,388.19724770642205,42.522935779816514,14.13302752293578
31055004-21,31,055,004-21,436.9546123926018,517.430769367187,97.4394190981749,18.045068625453837
31055005-01,31,055,005-01,572.7591739098697,550.5556790389585,65.6934010323122,24.197732245470462
31055005-02,31,055,005-02,564.7460708380046,617.6113809055025,58.92402212351676,17.680504165771826
31055005-03,31,055,005-03,701,559,54,15
31055005-05,31,055,005-05,394.59802420819994,439.1015607730346,44.50353656483458,16.812447146715286
31055005-06,31,055,005-06,408,394,61,9
31055005-07,31,055,005-07,739.236463258752,577.6495065290698,78.69399481441155,13.401120539692952
31055005-09,31,055,005-09,702.6984479608207,480.0879628403762,38.98498939177244,4.116978252526052
31055005-10,31,055,005-10,562.0561662351429,479.37755506720947,51.25207812760775,8.074477628611382
31055005-11,31,055,005-11,689,563,79,18
31055005-12,31,055,005-12,643.7807486804376,515.1508420894612,56.55916746267829,24.178933588057053
31055005-13,31,055,005-13,966.7409188594075,552.2750549011676,50.15760469367846,15.957651741243913
31055005-14,31,055,005-14,833.0367509203126,538.7054726095822,78.96403596403597,15.057524667113709
31055005-15,31,055,005-15,704.377095168109,441.1699618641284,73.1910719467634,8.297180776070599
31055005-16,31,055,005-16,659,463,53,18
31055005-17,31,055,005-17,792.1652542372882,441.98728813559325,47.347457627118644,8.182203389830509
31055005-18,31,055,005-18,732,544,73,18
31055005-19,31,055,005-19,578.0357142857142,382.0408163265306,48.75,4.974489795918367
31055005-23,31,055,005-23,567.5667711015365,559.4212285233357,46.08761499475427,15.205588282202429
31055005-24,31,055,005-24,598.3469396465775,452.4812677924367,54.575591510052675,20.837953122020114
31055005-25,31,055,005-25,703.9438337648571,412.62244493279053,43.747921872392254,12.925522371388618
31055005-26,31,055,005-26,372.56493506493507,264.7402597402597,29.805194805194805,6.136363636363636
31055005-27,31,055,005-27,476.95483061480553,273.3425345043915,26.03262233375157,6.508155583437892
31055005-28,31,055,005-28,552,422,42,8
31055005-30,31,055,005-30,749.0470417288252,495.8881854374117,59.16741530155946,10.64616920226069
31055005-31,31,055,005-31,671.2782683418277,463.57084864288254,69.93759630200309,6.680306981154439
31055005-32,31,055,005-32,460.48481173327855,281.48225349925326,38.23260153127645,6.694541501396003
31055005-33,31,055,005-33,169,138,15,6
31055005-34,31,055,005-34,250,189,34,9
31055005-35,31,055,005-35,730.7771959987496,497.96137185727684,67.72045951859957,8.457676506050998
31055006-02,31,055,006-02,615.8522567884263,485.97835266705505,37.42000525144876,4.225575367306772
31055006-03,31,055,006-03,587.5178718922633,449.5128583196205,31.86800566417123,15.893034300059421
31055006-04,31,055,006-04,589.6966904673641,526.6694127057862,36.54555523155715,12.204583211833933
31055006-07,31,055,006-07,460.6343930169496,591.5305003601609,46.96272553535061,2.9976207788521667
31055006-08,31,055,006-08,650.1362956916862,600.7358682712709,56.31861041711883,6.916881171937653
31055006-09,31,055,006-09,645.1572954419535,556.1453429007717,48.01362589694734,8.001673355765462
31055006-10,31,055,006-10,694,585,63,21
31055006-11,31,055,006-11,704,642,68,20
31055006-12,31,055,006-12,503.1816740525574,449.24368099835004,60.89769606434358,8.985432959433295
31055006-13,31,055,006-13,791.5818626886905,597.1068124725801,68.40830912124487,16.613446500873753
31055006-14,31,055,006-14,682.151021413925,539.1935544500558,58.02056657074213,9.499989313781324
31055006-15,31,055,006-15,608,433,41,10
31055006-16,31,055,006-16,746,493,53,10
31055006-17,31,055,006-17,578.4590927027427,341.8029581655087,57.52925038834501,5.736873206109977
31055006-18,31,055,006-18,165,130,18,1
31055006-19,31,055,006-19,809.1230644567754,460.6591948987697,59.97224766737599,16.274801188733388
31055006-20,31,055,006-20,699.8821551191792,460.3434578739508,49.02807164785889,13.725247936687362
31055006-21,31,055,006-21,821.4012400618042,410.2267000089295,65.14595731341603,9.023327090365212
31055006-22,31,055,006-22,927.6338891364367,423.0498117274944,44.47325204920722,6.129475443970366
31055006-23,31,055,006-23,562.5278698191509,291.3696728665696,38.39900158884399,12.859670724736528
31055006-24,31,055,006-24,769.0850882464769,368.7302148244341,53.52092653712332,11.134359585650907
31055006-25,31,055,006-25,474,514,40,10
31055006-26,31,055,006-26,480.28019968766387,478.3238648620522,39.12669651223331,14.67251119208749
31055006-27,31,055,006-27,539.9035642150366,514.2197605248355,50.917713674653,11.768570406116082
31055006-28,31,055,006-28,692,508,48,10
31055006-29,31,055,006-29,648.5409072972573,353.1970418344913,43.47074961165498,3.263126793890023
31055006-30,31,055,006-30,286.79425405937053,146.1497105455931,17.540116453552898,2.673804025342214
31055006-31,31,055,006-31,865.3773032955049,438.9364783208781,52.34022108439242,4.352910788259787
31055006-32,31,055,006-32,1050.1718734090925,481.8831499720713,53.74374135164652,12.765205978901516
31055006-33,31,055,006-33,831.7067305578596,374.3612653354665,57.50764733977767,8.294866746662139
31055006-34,31,055,006-34,1100.6245222498026,737.7369741648682,99.2678052312057,15.367116028094582
31055006-35,31,055,006-35,623.8889934300348,326.51598168307754,41.74624824636761,13.529570254500603
31055007-01,31,055,007-01,489.89966843320985,530.5329797120875,44.463453937379136,16.126204541707807
31055007-02,31,055,007-02,578.0081095837184,624.0082805689173,68.00090377890838,8.000293117483796
31055007-03,31,055,007-03,535.5084487655328,573.1708637133719,73.70030173010565,9.864742784160544
31055007-04,31,055,007-04,573.9292731438376,569.571930563872,63.35666270267399,23.299753025109464
31055007-05,31,055,007-05,524.6619238306212,662.9373093635512,68.64735451989435,18.63285336968561
31055007-09,31,055,007-09,538,644,86,22
31055007-10,31,055,007-10,599,641,70,20
31055007-11,31,055,007-11,545,594,71,13
31055007-12,31,055,007-12,721.6088560885609,625.9926199261993,51.35055350553505,15.435424354243542
31055007-13,31,055,007-13,771.6288936211565,475.7711831135628,61.97019611983381,16.99182796834153
31055007-14,31,055,007-14,440.2154501482597,270.8034763014998,28.75663209154171,3.5493462004192917
31055007-15,31,055,007-15,403.4509733654949,543.345879066924,55.89434471895798,11.207403677337416
31055007-16,31,055,007-16,519.0269465062247,409.32189299419616,44.25098008707265,10.140860554277873
31055007-17,31,055,007-17,683,430,78,7
31055007-18,31,055,007-18,509,628,86,29
31055007-19,31,055,007-19,502.7074449794624,694.2166198479794,51.55035062535994,17.193793828169994
31055007-20,31,055,007-20,710.2925550205376,545.7833801520208,46.44964937464006,5.8062061718300075
31055007-21,31,055,007-21,844.4557500540993,491.109308064571,55.794086735207266,6.322780489812384
31055007-24,31,055,007-24,536.9823761585026,535.3127427051544,47.432102584604635,13.884525653047964
31055007-25,31,055,007-25,578.5220801282804,629.3322279388798,54.85467519396937,16.65173576838471
31055007-26,31,055,007-26,535.04778131381,404.00804141728986,36.4909404515047,5.590051130987423
31055007-27,31,055,007-27,659.5622836649197,488.04610358371815,50.19132382931292,14.914565656067941
31055007-28,31,055,007-28,415.83767575736806,294.2029673803612,31.93810292274271,9.823862984701359
31055007-29,31,055,007-29,519.237624236181,443.22620521116914,53.361748410405696,8.088591447446293
31055007-30,31,055,007-30,573.3665175145211,436.4268435775421,48.888539211170844,11.94478023543058
31055007-31,31,055,007-31,572.9760653082778,385.5233282393008,39.78818338493522,6.6476602583423645
31055007-32,31,055,007-32,663.257872773941,458.95508276620154,43.57168507274065,8.71433701454813
31055007-33,31,055,007-33,479.88726292280137,291.595530814116,35.5457533017293,10.572762274766758
31055007-34,31,055,007-34,590.0667015627242,372.1488078474892,43.47939517017251,7.165653224514461
31055008-01,31,055,008-01,316.24223185518866,303.6361881925046,36.511433893451766,4.735686313500715
31055008-02,31,055,008-02,187.99999999999997,184,29,4
31055008-03,31,055,008-03,217.0765078623501,157.08375011145606,19.007613646496008,6.002228384340294
31055008-04,31,055,008-04,341,216,22,8
31055008-05,31,055,008-05,208.09743094630625,201.57426534001664,29.910838133496092,0.9939306955947392
31055008-06,31,055,008-06,212,173,20,1
31055008-07,31,055,008-07,281.84515086213383,187.33062932054136,19.895408871799088,3.4258572113964774
31055008-08,31,055,008-08,220.51348881738497,130.75495149937805,7.039290442963233,0.9858116195784505
31055008-09,31,055,008-09,409.27820697298387,202.1090613515964,23.120118490142865,1.0446282818803527
31055008-10,31,055,008-10,230.69675451357134,245.20957922618786,19.763845991600412,7.729443678410505
31055008-11,31,055,008-11,273.34303392386613,433.7331081228165,33.80536368454626,12.087020020305724
31055008-12,31,055,008-12,647.1723975906386,660.8175987446581,72.12463467124587,23.391773406890554
31055008-13,31,055,008-13,989.253390697075,419.3033937556633,66.35465372355978,9.485704594897843
31055008-14,31,055,008-14,544.9764997462795,234.53493844229385,33.71662281406943,5.56784535063672
31055008-15,31,055,008-15,661.6123432627838,422.5341366265272,38.0573471788327,3.9033176593674566
31055008-16,31,055,008-16,545.7119689486,302.2047736570246,35.20644628409041,5.378441525475071
31055008-17,31,055,008-17,632.8871283920724,482.96925510960233,51.045483650888805,8.989246145472613
31055008-18,31,055,008-18,586.9148229238115,514.1998474110409,53.93216296392822,7.888050883932769
31055008-19,31,055,008-19,476.6787986865358,353.2568711850797,42.99088985301687,6.857040809939013
31055008-20,31,055,008-20,537.6367135119942,433.7246790887968,54.910119892862205,12.429882690174416
31055008-23,31,055,008-23,402.3487872458491,327.97551636254764,33.57918192625667,8.810135843909674
31055008-24,31,055,008-24,528.1422692200765,276.35340786828147,43.865483888170665,7.018474788014414
31055008-27,31,055,008-27,110.84897858607498,89.80644554994424,6.979433429257861,6.500010686218675
31055008-37,31,055,008-37,606.1400479867109,432.10962637878083,56.36212517984098,6.921664495769945
31055008-39,31,055,008-39,918.9720744487441,319.7983322340109,64.5055090476268,8.940308867918374
31055008-40,31,055,008-40,988.1269902319386,363.41697673496265,49.120394021877026,8.993461596167233
31055008-41,31,055,008-41,815.3161238371414,287.6826736514867,41.485401107521305,6.3837296545694215
31055008-42,31,055,008-42,452.4505206875275,249.45806859683134,26.857561572236524,6.649049522322376
31055008-43,31,055,008-43,763.0937455392943,422.47519520673313,45.3958397823304,4.91131357693191
31055008-44,31,055,008-44,317.8991096553179,215.14384188794241,39.06840909905422,5.35183686288414
31055008-45,31,055,008-45,915.175754596658,428.22615492272035,50.75610784750787,6.255779465357437
31055008-46,31,055,008-46,626.484099656555,435.9061326878908,69.52979229682514,6.115373561085264
31055008-47,31,055,008-47,429.3071408729691,314.4153745099214,42.764133523078506,5.931334066419209
31055008-48,31,055,008-48,778.6810231826671,240.88635343151083,38.720825171114505,5.277890157952991
31055008-49,31,055,008-49,634.557824933687,316.1864721485411,56.50026525198939,8.195755968169761
31055008-50,31,055,008-50,697,514,59,5
31055008-51,31,055,008-51,867.7107549603624,649.2281604231314,56.947035530958395,17.66513626415707
31055008-52,31,055,008-52,281.0439461033923,282.9855277690461,26.21135248632674,3.3977679148942066
31055008-53,31,055,008-53,794.5706028016995,518.8169395308552,57.378190746385364,8.354718375786366
31055008-55,31,055,008-55,727.3189768173329,282.1136465684892,54.279174828885495,8.72210984204701
31055008-56,31,055,008-56,663.0585831062671,486.64850136239784,66.3058583106267,9.124659400544958
31055008-57,31,055,008-57,413.77010955664554,175.1616678020429,27.92872346237079,3.946450054465438
31055008-58,31,055,008-58,383.04534499207637,212.11917219004854,24.712383396303743,3.775412366714027
31055008-59,31,055,008-59,310.40557321614455,195.397258741941,20.13060200453004,4.297562114642785
31055008-60,31,055,008-60,326.9976367348802,517.3311355182921,40.31106974720284,14.51933565174264
3105700001P,31,057,00001P,279,31,9,2
3105700002P,31,057,00002P,300,24,12,0
3105700003P,31,057,00003P,137,15,4,0
3105700004P,31,057,00004P,107,19,6,4
3105900001P,31,059,00001P,223,87,18,1
3105900002P,31,059,00002P,216,46,23,5
3105900003P,31,059,00003P,174,28,13,3
3105900004P,31,059,00004P,248.95384615384614,72.25384615384615,12.876923076923077,1.4307692307692308
3105900005P,31,059,00005P,290,104,23,2
3105900006P,31,059,00006P,99.04615384615384,28.746153846153845,5.1230769230769235,0.5692307692307692
3105900007P,31,059,00007P,202.99999999999997,77,19,4
3105900008P,31,059,00008P,243,85,14,2
3105900009P,31,059,00009P,158,23,10,1
3105900010P,31,059,00010P,275,62,13,1
3106100001P,31,061,00001P,374,72,16,2
3106100003P,31,061,00003P,239,48,5,0
3106100005P,31,061,00005P,458,71,16,1
3106100007P,31,061,00007P,276,59,17,4
3106300001P,31,063,00001P,180.20960698689956,30.864628820960696,6.96943231441048,0.9956331877729258
3106300002P,31,063,00002P,334.79039301310047,48.1353711790393,10.03056768558952,3.004366812227074
3106300004P,31,063,00004P,269,59,10,3
3106300005P,31,063,00005P,94,5,3,0
3106300006P,31,063,00006P,232,18,6,1
3106500001P,31,065,00001P,278.5884773662552,52.54320987654321,14.230452674897121,1.094650205761317
3106500001W,31,065,00001W,55.5082304526749,10.469135802469136,2.835390946502058,0.21810699588477367
3106500002P,31,065,00002P,125,16,6,0
3106500002W,31,065,00002W,74.36008230452676,14.024691358024691,3.7983539094650207,0.29218106995884774
3106500003P,31,065,00003P,205.2256289308176,28.728074772886092,12.373078266946191,0.8518518518518519
3106500003W,31,065,00003W,100.54320987654322,18.962962962962962,5.135802469135802,0.3950617283950617
3106500004P,31,065,00004P,94.94103773584905,8.808962264150944,0.9787735849056604,0
3106500004W,31,065,00004W,52.11666666666667,7.32037037037037,3.1685185185185185,0.21851851851851853
3106500005P,31,065,00005P,252,39,7,3
3106500005W,31,065,00005W,221.71666666666667,31.142592592592592,13.47962962962963,0.9296296296296297
3106500006P,31,065,00006P,72,17,1,2
3106500007P,31,065,00007P,80.76521739130435,11.965217391304348,1.9942028985507245,0.9971014492753623
3106500008P,31,065,00008P,308.23478260869564,48.03478260869566,13.005797101449277,1.0028985507246377
3106700001P,31,067,00001P,726,298,59,9
3106700004P,31,067,00004P,672,214,44,8
3106700007P,31,067,00007P,518.1448243198957,202.81579056835974,36.628714266290345,8.25063357360886
3106700008P,31,067,00008P,388,134,28,2
3106700011P,31,067,00011P,349,138,23,1
3106700015P,31,067,00015P,627,283,41,12
3106700016P,31,067,00016P,561.3873740418953,293.3776835275441,60.44616540748357,18.79632779737029
3106700017P,31,067,00017P,844.8681998439249,491.337164987932,70.06068969782777,19.013486599517282
3106700021P,31,067,00021P,858,454,77,9
3106700026P,31,067,00026P,835.6079622570296,426.4719718247956,52.865374999605464,16.93957980512731
3106900001P,31,069,00001P,92,12,4,1
3106900002P,31,069,00002P,312,49,17,1
3106900003P,31,069,00003P,243,48,9,0
3106900004P,31,069,00004P,222,44,9,0
3107100003P,31,071,00003P,352.9697692285748,39.17618284980875,11.0222657473778,4.00274092648722
3107100004P,31,071,00004P,260.28461818683576,49.86295367563904,4.986295367563904,0.9972590735127808
3107100005P,31,071,00005P,207.74561258458937,31.96086347455221,6.9914388850582965,0
3107300001P,31,073,00001P,266,74,11,4
3107300002P,31,073,00002P,304,56.00000000000001,21,2
3107300003P,31,073,00003P,164,26,3,0
3107300004P,31,073,00004P,60,10,3,0
3107500002P,31,075,00002P,367,20,6,1
3107700001P,31,077,00001P,154,37,3,0
3107700002P,31,077,00002P,238,83,21,0
3107700003P,31,077,00003P,369,73,10,6
3107700004P,31,077,00004P,151,17,4,0
31079000001,31,079,000001,538.6092032967033,394.9800824175824,39.89697802197802,6.981971153846154
31079000002,31,079,000002,197.61195054945054,212.44876373626374,19.04532967032967,5.007932692307692
31079000003,31,079,000003,503.6423295820669,327.85393316102915,46.11023194251251,8.009190023000054
31079000005,31,079,000005,776,288,37,7
31079000006,31,079,000006,780.4118136439268,315.5216306156406,44.0324459234609,8.980865224625624
31079000007,31,079,000007,542,312,48,13
31079000008,31,079,000008,638.5238669048024,396.14106076285333,65.67899653898151,13.111960093417208
31079000009,31,079,000009,892.1076237590145,371.8030122178328,60.036068693512036,13.33117456026165
31079000010,31,079,000010,586,354,55,11
31079000011,31,079,000011,635.521130083506,326.3831838849309,47.045982066191705,15.00459820661917
31079000012,31,079,000012,377,307,39,15
31079000013,31,079,000013,905.7531882653136,320.7066009952291,44.704556502365264,1.943676369668055
31079000014,31,079,000014,1126.327924133296,310.1161104763816,49.01618509670774,8.000703699856858
31079000015,31,079,000015,830.4047650098925,313.46784137379717,40.68746364380589,6.474204684565548
31079000016,31,079,000016,662.7400033586375,199.60106676187516,32.82490448953327,7.986735974211595
31079000017,31,079,000017,505.8008813891686,234.5163431439934,37.27639556474416,3.034331489978292
31079000018,31,079,000018,337.9869596435621,247.20423310557211,29.713892698564464,2.96935298988651
3107900004P,31,079,00004P,475,229,17,6
3107900029P,31,079,00029P,288.8275454555425,52.61346055062833,11.911190035679457,0.9926234443621281
3107900030P,31,079,00030P,514,110,22,8
3107900037P,31,079,00037P,387.4730336146598,136.69946316778197,17.116961267244672,2.018553638645155
3107900039P,31,079,00039P,388.09792398468124,92.17072732910056,17.077010655644674,7.1711103434816
3107900040P,31,079,00040P,425.6271308430462,86.16171630278014,18.026952963735418,8.009974015771688
3107900041P,31,079,00041P,426.86291137288805,104.69106021749155,17.955308742986926,6.986620426518114
3107900042P,31,079,00042P,375.5833152734379,92.90635313495488,13.840085940546615,1.982723454944509
3107900043P,31,079,00043P,290.08649983640356,146.01335664428112,25.003059541475086,4.001697514032397
3108100001P,31,081,00001P,203,34,10,0
3108100002P,31,081,00002P,386,92,21,4
3108100003P,31,081,00003P,421,68,35,8
3108100004P,31,081,00004P,166,26,6,0
3108100005P,31,081,00005P,438.33387510132326,102.78816109979115,20.06121639610028,3.0459122970752124
3108100006P,31,081,00006P,231.99123077476213,31.99879045169133,8.999659814538187,3.9998488064614164
3108100007P,31,081,00007P,282.76526538511644,40.855587259818066,7.976117209129946,1.9891866433165546
3108100008P,31,081,00008P,252.5218137904017,51.12605222744224,8.019801329101046,1.009702993985076
3108100009P,31,081,00009P,421,146,38,4
3108100010P,31,081,00010P,440,118,29,6
3108100011P,31,081,00011P,542.0087692252379,168.00120954830868,40.000340185461816,11.000151193538585
3108300003P,31,083,00003P,111.61392579683518,24.199334842352805,4.050176225218574,0.6750293708697623
3108300004P,31,083,00004P,182.9578446173499,39.947973522238996,16.305655556845895,2.6962025316455693
3108300005P,31,083,00005P,113.23076923076923,16.512820512820515,2.830769230769231,0.9435897435897436
3108300006P,31,083,00006P,321.97020097020095,44.145992145992146,10.892723492723492,1.3576345576345576
310830000P7,31,083,0000P7,329.89167379925914,54.20589098860756,12.266396215163528,0.6458621145786851
31083008301,31,083,008301,242.66891891891893,44.972972972972975,3.402027027027027,0
31083008302,31,083,008302,193.66666666666669,30.015015015015017,12.252252252252253,0.6816816816816818
3108500001P,31,085,00001P,163,5,2,0
3108500002P,31,085,00002P,167,7,2,0
3108500003P,31,085,00003P,142,18,4,1
3108700001P,31,087,00001P,290,36,17,0
3108700002P,31,087,00002P,144,15,12.000000000000002,1
3108700004P,31,087,00004P,498.99999259575026,60.99999909487127,20.999999688398304,1.9999999703236482
3108700005P,31,087,00005P,299.00000740424974,49.00000090512873,11.000000311601694,4.000000029676351
3108900001P,31,089,00001P,171.3191056910569,22.046747967479675,14.010162601626016,4
3108900002P,31,089,00002P,515.0740131640882,53.83337992072301,10.202002375992096,1.0548053678149931
3108900003P,31,089,00003P,449,41,8,0
3108900004P,31,089,00004P,156.82222222222222,22.982655826558265,4.985907859078591,0.00975609756097561
3108900005P,31,089,00005P,307,13,7,1
3108900006P,31,089,00006P,138.3710407239819,21.900452488687783,7.963800904977376,0.995475113122172
3108900007P,31,089,00007P,413,55,19,4
3108900008P,31,089,00008P,428.6289592760181,41.09954751131222,21.036199095022624,3.004524886877828
3108900009P,31,089,00009P,519.3514610906543,86.22895070258322,19.81154775950926,4.945194632185007
3108900010P,31,089,00010P,404,69,18,3
3108900011P,31,089,00011P,392,47,6,4
3108900012P,31,089,00012P,245,25,11,1
3108900013P,31,089,00013P,215,33,15,0
3109100001P,31,091,00001P,355,40,16,3
3109300001P,31,093,00001P,223.76525512530537,41.954848392425205,7.158433765865119,3.0181488203266786
3109300002P,31,093,00002P,93.90173410404624,12.355491329479769,2.4710982658959537,0
3109300003P,31,093,00003P,209.23016520703507,51.164612993364614,7.2478985053795375,0.062391681109185436
3109300004P,31,093,00004P,541.1998992897832,139.14723099356922,26.434527868405315,4.981851179673321
3109300005P,31,093,00005P,447.90294627383014,102.37781629116118,19.688041594454074,3.9376083188908146
3109300006P,31,093,00006P,162.7449768160742,45.86244204018547,6.194744976816074,3.0463678516228745
3109300007P,31,093,00007P,293.2550231839258,92.13755795981453,20.805255023183925,4.953632148377125
3109300008P,31,093,00008P,312,59,18,2
3109500001P,31,095,00001P,240.10559829360992,112.03099080355943,22.00612164020927,5.001530410052317
3109500002P,31,095,00002P,168.67192881921798,76.3984618769399,11.906253799003622,0
3109500003P,31,095,00003P,316,95,25,5
3109500004P,31,095,00004P,264.95346821339984,111.98017173136388,23.99575421246581,8.99839907358874
3109500005P,31,095,00005P,154,38,12,0
3109500006P,31,095,00006P,300.99163953725446,93.99738909136849,33.99905562879286,0.9999722243762605
3109500007P,31,095,00007P,238.1292322838299,59.83666149025893,21.140190322912197,2.011611030478955
3109500008P,31,095,00008P,168.0279846877328,34.0119894947752,8.00256605027828,1.0009710249402928
3109500009P,31,095,00009P,273,135,8,3
3109500010P,31,095,00010P,275.11178770220954,80.74172460310265,15.949113975130823,3.987488460939695
3109700001P,31,097,00001P,382,155,45,7
3109700003P,31,097,00003P,188,61,27,1
3109700004P,31,097,00004P,70,24,2,1
3109700005P,31,097,00005P,198.61381679907709,83.84359689496064,16.275163715665766,5.073376990844205
3109700007P,31,097,00007P,390.3861832009229,199.15640310503937,29.724836284334234,7.926623009155795
3109700008P,31,097,00008P,126,40,2,0
3109900002P,31,099,00002P,331,74,14,2
3109900003P,31,099,00003P,86,12,5,0
3109900005P,31,099,00005P,191,33,14,2
3109900006P,31,099,00006P,65,8,10,2
3109900007P,31,099,00007P,383,73,23,6
3109900008P,31,099,00008P,224,15.000000000000002,2,2
3109900011P,31,099,00011P,190,23,6,1
3109900012P,31,099,00012P,71,11,5,0
3109900013P,31,099,00013P,275,99,17,3
3109900014P,31,099,00014P,317,100,27,5
3109900015P,31,099,00015P,398,102,25,3
3110100001P,31,101,00001P,163,46,0,1
3110100002P,31,101,00002P,151,28,1,0
3110100003P,31,101,00003P,416.47200000000004,42.06,26.016000000000002,4
3110100004P,31,101,00004P,317,41,18,0
3110100005P,31,101,00005P,170.2537313432836,28.67910447761194,5.007462686567164,0.9104477611940298
3110100006P,31,101,00006P,117.528,14.94,3.984,0
3110100007P,31,101,00007P,160.01990049751242,26.955223880597018,4.706467661691542,0.8557213930348259
3110100008P,31,101,00008P,512,90,33,2
3110100009P,31,101,00009P,337,62.99999999999999,22,4
3110100010P,31,101,00010P,325.72636815920396,91.36567164179105,21.286069651741293,5.233830845771145
3110100011P,31,101,00011P,265,46,15,4
3110100012P,31,101,00012P,300,53,14,3
3110300001P,31,103,00001P,75.69156020657788,6.115802042480488,3.2732594260862813,0.0027472527472527475
3110300002P,31,103,00002P,85.3356890459364,6.890459363957597,3.7102473498233217,0
3110300003P,31,103,00003P,176.41509433962264,21.698113207547166,6.60377358490566,0
3110300004P,31,103,00004P,127.07143627262226,5.759029649595687,3.6117366191759723,0.026122448979591838
3110500001P,31,105,00001P,126,22,11,0
3110500002P,31,105,00002P,273.1178247734139,30.561933534743204,12.797583081570997,4.193353474320242
3110500003P,31,105,00003P,188,25,6,2
3110500004P,31,105,00004P,294,49,16,4
3110500005P,31,105,00005P,448.8821752265861,103.4380664652568,32.202416918429,7.806646525679758
3110700001P,31,107,00001P,533,110,24,4
3110700002P,31,107,00002P,558,123,21,5
3110700003P,31,107,00003P,725,124,32,7
3110700004P,31,107,00004P,124,26,7,0
3110700005P,31,107,00005P,115,110,7,8
3110700006P,31,107,00006P,258.06634787806337,64.2104004781829,9.06216377764495,0.007172743574417214
3110700007P,31,107,00007P,444.93365212193663,87.7895995218171,25.937836222355052,2.9928272564255827
3110700008P,31,107,00008P,430,75,11,2
3110900001P,31,109,00001P,443.12286033518444,342.4750780458594,45.51642324201221,6.63305666429382
3110900002P,31,109,00002P,319,351,50.00000000000001,15
3110900003P,31,109,00003P,384,406,55,8
3110900004P,31,109,00004P,185.00000000000003,240,27,16
3110900005P,31,109,00005P,248,367,22,9
3110900006P,31,109,00006P,201,316,50,6
3110900008P,31,109,00008P,167.80403458213257,382.3275696445725,38.14121037463977,20.549471661863592
3110900009P,31,109,00009P,162.3377796430787,431.3292580562753,45.19882486040655,15.032827269077771
3110900010P,31,109,00010P,276.1426695227338,197.63975037389218,26.726082241514685,3.8185298824877933
3110900011P,31,109,00011P,329.8008716377256,221.19575076608785,25.90580864828056,3.9855090228123937
3110900012P,31,109,00012P,314.19912836227445,193.80424923391215,18.09419135171944,5.014490977187607
3110900014P,31,109,00014P,577.1199090325027,469.45739048379914,47.837770154372656,4.787101048305798
3110900015P,31,109,00015P,310,280,42,20
3110900016P,31,109,00016P,323.9073806078148,265.5861070911722,34.99276410998553,13.458755426917511
3110900017P,31,109,00017P,276.05493311170426,298.23128805920055,23.150894241373248,10.37604487988876
3110900018P,31,109,00018P,330,255,39,4
3110900021P,31,109,00021P,454.42307692307696,375.8333333333333,48.371794871794876,9.012820512820513
3110900022P,31,109,00022P,338.36538461538464,216.75,28.44230769230769,0.9807692307692307
3110900023P,31,109,00023P,472.21153846153845,566.4166666666666,75.18589743589743,8.0064102564102555
3110900027P,31,109,00027P,319,396,38,17
3110900028P,31,109,00028P,311.3772330674216,310.38965031291855,39.9403077941887,12.489230268717792
3110900029P,31,109,00029P,264.9140753133378,350.3801082092803,53.60046852784349,6.726270517769798
3110900031P,31,109,00031P,408,446,75.99999999999999,27.999999999999996
3110900032P,31,109,00032P,220,193,21,7
3110900033P,31,109,00033P,50.602129719264276,78.01161665053243,10.190706679574056,1.7570183930300096
3110900034P,31,109,00034P,234.1916747337851,361.0454985479187,47.16360116166505,8.131655372700871
3110900035P,31,109,00035P,261.2322689651945,410.62334474414985,40.73430426508041,14.829789590799665
3110900036P,31,109,00036P,213.76293823038398,255.08514190317194,33.375626043405674,16.687813021702837
3110900038P,31,109,00038P,215,213,29,12
3110900039P,31,109,00039P,127.3913913913914,181.23723723723722,28.236236236236238,14.446446446446446
3110900041P,31,109,00041P,178.92342683851402,293.3737680060652,44.37604245640637,15.315390447308566
3110900042P,31,109,00042P,66.6086086086086,94.76276276276276,14.763763763763764,7.553553553553553
3110900043P,31,109,00043P,229,303,43,20
3110900044P,31,109,00044P,290,348,36,17
3110900046P,31,109,00046P,231.9864636209814,429.0806542583192,55.639029892837,19.80372250423012
