GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PREAFUE,G20USSRGRA,G20USSDHAR,G20USSCBLE,G20USSOWRI
45019000508,45,019,000508,108,534,8,2,0,109,541,3,1
45019000509,45,019,000509,63,796,9,6,1,58,811,8,0
45019000510,45,019,000510,290,541,15,3,1,294,543,15,0
45019000511,45,019,000511,397.7335766423357,344.06350364963504,12.45912408759124,1.9167883211678831,0,412.1094890510949,338.31313868613137,10.542335766423358,0
45019000512,45,019,000512,430,436,31,2,0,480,422,8,1
45019000513,45,019,000513,366.85871657641593,464.2205916558629,12.75261777625109,1.9570837682770714,0.9974858536086121,386.37903700726645,452.56649423706085,8.876338178637102,0.012629312980050926
45019000514,45,019,000514,439.00000000000006,629,18,3,1,436,644,14.000000000000002,0
45019000515,45,019,000515,162,776,13,8,0,146,804,9,2
45019000516,45,019,000516,398.8420386198164,441.6106362773029,20.88698955365622,3.978474200696423,1.9892371003482114,411.77207977207973,441.6106362773029,12.930041152263373,1.9892371003482114
45019000517,45,019,000517,710.1579613801836,605.389363722697,20.11301044634378,5.021525799303577,0.010762899651788541,720.2279202279202,603.3893637226971,24.069958847736626,1.0107628996517886
45019000518,45,019,000518,305,962,19,3,1,298,977,15,4
45019000519,45,019,000519,21.939235945959624,234.3509294227505,3.9889519901744768,0,0,17.950283955785146,242.32883340309945,1.9944759950872384,0
45019000520,45,019,000520,606.6231911252189,1078.2126645095716,30.68549375078235,7.915985997666278,1.9789964994165694,612.5491326136431,1093.077234274847,20.78498724878674,0
45019000521,45,019,000521,264.14128342358407,353.7794083441371,9.24738222374891,1.0429162317229286,2.002514146391388,270.62096299273355,354.43350576293915,10.123661821362898,0.987370687019949
45019000522,45,019,000522,535.9262664336668,429.033149246971,16.31011859126492,3.0811198146252994,0.021003500583430573,536.9883122061809,433.1868165844022,16.205101088347767,0
45019000523,45,019,000523,272.5113064951547,408.40325682070693,16.015435667778256,3.002894187708423,3,254.51227122439084,435.40711573765145,14.015435667778256,1
45019000524,45,019,000524,301,606,12,2,1,304,611,9,2
45019000525,45,019,000525,315.9808917197452,686.7452229299363,17.764331210191084,5.178343949044586,0.038216560509554146,308.0828025477707,701.0891719745223,13.535031847133759,2.0254777070063694
45019000526,45,019,000526,443.095577746077,607.3894436519258,23.897289586305277,4.978601997146933,0,443.095577746077,619.3380884450785,16.927246790299574,0
45019000527,45,019,000527,1188.672925699022,1686.5006756244024,70.74394341044878,11.353966226368323,5.240292104477687,1216.6211502562364,1710.9553721119648,32.31513464427907,1.746764034825896
45019000528,45,019,000528,1257.7232619822255,1544.4978649800948,56.49423867776558,7.363277962061521,2.6292075104499704,1287.078989580622,1544.434203527154,34.88005723594458,2.2097318550192586
45019000529,45,019,000529,1192.524013074856,1419.8627851345595,61.100053770582946,14.125791947290345,3.092277851866691,1201.1180724461703,1447.1791652212432,42.34243690555351,2.018020430452379
45019000530,45,019,000530,618.3430099312452,722.3430099312452,33.01986249045073,3.00305576776165,1.001527883880825,623.3475935828877,731.3544690603514,18.00916730328495,1.0007639419404124
45019000531,45,019,000531,448.6569900687548,448.6569900687548,25.980137509549273,3.99694423223835,1.998472116119175,454.6524064171123,463.6455309396486,11.99083269671505,0.9992360580595875
45019000532,45,019,000532,505,400,17,5,0,490,415,18,4
45019000533,45,019,000533,367,253,13,3.0000000000000004,1,377,251,10,1
45019000534,45,019,000534,1044.553738317757,824.0700934579439,26.936915887850468,4.988317757009345,0,1054.5303738317757,831.0537383177569,14.964953271028037,1.9953271028037383
45019000535,45,019,000535,828.446261682243,583.9299065420561,25.063084112149532,4.011682242990654,0,835.4696261682243,598.946261682243,11.035046728971961,0.004672897196261682
45019000536,45,019,000536,697.5489773345415,571.2735744015514,21.409692679351302,5.838592490877222,0,689.7930713899335,597.499353907252,6.842855601787262,2.917015926236379
45019000537,45,019,000537,1637.971134412057,1701.6144105003768,61.98242338653316,16.463989970134772,1.93676824700296,1663.1564209761436,1697.732114782713,49.39926926345237,0.96838412350148
45019000601,45,019,000601,32.02473050095117,518.4629042485733,3.081166772352568,1.0811667723525682,0.020291693088142042,22.943563728598605,523.6861128725428,7.071020925808497,1
45019000602,45,019,000602,18.399354838709677,283.7374193548387,0,0,0.9683870967741935,15.494193548387097,286.6425806451613,2.9051612903225807,0
45019000603,45,019,000603,520,414,16,3,1,505,432,17,0
45019000604,45,019,000604,92,686,5,3,0,87,701,3,0
45019000605,45,019,000605,88.00123698117476,1042.0272135858445,5.000176711596393,4.000141369277115,7.068463855731368e-5,78.00109561189764,1057.0274609820794,8.000212053915671,1
45019000606,45,019,000606,34.998763018825244,769.9727864141554,4.999823288403607,3.999858630722885,1.9999293153614426,30.99890438810236,776.9725390179204,5.999787946084328,0
45019000607,45,019,000607,36.83408071748879,635.1390134529148,6.968609865470852,6.968609865470852,1.9910313901345291,34.84304932735426,642.1076233183857,8.959641255605382,1.9910313901345291
45019000608,45,019,000608,194.08512064343162,525.5227882037534,21.896782841823057,2.9859249329758715,0.9953083109919572,186.12265415549598,549.4101876675603,7.962466487935657,0.9953083109919572
45019000609,45,019,000609,323.91487935656835,758.4772117962467,21.103217158176943,8.014075067024129,0.004691689008042895,328.877345844504,775.5898123324397,8.037533512064343,1.0046916890080428
45019000610,45,019,000610,130,602,9,2,1,121,616,7,0
45019000611,45,019,000611,274,424,14,4,2,284,425,7,0
45019000612,45,019,000612,303,494,26,2,3,310,503,14,2
45019000613,45,019,000613,68,461,1,1,1,62,468,2,0
45019000614,45,019,000614,153,357,15,3,0,153,370,6,0
45019000615,45,019,000615,95.16591928251121,694.8609865470852,8.031390134529149,5.031390134529148,0.008968609865470852,88.15695067264573,712.8923766816143,6.040358744394619,1.0089686098654709
45019000616,45,019,000616,140,547,14,5,1,144,555,6,1
45019000617,45,019,000617,53.137724550898206,429.0379241516966,4.920159680638723,2.9520958083832336,0,41.32934131736527,442.81437125748505,5.904191616766467,0
45019000618,45,019,000618,231.01502493993684,867.3184913269184,9.957640726693253,2.0234642730831616,0.9877800407331976,217.9822676439382,882.358744832128,12.936948912765102,0.9877800407331976
45019000619,45,019,000619,115.84725050916498,647.6435845213849,6.122199592668025,2.024439918533605,0.012219959266802444,107.68839103869654,663.826883910387,3.158859470468432,0.012219959266802444
45019000620,45,019,000620,245,315,6,5,1,239,319,13,0
45019000621,45,019,000621,238.77820771025236,637.1707206403681,13.017522840557566,4.010363436041609,1.0233658503245393,236.58374273803605,643.3478490602072,14.096288667719804,1.0141325208515894
45019000622,45,019,000622,195.22179228974767,637.8292793596319,7.982477159442434,2.989636563958391,2.9766341496754607,173.41625726196392,659.6521509397928,16.903711332280196,1.9858674791484106
45019000623,45,019,000623,496,957,22,8,2,478,980,18,2
45019000624,45,019,000624,325.8098688359406,1364.6226240059882,22.786016219497572,5.3273511994437195,1.9775,298.960518481509,1399.6409242893878,21.95773046557113,3.955
45019000625,45,019,000625,56.840285008293854,356.4138849929052,5.051067113835761,1.011880089433819,0.008333333333333333,54.74985816275955,366.4660192205767,2.0737601788676376,0.016666666666666666
45019000626,45,019,000626,29.80165774996844,156.02146201559944,0.06708333333333334,1.5747179864847807,0.005833333333333334,25.045420457180768,161.58109996829617,0.8442339932423903,0.011666666666666667
45019000627,45,019,000627,157,456,4,2,2,149,464,10,0
45019000628,45,019,000628,84,371,5,3,0,81,378,5,0
45019000629,45,019,000629,158.5481884057971,313.94202898550725,6.095833333333333,4.086050724637681,0.008333333333333333,150.24420289855072,317.3119565217391,10.12427536231884,0.016666666666666666
45019000630,45,019,000630,278,982,8,6,0,272,993,12,1
45021000001,45,021,000001,717.7307860212755,62.5970746974305,1.1146634890668699,2.9998421473860093,0,689.2351561837185,71.74955594839503,17.49620863047514,0.9999473824620032
45021000002,45,021,000002,518.3662696356095,606.1457583566524,8.454194909225802,2.1705029207671838,0.1153906003602026,497.4422947885618,624.0985924321008,11.264691236761854,0
45021000003,45,021,000003,NA,NA,NA,NA,NA,NA,NA,NA,NA
45021000004,45,021,000004,767,121,8,2,0,746,134,16,0
45021000005,45,021,000005,493,193,7,2,1,474,199,21,0
45021000006,45,021,000006,795.4038660683466,155.61373835001726,13.052468070417675,3.0131170176044186,0,774.2726958923024,167.7186744908526,22.0721435968243,2
45021000010,45,021,000010,836.3161018188695,227.13771983607995,10.19655903448005,1.8557076039423808,0.9278538019711904,802.9585957690406,249.4003114110667,17.601690433284094,0
45021000011,45,021,000011,935.2183294372954,168.0596825002547,9.002170272736535,1.0002170272736535,2.1702727365349126e-4,910.2120356463595,181.06424007300146,20.00368946365211,0
45021000012,45,021,000012,145.29512254793178,273.490013123633,1.948841303269776,0.9415134265091676,0,129.83325776123823,283.58416375056,6.4640247500642936,0
45021000013,45,021,000013,182.64472738568278,583.1368735516188,6.021093752903131,4.010024096495985,0.9996933667563569,176.4568195111287,588.2584488694409,14.074137320814996,0
45021000014,45,021,000014,174.6062449371859,566.2047173402342,6.111097363358734,1.9135111953372141,0.9567555976686071,160.46382879169735,586.5189231576832,5.821356564914893,0
45021000015,45,021,000015,517.1457080431212,503.9785557300927,7.800858576382118,1.079509703175531,1.8650165826432037,504.2165115371514,516.629810756188,15.640824555298687,0.977551534706168
45021000016,45,021,000016,495,293,8,0,1,492,296,11,0
45021000017,45,021,000017,511.4871576641322,234.16746949195038,5.690868058303705,0.001070294456009176,0.8119108567302343,498.47196718396026,237.43009704125546,13.819609275710132,0.8129811511862436
45021000018,45,021,000018,1462.202162670428,365.91913493182886,12.095909732016926,4.015984955336155,0.007992477668077104,1438.9384109073812,377.05500705218617,21.239774330042312,3
45021000019,45,021,000019,857.183661645423,132.92699884125145,5.864426419466976,0,0,831.7711471610661,140.7462340672074,25.412514484356894,0
45021000020,45,021,000020,NA,NA,NA,NA,NA,NA,NA,NA,NA
45021000021,45,021,000021,293.2984976458998,264.3660411018434,1.218709993222304,2.0956237393436496,3.066332436431096e-4,280.47665768365937,274.52760525588474,8.721224872039127,0
45021000022,45,021,000022,296.69237604667046,38.50655626143813,0.21150130730076538,0.02406175858423499,0.015594541910331383,288.36240346028194,42.622702757363854,5.456516481584222,0.03631647211413749
45021000023,45,021,000023,861.4334528898046,194.31624740317702,7.251503796769727,4.522764643234452,0.002317429777374859,848.7233642927321,203.39698876346947,14.497160679746626,0.9040308885614747
45021000024,45,021,000024,NA,NA,NA,NA,NA,NA,NA,NA,NA
45021000025,45,021,000025,947.7654840210511,413.296931813966,9.276026256822378,1.4004685253169495,0.32247107774863004,920.3660027056145,429.3418381286339,21.075071952007587,1.3054364255461137
45021000026,45,021,000026,627.0691699604744,63.905138339920946,1.9970355731225296,0,0,609.0958498023715,71.89328063241106,12.980731225296443,0
45021000027,45,021,000027,368.4338521400778,378.25875486381324,2.9474708171206223,1.9649805447470816,0,359.5914396887159,385.136186770428,6.8774319066147855,0.9824902723735408
45021000028,45,021,000028,150.8944399627306,410.7126809581607,2.9979027807165015,2.9979027807165015,0,144.89863440129758,415.7091855926882,4.996504634527502,0
45021000030,45,021,000030,622.773726999399,68.6873675785956,6.4105789333274705,1.5785261399047954e-4,0.9157894736842105,610.8669905504403,76.92994639959547,8.24299976130384,0.9158420912222074
45021000031,45,021,000031,876.9832651313387,167.18644446041066,8.648542153428567,1.0127369984299608,0.08739477592327968,840.7026184139868,174.0326499050326,35.934251863266354,1.0842105263157895
45021000032,45,021,000032,373.5970152279804,20.114497922689235,1.8231827543501877,0.0013026487190620929,0,369.0288542604723,20.117971652606734,6.3878699919408115,0.9105058365758755
45021000033,45,021,000033,707,117,8,1,0,695,117,17,1
45023000001,45,023,000001,380.86308278341113,523.2280379848704,1.5392134771178712,3.340447448897473,0,340.35656419335805,553.1891732389076,19.757336766993937,0
45023000002,45,023,000002,420.2882882882883,122.74774774774775,1.9639639639639639,0,0.9819819819819819,398.68468468468467,131.5855855855856,17.675675675675674,0
45023000003,45,023,000003,389.7023213472918,273.3918980427856,3.010013654984069,0,1,374.58215748748296,287.43695949021395,11.095129722348657,0
45023000004,45,023,000004,318,203,0,1,0,306,209,8,0
45023000009,45,023,000009,633,220,8,3,0,622,228,17,0
45023000010,45,023,000010,422,685,6,4,3,399,705,14,0
45023000011,45,023,000011,731.3411714831042,418.19181709863335,8.189507549300474,1.0851638534986248,1.014906242257407,697.9019586970406,440.44949681705504,23.360407974730666,0
45023000012,45,023,000012,87.71171171171171,88.25225225225225,1.0360360360360361,0,0.018018018018018018,87.31531531531532,89.41441441441441,0.32432432432432434,0
45023000013,45,023,000013,445.1122448979592,174.44387755102042,6.045918367346939,5,0.09183673469387756,422.92857142857144,189.58163265306123,13.275510204081634,1
45023000014,45,023,000014,217.84420519316024,83.21722609246359,2.5889803673210894,0.7397086763774541,0,210.44711842938568,89.13489550348322,5.177960734642179,0
45023000015,45,023,000015,371.15579480683976,141.7827739075364,4.411019632678911,1.260291323622546,0,358.5528815706143,151.86510449651678,8.822039265357821,0
45023000018,45,023,000018,548,216,10,3,0,519,238,18,1
45023000021,45,023,000021,604,389,4,2,0,579,402,13,1
45023000022,45,023,000022,687.9222039930839,350.9603104674018,5.999321546451314,1.9997738488171044,0,656.9257093364188,357.9595189382617,20.9976254125796,1.9997738488171044
45023000023,45,023,000023,230.8877551020408,71.5561224489796,0.9540816326530612,0,1.9081632653061225,227.07142857142856,74.41836734693878,5.724489795918368,0
45023000024,45,023,000024,195.17957446808512,219.26510638297873,6.020851063829787,0.005957446808510639,0,187.09914893617022,227.28893617021276,5.068510638297872,0
45023000026,45,023,000026,338.29767865270827,276.6081019572144,1.9899863450159307,0,0,314.4178425125171,285.56304050978605,18.90487027765134,0
45023000029,45,023,000029,334,769,14,2,2,312,789,14,0
45023000030,45,023,000030,105.13691721658887,414.77196201512953,2.460786522882129,1.6595525511025269,0,96.64343580664199,424.8108267610923,4.242663233006063,0
45023000031,45,023,000031,522.3288590604027,572.3758389261745,13.080536912751677,3,1,495.8255033557047,595.8187919463087,14.161073825503356,1.0201342281879195
45023000032,45,023,000032,190,477,3,4,0,178,483,10,1
45023000033,45,023,000033,502.6711409395973,261.6241610738255,3.9194630872483223,0,0,478.1744966442953,283.18120805369125,7.8389261744966445,0.9798657718120806
45025000001,45,025,000001,323.63102893890675,141.89228295819936,4.859324758842444,0.9718649517684887,2.915594855305466,317.7998392282958,141.89228295819936,9.718649517684888,0
45025000002,45,025,000002,250,33,1,0,0,247,34,6,0
45025000003,45,025,000003,200,90,2,1,0,187,98,6,0
45025000004,45,025,000004,494.824246116357,658.0197989643618,6.0347243374961925,3.0115747791653975,0.005787389582698751,469.62747487054526,683.1181845872677,10.127322570819373,0
45025000005,45,025,000005,343.20279469724113,414.27158724471514,10.001433178072375,4.0007165890361875,1,339.1877463274812,419.2794697241132,12.00931565747044,1
45025000006,45,025,000006,339,389,3,0,0,321,403,6,0
45025000007,45,025,000007,594.6793893129772,416.9465648854962,5.095419847328245,2.019083969465649,0,574.4503816793894,437.17557251908397,9.209923664122137,0
45025000008,45,025,000008,343.3206106870229,357.0534351145038,4.904580152671755,0.9809160305343512,0,331.5496183206107,368.82442748091603,10.790076335877862,0
45025000009,45,025,000009,319.390613935386,736.9539932131191,7.002834683516496,1.0017974094245097,1.0005790116176256,307.356861044223,755.9625576382402,8.02168966223738,0.9993606138107417
45025000010,45,025,000010,456,519,5,1,0,425,530,24,0
45025000011,45,025,000011,947,480,10,1,0,921,501,15,2
45025000012,45,025,000012,501,152,2,0,0,484,158,10,0
45025000013,45,025,000013,599,309,2,0,1,569,326,13,1
45025000014,45,025,000014,774.4010102432129,477.9071342091778,2.0461299350718827,1.0085955141597356,2.026837330570275,748.3704529200759,494.8892708116296,16.079650413050945,2.996847635726795
45025000015,45,025,000015,657.1776879162702,378.7290675547098,3.8943862987630826,1.9471931493815413,1.9471931493815413,642.5737392959087,386.517840152236,13.63035204567079,1.9471931493815413
45025000016,45,025,000016,453.39983146357474,89.1943820576933,6.099799747748545,0.05280685061845861,0.05280685061845861,439.01734597540917,88.40657845241519,16.354144078360218,1.0518378583703967
45025000017,45,025,000017,220,63.00000000000001,4,1,0,218,68,4,0
45025000018,45,025,000018,484,62,5,0,0,466,66,13,0
45025000019,45,025,000019,768.1541453571341,559.7512844179544,6.298622127301623,2.0749815515077086,0.07682983705170182,734.7944761303609,574.2585292994498,25.38048519564336,2.0770831276898454
45025000020,45,025,000020,577.6570630491707,389.7499415014852,3.7034794488805134,0.9260692365833596,0.9252717391304348,560.9894117855761,408.2605600175379,4.636327413813733,0.9260692365833596
45025000021,45,025,000021,318.42248062015506,161.0765503875969,3.005813953488372,1,0,290.4089147286822,179.07558139534885,12.015503875968992,9.689922480620155e-4
45025000022,45,025,000022,188,33,1,0,0,186,33,6,0
45025000023,45,025,000023,468,281,5,2,0,451,298,8,0
45025000024,45,025,000024,352,150,4,0,0,345,150,8,0
45025000025,45,025,000025,322,88,2,3,0,299,103,8,1
45027000001,45,027,000001,310,340,2,2,0,293,348,8,1
45027000002,45,027,000002,346,57,0,0,0,344,57,3,0
45027000003,45,027,000003,82,30,1,2,0,83,30.999999999999996,0,0
45027000004,45,027,000004,232.35887096774192,137.20564516129033,5.028225806451613,0.024193548387096774,0,223.15725806451613,140.31451612903226,8.129032258064516,1.0161290322580645
45027000005,45,027,000005,86.07306775227224,311.2170432354574,4.025495552878698,0.020332802038114068,0,78.98157562933045,316.26291548021203,4.076234292068608,0.010171887248785004
45027000006,45,027,000006,779.9920819623173,614.9877183772902,4.9999309271336205,2.9999802575166727,0.9999693066872236,770.9917553900074,620.987859735961,10.000078866632247,1.9999868383444486
45027000007,45,027,000007,245,238,1,1,1,238,244,4,1
45027000008,45,027,000008,397.0599675850891,68.6645056726094,1.9902755267423013,0,0,391.08914100486226,66.6742301458671,5.9708265802269045,0
45027000009,45,027,000009,211,57,1,0,0,205,57,7,0
45027000010,45,027,000010,1185.926063198973,488.1215558162582,6.246440040608315,5.354052000547843,3.069331277641085e-5,1141.309454287412,512.2145596188776,28.554759843045172,3.5693680003652286
45027000011,45,027,000011,169,320,2,0,0,169,320,4,0
45027000012,45,027,000012,289,386,1,0,2,279,388,5,3
45027000013,45,027,000013,655,453,4,7,0,636,466,21,2
45027000014,45,027,000014,171.29363014453676,949.0862181845555,2.987679595544246,3.9835727940589947,1.9917863970294973,166.31416415196304,961.0369365667325,1.9917863970294973,0.9958931985147487
45027000015,45,027,000015,332,433,4,3,0,315,445,10,2
45027000016,45,027,000016,230.94003241491086,130.3354943273906,1.0097244732576987,0,0,227.91085899513777,132.3257698541329,1.0291734197730957,0
45027000017,45,027,000017,246.9972898025144,417.9954135119474,10.999879302945985,2.999967082621632,0,233.99743244448732,435.9952160076772,9.99989027540544,1.9999780550810882
45027000018,45,027,000018,45,118,0,0,1,46,118,0,0
45027000019,45,027,000019,78,146,0,0,0,74,145,2,0
45027000020,45,027,000020,965.5942167143311,740.1255163647919,4.9014934858595485,5.881792183031458,1.9605973943438195,953.8306323482682,743.0664124563076,12.743883063234827,2.940896091515729
45027000021,45,027,000021,76.25298370429789,264.77191953264406,0.18275559838953548,0.11820781696854148,0.03940260565618049,75.88417665225509,263.91527252537736,1.376472771406722,0.05910390848427074
45027000022,45,027,000022,131.70636985546324,596.9137818154445,2.012320404455754,2.0164272059410053,0.008213602970502644,125.68583584803697,603.9630634332675,5.0082136029705024,1.0041068014852512
45027000023,45,027,000023,530,210,3,3,0,524,215,7,0
45027000024,45,027,000024,333.89812332439675,607.9329758713137,2.0536193029490617,0,1.160857908847185,320.84450402144773,617.254691689008,8.05361930294906,0
45027000025,45,027,000025,104.10187667560322,87.06702412868633,0.9463806970509383,0,2.839142091152815,103.15549597855228,92.74530831099196,0.9463806970509383,0
45029000002,45,029,000002,130,83,2.9999999999999996,0,0,121,90,5,0
45029000005,45,029,000005,221,179,7,2,2,213,186,11,1
45029000006,45,029,000006,780.6589708941488,419.1332506966256,16.029879161732264,0.009241927787426378,1.0049005134067324,737.5738508153676,426.18274713073885,53.0703340045254,0.0024984384759525295
45029000007,45,029,000007,92,149,0,1,0,92,149,2,0
45029000008,45,029,000008,157.1377840909091,423.4730113636364,3.5511363636363638,1.7755681818181819,0,155.3622159090909,425.24857954545456,2.663352272727273,0
45029000009,45,029,000009,289.7360308285164,555.973506743738,8.102119460500964,2,0,289.5573217726397,559.1777456647399,6.076589595375722,1
45029000010,45,029,000010,308,172,6,3,0,306,179,5,0
45029000011,45,029,000011,285,147,3,1,0,277,150,11,0
45029000012,45,029,000012,63.66551792878247,172.02102684838846,0.014068166451533592,0.007034083225766796,0,59.714366227566344,170.06884864053654,3.94723128508729,0.9863674707585766
45029000013,45,029,000013,267,90,8,1,0,261,97,11,0
45029000014,45,029,000014,573,141,8,5,0,540,154,31,2
45029000015,45,029,000015,268.99054170249354,313.6775580395529,2,1,0,259.9286328460877,316.64660361135,5.0619088564058465,1.0154772141014616
45029000017,45,029,000017,429,353,5,0,0,409,359,15,2
45029000018,45,029,000018,177.60239111931966,114.8210361597423,2.7426358009658993,0.11971268954509179,0.03990422984836393,169.42968296029107,117.80309733979838,6.0130912396351475,0.019952114924181964
45029000019,45,029,000019,351,279,9,3,1,336,291,16,0
45029000020,45,029,000020,153.79175118323192,363.5077755240027,1.9972954699121028,0.9986477349560514,0,145.8025693035835,370.498309668695,2.995943204868154,1.9972954699121028
45029000021,45,029,000021,446.17618977058055,259.5208262647672,5.988942144571551,1.9963140481905168,0.9981570240952584,409.244379879056,277.48765269848184,23.955768578286204,0
45029000022,45,029,000022,244.64501510574019,147.61631419939576,3.3172205438066467,0,0,240.4984894259819,150.93353474320242,4.146525679758309,0
45029000023,45,029,000023,99,105,2,0,0,99,104,2,0
45029000024,45,029,000024,315,105,3,3,0,306,111,8,0
45029000025,45,029,000025,234.99049012435992,324.8397951719093,6.047549378200439,2.5918068763716167,0.8639356254572056,227.21506949524505,333.47915142648134,5.183613752743233,0
45029000026,45,029,000026,388,111,4,3,0,381,115,9,0
45029000027,45,029,000027,341,137,2,2,0,323,146,12,2
45029000029,45,029,000029,424,496,12,5,0,403,522,11,1
45029000030,45,029,000030,265,459,7,4,0,242,481,10,3
45029000031,45,029,000031,176,813,1,2,1,156,836,11,0
45029000032,45,029,000032,658.8138385502472,428.6227347611203,17.046128500823723,5,0,655.7100494233938,439.66886326194395,17.10378912685338,1
45029000033,45,029,000033,133,92,2,1,0,127,92,7,2
45029000034,45,029,000034,231.13673805601317,51.15321252059308,3.7891268533772653,0,0,222.61120263591434,54.94233937397034,8.525535420098846,0
45029000035,45,029,000035,584.5663010967098,207.69690927218343,5.862412761714856,0.8374875373878364,0,597.9661016949153,201.8344965104686,2.5124626121635094,0
45029000036,45,029,000036,847.0494233937397,351.22405271828666,8.164744645799011,1,0,821.6787479406919,361.38879736408563,23.370675453047777,1
45029000040,45,029,000040,342,436,9,2,0,320,450,21,2
45031000001,45,031,000001,765,492,6,3,0,733,514,18,2
45031000002,45,031,000002,123.70574616005636,422.9877486900226,2.288398150862091,0.0990183525394793,0.07209953771552279,119.95783196807717,422.3838221001805,4.712338470398881,1
45031000003,45,031,000003,284.6428571428571,223.71929824561403,3.994987468671679,0,0,272.6578947368421,231.7092731829574,7.989974937343358,0.9987468671679197
45031000004,45,031,000004,677.4986590268303,218.45853250586828,7.365453484087563,1,2,654.9139334522902,230.86053133836458,18.438544180905076,1.1096360452262688
45031000005,45,031,000005,374.10778443113776,180.69461077844312,7.07185628742515,1,1.0179640718562875,363.9820359281437,189.8562874251497,12.089820359281438,0
45031000007,45,031,000007,103.16869925931951,125.61652373278565,1.028808760059173,1.0008692955655758,0.004656577415599534,99.19781811896641,128.6144750420668,2.9979513092811283,0.9868995633187773
45031000008,45,031,000008,327.4229542496553,694.0025924667003,8.994399426557637,3.004184579402218,1.013497734233417,322.28284833189207,702.0651885614451,8.098904718042828,0
45031000010,45,031,000010,376,665,4,2,1,369,676,3,0
45031000011,45,031,000011,143.34934497816593,1048.6244541484716,4.013100436681222,7.013100436681223,1,130.29694323144105,1069.6637554585154,6.039301310043668,0.013100436681222707
45031000012,45,031,000012,398.8459240290226,658.4720443875374,3.7626973965002133,1.8813486982501066,0.9406743491250533,388.49850618864707,665.9974391805378,7.525394793000427,0
45031000013,45,031,000013,637,321,18,0,0,645,320,11,1
45031000016,45,031,000016,201.18834591984864,422.8836394330359,4.36338465804368,3.1140925475868144,0.9776704888352444,193.16762547097488,434.6339607561696,5.974838930662709,0
45031000017,45,031,000017,963.991718426501,726.9772256728778,28.87991718426501,5.975155279503105,1.9917184265010353,964.9875776397515,741.9151138716356,25.892339544513458,0
45031000018,45,031,000018,35.36542443064182,991.303476081508,2.1250953470633105,4.024844720496894,4.008281573498965,26.35452762340634,1004.3756129454069,1.117685518143184,2.00125313283208
45031000019,45,031,000019,325.81711150161203,299.1204457007609,4.636702597241301,1.885947113906359,0.022329511164755584,313.837697101409,309.3702274975096,11.02532764760862,7.932298634684516e-6
45031000020,45,031,000020,1568,461,24,2,3,1547,478,34,6
45031000021,45,031,000021,880.0766919400021,877.9203623708901,15.30937708132853,6.6860501030506505,1.9074603614657601,858.8859123675485,904.7341346485362,14.464974117721031,2.8611905421986403
45031000022,45,031,000022,303.9031770045386,128.50226928895611,3.7518910741301057,1.8759455370650528,1.8759455370650528,287.01966717095314,138.81996974281392,14.069591527987898,0
45031000023,45,031,000023,1127,321,22,3,0,1127,324,19,1
45031000024,45,031,000024,533.1169375198366,416.6780396138795,4.811524706857731,0.9623049413715462,0,512.9085337510342,427.2633939689665,15.39687906194474,0
45031000025,45,031,000025,221.17873981997428,420.91855979425634,0.20060008572653237,0.06686669524217746,0.022288898414059153,218.08958422631804,418.0968709815688,2.2228889841405914,0
45031000026,45,031,000026,664.6987858957314,434.3479584781211,8.784565452366493,2.9281884841221646,0.9760628280407215,660.7945345835685,442.1564611024468,9.760628280407214,0
45031000027,45,031,000027,170.06760823901934,311.6299965513998,3.933379314669091,0.0013089005235602095,0.9820359281437125,163.1894300404427,320.47748220835814,4.911488541242123,0
45031000028,45,031,000028,611.6202404809619,682.501002004008,11.402805611222444,0,1,602.6062124248497,694.9038076152304,9.409819639278558,1.2014028056112225
45031000031,45,031,000031,619.5013409731697,117.54146749413174,9.634546515912437,0,0,604.0860665477097,128.13946866163542,11.561455819094924,2.890363954773731
45031000032,45,031,000032,482,265,2,3,1,475,271,10,1
45031000033,45,031,000033,647.9535061134048,769.9447526347557,5.999569501050044,1.9998565003500148,0.9999282501750074,633.9545106109547,780.9439633866808,15.998852002800119,0
45031000036,45,031,000036,195.0444102825746,350.04590206877003,1.9917087381566907,1.022705467532373,0.004268032437046522,187.84457391025109,353.3015618592681,6.972223487380166,0.9783679380529098
45031000037,45,031,000037,437.44196908663395,237.92283506188141,4.121438856788728,0.10590015128593042,1.0833097898401474,427.69218097807266,238.50528589395404,14.477986074403514,0
45031000038,45,031,000038,1266,849,13,8,0,1231,884,23,5
45031000040,45,031,000040,653.3525394793,522.8839095177124,11.022193768672642,5.011096884336321,1.0055484421681604,624.2915066154503,540.9282970550577,25.044387537345283,1
45031000041,45,031,000041,687.9945425785394,514.9959148662032,10.999912744715019,4.999960338506827,0,670.9946774276161,527.9958117463209,20.99983342172867,0.9999920677013653
45033000001,45,033,000001,1239,371,2,3,0,1223,375,14,2
45033000002,45,033,000002,310,993,4,6,2,270,1035,11,0
45033000003,45,033,000003,217,882,3,3,1,197,894,13,2
45033000004,45,033,000004,921,929,9,0,1,876,970,16,0
45033000005,45,033,000005,186,89,0,0,0,177,94,3,0
45033000006,45,033,000006,535,356,1,2,0,515,367,8,1
45033000007,45,033,000007,209,173,2,0,2,200,181,6,0
45033000009,45,033,000009,496,849,4,12,0,456,886,17,1
