GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRROM,G18USSDWIL,G18USSIMCC,G18USSLBOW,G18USSCAAL,G18USSOWRI
49011LA01UC,49,011,LA01UC,21.24966325329556,6.324304539671298,0.25297218158685186,0.6956734993638427,0.5691874085704167,0
49011LA0200,49,011,LA0200,585,178,12,20,15,0
49011LA0210,49,011,LA0210,387,122,6,11,18,0
49011LA0220,49,011,LA0220,468.3460046547711,170.69821567106283,5.027928626842513,12.076803723816912,24.062839410395654,0
49011LA0230,49,011,LA0230,577.5081458494957,213.87742435996896,9.875096974398758,22.406516679596585,18.968968192397206,0
49011LA024U,49,011,LA024U,143.7134106501709,49.73688164577864,2.6177306129357176,4.711915103284292,5.497234287165007,0
49011LA0250,49,011,LA0250,281.33366141732284,75.76574803149606,0.93503937007874,8.683070866141732,4.963582677165355,0
49011LA0260,49,011,LA0260,535.9224137931035,169.72413793103448,9.224137931034482,25.82758620689655,15.681034482758621,0
49011LA0270,49,011,LA0270,317,179,18,21,9,0
49011LA0280,49,011,LA0280,209,140,14,24,13,0
49011LA0290,49,011,LA0290,94,58.99999999999999,6,5,10,0
49011LA0300,49,011,LA0300,322,197,20,30,13,0
49011LA0310,49,011,LA0310,393,149,14,15,12,0
49011LA0320,49,011,LA0320,375,116,14,18,19,0
49011LA0330,49,011,LA0330,447,87,6,14,15,0
49011LA034I,49,011,LA034I,310,75,1,4,8,0
49011LA034U,49,011,LA034U,3.981165890269151,0.8539660973084886,0.03608307453416149,0.060138457556935816,0.10824922360248448,0
49011LA035I,49,011,LA035I,329.7381545802931,66.5946120420738,3.3268663585144203,9.15523192845127,11.652085955831394,0
49011LA035U,49,011,LA035U,22.244010519895756,4.493739498968839,0.22468697494844198,0.6178891811082154,0.7864044123195469,0
49011LA0360,49,011,LA0360,519.2027471101372,119.6603808065205,8.6348144612013,14.758811503576968,19.6469192751105,0
49011LA0370,49,011,LA0370,501.8565547177412,112.92279013984425,2.4267154199874335,15.30698619001291,19.46905042013897,0
49011LA0380,49,011,LA0380,382.12450369324995,174.1452816310384,14.926738425517577,28.85836095600065,14.926738425517577,0
49011LA0390,49,011,LA0390,441.52876186657414,161.65436619548092,23.77237663811162,29.633076088112887,23.795037260317518,0
49011LA0400,49,011,LA0400,411.12566560706136,175.87593118056034,13.916470048674475,20.433441981471763,13.209926968765995,0
49011LA041I,49,011,LA041I,557.1435506129819,182.79072249738508,11.487929214929414,15.349032200216564,17.27958369286014,0
49011LA041U,49,011,LA041U,13.831593576610633,4.547047113825526,0.28567835270108016,0.3809044702681069,0.42851752905162027,0
49011LA0420,49,011,LA0420,374.07758620689657,141.27586206896552,15.775862068965518,25.17241379310345,18.31896551724138,0
49011LA0430,49,011,LA0430,323,168,17,23,18,0
49011LA0440,49,011,LA0440,511.1642832094638,93.45098155044255,2.026257196388543,12.06311190416974,14.08210515639201,0
49011LA0450,49,011,LA0450,283,123,6,9,15,0
49011LA0460,49,011,LA0460,436,54,3,8,3,0
49011LA0470,49,011,LA0470,318,66,2,6,4,0
49011LA24IA,49,011,LA24IA,193.55518624816986,66.98631218060522,3.525595377926591,6.3460716802678645,7.4037502936458415,0
49011LA24IB,49,011,LA24IB,147.9372140877501,51.198671542208594,2.6946669232741365,4.850400461893446,5.658800538875687,0
49011NS0010,49,011,NS0010,431.41089667239515,255.34423886604299,4.94848959192609,12.857988847002467,15.82306597782841,0.9885285214284668
49011NS002I,49,011,NS002I,518.0072170916395,369.9146950606081,21.31088722019804,27.130601175356468,23.06588523826614,0
49011NS002U,49,011,NS002U,93.5762668936224,66.49742042990017,3.941857396617794,4.798782917621662,4.456012709220115,0
49011NS0030,49,011,NS0030,452.8597380325913,294.7098980971949,13.656824344847276,35.67260987488405,16.468498813431648,0
49011NS0040,49,011,NS0040,400.7182163842963,288.0162180262129,18.302033921398145,26.008153467249997,8.669384489083333,0
49011NS0050,49,011,NS0050,415.2151379487143,84.43370030057588,3.973350602380041,1.9866753011900204,9.933376505950102,0
49011NS0060,49,011,NS0060,337.54905847854906,134.89273573235997,4.916547279365223,6.543384278249131,6.546987906520481,0
49011NS0070,49,011,NS0070,210.90536626080126,111.28312180871956,8.370391054595444,13.145608307148468,7.682535104084839,0
49011NS0080,49,011,NS0080,471.83361386020135,230.89319625523896,3.8370419618263365,11.18628451912638,13.483411309052585,0
49011NS0090,49,011,NS0090,336.08828175992176,244.364792383018,12.221361462469668,19.355832311442576,9.94838801277887,0
49011NS0100,49,011,NS0100,306.11137185169076,217.77762516708097,4.817365345400537,26.53212198690184,6.097774484434825,0
49011NS0110,49,011,NS0110,460.47039729513887,123.13769569127672,4.125110205022242,7.147863159383159,6.149914676708989,0
49011SU0010,49,011,SU0010,196.7376560176675,113.05294462217981,16,14.631766773307882,12,0
49011SU0020,49,011,SU0020,312.6427813459206,170.20175400152428,25.411136678994776,15.610476069115307,18.507874721111197,0
49011SU0030,49,011,SU0030,407.5940845198086,164.27363006207932,20.045361133285876,25.033655034373393,15.036581559101512,0
49011SW0010,49,011,SW0010,694.809297446801,170.74201172156452,9.67804505407313,24.02666809307037,23.31385996720792,0.12095434464565168
49011SW0020,49,011,SW0020,666.3853015532159,173.68606469434124,10.050655927192516,21.02144992916793,17.39629001383933,0.0012528480729006373
49011SW0030,49,011,SW0030,743.9522559159336,186.79343645639722,13.875478338397746,24.856918470591477,28.516701166101036,0.053396375111294185
49011SW0040,49,011,SW0040,66.42779001771763,33.992374506696166,1.291600218214575,1.7772704062306932,1.295043973481495,0.6441930233160582
49011SY0010,49,011,SY0010,557.9996863840375,159.492554330384,13.037888794644923,20.02525919642995,22.0799874553615,0
49011SY002I,49,011,SY002I,219.83100612236723,53.31230986799924,10.530826640592442,11.847179970666497,12.505356635703526,0
49011SY002U,49,011,SY002U,105.66987872504541,25.626527475235562,5.062030118565049,5.694783883385681,6.011160765795996,0
49011SY0030,49,011,SY0030,423.1905029257172,106.04083866414523,4.864258654318589,21.40273807900179,23.348441540729226,0
49011SY0040,49,011,SY0040,509,154,15,16,21,0
49011SY0050,49,011,SY0050,339,108.99999999999999,4,14,10,0
49011SY0060,49,011,SY0060,364,52,7,6,13,0
49011SY0070,49,011,SY0070,252,71,8,11,12,0
49011SY0080,49,011,SY0080,505.80949707428283,120.95916133585477,11.135741345681412,17.59726192099821,18.651558459270774,0
49011SY0090,49,011,SY0090,331.6303819648773,70.92799201725983,3.0240675496634006,5.0802129989040425,9.042127336891422,0
49011SY0100,49,011,SY0100,473.00031361596245,116.50744566961602,8.962111205355079,5.974740803570052,18.9200125446385,0
49011SY011I,49,011,SY011I,213.32358592493102,52.73180364521895,5.340327526739295,5.9825813058239605,9.293093503575106,0
49011SY011U,49,011,SY011U,115.37596529430888,28.93918601441411,3.0462301067804325,3.0462301067804325,5.330902686865757,0
49011SY0120,49,011,SY0120,562,88,2,11,8,0
49011SY0130,49,011,SY0130,437.9041045463264,167.16372536524588,17.415297250342846,21.465483123948793,20.500933756873216,0
49011SY0140,49,011,SY0140,398,125,9,16,12,0
49011SY0150,49,011,SY0150,0,0,0,0,0,0
49011SY0160,49,011,SY0160,455.38845214485355,77.21804188543169,5.939849375802438,13.85964854353902,14.849623439506095,0
49011SY0170,49,011,SY0170,385.99999999999994,110.99999999999999,10,16,14,0
49011SY0180,49,011,SY0180,502.8935064935065,111.22597402597403,7.605194805194805,19.963636363636365,12.358441558441559,0
49011SY0190,49,011,SY0190,332.7702766302749,87.10751358851314,8.808624969624924,17.61724993924985,17.61724993924985,0
49011WB0010,49,011,WB0010,399.4333533534733,106.21428245931415,4.0119710871125225,9.019153739380036,19.023942174225045,0
49011WB0020,49,011,WB0020,548.653943027534,156.47531227139055,15.84560124267246,10.893850854337318,17.826301398006517,0
49011WB0030,49,011,WB0030,522.229102432163,153.4728579325465,6.894766786452607,18.678639661631525,29.496732752566384,0
49011WB004I,49,011,WB004I,191.53077074261623,80.14726640006133,7.439582936232483,3.291023047910715,6.650055022356071,0
49011WB004U,49,011,WB004U,99.99535728989483,46.28364355461749,4.0345359700622145,3.7095643187982237,5.829969491522582,0
49011WP0010,49,011,WP0010,461,131,6,22,25,0
49011WP0020,49,011,WP0020,325.5810292907866,74.03392914105743,12.61941973995297,14.302009038613367,15.143303687943563,0
49011WP0030,49,011,WP0030,313.88987175497715,79.40646769933429,8.604295127744606,11.478270250477951,20.08810852218053,0
49011WP0040,49,011,WP0040,458,110,18,16,17,0
49011WP0050,49,011,WP0050,487.0500787470067,111.78198528619825,8.982480960498075,14.970801600830123,26.947442881494222,0
49011WP0060,49,011,WP0060,279,110,13,16,22,0
49011WP007I,49,011,WP007I,33.199195171026155,5.030181086519114,1.0060362173038229,1.2072434607645874,0.8048289738430583,0
49011WP007U,49,011,WP007U,131.80250512361994,19.970205543788005,3.994029685589436,4.792831229181106,3.1952501096288524,0
49011WP0080,49,011,WP0080,334.06004949801616,67.81154701446745,9.41322391175732,13.550928148691925,14.96444859632525,0
49011WX0010,49,011,WX0010,79.87979458922234,43.25724165474021,4.006188189590656,4.781850379938455,6.784944474733783,0
49011WX001U,49,011,WX001U,31.707166489036915,17.218059787278968,1.5908642616966588,1.9090371140359905,2.70446924488432,0
49011WX0020,49,011,WX0020,532.8299321270824,177.8155569004356,6.900999963872995,19.0859156752251,3.897175150832483,0
49011WX0030,49,011,WX0030,465.90291524002515,221.37335336454476,16.672470127873662,18.524966808748516,13.893725106561387,0
49011WX0040,49,011,WX0040,170.72219478850977,119.75385232460245,9.597132686020856,5.853579926033116,10.500532132465315,0
49011WX0050,49,011,WX0050,374.2639405204461,184.91449814126395,17.53531598513011,20.936802973977695,6.356877323420075,0
49011WX006I,49,011,WX006I,292.96624958929135,133.45785158437215,6.47498337545875,8.946425071465642,7.282062505381929,0
49011WX006U,49,011,WX006U,3.3571523186454604,1.4743383672602413,0.05568696196247319,0.08289975492047207,0.04376240021210766,0
49011WX0070,49,011,WX0070,371.13633582788003,148.6977684401904,11.487360554923754,20.097211836103103,7.6601300816203235,0
49013AL0012,49,013,AL0012,53,6.000000000000001,1,0,1,0
49013AL011N,49,013,AL011N,131.25136455588571,7.412261672734808,0.6242643292911304,1.8890100700068542,9.277575951737134,0.01030259578937295
49013AL011S,49,013,AL011S,82.5808631344739,4.813296451259218,0.39829684240848046,1.1527225992786263,5.738312239625043,0
49013AR0011,49,013,AR0011,66.9513435985024,10.992011635575022,0,0,20.98474948609777,0
49013BB0011,49,013,BB0011,173.15048848098607,15.943037772628504,1.9883847505261267,7.944549059999634,23.887586832628138,0.989697404210627
49013BB0021,49,013,BB0021,81.49991880067402,5.313265732417322,1.1036193569194888,2.413194202368184,4.576769870238273,0.03226595786899513
49013CE0011,49,013,CE0011,178.69494699639404,22.65929827858295,2.950552988998036,6.9201837952457605,14.741855518689286,1.9401640602894406
49013DU0011,49,013,DU0011,178.64305734685053,29.137145008865026,1.2074520407696538,0.197285875210654,32.693496072426875,0.03858521619553859
49013DU0012,49,013,DU0012,151.80477109053498,16.44443158436214,3.8693587105624143,0.9697402263374486,50.255024005486966,0.0027434842249657062
49013DU0021,49,013,DU0021,145.64051242991243,20.957869311687556,4.9435215040319935,2.9689421132561318,30.67727263718034,1.966875254184889
49013DU022N,49,013,DU022N,11.115349054081477,1.1045266796172541,0.28563645362503703,0,2.100996437261029,0.047244094488188976
49013DU022S,49,013,DU022S,212.70078740157481,20.614173228346456,5.622047244094488,0,40.29133858267716,0.937007874015748
49013FR0011,49,013,FR0011,112.7594381582827,45.82663501926203,4.986433748703551,3.987204780210415,19.96709940109088,0.003884437504850707
49013FR0021,49,013,FR0021,62.69699428114038,10.143597073769534,0.022998659135748372,2.026419548840332,3.160372283723177,0
49013MH0011,49,013,MH0011,289.55905408599995,40.35606874312617,3.05463715774285,4.112092890667767,17.588398075774094,0
49013MY0011,49,013,MY0011,137.1555975091294,21.7229158568332,0.11229509407862694,6.0196041029995975,24.479434241405936,0
49013MY0012,49,013,MY0012,84.49413506529204,23.308726914563323,0.9711969547734717,3.8847878190938867,15.539151276375547,0
49013NE0011,49,013,NE0011,172.2803513066344,11.8135098038835,0.9844591503236251,5.90675490194175,23.627019607767,0
49013NE0021,49,013,NE0021,158.52478289629755,26.21392618511623,1.9613685037588502,8.759867100444305,11.054355003305437,0.027569981841564124
49013R00092,49,013,R00092,215.09722222222223,17.73611111111111,1.4305555555555556,1.4305555555555556,10.73611111111111,0
49013RO0012,49,013,RO0012,101.7579819308767,21.96379149281842,6.6237714415316,5.7589880622626595,4.79051599451208,0
49013RO0021,49,013,RO0021,13.39571120640818,2.5002090118667626,0.708865563460107,0.6772980298352963,0.5570227092856797,0
49013RO0022,49,013,RO0022,240.9626433169667,22.77099855658467,3.8193698842591224,3.8131372382936193,17.93441368775946,0
49013RO0032,49,013,RO0032,103,22,5,3,15,1
49013RO0041,49,013,RO0041,248.96167360978438,13.132081905693061,3.188071215896749,5.186853012459226,19.890445042345437,0
49013RO0042,49,013,RO0042,112.07141852480039,15.364629959045216,3.6152070491871093,4.519008811483887,3.6152070491871093,0
49013RO0051,49,013,RO0051,105.09660833970618,10.011314490235858,0,2.0017406908055166,0.0052220724165497785,0
49013RO0052,49,013,RO0052,127.73658970111774,6.8849751869682185,4.559780749997337,6.82573141361994,4.587660172749468,0.764610028791578
49013RO0062,49,013,RO0062,28.625,2.375,0.125,0.125,1.375,0
49013RO0072,49,013,RO0072,110.89505759706488,12.98787781958275,1.7841729681957927e-4,1.998093875944234,5.994549253777931,8.920864840978964e-5
49013RO0082,49,013,RO0082,50,18,1,0,3,0
49013RO0091,49,013,RO0091,2.850571411163625,0.2682890739918706,0.04471484566531176,0.04471484566531176,0.21239551691023084,0
49013RO071A,49,013,RO071A,150.44789754828645,19.982837996033773,4.736295502074528,3.141860255289644,12.661461497718824,2.1102435829531374
49013RO071B,49,013,RO071B,19.809714188449167,1.1313393348381138,0.7037453306313151,1.0323191224420059,0.7503430776412482,0.12505717960687468
49013RO081A,49,013,RO081A,134,13,0,7.000000000000001,13,0
49013RO081B,49,013,RO081B,38.291910403153366,2.8905440612301736,1.4444444444444444,1.4446990863431035,2.8896528145848666,0
49013TA0012,49,013,TA0012,44.62638031988054,5.950184042650738,0,0,4.9584867022089485,0
49013TA011N,49,013,TA011N,110.1737076722424,10.4450905601538,1.2994093253505672,1.9491139880258508,9.787083237920307,0
49013TA011S,49,013,TA011S,51.96050571885963,4.936402926230466,0.6120013408642516,0.9260804511596681,4.602127716276823,0
49015000921,49,015,000921,275.6901364110348,53.18686543615299,21.611724054600362,7.207972578828505,7.214069419771081,0
4901500101T,49,015,00101T,23.027201884168363,3.380139726116457,1.4788111301759501,0.4225174657645571,1.056293664411393,0
4901500102N,49,015,00102N,9.256147165422224,1.3587005013463813,0.5944314693390419,0.16983756266829766,0.4245939066707442,0
4901500102S,49,015,00102S,76.71665095040942,11.26115977253716,4.926757400485008,1.407644971567145,3.5191124289178632,0
4901500203C,49,015,00203C,39.89274865591831,4.158201814297674,2.079100907148837,0.7796628401808139,0.9096066468776163,0.1299438066968023
4901500204S,49,015,00204S,277.592285671302,30.266598941516868,14.863403276986809,5.48943366831642,6.40433927970249,0.91490561138607
4901500305C,49,015,00305C,142.92692338689824,32.977958716674365,12.825235610721151,3.6645434328904223,4.275300671705493,0.6107572388150704
4901500306N,49,015,00306N,80.5880422858814,18.597240527511094,7.232260205143203,2.0663600586123434,2.410753401714401,0.34439334310205727
4901500407T,49,015,00407T,37.64705882352941,5.647058823529411,2.3529411764705883,0.9411764705882353,2.3529411764705883,0
4901500408N,49,015,00408N,8.0376370887338,1.1859421734795612,0.48566799601196414,0.1913010967098704,0.453888334995015,0.00211864406779661
4901500408S,49,015,00408S,35.294117647058826,5.294117647058823,2.2058823529411766,0.8823529411764707,2.2058823529411766,0
4901500509C,49,015,00509C,91.02966101694916,11.822033898305085,4.137711864406779,1.3792372881355932,1.1822033898305084,0.19703389830508475
4901500510E,49,015,00510E,0,0,0,0,0,0
4901500510W,49,015,00510W,348.5843048888018,45.340268933085135,15.881196727735869,5.293732242578622,4.541613598510826,0.7521186440677966
4901500611C,49,015,00611C,137.2045328208247,23.83448847310411,8.549125371049106,2.455319113277953,3.0341912644787974,0.012711864406779662
4901500613N,49,015,00613N,107.30215538307776,18.088182129826073,6.473799843214402,1.8856740472137998,2.2580459488477582,0.036016949152542374
4901500714C,49,015,00714C,165.61738845093305,27.705561614232455,3.6943136576293636,4.92535358395298,3.6940694551764857,0.6156556311911848
4901500715S,49,015,00715S,103.38863520957129,17.295496596396685,2.306066212852891,3.0747549504705214,2.306066212852891,0.3843443688088152
4901500817C,49,015,00817C,129.7256765979443,21.62094609965738,7.86216221805723,3.5379729981257535,4.717297330834338,0
4901500818N,49,015,00818N,95.64271760025665,15.940452933376106,5.796528339409493,2.6084377527342717,3.4779170036456954,0
4901500818S,49,015,00818S,103.41425514267004,17.235709190445007,6.267530614707275,2.820388776618274,3.760518368824365,0
4901500920C,49,015,00920C,30.62293890843112,5.872609278572817,2.380108050852543,0.8019734783749738,0.8130359287774217,0
4901501022T,49,015,01022T,166.96062291554512,24.172750119085656,6.183726774649819,5.6215697951362,3.372941877081719,0
4901501023N,49,015,01023N,37.32532036956947,5.40400261242925,1.3824192729470175,1.2567447935881977,0.7540468761529185,0
4901501023S,49,015,01023S,81.3636586000862,11.779923635702714,3.013468837040229,2.7395171245820267,1.6437102747492156,0
4901501124T,49,015,01124T,81.55967105203683,16.493320663020114,6.4134342402648645,3.2072164155079617,3.20677259739638,0
4901501125N,49,015,01125N,74.45946700884262,14.528823096463903,5.47185508044034,2.8759156395207466,2.7519802582744317,0
4901501125S,49,015,01125S,33.33939158719762,6.622838893018844,2.535329459407093,1.2992932628891687,1.2711790111686156,0
4901501226C,49,015,01226C,74.32071445240861,18.04319628879857,3.1915043376746604,1.227388169836763,4.295858594428671,0.30684704245919076
49015012270,49,015,012270,163.10411694688005,39.581752229786794,6.824440039618413,2.729776015847365,9.554216055465778,0.6824440039618412
4901501228C,49,015,01228C,0,0,0,0,0,0
49015013290,49,015,013290,2.247872202629175,0.5455081990141916,0.09405304839305632,0.03762149846039595,0.13167478608474378,0.009405264967423716
49017AN001I,49,017,AN001I,7.8019233848219605,0.7092657622565419,0,0.1418531524513084,0.7092657622565419,0
49017AN001U,49,017,AN001U,51.467483007872104,4.713108666967202,0.03424657534246575,0.9951331489185546,4.496213689798253,0
49017BO002I,49,017,BO002I,15.77471264367816,30.25287356321839,0,0.864367816091954,3.025287356321839,0
49017BO02UE,49,017,BO02UE,35.91264367816092,68.8735632183908,0,1.967816091954023,6.88735632183908,0
49017BO02UW,49,017,BO02UW,21.31264367816092,40.87356321839081,0,1.167816091954023,4.0873563218390805,0
49017BR0011,49,017,BR0011,18.71927463550746,2.0799198717146834,2.1049623447701304e-6,6.314887034310392e-6,4.209924689540261e-6,0
49017CA03I0,49,017,CA03I0,16.51259682861538,0.5163055808992192,0.2579712302204643,0.2580231045716487,0.5160202719677052,0
49017CA03UE,49,017,CA03UE,1.382314384169855,0.04319732450530797,0.021598662252653986,0.021598662252653986,0.04319732450530797,0
49017CA03UW,49,017,CA03UW,41.419966959650594,2.195626884430717,0.5251762097903481,0.629292070231259,1.0503524195806961,0
49017ES04I0,49,017,ES04I0,106.43085823075852,42.57234329230341,3.303026634747678,1.4680118376656348,2.9360236753312696,0
49017ES04UN,49,017,ES04UN,77.9375,31.175,2.41875,1.075,2.15,0
49017ES04US,49,017,ES04US,105.63166709395696,42.252661504645445,3.278223695276894,1.4569896491010188,2.9139770697081366,0
49017HA005I,49,017,HA005I,8.636363636363637,1.1776859504132233,0.07851239669421488,0.47107438016528924,0.628099173553719,0
49017HA05UE,49,017,HA05UE,46.90616778719672,6.163030480189206,0.38385905237702955,2.1681060827509233,2.8007759559937284,0
49017HA05UW,49,017,HA05UW,64.0909090909091,8.739669421487603,0.5826446280991735,3.4958677685950414,4.661157024793388,0
49017HE006I,49,017,HE006I,26.857142857142854,3.9999999999999996,0,0.5714285714285714,0.8571428571428572,0
49017HE06UN,49,017,HE06UN,26.857142857142854,4,0,0.5714285714285714,0.8571428571428571,0
49017HE06US,49,017,HE06US,40.283252846640565,5.999633402691148,0,0.8570904860987354,1.285635729148103,0
49017PA0007,49,017,PA0007,369.73059360730593,36.577625570776256,2.965753424657534,11.863013698630136,17.794520547945204,0
49017PA0008,49,017,PA0008,315,28,4,2,11,0
49017TI0009,49,017,TI0009,9.915097876477326,4.430785778370733,0.017499088589135983,0.999967680465815,0.01020780167699599,0.0014582573824279985
49017TR010I,49,017,TR010I,40.59807073954984,4.553054662379421,0.18971061093247588,0.5691318327974276,0.37942122186495175,0
49017TR10UN,49,017,TR10UN,94.10943106704143,10.550922851679129,0.42443729903536975,1.2733118971061093,0.8488745980707395,0
49017TR10US,49,017,TR10US,66.79938597625434,7.486326436845802,0.2887759776789361,0.8663279330368082,0.5775519553578722,0
49019GD1047,49,019,GD1047,160.22272479460128,160.15394127300831,4.9043212412895265,9.002428793388342,4.934116399576305,0
49019GD1057,49,019,GD1057,27.276871143700262,27.13770343378342,0.8350062595010282,1.5308448090852187,0.8350062595010282,0
49019GD1157,49,019,GD1157,161.73049170695245,119.41498013171727,5.590296139380127,6.720441558691177,6.979237180342999,0
49019GD1470,49,019,GD1470,99.25512104283054,198.51024208566108,2.977653631284916,6.947858472998138,6.947858472998138,0
49019GD1570,49,019,GD1570,0,0,0,0,0,0
49019GD2470,49,019,GD2470,0,0,0,0,0,0
49019GD2569,49,019,GD2569,200.46766013997686,204.0023543993719,2.01982529108289,14.643733360350954,7.069388518790116,0
49019GD3470,49,019,GD3470,74.48,63.504000000000005,1.568,3.136,0,0
49019GD3570,49,019,GD3570,29.765283018867922,26.69411320754717,0.7150188679245283,1.3828679245283018,0.28301886792452835,0
49019GD4470,49,019,GD4470,56.565157750342934,71.86556927297669,1.3909465020576133,4.404663923182442,5.100137174211248,0
49019GD4570,49,019,GD4570,184.75720164609052,234.73251028806584,4.54320987654321,14.386831275720164,16.65843621399177,0
49019GD5470,49,019,GD5470,222,261,4,8,7,0
49019GD5569,49,019,GD5569,1.4577723378212974,1.4834761321909424,0.014687882496940025,0.10648714810281518,0.051407588739290085,0
49019GD6569,49,019,GD6569,NA,NA,NA,NA,NA,NA
49019GD7569,49,019,GD7569,11.974216211202805,4.296155331757881,0.8795806273300013,0.05375169851804295,0.0036603565778561995,2.614540412754428e-4
49019GD8469,49,019,GD8469,15.754488509934113,29.990472103248074,0.37962622915503885,1.1388786874651167,0.9490655728875973,0
49019GD856N,49,019,GD856N,59.44945841405968,81.17312107119193,0.9258370131933972,4.32342800073348,2.67689363457468,0
49019GD856S,49,019,GD856S,199.43903659609384,238.86486956625586,2.5777065541716446,14.537732185125776,8.045245577595574,0
49019GD9470,49,019,GD9470,407.4885066598026,376.80787966719726,25.411910393282394,18.29555580311209,28.02848568397582,0
49021BERYLN,49,021,BERYLN,81.35366895236227,18.484327354597166,4.174138719743314,9.215651309582721,5.913000554403635,0
49021BERYLS,49,021,BERYLS,16.18496891620966,3.670817692336211,0.8342767482582298,1.8354088461681055,1.1679874475615217,0
49021BHEAD0,49,021,BHEAD0,11.550492629683188,3.739396199155757,0.2511818482267555,0.3074725133641083,0.977165463224611,0.0446782353827568
49021BHEADE,49,021,BHEADE,36.10683153557209,10.158861248475983,0.53521928906429606,0.8440032381712205,1.6056578671928883,0
49021BHEADI,49,021,BHEADI,8.927941984513751,3.8262608505058937,0.1822028976431378,0.1822028976431378,0.5466086929294134,0
49021BHEADS,49,021,BHEADS,16.344057780695994,7.004596191726854,0.3335521996060407,0.3335521996060407,1.0006565988181222,0
49021CC0001,49,021,CC0001,283.99386503067484,92.71779141104294,2.920245398773006,10.220858895705522,13.871165644171779,1.460122699386503
49021CC0002,49,021,CC0002,344.9513512700026,102.39189965651373,2.9822883395101085,26.840595055590978,17.893730037060653,0.9940961131700362
49021CC0003,49,021,CC0003,270.8484484944461,117.25256705454193,7.007492079328668,17.06618301175516,24.044236197205368,1.0025077406279133
49021CC0004,49,021,CC0004,176,80,3,17,13,2
49021CC0006,49,021,CC0006,337,143,11,17,25,1
49021CC0007,49,021,CC0007,166,60,2,12,5,2
49021CC0008,49,021,CC0008,123,38,1,3,6,0
49021CC0009,49,021,CC0009,146,51,0,12,10,1
49021CC0010,49,021,CC0010,139.24290132596323,47.222666403448166,2.2712548942190636,7.627529365314382,6.356274471095318,0
49021CC0011,49,021,CC0011,59.75709867403678,24.777333596551838,0.7287451057809364,4.372470634685618,3.6437255289046817,0
49021CC0012,49,021,CC0012,112,48,1,9,1,1
49021CC0013,49,021,CC0013,165,74,1,11,9,2
49021CC0014,49,021,CC0014,253,42,3.0000000000000004,8,7.000000000000001,0
49021CC0015,49,021,CC0015,315.98316062176167,89.68911917098445,5.334196891191709,11.503886010362693,17.840673575129532,0.33419689119170987
49021CC0017,49,021,CC0017,186.92905941573719,62.97610023097028,4.998103192934149,16.993550855976107,9.996206385868298,0.9996206385868298
49021CC0018,49,021,CC0018,440.1488482669341,84.48926703478625,4.023298430227917,12.06989529068375,33.7957068139145,4.023298430227917
49021CC0019,49,021,CC0019,583.0709405842629,135.02389976902973,5.001896807065851,16.006449144023893,30.003793614131702,3.00037936141317
49021CC0021,49,021,CC0021,199.99286563614746,53.70035671819263,2.4447086801426874,13.253269916765756,15.77883472057075,2
49021CC0022,49,021,CC0022,271.5078522372348,60.8977247321545,2.9366510763337925,8.730865037912608,9.461592797744084,1.1588427923157631
49021CC0023,49,021,CC0023,160.64301572005334,39.35731744790189,2.6214668740623366,7.702869970991528,9.835548610583622,1.9173044379981175
49021CC0024,49,021,CC0024,266.54274611398966,39.943005181347154,1.5362694300518136,6.913212435233161,13.058290155440416,1.5362694300518136
49021CC005I,49,021,CC005I,240.74578288872945,82.18226294511078,5.048491721764532,20.409169716854944,16.924088125085962,1.9741429448844974
49021CC005U,49,021,CC005U,113.70726072701221,41.11146808424638,2.5889586564326232,10.398487908392719,8.257484426317044,0.997298345083097
49021CC020I,49,021,CC020I,53.58764895353369,11.48798122623893,1.5821770551107508,3.095563803477556,5.984756686723275,0.6879030674394568
49021CC020U,49,021,CC020U,798.5852924159013,174.25645335916414,22.259471620324003,45.15114012672087,84.14887091166035,10.161364472604639
49021CC025I,49,021,CC025I,168.83652189556074,35.57729384118302,2.5361034157530864,7.205333026485473,15.49901943898531,1.176751631196945
49021CC025U,49,021,CC025U,576.3873040064605,139.6802346833032,14.483390097080994,39.72765436238462,67.60739264419647,1.8612579644291805
49021CC16I0,49,021,CC16I0,217.5611094359372,56.389919908946965,4.399213609917848,12.39778380976848,17.596854439671393,0
49021CC16UN,49,021,CC16UN,297.0488385018951,76.99243792052796,6.006502249119203,16.927415429335934,24.02600899647681,0
49021CC16US,49,021,CC16US,0,0,0,0,0,0
49021CHIGH0,49,021,CHIGH0,40.52567597875274,10.751709953546644,0,0.8270546118112803,2.481163835433841,0
49021ENO002,49,021,ENO002,353.3388378222434,72.59188994862922,7.8714097534658185,29.736436846426425,43.73005418592121,3.4984043348736975
49021ENO003,49,021,ENO003,586.5244754965041,116.71408435038163,22.016446993146626,32.22752558572127,60.166440732959664,7
49021ENO01I,49,021,ENO01I,68.72799582229679,16.1967615320031,1.0092862029669638,6.292862946657105,6.984925548522464,0.44857164576309505
49021ENO01U,49,021,ENO01U,66.450451329292,19.314301219531952,0.13312846767363676,6.71400130073777,4.054081133837614,0
49021ENO04C,49,021,ENO04C,40.343647684858134,5.774377054130458,0.8469086346058005,2.3097508216521834,4.080559784918857,0.15398338811014553
49021ENO04E,49,021,ENO04E,333.52837568442493,47.68563630912124,6.98638915921445,18.928405010107447,33.60269665196093,1.2934263252015588
