GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVRHOG,G18GOVDJEA,G18GOVLQUI,G18GOVGSCH,G18GOVOWRI,G18COMRPHU,G18COMDFRA,G18COMOWRI,G18ATGRWOL,G18ATGDFRO,G18ATGOWRI,G18USSRCAM,G18USSDCAR,G18USSLVOH,G18USSISIM,G18USSOWRI
2401503-006,24,015,03-006,897.5761217948718,184.36698717948718,9.70352564102564,11.64423076923077,0,593.8557692307693,449.2732371794872,0.9703525641025641,722.9126602564103,356.11939102564105,0,650.1362179487179,388.14102564102564,21.347756410256412,34.93269230769231,0
2401503-007,24,015,03-007,518.9931859384142,400.6726034699743,9.911133150061422,3.060948014182692,0.9818914129888513,309.9927721493516,594.0088641613017,0.9818914129888513,377.33775710867417,542.4894155850169,0.9818914129888513,348.70152284669484,535.2934091234898,14.866699725092134,28.8206723023251,0
2401504-001,24,015,04-001,1641.914420975965,628.2279679533867,21.79970866715222,11.89075018208303,0,1074.1310997815003,1155.3845593590677,0,1298.073561544064,970.0870356882739,0,1235.6471230881282,988.9140568099053,22.79060451565914,64.40823015294974,0
2401504-002,24,015,04-002,535.0855790240349,501.7720320466132,8.200291332847778,10.10924981791697,0,354.8689002184996,667.6154406409322,0,411.9264384559359,630.9129643117261,0,361.3528769118718,646.0859431900947,8.20939548434086,30.591769847050255,2
2401505-001,24,015,05-001,823.2728495271526,177.72771991362754,10.917394675967085,6.93914971580298,0.005768084514356708,512.8061955187253,483.2192981391137,0.9921311143310482,648.6375793778135,355.3447778454139,0,588.1475427613719,361.31449513988304,13.889835600634674,48.582326492332186,0
2401505-002,24,015,05-002,1040.7729188842272,243.15090299822512,16.024854607661624,8.388129797518236,0.869270115716938,670.8762562749336,618.6757756642426,0.17246000242799772,815.82537893226,487.7232281250742,0.11478676763650857,723.906162162153,506.23161754991406,21.061858578124088,64.78811286571162,0.8681507118239986
2401505-003,24,015,05-003,1819.702979737783,353.7833134684148,23.24123957091776,6.886293206197855,0,1168.948271752086,957.1947556615017,2.5823599523241954,1440.9568533969011,722.2,1.7215733015494636,1336.8016686531585,754.0491060786651,25.823599523241956,72.30607866507748,0.8607866507747318
2401505-004,24,015,05-004,576.8784773450368,248.9784904778376,12.861542365665569,3.0087268540685277,3.9262588070226774,339.4468350600864,471.65464727124316,0.9896606884477418,408.40834788711504,423.378673979724,0,370.5386652968792,440.1258111979029,13.872179574769513,25.97240788718762,7.360841957012487e-4
2401505-005,24,015,05-005,1622.4137066048047,372.55663938384396,22.760741483514426,10.495841050272855,0.11789600967351874,1119.2898570492782,840.9259859320832,2.833046329381474,1350.456915811571,641.5885624655444,1.886955392642237,1226.6371007226073,676.8250446965386,20.643782013567794,88.32781561434975,0.12660681106724697
2401505-006,24,015,05-006,238.0565414171595,77.13031941915968,3.808904662674552,0,0,139.9772463532898,172.35293598602348,0,177.11406681436665,143.78615101596432,0,165.68735282634302,143.78615101596432,1.904452331337276,9.52226165668638,0
2401506-001,24,015,06-001,1802.8854892438694,257.2701638412159,22.93493708662002,6.98019824375392,0,1197.6025843926368,821.6690504076042,0.9971711776791313,1526.66907302675,533.4865800583352,0,1399.0311622838212,546.449805368164,32.906648863411334,91.73974834648008,0.9971711776791313
2401506-002,24,015,06-002,1671.5186334768593,201.82198613096344,16.993053710438332,3.1038197661475064,2.920379005172768,1100.8001313749403,741.8535501769744,1.0297338892303967,1390.5864591620941,465.28918281078006,0.044032927936644976,1275.930150457694,489.56382150324816,18.891007875608864,87.41437018564496,0.9812798052433177
2401506-003,24,015,06-003,427.8012821619448,35.807155775669386,0.9422935730439312,0,0,261.01531973316895,183.7472467435666,0,356.186970610606,100.82541231570065,0,319.4375212618927,113.07522876527175,4.711467865219656,21.67275218001042,0
2401507-001,24,015,07-001,1409.8912669544181,212.37555892617553,18.145405370287587,6.301529868145537,0.05170505943890038,909.0231069657037,696.642438540802,2.695482408923688,1179.1722924218686,447.2507042970397,1.786411103492552,1070.069332048151,489.62521358513777,14.608049032839766,66.67973351591493,0.016986062335129146
2401507-002,24,015,07-002,1541.1288419933226,457.9134538011397,9.000986821588757,8.14199841380913,0.17180616740088106,809.0430344844451,1160.2660216090037,1.001903506608172,1079.3451500895048,923.1719967824451,0.17710449757230767,961.4810761344256,977.8327621180066,7.998233713181274,81.61053518046775,0.9939560113510321
2401507-003,24,015,07-003,325.2375725822653,103.82855768754038,4.1377783299711535,0.052524798130134,0,204.11481910157624,221.81202950981583,0.020776784781001215,256.2588134705986,174.84241091413077,0.013375232955044202,232.38727964473998,181.19168227081698,7.108514365426228,18.534513451015492,7.139353484349111e-4
2401507-004,24,015,07-004,158.86981635179635,23.995961844802572,0,0.8274469601656059,0.8274469601656059,91.84661257838226,86.88193081738862,0,130.73661970616575,49.646817609936356,0.8274469601656059,119.97980922401287,53.78405241076439,0,9.101916561821666,0
2401508-001,24,015,08-001,1381.3195484657983,171.29990351186345,14.655437666951398,6.343473511822709,0.9380469720447182,965.2626050569886,560.7932570382126,0.9139044089461845,1188.2300564107713,356.9658058167337,0.8976539589442816,1092.9690234704244,376.17590251928993,16.505535383257826,71.45819284702844,0.9139044089461845
2401509-001,24,015,09-001,1122.4570106553197,152.3699042023523,10.125546790369873,3.0569191791930126,0,778.4981588444509,460.3496529860613,0.034014835454651345,954.9277583772384,306.02372094036394,0.01132404181184669,898.2994691951407,326.0582482960479,16.148621974184678,22.46821503604395,2.0566629190783448
2401509-002,24,015,09-002,756.5297282910169,120.62489997345953,10.913978203959553,4.934668989547038,0,490.6998370612561,387.2745302599177,2.960801393728223,619.894910922495,267.7120441302924,0.9869337979094076,563.363001386191,271.4230290744495,13.118671507602643,41.791533534275295,4.934668989547038
24015ZZZZZZ,24,015,ZZZZZZ,664.931631473939,156.97459302452376,8.567208616178783,4.35827606376071,0.389293543119749,427.9990778467099,383.7557906043607,0.6453004515329402,527.0324908236103,296.5578087357483,0.38531738871981885,486.02845127305443,307.89886539018283,9.04999545411558,29.08234920899988,0.48337163230697733
2401701-001,24,017,01-001,931.0741139077235,612.0196562140961,4.164345877341205,5.1460472838951805,0.03635838984273553,491.0264020126894,993.2141855401924,0.06409835811009272,599.7598967833443,917.8790644916405,0.05197889482918088,549.9047846824053,916.8715078203603,13.337923900782027,39.897694449406806,0.02423892656182369
2401701-002,24,017,01-002,1176.3815301655575,297.7906544597717,7.862236833251285,4.913947634901931,1.9654599800730654,658.4603998341199,732.1762130355927,2.948189970109598,851.0798439238296,567.0748459328619,2.948189970109598,798.9922272188205,589.6787768284593,16.70725327065898,36.36368879382512,1.9654599800730654
2401701-003,24,017,01-003,1307.1436027304921,538.6165793484136,9.619627394649791,6.488059394882872,0.030554633012288276,763.2544359506381,1001.3231464602069,0.702486713362142,880.1324436286667,917.2917464904049,0.7025285290117843,811.6050848783785,943.607391420878,20.031276771664615,61.55356893329042,0.030554633012288276
2401701-004,24,017,01-004,743.6309370801512,223.37849049672883,5.4106592119963,1.5632395753169819,0,440.5462473945905,493.8883889169769,2.3034858046080213,533.1014603532633,399.9511141361868,2.3034858046080213,501.34931837332084,410.7995084280695,10.05952047056363,25.584520836957605,0
2401702-001,24,017,02-001,749.7751479289941,150.5532544378698,2.9911242603550297,7.976331360946745,0,432.71597633136093,421.74852071005915,1.9940828402366864,529.4289940828403,336.00295857988164,1.9940828402366864,517.4644970414201,342.9822485207101,2.9911242603550297,24.92603550295858,1.9940828402366864
2401703-001,24,017,03-001,922.1411695215594,406.75487300649735,5.014176018901359,3.012994683992912,2.0035440047253394,511.5965741287655,758.2640283520378,2.0035440047253394,667.7466036621382,646.1588895451861,0.004725339633786178,631.7099822799764,653.1754282339043,12.011813349084465,28.035440047253395,2.0023626698168933
2401704-001,24,017,04-001,1307.4445873380846,179.98735670387043,1.0991649378933024,3.0698124523339647,0.05473501303214596,758.804129812265,623.4604606422948,3.0333224436458677,1018.1106365755556,391.5871036392654,0.01110748121528912,970.8619523497174,425.1733509574079,3.3308172573257746,44.02497182257889,0
2401704-002,24,017,04-002,893.5360556038228,120.11468288444831,2.9296264118158124,1.953084274543875,2.9296264118158124,530.262380538662,420.88966116420505,0,689.4387489139879,275.3848827106864,0,652.3301476976542,297.8453518679409,8.788879235447437,29.296264118158124,0
2401705-001,24,017,05-001,1260.488303673427,299.54478872851774,3.5586323111024103,2.668383459843525,0,711.9786757097953,768.0868027314699,2.667201912876959,898.6946250808481,595.5793885715623,0.8878857573257538,854.2377152253325,608.9484814510109,13.330101829551966,38.22516789670348,0
2401706-001,24,017,06-001,956,391,4,5,1,520,776,3,662,652,1,618,679,17,31,0
2401706-002,24,017,06-002,1042.6844397050208,1029.4395405615348,6.169363676306996,9.953567055650064,2.974486248324696,546.506977235887,1499.7569627078346,2.0117933347164825,643.7417038404134,1438.9341903046682,1.0113607160055973,616.1695165228688,1423.120594902378,14.238812301880158,39.203640537313774,1.9755337106653825
2401706-003,24,017,06-003,456.51471307568687,1113.7423205493214,4.994052635870905,7.976477927875159,0.005002246256531729,166.51486737784415,1402.76636605277,0.010004492513063458,201.393199888836,1401.9156220147893,1.0008114256767937,170.44808163295988,1410.8128754282368,9.012305077347674,19.01041484160255,0
2401706-004,24,017,06-004,578.8078197165055,1346.6999978508616,16.576349567776088,7.799782682152291,0,236.24729366336288,1690.2344016466072,0.9826249973908653,238.297123231694,1727.1980573538967,0.005831802892748361,211.91782392850044,1688.2574970370667,22.44586408147653,36.086004960173504,0
2401706-005,24,017,06-005,488.50257504039683,1547.8843018808623,8.723208100813295,4.103082657738062e-5,0,148.29629383320352,1899.72135762839,0.9692790809922186,169.6200889560891,1929.7675648540533,8.206165315476124e-6,154.11202576231406,1892.9363055874608,7.754019287639546,30.04672421407813,2.4618495946428372e-5
2401706-006,24,017,06-006,852.3579418344519,935.4183445190157,12.854586129753915,2.966442953020134,0.9888143176733781,413.324384787472,1358.6308724832215,0,502.31767337807605,1321.0559284116332,0,454.85458612975395,1318.089485458613,17.798657718120804,38.56375838926174,0
2401706-007,24,017,06-007,514,1023,14,6,0,222,1324,0,243,1336,1,220,1327,6,30,3
2401706-008,24,017,06-008,405,707,9,2,0,165,944,1,187,937,1,172,931,10,19,0
2401706-009,24,017,06-009,386.2904109589041,901.6630136986302,8.605479452054794,7.649315068493151,0.9561643835616439,138.64383561643834,1154.0904109589042,0,163.5041095890411,1156.0027397260274,0,144.38082191780822,1150.2657534246575,5.736986301369863,18.16712328767123,1.9123287671232878
2401706-010,24,017,06-010,680.1309483655472,1470.6341422385472,2.983033261354599,1.9886931684584044,0.9943428748960551,240.63112966217093,1914.1113315141743,1.9886857497921102,245.60287649331624,1942.9472739588266,0.9943438022293418,230.68770462254352,1930.0208249311772,9.943437094960132,17.89818936746144,0
2401706-011,24,017,06-011,507,829,3,5,0,186,1156,0,221,1132,0,198,1128,10,24,0
2401706-012,24,017,06-012,363,497,8,6,1,139,728,2,146,744,0,143,732,4,17,0
2401706-013,24,017,06-013,803.9934022430864,1356.9888642336668,7.999934350677476,4.999958969173423,0,349.9971278421396,1800.9852206962669,4.999958969173423,417.99656982289815,1779.9853930257386,0.9999917938346845,386.9968242140229,1753.9856063860368,13.999885113685583,41.99965534105675,2.9999753815040537
2401706-014,24,017,06-014,932,1361,8,10,2,455,1822,3,489.00000000000006,1853.0000000000002,0,451,1841,18,36,2
2401706-015,24,017,06-015,363.4479371316306,995.9685658153242,3.00196463654224,2.0013097576948264,4.0006548788474134,134.158480681074,1229.2606417812704,2.0013097576948264,155.16175507531108,1231.2796332678454,4.0006548788474134,137.15193189259986,1216.271119842829,4.006548788474133,19.01178781925344,0
2401706-016,24,017,06-016,438.45298990698393,599.0548716032499,6.897013324379523,2.9558628533055096,0,192.13108546485813,845.3767760453758,2.9558628533055096,226.61615208675573,830.5974617788482,1.9705752355370065,198.04281117146914,835.5238998676907,15.764601884296052,17.735177119833057,0
2401706-017,24,017,06-017,380,577,1,5,3,181,782,2,213,763,2,198,763,9,9,2
2401706-018,24,017,06-018,524.8278176829486,1589.4532823596537,12.395202636263587,0.3518217453708176,1.0441766605975467,164.41823442053433,1958.0790879882136,2.2736277279366318e-4,159.5689875424121,1999.1598246565202,3.000113681386397,138.68920581621222,1985.8949920557077,16.264605238039692,19.837310286398246,2.087898595649506
2401706-019,24,017,06-019,656,919,3,10,1,291,1268,2,351,1237,0,329,1242,9,21,2
2401706-020,24,017,06-020,405.9747474747475,474.87373737373736,1.4292929292929293,5.2020202020202015,1,180.11111111111111,692.7626262626262,1.0252525252525253,220.16161616161617,668.7222222222222,0,190.47979797979798,673.7121212121211,8.580808080808081,15.934343434343434,2
2401706-021,24,017,06-021,371.9059923354246,553.6539724937511,3.020944970718952,2.033511953150323,0,164.6953730278692,760.8604028071628,0,194.84198782290187,737.8562138130189,0.004188994143790352,162.71212900444436,750.8939147603131,5.037700947294113,14.079590888732017,2
2401706-022,24,017,06-022,336,954,6,3,0,119,1183,0,138,1182,1,123,1167,8,22,3
2401707-001,24,017,07-001,500.2732264051379,181.32493986413817,4.078487098029575,5.062884584923268,0.01644722223674281,284.0793257965993,377.39240004753594,0.012821406428185883,346.77178530399493,333.96617130440904,0.02072102437947143,307.548122241292,360.9666848133725,0.10075107436419709,25.247461844942254,0.008547604285457254
2401707-002,24,017,07-002,647.7911530094271,1004.91950688905,7.936185641769398,4.960116026105874,0.9920232052211747,286.6947063089195,1364.0319071791153,0,335.3038433647571,1346.1754894851342,0.9920232052211747,305.5431472081218,1333.2791878172588,15.872371283538795,35.71283538796229,0
2401707-003,24,017,07-003,793,1091,8,6,3,359,1534,2,428,1487,0,391,1495,14.000000000000002,28.000000000000004,0
2401707-004,24,017,07-004,452.7265415549598,921.5469168900804,3.4986595174262733,2.099195710455764,2.099195710455764,199.42359249329758,1160.1554959785522,1.3994638069705094,230.2117962466488,1162.254691689008,0.6997319034852547,210.61930294906168,1154.5576407506703,9.096514745308312,16.79356568364611,2.099195710455764
2401708-001,24,017,08-001,1657.3181116939215,630.6553532860229,6.865165072508485,2,0,932.9586547361926,1271.0410367170628,3.6217216908361616,1177.6365319345882,1085.6066029003393,0,1097.0410367170625,1095.4717679728478,13,69.83893859919777,3
2401708-002,24,017,08-002,814,565,5,3,0,438,900,3,512,859,1,470,868.9999999999999,8,45,0
2401708-003,24,017,08-003,579,555,6,2,0,292,837,0,336,804,1,315,790,17,30,0
2401708-004,24,017,08-004,1086.4928265763251,1097.1158781852646,9.276763463297533,5.999937276525537,0,517.7012154675903,1626.2770508485082,0.03076194983435873,627.3768388874934,1565.2313194359426,3.9999581843503575,567.8852644709759,1579.062208533551,17.24591788216389,52.95307684141977,0
2401708-005,24,017,08-005,78.68188830607838,25.34464671397717,1.134834927491515,0,0,48.041345263807465,52.95896328293737,0.3782783091638383,56.363468065411915,45.393397099660596,0,52.95896328293737,46.528232027152114,0,4.161061400802222,0
2401709-001,24,017,09-001,930,578,7,2,0,522,950,5,632,865,3,605,877,6,33,0
2401709-002,24,017,09-002,1150.7331661891117,369.8434813753582,6.867120343839542,2.943051575931232,0,709.2754297994269,769.1174785100286,1.9620343839541547,851.5229226361032,654.3384670487106,0,804.4340974212034,668.0727077363897,3.9240687679083095,36.29763610315186,1.9620343839541547
2401710-001,24,017,10-001,953.447135262847,630.6963969285292,11.844063792085056,10.857058476077968,2.961015948021264,498.4376845835795,1056.0956881275843,2.961015948021264,623.7873597164796,968.2522150029533,3.9480212640283523,593.19019492026,982.0702894270526,9.87005316007088,29.61015948021264,1.9740106320141761
24017ZZZZZZ,24,017,ZZZZZZ,354.06661696902654,435.7140473522665,2.067491019412432,1.3400167668950385,0.94302454498933,175.77978793449446,598.0120457172736,0.9293053437253895,212.7064492657705,577.2168951609516,0.4387102137964695,198.58626341473146,575.7865330668843,5.590398131295933,12.150678766829305,0.9162637447224817
2401901-001,24,019,01-001,681.9472798653954,96.02131239484015,1.9596186203028603,1.9596186203028603,0,367.4284913067863,372.32753785754346,0,552.6124509254066,192.0426247896803,0,516.3595064498037,209.67919237240605,3.9192372406057205,24.495232753785753,0
2401901-002,24,019,01-002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401902-001,24,019,02-001,808.1493748126202,68.19561575225296,3,0,0,382.0635768830573,447.69317320071247,2.0867678958785247,628.6692062148387,198.11740119570393,0,576.6364037176164,246.0200518491085,6.243972982029169,20.20058903408991,0
2401902-002,24,019,02-002,71,50,2,0,0,32,96.99999999999999,0,48,81,0,36,91,0,7,0
2401902-003,24,019,02-003,75.44715447154472,4.715447154471545,0,0,0,29.235772357723583,46.21138211382114,0,66.01626016260163,8.487804878048781,0,57.52845528455284,16.975609756097562,1.886178861788618,1.886178861788618,0
2401902-004,24,019,02-004,123.40347071583513,20.088937093275486,0,0,0,50.70065075921909,86.09544468546638,1.913232104121475,103.31453362255965,35.39479392624729,0,91.83514099783079,44.004338394793926,2.8698481561822122,1.913232104121475,0
2401903-001,24,019,03-001,96.23445825932504,15.466252220248668,0,0,0,37.80639431616341,73.8943161634103,0,70.45737122557726,39.52486678507993,0,53.272646536412076,52.12699822380107,0,1.7184724689165185,0
2401903-002,24,019,03-002,141,82,0,0,0,55,163,0,98,115,0,83,136,0,3,0
2401904-001,24,019,04-001,120.638015121549,22.190221110889564,0.177449168207024,0,0.177449168207024,50.661689022057196,84.05394394356634,0,94.61443822313716,39.92374557427935,0,77.67943501667897,51.00065745865285,1.9883381924198251,8.733675355539628,0
2401905-001,24,019,05-001,137.17704366197265,14.296796601359485,2.997764530551416,0,0,40.90999190440935,110.52279438112893,0.017437452615617893,105.60446955153454,31.70191511638227,0,89.43408182653191,52.93246749443305,0.9992548435171386,2.0729458150063547,0.9992548435171386
2401906-001,24,019,06-001,198.75582227252826,15.18940939038324,0,0,0,84.27189825839038,117.56176787792715,0.041698256254738435,141.6598041623509,56.48705271812833,0.8591549295774648,128.39719591239628,67.33898920436951,0,8.716644064538864,0
2401907-001,24,019,07-001,232.12669683257917,86.83257918552036,0.8597285067873304,1.7194570135746607,0,88.55203619909503,225.24886877828055,0,172.8054298642534,141.8552036199095,0,148.73303167420815,159.90950226244345,0.8597285067873304,6.877828054298643,0.8597285067873304
2401907-002,24,019,07-002,299.6172186975948,903.9875723718974,7.001595556613275,1.9998839299466804,1.9998839299466804,73.2379814608409,1131.358744366425,0.006005405399679335,127.4610511727892,1130.1225897890645,0.9999419649733402,101.42652765108427,1127.1507891193428,6.0016535916399345,15.019147492599034,1.0019437667732334
2401907-003,24,019,07-003,332.7476645235871,59.93504805265054,1.4069727376236976,0.3294264580335577,0.05187207744703491,125.64919512046053,263.52676589447907,2.815111028319858,241.30445427450613,145.46768677514413,5.803502665978395e-5,221.9385838972461,159.7014759540143,1.062379975461008,10.812163863504079,1.2202005654406254
2401907-004,24,019,07-004,138.00590198236603,119.00037236481805,1.8618240902277514e-5,3,0,40.002252807149176,214.0039470670713,5.585472270683255e-5,87.00435666837113,173.0017501146448,0,68.0040215400349,185.00201077001745,2.0000186182409023,8.000186182409022,1.8618240902277514e-5
2401907-005,24,019,07-005,47,52,1,0,0,12,90,0,27,79,0,19,81,3,3,0
2401907-006,24,019,07-006,1030.0157571664113,243.7685771490825,17.090301319303617,8.110763699498344,0,351.98719658207324,939.1951270001804,0,724.1381758807106,559.2615081682793,0,610.5874840877337,639.8877950348539,18.737045686761057,40.894897132688,0.14027149321266968
2401907-007,24,019,07-007,16.27027027027027,34.054054054054056,0.3783783783783784,0,0,3.4054054054054057,47.67567567567568,0,7.1891891891891895,46.16216216216217,0,7.1891891891891895,45.4054054054054,0,0.7567567567567568,0
2401907-008,24,019,07-008,22,4,0,0,0,8,20,0,15,11,0,12,12,2,0,0
2401907-009,24,019,07-009,334,192,4,5,0,123,405,0,220,308,3,172,333,7,27,0
2401907-010,24,019,07-010,48.1488262111056,67.87242429576695,1.2128537868966893e-4,1.7182278123593204,0,21.492523185312955,93.66912827386517,3.638561360690068e-4,31.81559530726081,86.78190534974252,0,26.658728733366438,90.2200589697628,1.2128537868966893e-4,0.0012128537868966891,1.71834909773801
2401907-011,24,019,07-011,14,2.9999999999999996,0,0,0,4,14,0,9,5.999999999999999,0,9,5,0,2,0
2401908-001,24,019,08-001,451.2202868852459,72.15676229508196,2.8862704918032787,0,0,177.02459016393442,343.46618852459017,0,352.125,148.16188524590163,0,300.172131147541,184.72131147540983,6.734631147540983,31.748975409836067,0
2401909-001,24,019,09-001,354.9075883014498,38.28587733559005,2.0668816671491883,0,0.007393715341959335,116.69342109658598,273.2140335835022,0.17846385542168675,258.75567055653295,114.84695064917712,0,223.55919426318954,137.76850655858183,3.059487951807229,25.668816671491882,0.05948795180722891
2401910-001,24,019,10-001,103.42887512442815,13.16130406339084,0.0022354694485842027,0,0,40.421769868108996,74.28971333790558,0.9393479909021987,75.22533554639348,33.83962752344785,0,66.75928112454791,46.066799691316525,7.451564828614009e-4,2.8195342856723187,7.451564828614009e-4
2401911-001,24,019,11-001,41.85392767337161,4.358118044879085,0,0,0,21.285342292821184,24.902808216350802,0,37.30095483757124,8.62410379436461,0,33.15801596308572,9.703348827163092,0,0.18450916815742396,0
2401912-001,24,019,12-001,155,40,1,2,0,84,108,0,123,75,0,113,73,1,8,0
2401912-002,24,019,12-002,107.74025974025975,71.53246753246754,0.8831168831168831,1.7662337662337662,0,45.92207792207792,136,0,68.88311688311688,116.57142857142857,0,60.935064935064936,113.03896103896103,0.8831168831168831,6.181818181818182,0
2401913-001,24,019,13-001,162.3453704136719,20.419317873440267,0.41379310344827586,0.41379310344827586,0,58.17774507840823,126.3998809781005,0,134.692317357042,39.87402771886329,0,127.82990950515344,39.564609477094045,0.41379310344827586,8.710398706896552,0
2401913-002,24,019,13-002,32.827586206896555,20.517241379310345,0.5862068965517241,0.5862068965517241,0,15.241379310344827,39.275862068965516,0,25.79310344827586,29.896551724137932,0,21.689655172413794,32.241379310344826,0.5862068965517241,1.1724137931034482,0
2401914-001,24,019,14-001,575.9066322609477,60.77907364691663,3.98551302602732,4.98189128253415,1.99275651301366,252.083698896228,367.66357665102026,0,447.37383717156666,164.40241232362695,0,399.5476808592388,203.26116432739332,3.98551302602732,22.91669989965709,0
2401914-002,24,019,14-002,34.09336773905228,9.220926353083373,0.014486973972680148,0.018108717465850185,0.007243486986340074,8.91630110377202,37.33642334897974,0,22.626162828433348,20.597587676373056,0,17.452319140761183,21.738835672606687,0.014486973972680148,5.083300100342911,0
2401914-003,24,019,14-003,351,23,0,0,0,131,232,0,267,94,0,237,116,1,12,0
2401914-004,24,019,14-004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401915-001,24,019,15-001,785.4160727486461,135.99732743065204,13.27081315233761,1.8965549552664627,1.7660199834983832,361.4065059752582,541.5573480774797,0.8793969849246231,604.8085888292871,300.1523426829909,0,525.4750091980218,361.87290193311003,12.459230105364087,30.525486882950432,1.7587939698492463
2401915-002,24,019,15-002,52.7807066741447,6.109927089175547,0.002243409983174425,0.002243409983174425,0,27.420639371845205,28.42624789680314,0,46.63264161525519,9.219854178351094,0,37.59113853056646,15.240044868199664,0.00448681996634885,2.02804262478968,0
2401915-003,24,019,15-003,380.20615840797115,282.6831828121478,1.0659287930114008,3.128522309770133,0,134.16481041263202,523.9489993965424,0,212.70885994204238,468.605294790377,0,170.22556492127782,497.23151550199333,4.055922964253395,13.441489893563796,0
2401916-001,24,019,16-001,250.88349027302203,23.00105868004,1.7664748795491045,0,1.7634011090573014,118.33639889700312,144.08296907669464,0,199.63932532347505,60.995125147722796,0,169.60617860064846,82.19487288263993,0.007172131147540984,17.66782256598285,0
2401917-001,24,019,17-001,101,17,0,0,0,36,76,0,78,34,0,67,46,0,2,0
2401917-002,24,019,17-002,19.536412078152754,4.407637655417407,0,0,0,4.996447602131439,19.94760213143872,0,13.857015985790408,12.041740674955594,0,9.404085257548845,15.373889875666075,0,2.0452930728241565,0
2401918-001,24,019,18-001,26.064400715563508,6.726296958855099,0,0,0,16.815742397137747,15.134168157423971,0,20.178890876565294,9.248658318425761,0,17.656529516994635,11.771019677996422,0,1.6815742397137747,0
2402101-001,24,021,01-001,1518.5077410202298,503.21025412025773,7.956259974620972,13.922081117851793,0.9944449031465367,921.8422743943049,1045.1809560207237,2.98329782788968,1075.9803861063697,926.8435984529327,2.9833715909895404,986.4793859028832,950.7107187070487,17.90067212453641,84.5275585966061,2.98329782788968
2402101-002,24,021,01-002,1265.9533079577882,1078.9602048076251,26.999004198151876,9.999631184500696,0.9999631184500696,705.9739616257491,1575.9418746773097,1.9999262369001392,837.9690932611583,1499.9446776751042,3.9998524738002783,721.9733715209502,1535.943349939307,35.998672264202504,77.99712323910542,1.9999262369001392
2402101-003,24,021,01-003,871.5231359368241,403.50076978257954,8.992728527957077,7.037837575993011,0.9998133895956078,542.0633260237416,719.7281425379765,2.9994401687868235,616.5024671044915,664.3805194924009,2.9994401687868235,573.2476683669208,662.526284151698,18.990862423913157,36.26728896720818,2.9994401687868235
2402102-001,24,021,02-001,720.8621961744977,1098.500315717173,20.445191279701024,20.672260308672428,0.9999490919652062,378.63828474549297,1447.4211176035806,2.1353482645353576,434.53792283849623,1419.6594913496315,4.149198758299072,376.8217020141879,1402.7121553139534,28.054360286179723,53.83792222721914,5.234797134056475
2402102-002,24,021,02-002,237.87250996015936,257.1394422310757,7.410358565737051,2.9641434262948207,0,108.19123505976096,386.8207171314741,0,140.0557768924303,362.36653386454185,2.2231075697211153,123.01195219123505,362.36653386454185,7.410358565737051,14.820717131474103,1.4820717131474104
2402102-003,24,021,02-003,932.36382843365,919.2349930083196,22.964983578998535,18.97450568105127,2.9432608695652176,489.781849719936,1362.1673910796835,4.907593228798892,558.975119838237,1315.945967051257,5.021289623093539,479.5517158704508,1328.3106512997526,35.83527091882326,61.77268380284896,5.051717397313304
2402102-004,24,021,02-004,1109.3723737720602,1379.6533261593481,31.545322928743744,10.316249750515576,0.06176087397829586,629.8830156853332,1816.9416796064522,0.06176087397829586,695.8534061286855,1809.5703119678028,0.9755590388816696,633.0461933117414,1790.3218120477388,36.37517506791841,54.11103883774091,0
2402102-005,24,021,02-005,1221.571526040482,1141.4364339322265,15.636115533318172,23.454173299977256,2.931771662497157,524.7871275869911,1820.6302024107347,7.818057766659086,696.784398453491,1685.7687059358655,4.886286104161928,597.1041619285877,1692.609506481692,24.43143052080964,83.06686377075279,5.863543324994314
2402102-006,24,021,02-006,1072.070853822083,706.6522127849798,5.053196244970943,9.02659812248547,0,558.1437192668752,1203.450156459544,5.007599463567278,681.2425122932499,1102.4995529727314,1,613.0981224854715,1085.4463567277605,19.087393831023693,70.15958873491283,2.0075994635672774
2402102-007,24,021,02-007,1112.6438688127034,1015.0581959997635,19.00234232325714,7.004564345950394,0,543.4034586966424,1544.2942918064257,1.9996296628844576,690.4582862806171,1432.2271227970741,2.9994444943266863,607.4384921157834,1455.2580270753742,29.994444943266863,56.03065424174836,1.9996296628844576
2402102-008,24,021,02-008,987.3135105941691,910.5836117525894,14.139290828108786,3.015476758678754,3.015476758678754,549.1287964367866,1333.2575928735732,3.0773837933937696,614.3359836137294,1310.4992316983141,0,547.5002386450767,1318.9480576999981,17.170244345466294,45.541686553756385,3.046430276036262
2402102-010,24,021,02-010,1302.708384823891,961.6193275316849,13.480598448759393,13.621572579400075,1.0792218946038297,644.1276096049675,1609.5764393576799,1.1906816737185046,791.2257158999441,1482.7457973873472,0.12382222035235277,728.9998678359316,1477.2604100362298,33.79246619039099,65.37678026382778,1.1337232241189379
2402102-011,24,021,02-011,599.5564929243646,638.5184084799885,21.00685430427297,9.010735083260169,0.001364566750056857,258.239055860372,979.8276581434809,1.0036186834734533,338.31749754757277,913.7662187117404,1.0022541167233963,297.2719288869988,916.7693422172437,26.010847198556316,22.038219178330912,0.002729133500113714
