GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTru,G16PREDCli,G16PRELJoh,G16PREGSte,G16PREOth,G16USSRSze,G16USSDVan,G16USSGFlo,G16USSOth,G16H01RHar,G16H01DWer,G16H01LBee,G16H01Oth,G16H02RMcD,G16H02DRup,G16H02LKas,G16H02Oth,G16H03RPla,G16H03DSar,G16H03GEze,G16H03Oth,G16H04RMcD,G16H04DBro,G16H04LKra,G16H04GCla,G16H04Oth,G16H05RArn,G16H05DHoy,G16H05LSum,G16H05Oth,G16H06RHoe,G16H06DDel,G16H06LHow,G16H06GGlu,G16H06Oth,G16H07RVau,G16H07DCum,G16H07GHoe,G16H07Oth,G16H08RCox,G16H08DRas,G16H08LWun,G16H08GWal,G16H08Oth
2403105-014,24,031,05-014,164.98127518369282,1359.3666745674332,17.782412894050722,28.64944299597061,9.879118274472624,143.24721497985306,1319.8502014695425,65.20218061151932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.30765584261673,1231.9260488267362,38.528561270443234,137.31974401516948,0
2403105-015,24,031,05-015,562.5820967468849,1278.9728108227755,62.19138267099414,26.089311913130594,36.09356486137491,619.7224440389472,1290.9047636508665,55.2126474122157,3.004252948244314,0,0,0,0,0,0,0,0,611.7096851942142,1271.9430401850655,53.140347292062366,4.012758844732942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403105-016,24,031,05-016,499.0116924467467,1897.7389061613933,65.34746014514936,40.308420408771774,47.03959651955599,514.3965219787384,1986.7004232081943,46.65532377074271,1.0769659063983394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582.5515673578918,1878.2748835902896,43.27049423875101,66.54043169432362,0.15393181279667892
2403105-017,24,031,05-017,360,1471,45,33,40,403,1466,54,3,0,0,0,0,0,0,0,0,425,1424,61.99999999999999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403105-018,24,031,05-018,397.15615298054604,749.563012646438,48.3478522871326,22.418404968227136,23.25092216270407,431.9499907231886,734.5788088658421,52.21359240012645,1.3234087561464556,0,0,0,0,0,0,0,0,400.3023347041185,689.1353217972908,32.86259952172243,2.9875901200573622,30.592738752959747,46.54419889502762,2.980662983425414,1.8014996053670085,0.2947908445146014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403105-019,24,031,05-019,441,1082,49,18,43,488,1065,42,1,0,0,0,0,0,0,0,0,519,1038,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403105-021,24,031,05-021,169,1990,26,34,20,206,1897,60,1,0,0,0,0,0,0,0,0,211,1879,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403105-022,24,031,05-022,199.04188969196844,844.21228725932,15.95346275596959,8.854849692965674,49.495284949542246,235.61674863934758,835.3167906426539,36.09324077452383,1.0837040426188245,0,0,0,0,0,0,0,0,1.6152124438019217,7.5064462364127955,0.29651242929697114,0.03121183466283907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.554061327998,798.6226355540225,13.53249542399039,24.942413646329396,2.143990421493801
2403105-023,24,031,05-023,271.9894535085597,2073.9195830027675,44.998255176048474,25.998991879494678,39.998449045376425,314.9877862323394,2018.921715565375,61.99759602033346,2.999883678403232,0,0,0,0,0,0,0,0,309.9879801016673,2020.9216380176438,75.99705318621521,8.999651035209697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403106-001,24,031,06-001,661,948,75,9,41,766,897,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,818,21,26,0,0,0,0,0,0,0,0,0,0
2403106-002,24,031,06-002,722.3894709941221,1582.6728852542806,63.950677229746994,21.506005622284693,48.012011244569386,825.1528239202657,1539.553539483772,37.08867876309737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864.8428315870176,1388.882187579862,19.444671607462304,26.628673651929468,3,0,0,0,0,0,0,0,0,0
2403106-003,24,031,06-003,514.6747751687658,1340.9737422307778,59.948221605353766,26.751418943096024,43.625662872242124,546.0582462268721,1332.0721382632737,65.56531461635159,1.0253651251024316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565.4566110743872,1232.8710247234956,39.710091528877456,30.740918930938108,0.0836555024759616,0,0,0,0,0,0,0,0,0
2403106-004,24,031,06-004,408.99083467018175,1473.9669689580633,68.99845377076416,21.99950699937408,49.998879544032,468.9894901230202,1492.9665431847955,56.99872268019648,0.99997759088064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.9890195315136,1349.969747688864,26.99939495377728,58.99867786195776,2.99993277264192,0,0,0,0,0,0,0,0,0
2403106-005,24,031,06-005,866.0524450441557,2053.200615023275,100.00475230173579,34.00424312654981,75.00543120198375,981.0561789955194,2019.196711346849,85.00797707791364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985.0616101975032,1894.1780415900298,46.00356422630184,48.005091751859766,0,0,0,0,0,0,0,0,0,0
2403106-006,24,031,06-006,566,1812,52,26,55,572,1822,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,1617,33,35,1,0,0,0,0,0,0,0,0,0
2403106-007,24,031,06-007,655.9128065395095,1902.1471389645776,70.56031706712905,33.789447609611095,49.690364131781024,731.4421600198167,1861.4010403765171,66.58508793658658,4.969036413178102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770.2006440426059,1684.5033440673767,44.72132771860292,47.70274956650979,5.962843695813723,0,0,0,0,0,0,0,0,0
2403106-008,24,031,06-008,401.90693211759356,1206.7260770937894,42.990610835888425,16.996169705581593,16.996797160923673,408.9064964844428,1213.7247226867448,37.991613483822086,2.2409119360042258e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.8973032399679,1094.7517812479866,14.996790374124785,17.99674453152472,6.722735808012676e-5,0,0,0,0,0,0,0,0,0
2403106-009,24,031,06-009,795.6105290058779,1263.3271147457194,61.049322770253006,32.49399437771531,64.98798875543062,908.8471760797343,1191.446460516228,69.91132123690264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953.1571684129823,1084.117812420138,28.555328392537696,40.37132634807053,0,0,0,0,0,0,0,0,0,0
2403106-010,24,031,06-010,444.9941207910208,1905.99251737039,36.42650988776055,51.19401389631213,34.45750935328701,410.5366114377338,1913.8685195082842,85.65152324959914,2.9535008017103155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428.2576162479957,1778.0074826296097,28.55050774986638,53.16301443078567,2.9535008017103155,0,0,0,0,0,0,0,0,0
2403106-011,24,031,06-011,17.532415290641428,26.68723452698712,0.18191818139743385,0.06661792558215887,1.0765592463625435,16.58396743962919,32.68795120980829,0.12811139535030552,0.0076866837210183316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6300875419553,30.31704334498768,0.08199129302419554,0.07430460930317721,0.0025622279070061107,0,0,0,0,0,0,0,0,0
2403106-013,24,031,06-013,308.9202855035756,1181.695072702998,27.992776679935652,24.993550607085403,31.991744777069318,330.91461003781075,1158.7010061444794,46.98787514132056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362.90635481488005,1048.7293834733036,20.99458250995174,29.992260728502483,0,0,0,0,0,0,0,0,0,0
2403106-014,24,031,06-014,242.1022332122247,746.3069539481473,29.01093539334742,15.004323295044328,20.00432329504433,260.10401339253707,715.3087341284597,50.00966383598144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11367722851850061,0.27847106314934716,0.0038146720979362623,0.004577606517523515,0,0,0,0,0,301,663,23,46,0
2403106-015,24,031,06-015,598.4675847093586,1827.3127654730129,70.81808181860256,25.933382074417842,29.923440753637458,618.4160325603708,1828.3120487901917,49.87188860464969,2.992313316278982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636.3699124580447,1683.6829566550123,31.918008706975805,28.925695390696823,0.9974377720929939,0,0,0,0,0,0,0,0,0
2403106-016,24,031,06-016,8.112486838164402,20.89348025300832,0.9490078942758359,0.41327763137818657,0.6887960522969776,8.617603943182187,20.755721042548924,1.0255407889755002,0.015306578939932836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.923735521980843,19.20975656961571,0.6275697365372463,0.47450394713791794,0,0,0,0,0,0,0,0,0,0
2403107-001,24,031,07-001,191.5835092196836,946.3647716731106,25.031011254833036,2.8881936063268885,25.993742456941998,232.01821970826006,887.6381683444638,38.50924808435852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.83187571880487,860.6816946854128,25.031011254833036,55.838409722319845,0
2403107-002,24,031,07-002,278,1395,37,15,77,410,1360,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,1284,18,23,4
2403107-003,24,031,07-003,336.4337689688858,2025.2267366267076,33.21149952951116,33.083827549274254,62.352418786717905,424.1985052589977,2006.7133687060366,40.828293012432695,0.9914267149917387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.9649562735503,1973.2100475074126,27.24470038524117,49.63258089428122,1.9646145756639195
2403107-004,24,031,07-004,340,2241,75,27,70,476,2170,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,2108,40,63,4
2403107-005,24,031,07-005,191.3214930385575,1347.1467582995283,44.5973432379914,21.24436768826921,66.63807118603627,283.2175078955446,1365.1603342822098,26.352975549722192,1.0271519653632455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.5704834452668,1301.1331823168466,27.2986716189957,27.434431445811928,4.027151965363245
2403107-006,24,031,07-006,179.47906976744187,957.0046511627907,50.84651162790698,17.09767441860465,27.87906976744186,285.846511627907,890.0186046511628,23.302325581395348,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.0093023255814,865.106976744186,13.846511627906978,33.88837209302326,2
2403107-007,24,031,07-007,176.28113439105005,1364.3289866162675,47.05391618458494,20.050065028543163,47.057767340626725,260.3543063558439,1356.2962517899123,22.064506863699844,1.0028883670313362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.3976318613139,1310.2490751284004,18.0423627164596,41.06258128567895,2.0019255780208907
2403107-008,24,031,07-008,255.1147510250487,1773.6948560093856,59.01950313864464,39.013153279551034,38.01814245455315,357.1415111455146,1688.6871454662007,71.01904957728081,3.001360684091486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.1637356523422,1678.6608389070987,57.01451396364252,57.02131738409995,6.000907122727657
2403107-009,24,031,07-009,275.74907716680184,1655.285333524598,46.989093252449436,31.57334957295249,43.77289564244031,339.48476100506724,1637.2902993757475,47.00109420461459,3.0995031209696684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391.7601956343435,1575.7387700735446,34.34800030979325,52.121311818245125,2.232655839954186
2403107-010,24,031,07-010,372.897088048961,2071.261215309443,61.733786199322964,35.991485432053295,48.95049458244821,454.3459042297209,2050.5797282769845,60.66754345125892,0.018173257819850297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519.2252529294099,1975.855125327544,29.743575579540117,58.937813923896464,4.402696718134685
2403107-011,24,031,07-011,249.70465639284703,2178.9552657562854,63.696613704196345,28.741457899205688,75.83000248352155,342.3161903057871,2156.1937710919733,65.31140915945832,1.1620356625233201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.7079789448685,2128.614348855291,59.04847105410306,60.23696551004203,2.0976914286773116
2403107-012,24,031,07-012,265,1638,37,20,58,360,1613,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,1552,18,34,2
2403107-013,24,031,07-013,415,1892,75,26,97,566,1895,38,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,1767,35,51,4
2403107-015,24,031,07-015,492.3503570683582,2074.8340299890815,60.673478345797676,32.82335713789055,78.57712769373798,620.6598440619304,2050.962497525161,31.828709951893867,4.973235929983416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721.1192098475954,1926.6315992755756,26.85547402191045,50.72700648583085,5.9678831159801
2403107-016,24,031,07-016,224.25805717420516,1263.694649655994,47.74877612299916,28.61348217897825,43.220173151527845,282.79278021532997,1290.2398914482546,36.391789532730954,0.9499237349558068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.3539838854406,1225.9424786535928,25.784760088711565,36.423363204632054,0.042098229201470105
2403107-018,24,031,07-018,270.00307071880235,1903.307356775348,44.391905140635245,18.174180062504554,58.46157716563707,353.6910819656954,1895.2899387690975,22.278688100007287,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.022024084454,1795.8980336284621,31.20030707188024,35.27868810000729,2.0174180062504554
2403107-019,24,031,07-019,608.4904386685452,2868.344477998477,79.91507311142418,37.53923951208925,91.73532660739444,733.8957295182322,2855.050347355519,67.84971074632246,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831.9251867685845,2763.9391871487896,32.37583359933493,77.80068897249616,14.065362365101727
2403107-020,24,031,07-020,372.8897252769446,1681.5280197277675,57.973910652575654,36.99791144555293,51.981395470858125,443.86074165404386,1673.5570321009093,59.97697909304363,2.996696805061039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.84630663034966,1566.6177482074365,39.9805533961412,79.97340478994607,7.992948336971867
2403107-021,24,031,07-021,155.00000000000003,757,28.000000000000004,3,47,241,737,7.000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,694,5,8,2
2403107-022,24,031,07-022,227.7825819404263,1513.2686313259626,44.56615733617036,19.80718103829794,52.48902975148954,306.02094704170315,1511.2879132221328,31.6914896612767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.65459101446925,1466.7217558859625,22.778258194042632,31.6914896612767,1.9807181038297939
2403107-023,24,031,07-023,548.2143473407713,2315.4240118986895,62.041937523194385,33.018638899197505,102.0493930828734,690.2879709926015,2290.42214800877,55.02982223871601,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775.3233849010768,2182.3802104855754,35.02143473407713,71.02982223871601,6.0018638899197505
2403107-024,24,031,07-024,249.16661254803643,1261.8836727509452,44.3302562202028,11.464721436259344,48.91614479470654,337.827124988442,1259.5907284636933,18.34355429801495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407.3797683684154,1165.5800126863667,20.63649858526682,22.1651281101014,1.5286295248345794
2403107-025,24,031,07-025,336.5650995929207,1546.3155197095878,42.3330807632461,43.29858826240187,43.31700143786894,391.6820470729995,1568.9134919404992,48.25413394104659,0.002563066104254085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440.8813150936546,1504.9626189369324,27.568497986575476,68.90544723061683,1.969417286779767
2403107-026,24,031,07-026,277.0142092161029,2295.715747627447,53.24947011121871,49.208477072251156,57.11223017585172,349.329503338369,2263.5099771181144,63.62408397684184,2.835075970445344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391.8943891938176,2217.1365760163085,41.90916622943734,61.700453204279015,1.9003829933017977
2403107-027,24,031,07-027,273.8333874519636,1606.1163272490548,67.6697437797972,15.535278563740656,86.08385520529346,457.172875011558,1558.4092715363067,23.65644570198505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567.6202316315847,1441.4199873136333,22.363501414733182,16.8348718898986,2.4713704751654206
2403107-028,24,031,07-028,282.41069723741083,1104.8519912957775,37.06386176881991,3.040739404247186,45.05725537894199,347.48887285096623,1095.8431827759402,20.06606389877922,0.0033031949389610146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377.54722929488787,1045.7253688231174,23.04404259918615,29.088085198372294,0.008808519837229372
2403107-031,24,031,07-031,127.91729386226558,732.0916309744352,20.235504113804723,10.840448632395388,14.453931509860519,124.30381098480045,723.4192720685189,27.462469868734985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.14425961719584,699.5702850772491,19.512807538311698,30.353256170707088,1.4453931509860518
2403107-032,24,031,07-032,230.67480829863246,678.3587108290401,24.088545409444833,8.009999175209154,38.09122569732224,278.8172912385492,688.1477765208726,17.137195857312054,2.68589310031437e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.8320531863136,636.0537980165593,10.089240229474813,7.1998419151757,5.999675744755161
2403108-001,24,031,08-001,829.0065047858911,2149.0246504282,93.00097571788366,40.00051496221638,89.00067758186366,964.0077650881576,2090.023850881601,82.00100282115821,5,0,0,0,0,0,0,0,0,967.0081038790894,2113.0234443324825,55.000745340050024,3.0000271032745465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403108-002,24,031,08-002,1036.5378585942683,2236.756451161367,103.33316455680082,42.86818439554984,84.79806341542123,1121.3897779974563,2223.062329588461,105.2341784875605,4.872067994128629,0,0,0,0,0,0,0,0,1175.9229059315435,2172.455960426391,80.85276730654454,5.84652954248792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403108-003,24,031,08-003,766.9838576986492,1680.6471143901604,76.036759778941,33.573121218306994,81.96607778924013,858.6156296385406,1657.5579714956584,79.8065805839348,3.0224870298794135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875.382947553472,1529.2915323762086,29.58540873132142,71.45531790213889,6.021681804863756,0,0,0,0,0.1358146193075065,0.5706361277623692,0.014225641943276371,0.03408785899615281,0.002147266708419075
2403108-004,24,031,08-004,397,784,47,11,40,485,737,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,669,19,39,0
2403108-005,24,031,08-005,963.464195843614,1522.5475859114022,85.18433438861221,21.540866167235272,62.66433794104806,1046.6902696715683,1491.2154169408782,61.685207660719186,2.937390840986628,0,0,0,0,0,0,0,0,1066.2728752781459,1491.2154169408782,36.22782037216841,2.937390840986628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403108-006,24,031,08-006,985.0178573406382,1812.035892898249,115.00121187541258,43.00065940279802,75.00106930183462,1141.0200672310964,1763.0351265652673,72.00122969710982,3.000053465091731,0,0,0,0,0,0,0,0,1175.0199959443075,1688.0348948832032,67.00094454995391,2.0001603952751936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403108-007,24,031,08-007,1030.3095640833603,2075.1553291399828,70.83054161818214,38.172859616694694,62.32218630832247,1156.61656162056,2031.7895575330808,71.88401523113335,3.1335653701036237,0,0,0,0,0,0,0,0,1154.1214171687552,2017.396158377215,55.21642570516402,9.158996891560871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403108-008,24,031,08-008,763.5049870705578,1586.8311784263021,89.15736978204654,27.88659032138899,72.77318064277799,881.0809013668268,1574.6442556335426,48.77318064277798,0.1773180642777983,0,0,0,0,0,0,0,0,23.494643516808274,48.260066494274106,1.4185445142223865,0.08865903213889915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912,1418,55,42,6
2403108-009,24,031,08-009,837,2104,99,25,77,926,2109,62,8,0,0,0,0,0,0,0,0,955,2083,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403108-010,24,031,08-010,402.6779432406533,1173.5691224057257,49.10169148609799,25.05367050655172,43.07061908756805,446.80929474352985,1153.4857918823955,52.104516249600714,1,0,0,0,0,0,0,0,0,440.84460428731387,1172.4434204298545,35.07768099632486,0.002824763502722013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403108-011,24,031,08-011,479.3155519734556,1816.4062271660744,71.89733279601833,37.9458145312319,49.92870333056829,572.1829401683126,1757.4903572360038,73.89448092924107,0,0,0,0,0,0,0,0,0,597.1472918335968,1727.533135237663,54.92157366362512,1.9971481332227317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403108-012,24,031,08-012,640.4950129294422,1669.1688215736979,70.84263021795346,29.11340967861101,58.22681935722202,757.9190986331732,1597.3557443664574,58.22681935722202,5.822681935722201,0,0,0,0,0,0,0,0,771.5053564831917,1584.739933505726,46.58145548577761,2.9113409678611006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403108-014,24,031,08-014,1.8812679397722227,15.392654112140047,0.07791698247986115,0.019703144994907416,0.05731823998518521,1.9573937272525466,12.363994992147454,0.056422642485416695,0.002686792499305557,0,0,0,0,0,0,0,0,0.9753056772479172,1.3639949921474543,0.033137107491435204,0.002686792499305557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0
2403108-015,24,031,08-015,39,152,5,5,8,46,148,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,142,0,8,0
2403109-001,24,031,09-001,401.3377403983542,1928.1666068026993,59.20463252614006,29.21140682000456,24.424864245940125,422.7021018607805,1858.597197812323,80.61180578210403,5.816302319200702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433.4678919498198,1731.4631627125584,47.490201650939284,46.60676284479678,0.9693837198667836,0,0,0,0,0,0,0,0,0
2403109-002,24,031,09-002,524.0820895695555,2108.6350477989677,72.04158615542087,58.90759784245845,53.743036853396816,545.9583884161311,2086.465018702072,117.62250049780918,6.167188409999047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.2194731325624,1893.3144990140163,47.57078895473797,64.62212542771825,1.0640309907711332,0,0,0,0,21.505418239514974,64.45518545435579,1.6730894331463155,2.210534143544998,0.19246606988651146
2403109-003,24,031,09-003,251.8204404138989,1102.8091015786154,34.836522874885105,29.859190982407664,24.883249361734705,288.64676808940527,1052.0494448524767,61.70928849026282,2.6231543480828958e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.7274858395258,1005.2685058551024,24.88314443556078,46.77910278933067,0,0,0,0,0,0,0,0,0,0
2403109-004,24,031,09-004,407.70911846566486,1754.571325218976,56.135657445605446,30.07605038617275,35.05549622774768,460.81188925779014,1697.4808869219057,79.15826701987302,1.0020554158425068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.8077784261052,1617.32878614956,57.09454912875531,37.07810580201526,1.0041108316850136,0,0,0,0,0,0,0,0,0
2403109-005,24,031,09-005,471.07402813720375,1693.9161830886558,33.01726212276235,38.55934591777148,17.26944695369839,505.95271554013317,1622.2540659052768,76.68111960936679,1.2890157107803168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.9144689318186,1516.4737877002208,34.490544877278516,49.50115334085896,0.2542562613720775,0,0,0,0,0,0,0,0,0
2403109-006,24,031,09-006,496.1314445457747,1804.8874245793204,48.57993855910202,24.161560823024377,26.28359743120227,500.5851627627026,1748.3180470731795,95.24725606022217,5.660150229468546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.7385161792027,1641.9853715117254,47.024037820523134,51.898399933323084,5.663485978301028,0,0,0,0,0,0,0,0,0
2403109-007,24,031,09-007,302.98372437620105,2042.9623378008528,52.34599532615051,37.41598307967447,26.155522627411916,313.678034811989,2015.6604116949084,89.02107803271694,0.9855508723947669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.15523217833004,1907.6342665160776,36.290631921972995,52.97509661003068,2.8518024032042724,0,0,0,0,0,0,0,0,0
2403109-008,24,031,09-008,438.091159231731,2128.889625777559,81.07430705037129,54.3827483229743,31.650781583932716,447.0229512380774,2095.2612110596915,108.78135762106061,7.9134163493973615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.1199973682983,1978.599600946286,52.4108828163526,59.327552111226375,5.934341308633838,0,0,0,0,0,0,0,0,0
2403109-009,24,031,09-009,441.8935608658529,2526.2409412196175,55.60907732244441,34.755673326527756,52.63001960874203,480.62131114398386,2489.4992294172885,89.37173141107138,7.944153903206344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470.6911187649759,2370.336920869193,56.6020965603452,45.67888494343648,6.951134665305552,0,0,0,0,0,0,0,0,0
2403109-010,24,031,09-010,93.596923253692,384.97140124915325,11.582186893503888,5.80433843070508,5.801027184716796,93.60740886598823,384.9603637625256,19.30456461305878,0.9653661992357843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.39022419776947,344.48562330903945,12.532652485792395,11.579979396178366,5.518743313806371e-4,0,0,0,0,0,0,0,0,0
2403109-011,24,031,09-011,451.98796017410933,1543.354966459877,57.910137163475056,28.573019607546684,50.96630227107187,495.0448370670829,1554.0604170264041,67.81790769206809,5.810333958946869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500.9055441603581,1443.286378710019,44.08963155777316,40.143314391112064,0.033582089552238806,0,0,0,0,0,0,0,0,0
2403109-012,24,031,09-012,398.6293150249318,1515.404634614423,46.81688336245698,19.12864639081265,61.89021337715211,426.6811628439259,1542.465851709427,65.09685992732186,5.386399306934767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459.80060828407755,1402.9047351978504,34.3273319231464,33.53063521688025,6.270599837246446,0,0,0,0,0,0,0,0,0
