GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVRSUN,G18GOVDKEL,G18GOVIJAR,G18GOVOWRI
33019ACWO01,33,019,ACWO01,212.4062005648134,236.19840130415048,10.01253060868319,0.0010442173902657683
33019CHAR01,33,019,CHAR01,924,732,29,0
33019CLAR01,33,019,CLAR01,538.6275771764932,494.64503541681717,20.930273628916677,0.9982354363118578
33019CLAR02,33,019,CLAR02,837.3724228235068,714.3549645831828,23.06972637108332,2.001764563688142
33019CLAR03,33,019,CLAR03,740.2992907801419,556.4732860520095,12.987706855791963,1.9981087470449173
33019CORN01,33,019,CORN01,379.33839192865753,481.0668864623243,11.001777338922532,0.0018912529550827422
33019CROY01,33,019,CROY01,220.39187864742,109.47908428861975,5.011110818859913,1
33019GOSH01,33,019,GOSH01,209,115,2,0
33019GRAN01,33,019,GRAN01,731,1087,25,0
33019LANG01,33,019,LANG01,168.75035684621528,136.1855392165583,6.003973408041333,0
33019LEMP01,33,019,LEMP01,311,184,5,0
33019NEWP01,33,019,NEWP01,1296,742,42,1
33019PLFD01,33,019,PLFD01,477.9999736092018,776.9999571011501,17.999999006204252,0.999999944789125
33019SPRI01,33,019,SPRI01,400.0158164907604,270.66156259393995,16.1697724397553,6.251289219069679e-4
33019SUNA01,33,019,SUNA01,1089.9141017204997,710.0085743678661,21.938738064257713,0
33019UNIT01,33,019,UNIT01,388.5937994351866,189.8015986958495,11.987469391316811,0.9989557826097343
33019WASH01,33,019,WASH01,338.00044669822734,194.00038059968296,4.000007462738881,1.0661055544884166e-6
NA,NA,NA,NA,0,0,0,0
