GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGJAN,G20PRECBLA,G20PREIPIE,G20PREOFUE,G20USSRSUL,G20USSDGRO,G20USSOHOW,G20HALRYOU,G20HALDGAL
0219835-740,02,198,35-740,444.10286510862926,470.348707876793,4.729859104702278,9.46441354313589,2.1990465322885706,1.9999869082134887,0.06635320802502735,371.4585856676187,455.1356604399228,75.31249376320562,400.0461905873701,516.1305658067029
0219835-745,02,198,35-745,178,73,2,7,0,0,0,171,74,11,160,102
0219835-755,02,198,35-755,3.402376910016978,1.8166383701188455,0.11884550084889643,0.050933786078098474,0.023769100169779286,0.006791171477079796,0,3.039049235993209,2.366723259762309,0.20713073005093377,3.1816638370118846,2.261460101867572
0219835-760,02,198,35-760,19,25.000000000000004,0,0,0,2,0,17,26,3,19,27
0219835-780,02,198,35-780,348.53888284376785,81.62955723104525,0.1813487745548453,2.544046323664536,0,0,0,326.722813358271,73.62955723104525,23.99741826005165,334.6295572310452,94.99225478015495
0219836-670,02,198,36-670,15.01934124856377,7.827269245499809,0.7991191114515511,0.18441210264266567,0,0.040980467253925706,0,15.121792416698584,8.114132516277289,0.6351972424358484,14.875909613175029,8.97472232860973
0219836-675,02,198,36-675,27.99769075158516,187.9844950463575,4.999587634211635,0.9999175268423272,0,0,0,27.99769075158516,157.98696924108768,25.997855697900505,46.996123761589374,159.98680429477233
0219836-680,02,198,36-680,215.5042216629161,598.6228379525447,7.981637839367263,10.376129191177442,5.587146487557084,2.394491351810179,0.7981637839367263,233.8619886934608,545.9440282127208,44.697171900456674,316.0728584389436,462.9349946833013
0222035-765,02,220,35-765,885.8696521391444,1047.4810075969613,43.89444222311076,19.95201919232307,1.9952019192323072,5.985605757696921,1.9952019192323072,816.0375849660136,1093.3706517393043,103.75049980007996,869.9080367852858,1108.3346661335465
0222035-770,02,220,35-770,859.1303478608556,1083.5189924030387,57.10555777688924,9.047980807676929,0.004798080767692923,0.014394242303078768,0.004798080767692923,826.9624150339864,1097.6293482606957,83.24950019992004,789.0919632147142,1196.6653338664535
0223033-540,02,230,33-540,218.99771923926767,682.9928869425562,14.999843783511484,25.99972922475324,3.999958342269729,1.9999791711348645,5.999937513404594,221.99768799596995,681.9928973569888,41.99956259383215,219.9977088248351,720.9924911941187
0224006-015,02,240,06-015,30.782006920415224,8.65743944636678,0.4809688581314879,0,0,0,0,30.301038062283737,6.73356401384083,0.4809688581314879,30.301038062283737,6.73356401384083
0224006-027,02,240,06-027,91.99712643678161,4.841954022988506,0,0,0,0,0,86.18678160919539,8.715517241379311,2.9051724137931036,90.0603448275862,8.715517241379311
0224006-030,02,240,06-030,83.99977940220865,24.99993434589543,0.9999973738358172,0.9999973738358172,0,0,0,79.99978990686537,24.99993434589543,4.999986869179086,82.99978202837283,25.999931719731247
0224006-053,02,240,06-053,4.441474107114372,16.80594227004389,1.2684533200986634,0.3170731707317073,0,0.6341463414634146,0,3.8071068895396856,16.172036884338226,3.8049985266593636,8.56308397263642,13.635672394595838
0224006-060,02,240,06-060,63.00884707823167,85.15253684504962,0,4.744777977307113,0,0,0,68.79146953988909,67.44911390452181,8.80726702581947,76.6053365258027,65.55120271359895
0224006-075,02,240,06-075,18,43,0,0,1,1,0,15,45,3,22,38
0224006-085,02,240,06-085,16.62222222222222,72.35555555555555,0,0,0,0,0,20.53333333333333,44.977777777777774,11.733333333333333,30.31111111111111,44.977777777777774
0224006-090,02,240,06-090,620,157,13,9,1,1,0,578,153,45,581,183
0224009-600,02,240,09-600,1708.0072634071407,298.1597993117816,53.000379355350155,5.999927610890682,6.999915546039128,8.489937353905045e-5,0,1632.817324507364,305.2879345262743,106.09465240379828,1619.943238937055,422.28754173112503
0224009-608,02,240,09-608,493.0038189776434,94.00066748113649,13.000118713088035,1.343921751343074e-5,6.000015679087099,1,0,479.00365098742446,91.0006831602236,24.00023742617607,475.00362186911985,121.00094522496511
0227536-690,02,275,36-690,827,396,19,17,7,5,1,791,384,77,822,438
0228232-850,02,282,32-850,1.2362994926052473,1.648399323473663,0.24725989852104946,0.1648399323473663,0,0,0.08241996617368315,1.4011394249526135,1.4011394249526135,0.4945197970420989,1.2362994926052473,2.307759052863128
0228232-860,02,282,32-860,173,307,24,8,0,3,0,172,294,36,195,304
0229006-007,02,290,06-007,2.999999309361236,123.99997145359777,0,0,0,0,0,7.99999815829663,109.99997467657866,0.9999997697870787,3.999999079148315,114.99997352551405
0229006-010,02,290,06-010,6,63,0,1,1,6,0,14,60.00000000000001,3,17,59
0229006-015,02,290,06-015,37.52205635551852,20.21822920762976,0.9337977375972786,0.13482098725555758,0.010367179107427484,0.010372474536205293,0.010372474536205293,37.00284516907156,18.37017728509034,0.9858878137157508,37.04456277065383,18.266574334590178
0229006-023,02,290,06-023,0,0,0,0,0,0,0,0,0,0,0,0
0229006-024,02,290,06-024,3.371553225697166,1.4750545362425103,0,0,0,0,0,3.160831149091093,1.5277350553940283,0,3.213511668242611,1.4750545362425103
0229006-030,02,290,06-030,2.2059779135536026e-4,6.56541045700477e-5,2.6261641828019075e-6,2.6261641828019075e-6,0,0,0,2.1009313462415263e-4,6.56541045700477e-5,1.313082091400954e-5,2.1797162717255834e-4,6.82802687528496e-5
0229006-033,02,290,06-033,65,273,0,1,1,4,0,118,186,12,115,200
0229006-050,02,290,06-050,71.8225806451613,8.85483870967742,0,0,0,0,0,61,8.85483870967742,4.919354838709677,66.90322580645162,10.822580645161292
0229006-054,02,290,06-054,21.177419354838708,68.14516129032258,0,1,0,1,0,30,54.145161290322584,3.0806451612903225,27.096774193548388,57.17741935483871
0229006-056,02,290,06-056,291.4519961034041,188.2840861941443,30.015782566341347,1.0157825663413491,8,2.015782566341349,0,300.29417043999064,159.37878159219238,41.189390796096184,295.3888658380387,200.41034672487507
0229006-070,02,290,06-070,0,19,0,0,0,0,0,4,9,1,4,12
0229006-080,02,290,06-080,28.999471050894027,153.99719109785104,0,0.9999817603756561,0,0,0,33.99937985277231,135.99751941108923,3.9999270415026245,25.99952576976706,142.9973917337188
0229006-095,02,290,06-095,17.1231884057971,44.072463768115945,1,1.0072463768115942,0,0,0,11.123188405797102,51.08695652173913,3.0000000000000004,14.115942028985508,48.094202898550726
0229037-300,02,290,37-300,16.002670671955823,31.47007603512091,0.6000568228075707,3.2000568228075705,2.2729123028296795e-4,1.0666666666666667,5.682280757074199e-5,26.469564629852773,21.201931975457406,2.4014773929968394,21.270303326351193,29.06967827546792
0229037-302,02,290,37-302,28.132022471910112,48.70187265917603,8.402808988764045,2.802808988764045,0.011235955056179775,0.9333333333333333,0.0028089887640449437,34.67659176029963,30.89550561797753,19.67303370786517,45.91310861423221,43.08220973782772
0229037-304,02,290,37-304,23.000000096997194,64.00000054041294,0,0,2,1,0,35.00000031870507,45.000000152424164,4.000000110853937,34.00000034641855,51.00000024942136
0229037-306,02,290,37-306,90.00262506001901,46.33850166523271,0,2.0250557283080943,1.0079551701953267,0.0091453879174409735,0.018290775834881947,95.13385479017006,33.289956780198104,11.03263454464395,92.1374254433364,41.34445275384328
0229037-308,02,290,37-308,11.89025534499071,42.606748319550036,0,2.9725638362476774,0.990854612082559,0.990854612082559,1.981709224165118,26.753074526229092,35.670766034972125,4.954273060412795,26.753074526229092,42.606748319550036
0229037-310,02,290,37-310,6.999999903002805,38.99999945958706,0,0,0,0,0,22.99999968129493,10.999999847575836,7.999999889146063,24.999999653581447,17.99999975057864
0229037-312,02,290,37-312,12,5,0,2,0,0,0,10,6,1,8,9
0229039-314,02,290,39-314,93.29850746268657,106.20149253731343,8.932835820895521,2.9776119402985075,1.9850746268656716,1.9850746268656716,0,113.14925373134328,92.30597014925372,7.940298507462686,92.30597014925372,121.08955223880595
0229039-316,02,290,39-316,11.701492642923624,93.79850754449728,0.0671641805919451,3.022388064163895,1.0149253761092634,1.0149253731343284,1,28.85074636682957,78.69402992511965,5.059701522286663,36.69402997123114,76.91044783705486
0229039-318,02,290,39-318,22.89882781955121,50.775661686830944,0,0.9956012095457049,0,0,0,27.876833867279736,35.841643543645375,7.964809676365639,33.85044112455397,37.83284596273678
0229039-320,02,290,39-320,1,58,2,0,0,1,1,11,44,8,9,55
0229039-322,02,290,39-322,24.100712221218707,91.22331840357192,0,0.004378792226900291,1,0,0,41.12260618235321,65.15763652016841,6.035030337815202,57.14887893571461,54.16639410462221
0229039-324,02,290,39-324,23,49,0,3,0,0,0,34,36,1.9999999999999998,30,44.99999999999999
0229039-942,02,290,39-942,6.862497867370017,8.760635575365981,0.14601059292276633,0.14601059292276633,0.5840423716910653,0,0.14601059292276633,7.446540239061083,4.9643601593740545,3.7962754159919245,9.344677947057045,7.7385614249066155
0229040-326,02,290,40-326,12,77,0,0,0,0,0,24,52,8,22,60
0229040-328,02,290,40-328,16.568840579710145,9.746376811594203,0,0.9746376811594203,0,0,0,16.568840579710145,11.695652173913043,0,15.594202898550725,12.670289855072465
0229040-330,02,290,40-330,5,52,4,0,1,2,0,17,42,7,22,43
