GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PRECCAS,G16PREIFUE,G16PREOWRI,G16USSRMUR,G16USSDMET,G16USSLMIL,G16USSICRA,G16USSIGIA,G16USSISTO,G16USSOWRI,G16HALRYOU,G16HALDLIN,G16HALLMCD,G16HALISOU,G16HALOWRI
0209004-260,02,090,04-260,308.69070120279434,741.0418551090422,99.97156831469202,60.50451900527589,13.487633310607592,7.176392401849667,30.19312773949456,422.89679079489895,257.9642468801574,212.82079890401562,10.020809536726555,1.2385954764942322,332.85885749821705,7.051911074048838,333.0642955432202,745.9900192135051,108.51725532235082,35.632999353646674,7.176392401849667
0209004-265,02,090,04-265,1250.2440588710622,615.7946852041887,163.32317473417166,28.45565721146416,35.44433345974454,5.992342148348209,85.85953340303938,995.2192297022874,161.07179535835232,763.5671826391039,11.985659012174,13.756369482819126,219.92207104704164,1.5237960212612487,1155.4265716333364,666.2069610010508,260.56321495461935,57.319459046697105,13.585293347464457
0209004-270,02,090,04-270,1250.7926879024426,718.2233470321465,141.68325838798037,38.545220032465664,24.55654378418528,5.007657851651791,101.14163625553373,1083.8087446319191,166.93951134118763,732.4466583206778,10.015315703303582,9.244800175753973,255.08095057093888,6.476496393382026,1132.6053015627806,794.808439503495,236.44419288301026,61.68151566878048,7.414999067178817
0209004-280,02,090,04-280,55.15767634854772,200.49377593360995,21.012448132780083,14.883817427385893,4.377593360995851,1.7510373443983402,10.506224066390041,85.80082987551867,46.40248962655602,56.03319502074689,0.8755186721991701,1.7510373443983402,106.81327800829875,0.8755186721991701,59.53526970954357,200.49377593360995,32.3941908713693,7.004149377593361,1.7510373443983402
0209005-580,02,090,05-580,141,42,15,4,2,0,2,79,18,82,0,0,21,0,117,51,29,4,1
0209005-582,02,090,05-582,1413.5036473249916,1398.328868623399,197.05542431643534,100.85846676829387,15.065721377613711,3.0146122014642946,118.1956254803726,1438.0825849502482,365.7512073681851,766.6407292898568,20.094588432461943,11.177777201963043,558.8082165387868,15.157717026632003,1342.1774611865442,1414.7871323171303,312.9842155297613,72.53102416854789,14.06765173449656
0209005-586,02,090,05-586,433.34868547319076,486.2489767676591,82.05191932595734,20.01238983914891,18.009439877446788,7.0011799846808485,38.02772963999994,495.35340541191414,138.06548914978708,231.1917475106379,9.002949961702122,9.001769977021272,186.06371917276581,1.0005899923404242,447.3345256570206,472.2448468212761,109.07492902723389,28.014749808510608,2.0029499617021216
0209005-587,02,090,05-587,175.0370898208041,63.568066534637985,12.14291553149082,2.137703370462192,3.2731255957569765,0.11840020316521505,8.267815448144356,123.52314427079577,22.20356617053895,100.17985455621704,0.44486996324632466,4.3264697600811095,9.01032633547326,0.09671485688485446,141.40236493587915,71.36018685642611,31.50671016817015,8.555580887047517,0.1934297137697089
0209005-588,02,090,05-588,212.3665061136472,130.19368501940212,29.769520086425015,3.1541837349255495,1.9888441073687178,0.9846242309782937,9.05975182686063,184.0649695116997,41.87459095147714,118.04991023602814,1.0216382278678737,6.8705966775012435,27.625600737191533,3.945028805717218,186.7858717536237,122.40378292896303,64.2531411100121,9.937688655039546,0.03048211508553655
0209005-590,02,090,05-590,161.4438583373914,41.01546671274268,6.98135603621152,0.87266950452644,0.87266950452644,0,5.23601702715864,88.13961995717044,13.090042567896601,98.61165401148773,1.74533900905288,0,7.85402554073796,0.87266950452644,115.19237459749009,54.97817878516572,35.77944968558404,6.1086865316850805,0
0209005-592,02,090,05-592,332.9619177188405,257.424288624417,52.67755713163745,15.90265875672074,8.945245550655416,2.9817485168851388,18.884407273605877,271.33911503654764,119.26994067540555,207.72848000966468,5.9634970337702775,4.969580861475231,74.54371292212846,2.9817485168851388,256.43037245212196,308.1140134114643,73.54979674983342,25.841820479671203,4.969580861475231
0209005-594,02,090,05-594,37,89,8,6.999999999999999,0,0,1,39,37,29,0,0,31,0,25,75,27,8,0
0209005-596,02,090,05-596,779,697,111,26,21,6,56,777,219,447,15,5,206,2,785,665,174,30,2
0209006-145,02,090,06-145,444.19742158740524,104.5996961429422,59.750518640670215,7.969924577755499,5.97815691185833,0.9958882390954908,24.89088683804331,373.4225066523767,71.7025851900068,149.45435512868696,9.955727227429835,2.986617769437263,11.980267519229754,0.9955418267314498,408.300932315768,115.57002726112438,55.797301306738724,15.937048115107052,1.99424322313488
0209006-150,02,090,06-150,229.9987820513811,78.99958166112656,29.999841137136666,7.9999576365697775,5.999968227427333,0.9999947045712222,8.999952341141,95.99949163883733,30.99983584170789,167.99911036796533,2.9999841137136665,4.999973522856111,36.99980406913522,4.999973522856111,160.99914743596676,90.99951811598122,71.999618729128,16.99990997771078,1.9999894091424444
0209006-155,02,090,06-155,232.67777052007696,49.020479504805934,23.57637516054384,0.9879753399233913,0.9952549323377717,0.025346908679265766,7.603754196895777,144.60849081791352,18.94025506745534,120.34216754104331,2.844135640155479,0.9632542856203602,14.034993348237457,2.7826491382689094,186.8280262648203,63.985138024882936,32.121053627645686,13.118907697947028,2.796464289302264
0209006-160,02,090,06-160,599.294771076216,102.01802955627717,37.00150535263239,3.037309021392748,11.017390412258175,1.8913790796228056e-4,14.315521209379765,289.9751469805759,36.788157291910224,352.6981797066466,11.10439405013711,8.024150623528781,43.544093510160955,5.117347058954436,442.55350245652454,171.54155138836808,101.23253802256323,19.560347518625207,3.1224212801920603
0209006-170,02,090,06-170,452.6816786198876,221.53686890224205,55.00316340376042,15.32875751114557,16.25190411578471,3.982456548426698,29.852320217096334,304.07382180009046,57.493612457194544,267.0835420301092,10.895391871809782,2.962686567164179,118.63672417135103,0.9875621890547264,382.2849118046133,245.03466563287458,100.10937649415261,24.474479550300444,9.177929831362666
0209006-180,02,090,06-180,515.6456733678365,187.68341582243954,50.30689496271575,15.479044603912541,13.544164028423474,0.9674402877445338,6.772082014211737,264.1111985542577,65.7859395666283,339.5715409983314,0.9674402877445338,0,92.87426762347525,0,358.920346753222,240.8926316483889,129.63699855776753,23.218566905868812,8.7069625897008045
0210033-545,02,100,33-545,570.3303858558647,649.9595620299825,51.75813031712785,77.6366695468471,28.86484136453921,6.967399562715742,47.77664755522706,561.3732082472111,199.06957657357498,267.74664194898014,11.944083780562506,9.953378850126098,368.2766212772811,2.986010530708059,579.2887402953985,629.0572383686444,132.38087288127844,47.776408023278,0.995336843569353
0210033-550,02,100,33-550,83,69,3,7,2,0,10,69,42,30,3,0,35,0,80,75,11,7,0
0210533-505,02,105,33-505,104.18984320309748,241.49558047403605,12.198729226110068,19.2980938391651,6.11082976071523,7.026752011207124,1.1834423625631394,104.15544776011689,122.76434317734642,57.02804157353093,1.0458605906407847,0.03821715886732069,100.41403487809086,0.011465147660196205,92.22423864607806,239.41532444041465,29.508288212935366,15.18344236256314,0.0038217158867320687
0210533-530,02,105,33-530,16.18924922256775,43.516215015548646,4.990670812972013,1.0955131052865394,0.2434473567303421,0,1.643269657929809,26.657485561972457,16.250111061750335,7.851177254553533,0.060861839182585524,0,15.032874278098625,0,18.501999111506,41.507774322523325,3.834295868502888,1.399822301199467,0
0210533-555,02,105,33-555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0210535-700,02,105,35-700,43.1340419526777,186.38872920602026,26.029505670480923,6.0175517343946225,12.003978970420517,2.0006769357162306,11.012565252750415,153.22470646479553,54.13498136460239,51.07522622874876,3.001436515309326,0.002757577215728602,23.133939803729202,7.923891191536439e-4,140.15547298879122,112.35161195490707,15.043986276977106,11.012069389489223,0.0016018030630562381
0210535-720,02,105,35-720,206,207,23.000000000000004,12,19,6,14,218,77,128,7,6,47,2,224,179,64,16,0
0210535-750,02,105,35-750,52,21,3,1,1,0,0,45,5,11,1,0,7,0,43,16,11,3,2
0210535-755,02,105,35-755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0210535-775,02,105,35-775,37.48214543166324,38.549460675176434,12.043754908283576,5.0656323624253625,2.024401775773532,0.0058900838074043655,0.04038914610791565,28.474572466768006,22.16828810878298,19.22634750631311,0.010097286526978912,0.008414405439149094,30.311333001248517,0.002524321631744728,30.489718396558477,49.531790423754224,9.111911592340682,5.040389146107915,8.414405439149093e-4
0211033-500,02,110,33-500,276.9451270534986,880.8254762965064,70.98593509313503,38.992274206088254,12.99742473536275,1.9996038054404233,27.994453276165924,480.90471520842175,302.9399765242241,169.96632346243598,2.999405708160635,3.9992076108808465,318.9368069677475,3.9992076108808465,336.9332412167113,789.8435031489671,102.9795959801818,33.993264692487195,0.9998019027202116
0211033-510,02,110,33-510,281.9208309938237,762.7857944974733,54.98455923638405,34.99017405951712,4.998596294216732,0.9997192588433464,24.99298147108366,460.8705783267827,266.9250421111735,147.9584503088153,2.9991577765300392,6.998034811903425,251.9292532285233,0,315.9112857944975,694.8048848961258,83.9764177428411,18.994665918023582,4.998596294216732
0211033-515,02,110,33-515,224,1222,58,30,9,1,27,429,388,168,8,4,523,1,261,1180,86,17,1
0211033-520,02,110,33-520,190.99999999999997,386,46,13,7,0,17,289,132,78,1,1,146,0,209.99999999999997,359,41,18,4
0211033-525,02,110,33-525,498,564,69,30,17,9,41,561,225,278,7,7,129,3,491,509,139,32,9
0211033-530,02,110,33-530,249.81075077743225,671.4837849844513,77.00932918702799,16.90448689471346,3.756552643269658,0,25.35673034207019,411.34251443802754,250.74988893824965,121.14882274544647,0.9391381608174145,0,231.96712572190137,0,285.498000888494,640.4922256774767,59.165704131497115,21.600177698800533,0
0211034-400,02,110,34-400,485.0300230946882,592.2678983833719,64.93302540415705,32.466512702078525,0.9838337182448037,5.903002309468822,25.579676674364897,510.6096997690532,176.10623556581987,235.1362586605081,11.806004618937644,0,241.0392609699769,0,504.7066974595843,548.9792147806005,96.41570438799077,19.676674364896073,0.9838337182448037
0211034-410,02,110,34-410,447.9699769053118,395.73210161662814,67.06697459584295,28.53348729792148,17.016166281755197,0.09699769053117784,18.420323325635103,492.3903002309469,179.89376443418013,189.86374133949192,2.1939953810623556,0,110.96073903002309,0,444.2933025404157,399.02078521939956,94.58429561200924,17.323325635103927,0.016166281755196306
0211034-420,02,110,34-420,347,622,47,23,9,6,31,424,212,158,11,5,256,0,365,596,57,16,3
0211034-430,02,110,34-430,466,521,76,28,14,5,32,496,211,262,1,9,143,3,471,484,99,39,2
0211034-440,02,110,34-440,704,636,111,46,21,17,65,738,252,379,10,4,191,5,724,611,180,45,5
0211034-450,02,110,34-450,633,612,108,27,18,4,39,641,197,393,13,0,158,0,617,563,156,42,8
0211034-460,02,110,34-460,872,852,135,44,19,9,62,946.0000000000001,275,443,11,17,273,0,886,775,212,47,13
0212229-100,02,122,29-100,526.76220026905,399.14154859093907,62.82629119950024,21.284631842208103,8.06182779688932,9.343280589811963,40.36725083882636,432.0387561166526,156.63220934238385,307.0498479464885,8.702555549437454,6.882831670740597,151.07059460038747,0.9343279987106713,473.114029612941,407.25689882640944,111.11315988131491,26.548065661469355,2.1622577503470053
0212229-110,02,122,29-110,120.00304778088055,79.00249818104963,20.000299781725957,3.0000499636209925,1.0000249818104963,4.9963620992571834e-5,5.000124909052482,89.00192359940822,21.000774436125383,76.00152389044028,1.0001498908629778,3.0000249818104963,34.00149890862978,0,108.00257312648111,74.00249818104963,22.00059956345191,13.000149890862977,0
0212229-115,02,122,29-115,485.52753465746133,105.08448169566356,26.52659768568674,10.133119469724914,4.795688571792679,1.328372568787797,9.364358020975684,222.86526741905197,43.446151345437634,292.086004968378,11.258413538684085,9.054038640542847,54.82567849777015,1.0758480629224587,356.99202091826635,148.57473355603508,91.67239950841768,26.121471540740572,0.2643355294873855
0212229-120,02,122,29-120,39.10376212290035,67.10171519155652,4.012492917333886,2.003840615852937,1.000957970800866,1.002882645052071,10.004768022380647,61.06998426436005,18.043226576806855,23.071112521825643,1.0019203079264685,2.9999869010257902,19.047071558984527,0.9999956336752635,49.09698209977376,62.103661697431406,8.019211811914158,3.002873912402598,0
0212229-130,02,122,29-130,457.5486274272364,127.43264921232975,38.723875949031296,7.216722306312663,4.128064800670105,0.04927396573347012,22.33480166068455,263.92924768207996,34.81261659758846,262.65332535153175,10.10828394902134,3.0689479193491698,60.59084831719655,3.0295287467623937,386.8445677644452,142.18144720564928,85.41316510157532,13.487657852491372,6.034420510658053
0212229-140,02,122,29-140,126.90040816326531,118.85877551020408,13.29061224489796,5.455510204081633,8.303673469387755,0.10122448979591837,8.430204081632654,100.0334693877551,32.391836734693875,78.68897959183674,3.126530612244898,0.05061224489795919,62.93551020408164,0.025306122448979593,103.97877551020409,128.65551020408165,30.998367346938778,10.164081632653062,1.0759183673469388
0212229-150,02,122,29-150,1200.63309352518,230.98561151079136,58.856115107913666,16.18705035971223,17.949640287769785,3.633093525179856,40.82014388489208,497.71223021582733,76.54676258992805,758.6906474820144,24.107913669064747,7.712230215827338,141.5251798561151,6.316546762589928,893.5755395683453,322.3165467625899,248.10071942446044,46.35251798561151,10.553956834532375
0212229-160,02,122,29-160,1159.36690647482,186.01438848920864,68.14388489208633,13.81294964028777,11.050359712230216,7.366906474820143,21.179856115107913,520.2877697841726,99.45323741007194,671.3093525179856,12.892086330935252,8.287769784172662,122.4748201438849,3.6834532374100717,879.4244604316547,259.68345323741005,233.89928057553956,50.64748201438849,6.446043165467626
0212229-170,02,122,29-170,430.6725728116107,465.23177953290525,81.06387714510801,33.66929426248822,11.92190776247367,0.6566663871230543,24.601433577069344,471.3289701054277,167.14389703091592,213.67404565329403,6.289287074798362,7.107668351771686,185.6785216478885,0.06566663871230542,419.3318579698258,460.12449195492843,96.75916492660875,27.415292213976503,5.829620603812224
0212229-180,02,122,29-180,838.9724409448819,153.16929133858267,43.48031496062992,6.917322834645669,5.929133858267717,6.917322834645669,30.633858267716537,426.8976377952756,32.610236220472444,502,5.929133858267717,2.9645669291338583,77.07874015748031,1.9763779527559056,685.8031496062993,185.7795275590551,123.5236220472441,36.56299212598425,5.929133858267717
0212229-190,02,122,29-190,971.9206118116036,175.73582910871355,46.66456952207634,16.47921487066164,10.964911824602453,3.651432037783266,15.558395077776334,398.8871961523463,50.485852939902074,638.8228866068721,4.667793231942459,1.9159495645391915,106.08261189826248,0.920819792885307,757.733281338013,240.77433164348543,144.67211750942414,42.11354911391308,2.730612244897959
0212230-200,02,122,30-200,878.1194007687902,194.17270998720957,40.01045880442574,10.733022557467716,7.806750980758989,2.9277116236526055,22.440988958190385,413.7070803267587,40.00773871575397,547.3572695545679,9.756798672484877,6.829407059264244,103.42965017557744,2.926751592356688,695.669697672606,244.90739106222378,127.8232469089495,40.97916244425723,1.9514877386697644
0212230-210,02,122,30-210,1373.035268387291,361.95488951159405,99.05672855956516,20.831811633130688,11.927647824523651,4.4112498813756185,36.46272287526612,800.3045609676607,87.09905517604574,777.959594710045,13.582094218040519,9.2835216596872,180.84039053174723,5.0732102884750745,1158.0061636968408,421.7452378796946,222.85895551320766,35.65904730431933,6.161463851782622
0212230-220,02,122,30-220,1071,381,92,31,21,4,34,616,127,619,24,12,196,4,834,426,228,65,12
0212230-230,02,122,30-230,585,205,57,12,8,1,20,333,76,344,7,6,105,1,470,247,113,30,5
0212230-240,02,122,30-240,549.5234538216431,184.38897313641854,67.37815804188494,9.366909289731778,12.165253592185195,5.61397972156197,14.98618434069014,348.21254111225886,51.48913218027181,320.1403785231603,5.61851530797303,1.875355664941494,103.91074216153856,0.0022716051223538123,458.6944274599234,209.69200971247471,127.27359098931471,27.153200061333013,1.872727059827416
0212230-250,02,122,30-250,1732.4522540178273,493.2024004992842,146.8686842318019,43.8663668342433,25.978875077811455,9.999432876663686,67.78848671706758,999.1629991568128,164.657380089834,943.2915606936082,21.952436611341078,13.957600317644035,322.3058280563456,5.969885836270839,1387.277916033402,644.6898111773003,286.76453507492806,98.75883792430808,6.979900839062145
0212231-300,02,122,31-300,986,307,59,34,27,7,25,461,129,605,14,12,189,5,750,395,195,50,15
0212231-310,02,122,31-310,168.41561905625258,237.28070819259347,22.798032423858363,17.05649604483112,1.932185069739449,0.018339610063701918,6.34382451268418,136.71789270457265,56.241491142963426,105.68052991841806,0.015283008386418264,1.2718215042141199,136.2777420630438,0.006113203354567306,141.31904145150898,240.35022429274656,42.39511487544044,7.646212033671137,0.012226406709134613
0212231-320,02,122,31-320,209.00312571730444,110.00256206336428,6.000307447603715,14.000051241267286,2.5620633642907382e-5,1.0000512412672857,8.000128103168214,95.0019727887905,56.00079423964293,112.00156285865222,1.537238018574443e-4,2.5620633642907382e-5,79.00153723801857,0,138.00263892526522,143.00256206336428,36.00061489520743,14.000153723801857,1
0212231-340,02,122,31-340,672.7662108734787,155.78964851986885,55.496224824956315,11.683330262001453,11.683167829821688,0.9739086474963583,28.234741871866806,329.0838259780894,48.68422455441408,400.1528432322015,4.868893508762729,8.762416480411206,128.52280530484708,1.9471675662736536,542.3028977217284,214.20467550807848,121.70187126441772,34.07640700286753,2.92075134941048
0212231-350,02,122,31-350,803.4254532140347,763.2084308519179,103.28592191153145,73.56290643253448,15.30712952378817,4.066124364122516,50.00810871309173,642.4620547400524,192.88418554072308,470.99314331988603,8.055103636768763,6.812642469972099,441.87507000111196,0.022041454707505483,757.8463190252885,762.8432908421131,170.46309255665636,43.93095845660135,0.04408290941501097
0212231-360,02,122,31-360,574.8673900867371,575.3459240642474,78.93916282246896,44.39949536037823,16.16176381719194,6.301935918904425,26.500026512535662,455.8895007821783,156.5420590637399,342.1741958843296,5.251613265753687,5.938995643253582,322.9110326028978,1.8586851225342464,524.4519027355018,551.9583673373621,136.22298837822507,41.127547309042406,4.080310520719335
0212231-370,02,122,31-370,447.2915376429756,618.1649368912412,57.976882842141244,27.981102162256164,3.598921589280443,5.613600106909357,25.148040261688426,372.9305517731967,126.3322642525736,263.1521308773663,4.678000089091131,2.9765403825601995,370.9361553329464,0.11316021940368062,402.3827367877007,588.8481175277782,105.91880418967814,24.2952822006851,2.8633801631565188
0212231-380,02,122,31-380,1136.4274004683841,467.56206088992974,76.20023419203747,18.04215456674473,23.04215456674473,2.003512880562061,27.101873536299767,543.1873536299765,134.17564402810305,689.443793911007,22.017564402810304,3.031615925058548,319.46370023419206,3.007025761124122,849.9566744730679,507.7728337236534,264.43911007025764,76.12295081967213,8.010538641686184
0212231-390,02,122,31-390,605,237,39,12,5,5,14,318,75,354,13,5,136,0,451,295,120,31,0
0212232-847,02,122,32-847,138.36544810740935,104.2699203062968,13.412768423127233,2.3204878616692155,1.2908964650580228,2.0225322994909125,5.694449173089656,85.3572228988128,32.36245837778744,70.6763885360343,6.121395849526316,1.2154179742601363,63.261342066036576,0.04581203517924789,116.28935328784837,105.6360427565753,26.9854824128006,6.836983701408582,0.0768316547441081
0212232-855,02,122,32-855,4.000017579630541,50.9990436986765,0.9999944752302159,0.9999944752302159,2.999904068271294,3.9998191860821564,5.9997287791232345,36.99920040287284,11.9995765943755,13.00000753541216,0,0,5.999847815252265,0,28.999601709418197,32.998944750984236,1.0001531900689231,3.999858864791833,0
0213036-600,02,130,36-600,438.97636527255924,420.97733435022195,99.99461623520712,24.99865405880178,11.999353948224853,4.999730811760355,20.998869409393492,467.97480398076925,126.99316261871303,184.99004003513315,20.998869409393492,6.999623136464497,184.99004003513315,0,453.97555770784027,376.9797032067308,98.99467007285504,42.99768498113906,3.9997846494082845
0213036-610,02,130,36-610,637,529,117,24,20,5,54,733,167,258,8,8,175,3,702,426,138,57,6
0213036-620,02,130,36-620,578,236,82,19,16,5,19,528,96,206,15,7,80,1,540,243,99,31,3
0213036-640,02,130,36-640,394.0236347274408,131.02266564977808,27.005383764792892,19.001345941198224,4.000646051775147,2.691882396445714e-4,5.0011305906065076,290.02519601923075,34.00683738128697,162.00995996486685,1.0011305906065073,12.000376863535504,57.00995996486685,0,328.02444229215973,131.0202967932692,63.00532992714497,20.002315018860944,3.000215350591716
0213036-650,02,130,36-650,761.1430625449317,275.79079798705965,86.98777857656363,12.850467289719626,0.9884974838245867,1.9769949676491734,14.827462257368799,564.4320632638389,86.98777857656363,349.92810927390366,7.9079798705966935,2.96549245147376,119.60819554277498,0,674.155283968368,272.8253055355859,129.49317038102086,20.75844716031632,1.9769949676491734
0213036-660,02,130,36-660,60.04918782811478,78.75303321719971,16.73501955865494,7.875303321719971,8.859716236934966,0.9844129152149964,2.953238745644989,108.28542067364961,18.703845389084933,16.73501955865494,2.953238745644989,0,16.73501955865494,0.9844129152149964,90.56598819977967,49.22064576074982,14.766193728224946,10.82854206736496,0
0213036-670,02,130,36-670,619.8831881952261,365.3031614240226,68.52499139497884,21.165115739492165,9.175238320516446,3.6420551654890985,42.92000173997101,586.8794591813281,86.05351483998783,279.0885469327954,4.519835509263676,3.0027081615886826,134.27129219023007,1.1970155403789873,621.0065082126015,318.58938725601814,110.5321678260071,37.37956087103028,1.2043510147871375
0215032-800,02,150,32-800,53,30,0,9,3,2,0,45,7,24,3,0,12,0,53,20,15,4,0
0215032-810,02,150,32-810,483,230,61,13,5,0,27,357,63,213,10,10,126,6,389,234,109,26,6
0215032-815,02,150,32-815,29.044768842367837,12.089244853817222,4.015651079910225,2.000045037296295,1.0068234158662832,0.004639018503445333,2.7022377776947203e-4,25.12651472087435,5.011687620851204,8.016191527465764,3.002229434659133,1,3.0136468317325664,0,33.11054837989006,6.041616054642123,3.002274471955428,3.009097887821711,0.0022294346591328427
0215032-820,02,150,32-820,559.5876036627362,446.6754981316199,71.66635702825964,26.505895599130238,7.8538730395619165,3.9269524152211512,17.67208064050482,485.95309716744936,145.29091297798587,246.4161209961655,10.798880710255274,5.890619368114041,200.26913693573277,3.1790880385573077e-5,519.3347359672599,394.64886255680614,104.06347602223126,35.34130010177494,4.908452087423547
0215032-825,02,150,32-825,393.11478927599546,406.33517424333365,54.14337351583373,15.4052825546347,16.74759356282327,8.773224671938962,9.624559851674785,409.0040512195979,101.29432979768863,226.9770844166756,5.776446422992027,10.49863651100865,130.3567415882903,1.58352264244705,429.3925607758964,310.3887070785599,92.08688497594598,25.034118686277374,0.8556114597037119
0215032-830,02,150,32-830,1421.2976070612683,762.9893276250464,179.19026945590662,39.08882184623506,23.398533397614816,12.299822912839886,71.7033595078204,1112.0428516129527,198.4147572243255,678.6067945871589,21.424672866752697,23.61074412087731,372.3741214759769,1.4164455666725644,1280.2727032568437,774.962430364634,263.84963900182277,56.624581211947685,5.235936452872741
0215032-835,02,150,32-835,19.955411306817343,38.91305204829382,6.98439395738607,0,2.9933116960226016,1.9955411306817343,0,55.87515165908856,4.988852826704336,6.98439395738607,0.9977705653408672,0,5.986623392045203,0,48.89075770170249,17.95987017613561,0.9977705653408672,3.9910822613634687,0.9977705653408672
0215032-840,02,150,32-840,23,36,18,8,0,0,8,49,9,20,3,0,12,0,58,27,9,2,0
0215032-845,02,150,32-845,63,22,2,3,1,0,3,43,5,30,1,0,9,0,52,24,11,3,1
0215838-804,02,158,38-804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0215838-834,02,158,38-834,29,61,8,2,5,0,20,73,12,31,0,1,6,0,69,49,6,1,0
0215838-850,02,158,38-850,29,40,15,3,23,2,6,72,5,32,1,0,8,1,74,44,2,1,0
0215839-900,02,158,39-900,25.690536672135973,82.01209783797253,8.892878078816299,9.88097564312922,6.916682950190454,0.9880975643129221,12.845268336067987,92.88117104541467,13.833365900380908,19.76195128625844,0.9880975643129221,0.9880975643129221,15.809561029006753,0,91.89307348110175,40.512000136829805,3.9523902572516882,3.9523902572516882,0
0215839-904,02,158,39-904,46,157,5,3,11,0,15,143,26,46,7,0,11,0,128,86,12,2,1
0215839-910,02,158,39-910,56.30946332786402,114.98790216202747,5.107121921183701,4.11902435687078,24.083317049809544,0.011902435687077925,14.154731663932013,145.11882895458533,19.166634099619092,36.238048713741556,0.011902435687077925,1.011902435687078,13.190438970993247,0,131.10692651889823,72.48799986317019,3.0476097427483118,5.047609742748311,0
0215839-916,02,158,39-916,60,164,3,8,13,1,16,147,34,50,2,0,6,0,174,70,11,4,0
0215839-918,02,158,39-918,21,80,3,1,6,2,6,81,9,28,1,1,0,0,86,29,3,1,0
0215839-922,02,158,39-922,40,119,3,7,17,6,11,149,12,21,0,0,16,0,119,66,3,10,0
0215839-928,02,158,39-928,3,20,4,0,3,0,5,0,0,5,2,0,31,0,22,15,1,0,0
0215839-930,02,158,39-930,15.81340020494191,112.6704764602111,13.836725179324171,1.9766750256177388,22.731762794604,0.9883375128088694,7.906700102470955,109.70546392178451,13.836725179324171,38.54516299954591,4.941687564044347,1.9766750256177388,7.906700102470955,0.9883375128088694,111.68213894740225,56.33523823010555,4.941687564044347,3.9533500512354776,0
0215839-934,02,158,39-934,39,118,0,0,2.9999999999999996,0,5,112,13,38,0,0,10,0,101,59.99999999999999,9,2.9999999999999996,0
0215839-940,02,158,39-940,26.186599795058086,119.32952353978888,12.163274820675827,1.023324974382261,17.268237205396,0.011662487191130493,18.093299897529043,109.2945360782155,24.163274820675827,44.45483700045409,1.0583124359556524,1.023324974382261,12.093299897529045,1.0116624871911306,103.31786105259775,76.66476176989444,7.058312435955653,3.046649948764522,0
0216437-708,02,164,37-708,16.947330186644983,9.96901775684999,0,0,1.993803551369998,0.996901775684999,0.996901775684999,22.928740840754976,0.996901775684999,2.990705327054997,0.996901775684999,0,4.984508878424995,0,20.93493728938498,8.972115981164992,3.987607102739996,0,0
