GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PRECCAS,G16USSRTHU,G16USSDWIL,G16HALRNOE,G16HALDHAW,G16PUCRNEL,G16PUCDRED
46023VTD-6c,46,023,VTD-6c,9.871244635193133,9.969957081545065,0.7896995708154506,0,11.15450643776824,9.67381974248927,9.081545064377682,11.944206008583691,10.759656652360515,9.377682403433477
46023VTD11a,46,023,VTD11a,150.8181818181818,27.397306397306398,3.723905723905724,0.797979797979798,159.86195286195286,22.60942760942761,150.02020202020202,33.78114478114478,167.04377104377105,15.427609427609427
46023VTD11b,46,023,VTD11b,242.4564410950046,44.04407316146922,5.986573453667031,1.2828282828282829,256.99521494861307,36.34711531225239,241.17356542116485,54.3067705106127,268.54074058058484,24.801571908651326
46023VTD11c,46,023,VTD11c,173.3741879434192,31.494781936811602,4.280844146751092,0.9173237457323767,183.77052372838614,25.99083946241734,172.45686419768685,38.83337190267062,192.02643743997754,17.73492575082595
46023VTD12a,46,023,VTD12a,18.566074111685445,6.099298337084696,1.779069672910787,0,20.34292910722536,6.100774788665278,16.78626621298437,10.165374190842778,21.61590783667537,4.827796059215271
46023VTD12b,46,023,VTD12b,5.7936507936507935,1.9047619047619047,0.5555555555555556,0,6.349206349206349,1.9047619047619047,5.238095238095237,3.1746031746031744,6.746031746031745,1.507936507936508
46023VTD12c,46,023,VTD12c,48.67212953268579,16.00084044092602,4.666934079688581,0,53.338605190051084,16.001146055808206,44.00504264555611,26.668041933636513,56.672587955009064,12.667163290850223
4602500VTD1,46,025,00VTD1,191,60,21,1,206,73,171,109,237,34
4602500VTD2,46,025,00VTD2,283,105,21,1,300,111,274,142,333,60
4602500VTD3,46,025,00VTD3,161.0344827586207,62.793103448275865,10.495689655172413,4.543103448275862,191.9310344827586,52.06896551724138,161.625,83.375,194.60775862068965,36.125
4602500VTD5,46,025,00VTD5,237,59,21,4,269,56,236,86,275,42
46025VTD-W3,46,025,VTD-W3,58.96551724137931,26.20689655172414,4.504310344827586,2.456896551724138,72.06896551724138,22.93103448275862,59.375,35.625,77.39224137931035,11.875
46025VTD4-1,46,025,VTD4-1,101,39,19,2,108,55.00000000000001,95,71,121,37
46025VTD4-2,46,025,VTD4-2,107,46,6,2,122,38,102,57,131,24
46027VTD-C1,46,027,VTD-C1,78,259,23,3,138,222,95,261,136,208
46027VTD-C2,46,027,VTD-C2,74,165,13,4,103,155,98,159,89,150
46027VTD-W1,46,027,VTD-W1,271,121,12,6,309,102,278,138,320,82
46027VTD-W2,46,027,VTD-W2,204,143,22,6,262,111,221,157,269,90
46027VTD-W3,46,027,VTD-W3,471.96924063289555,411.99549423049456,52.99878494946859,6.0003696764796075,602.9638101831065,349.99642540211136,495.9701780672044,452.99083346895617,614.9591368199702,299.0018532858526
46027VTDNE1,46,027,VTDNE1,135,150,28,5,192,125,161,153,160,132
46027VTDNE2,46,027,VTDNE2,46.02161836916552,99.01887027139024,16.002427486368163,2.7480977752792084e-4,74.02761838264155,86.0160305703558,61.02271760827564,99.02074813820336,57.02816800219661,88.01369468724681
46027VTDNW1,46,027,VTDNW1,218.96048717250284,314.9431664809972,36.993324316815546,6.99873703291105,296.94641411065453,268.9514659790103,243.95597657575658,322.94172309003847,280.9493008925721,256.9536310654485
46027VTDNW2,46,027,VTDNW2,156,187,17,3,209,156,181,182,212,144
46027VTDSE1,46,027,VTDSE1,265.0439193389377,412.0383363721236,43.0049316206858,9.000558296681412,416.05610881648187,327.0325673064157,340.04615252566333,399.0421513994466,416.05722540984465,292.02782178462365
46027VTDSE2,46,027,VTDSE2,189.0047344864984,345.00413264499434,31.000531626661896,8.000060184150403,320.00604850711557,258.00351074210687,252.00497522310002,320.00454390335545,303.00616887541634,248.00299917682844
460290VTD-2,46,029,0VTD-2,857.3881302529811,246.3035412937903,61.086683341445095,7.869526191635013,916.9529183609662,285.26005002433527,813.9967088278861,393.3032420963254,956.3878310555162,181.65147144943023
460290VTD-3,46,029,0VTD-3,451.41326263144055,148.0335905077939,18.546163691616393,7.506175305333818,470.53458072638097,154.25480062479,416.7571429062709,205.25226102548208,497.90679643553364,103.11060850552109
460290VTD-5,46,029,0VTD-5,654.8298179565742,220.98917303203268,42.94115115307936,5.511595242735817,695.5236695581941,229.12105455229405,645.0685010238799,292.4172846410966,749.6649950406177,145.5263960846719
46029VTD-A1,46,029,VTD-A1,698.1923312928026,221.08334356021444,49.0153865034242,6.001282208618684,807.2192576737949,172.07180368264628,737.2064355876081,249.08975460330785,820.2449018461685,117.04359509303524
46029VTD-A2,46,029,VTD-A2,343.01724137931035,161.47413793103448,24.641379310344828,8.053448275862069,443.13965517241377,108.99310344827586,392.6051724137931,158.74137931034483,464.20862068965516,74.81724137931035
46029VTD-A3,46,029,VTD-A3,143.37046632124353,62.44041450777202,9.093264248704664,2.121761658031088,169.74093264248702,48.19430051813472,147.6139896373057,70.01813471502591,177.6217616580311,30.6139896373057
46029VTD-A4,46,029,VTD-A4,329.62953367875645,143.55958549222797,20.906735751295336,4.8782383419689115,390.25906735751295,110.80569948186529,339.3860103626943,160.9818652849741,408.3782383419689,70.38601036269431
46029VTD-B1,46,029,VTD-B1,303.6527798127798,123.18571189159425,17.861928224281165,3.6955713567478274,348.6155646532117,102.86006942948119,318.4350652397711,137.35206875912758,367.70934999640883,67.13621298091887
46029VTD-B2,46,029,VTD-B2,478,295,72,10,590,269,503,352,604,220
46029VTD-B3,46,029,VTD-B3,248.3140934622033,106.76318525016411,26.196521037736215,4.257624548035869,285.5094131733745,97.58580843238508,261.14738624957556,124.40906650941224,289.3293512068138,76.15103990435308
46029VTD-B4,46,029,VTD-B4,47.17093596059114,19.27216748768473,2.8788177339901475,0.5470443349753695,54.11600985221675,16.148768472906404,49.5884236453202,21.407389162561575,57.42832512315271,10.45665024630542
46029VTD-C1,46,029,VTD-C1,150.39457202505218,64.66597077244259,15.889352818371608,2.5866388308977037,172.93528183716074,59.1231732776618,158.1544885177453,75.38204592901879,175.15240083507305,46.18997912317328
46029VTD-C2,46,029,VTD-C2,43.42431972789116,24.92517006802721,3.5051020408163263,0.9736394557823129,46.539965986394556,26.872448979591837,42.84013605442177,31.7406462585034,46.150510204081634,25.119897959183675
46029VTD-C3,46,029,VTD-C3,315,217,41,9,372,210,336,247,371,170
46029VTD-C4,46,029,VTD-C4,191.60869637257073,80.69509117467958,15.913053671722183,5.130386146087413,200.04378553739699,90.73840711957942,185.0002405248543,104.69498712566762,207.6087325832029,73.34728374622821
46029VTD-D1,46,029,VTD-D1,320.45643331750676,143.2447036608491,22.930228153385748,7.875939495705697,358.3777232560177,141.98160338085944,324.7239987394562,175.76115620071297,396.26785964194073,79.51440156750401
46029VTD-D2,46,029,VTD-D2,291,146,27,10,341,141,299,183,344,124
46029VTD-D3,46,029,VTD-D3,228.3989065522904,111.70587147149345,18.950087944907533,3.9895259119949786,251.33859513982492,115.69530130124726,224.40950874995033,147.61118832306985,281.25980461208667,70.81342303802727
46029VTD-D4,46,029,VTD-D4,170.67682082409834,96.66745292802932,13.631545216580113,3.738193480659299,182.66390406023763,104.26816037949551,168.25985604949614,123.28236105717576,181.4172676482691,97.0669942517479
46029VTD-E1,46,029,VTD-E1,407.2979647325716,165.73690090918439,38.37491793276499,13.22495075965899,436.6353908720601,185.92435987556686,386.8855550065301,238.63670394782034,442.4602103241431,138.83709787054843
46029VTD-E2,46,029,VTD-E2,257.66684623273903,92.91619503432658,16.175355684977834,2.3401690794711034,286.75017044748597,85.66003051949133,265.9925844141752,110.46025394278386,301.46832734847635,56.959525297080276
46029VTD-E3,46,029,VTD-E3,578.4317883660433,183.81942842720548,25.97448445167034,8.991167694808963,631.3797759021405,161.84101850656134,584.4259001625826,212.79096877714545,678.3336516416985,98.90284464289859
46029VTD-E4,46,029,VTD-E4,110.99077338626785,40.23265031373919,7.036412517457361,0.9585502524176441,123.77576636215639,36.931466564259644,114.83432445811172,47.67867090187231,130.01820662430438,24.589622574347924
46029VTD-E5,46,029,VTD-E5,143.6742857142857,58.285714285714285,8.451428571428572,1.7485714285714287,164.94857142857143,48.66857142857143,150.66857142857143,64.98857142857142,173.98285714285714,31.76571428571429
46031VTD-AR,46,031,VTD-AR,18.727720928211518,4.828240551804532,0.7315515987582625,0.43893095925495745,19.605582846721433,4.974550871556184,19.166651887466475,5.120861191307838,19.751893166473085,3.8040683135429645
46031VTD-BH,46,031,VTD-BH,5,57,0,1,21,39,16,43,5,56
46031VTD-BU,46,031,VTD-BU,26.75892857142857,19.821428571428573,2.9732142857142856,0.4955357142857143,31.21875,17.839285714285715,31.714285714285715,16.848214285714285,27.254464285714285,21.80357142857143
46031VTD-CD,46,031,VTD-CD,22,46,5,1,36,37,24,45,19,53
46031VTD-GV,46,031,VTD-GV,60.88123708597044,2.8991065279033545,3.8654753705378058,0,60.88123708597044,3.8654753705378058,58.94849940070154,5.798213055806709,57.98213055806709,5.798213055806709
46031VTD-KN,46,031,VTD-KN,6,54,0,0,10,46,14,45,6,51
46031VTD-LC,46,031,VTD-LC,27.241071428571427,20.17857142857143,3.026785714285714,0.5044642857142857,31.78125,18.160714285714285,32.285714285714285,17.151785714285715,27.745535714285715,22.196428571428573
46031VTD-LE,46,031,VTD-LE,17,78,5,1,31,70,31,69,23,76
46031VTD-LO,46,031,VTD-LO,75.11876291402956,3.1008934720966455,0.134524629462194,1,72.11876291402956,6.134524629462194,74.05150059929846,6.201786944193291,74.01786944193292,5.201786944193291
46031VTD-MI,46,031,VTD-MI,109.43486306847444,28.19475112449449,4.271732926427313,2.565995828523405,114.54222078662944,29.0665056932635,111.97458269551325,29.923479898697423,115.40083725465615,22.220565625348847
46031VTD-MT,46,031,VTD-MT,98.83741600331405,13.977008323700977,1.9967154748144251,2.9950732122216377,89.85219636664914,24.958943435180316,85.85876541702028,26.95565890999474,92.84726957887078,14.97536606110819
46031VTD-RL,46,031,VTD-RL,49,13.000000000000002,0,0,50,13.000000000000002,50,13.000000000000002,47.00000000000001,14.000000000000002
46031VTD-SM,46,031,VTD-SM,66,113,5,4,88,95,70,112,68,118
46031VTD-WK,46,031,VTD-WK,6,81,1.9999999999999998,3,24,69,12,77,6,86
46033VTD-BG,46,033,VTD-BG,131.99994449501875,53.99998159689732,4.999997818313984,2.9999986909883907,136.99994314994458,53.999980899720796,133.99994418008558,57.999979572677894,127.99994554319105,58.999980112387824
46033VTD-BR,46,033,VTD-BR,841.0797343225707,303.60475187701604,63.70799980570789,19.90712240583855,913.7512607861191,320.51850304263706,894.8317563927754,345.4077989046598,910.7640960344205,290.66112860919924
46033VTD-EM,46,033,VTD-EM,124.99559597160534,26.999902832135344,5.999952063178335,1.0000570956144181,119.99651689206743,33.99944477299868,121.9962196525823,32.99970148047118,117.99666071671007,30.999482688213373
46033VTD-FB,46,033,VTD-FB,114.00003584494232,20.000014663840034,6.000001357762966,8.146577797744801e-7,113.00003720270527,27.000014663840037,116.00003638804749,26.00001575005041,115.00003475873193,24.000016021603003
46033VTD-HE,46,033,VTD-HE,706,163,44,6,722,185,705,212,735,155
46033VTD-PR,46,033,VTD-PR,240,96,12,6,246,109,240,118,240,108
46033VTD-SD,46,033,VTD-SD,496.2145556606646,156.99150625963333,32.931728393811724,1.1439778435876697,526.3472288523612,156.74809151784567,515.0779121785503,172.0334656598957,512.5952961407592,154.21672108888268
46033VTD6-1,46,033,VTD6-1,253.92466970582387,116.3953452908486,25.292048131113773,6.092820498547031,289.25222232181346,112.48205218436429,274.1720239546423,126.592499614869,287.2392432488694,107.33938870258739
46033VTD7-1,46,033,VTD7-1,134.77834277966085,51.24412380461868,21.05072702433635,2.001585219510511,164.82431414546568,55.24412380461868,157.80687673085006,61.26790209727634,153.80212107231853,55.240953365597655
46033VTD8-1,46,033,VTD8-1,95.739837398374,50.861788617886184,15.333333333333334,2.2439024390243905,114.0650406504065,47.1219512195122,109.57723577235772,51.98373983739838,117.43089430894311,38.894308943089435
46033VTD8-2,46,033,VTD8-2,154.26726416130057,81.90258131786182,24.68421124851859,3.610534497877429,183.76341635176658,75.88583345802347,176.537975318242,83.71489240542958,189.17168847797927,62.64801660243025
460350000C4,46,035,0000C4,256.8897748072496,80.85575577921786,14.56353131469982,5.423228563562961,286.73720872147834,71.4323279687786,257.5626006590728,103.25169345372666,296.0410854448312,54.109327840568135
460350VT-14,46,035,0VT-14,210.88389812867916,122.5033297193726,15.396631052454342,6.71892939327659,246.41845204546294,108.14739707524497,205.2245324592296,151.2812236118791,253.20341004299073,92.70360273403976
460350VTD10,46,035,0VTD10,247.05191086702874,131.9594543988547,16.866997930680675,5.953058093181415,279.7937303795265,120.05333821249188,248.0440872158923,154.77951042271678,314.51990258975144,82.35063695567624
460350VTD11,46,035,0VTD11,250,139,19,4,305,113,266,152,332,78
460350VTD12,46,035,0VTD12,146.90018484288356,80.50462107208872,11.204251386321626,0.8299445471349353,181.75785582255082,62.660813308687615,155.61460258780036,87.14417744916821,182.1728280961183,54.77634011090573
460350VTD13,46,035,0VTD13,207.09981515711647,113.49537892791128,15.795748613678374,1.1700554528650646,256.2421441774492,88.33918669131239,219.38539741219964,122.8558225508318,256.8271719038817,77.22365988909428
460350VTD15,46,035,0VTD15,358.48009616900623,174.92900554836896,29.994943096059803,3.023727883268896,403.5206459936593,164.90413384201523,353.5025168258925,220.91992376194398,455.41295459826955,104.9872803376469
460350VTD16,46,035,0VTD16,211,133,17,4,277,93,219,146,269,81
460350VTD17,46,035,0VTD17,5.019607843137255,3.477124183006536,0.3137254901960784,0.18300653594771243,6.483660130718954,2.562091503267974,5.254901960784314,3.816993464052288,6.614379084967321,2.169934640522876
460350VTD18,46,035,0VTD18,186.98039215686276,129.52287581699346,11.686274509803923,6.816993464052288,241.51633986928104,95.43790849673204,195.7450980392157,142.18300653594773,246.3856209150327,80.83006535947713
460350VTD19,46,035,0VTD19,284.5449957279877,131.95675130012003,26.364360586918902,9.134948365525519,338.28721173837806,115.72733907872666,288.57198540109283,167.51003959877465,372.51662395977144,78.29550430904499
46035VTD-06,46,035,VTD-06,326.30483442516316,153.78594654623208,12.938202605798132,3.1106139949247935,391.74601212252685,109.77825576499686,347.2213928878005,152.92082946692017,421.33397230064065,72.58702206423038
46035VTD-07,46,035,VTD-07,179.20330351212868,86.62016071689582,6.904505564390247,1.5692058100886925,216.23656063022182,61.19902659345901,191.44310883082048,85.05095490680714,233.18398337917972,40.171668738270526
46035VTD-08,46,035,VTD-08,280,134,25,6,342,108,293,150,351,89
46035VTD-09,46,035,VTD-09,252.55332229168496,139.76336439648313,29.142143715207204,5.052645820447112,306.84287430414406,117.67386650172304,260.5638514557744,161.9792122603163,319.93237219890415,96.50539987629229
46035VTD-20,46,035,VTD-20,485.2029748710008,243.20633173438935,35.052259319632995,11.258988624596448,570.3857179541218,214.7552537303827,512.8328456856211,276.20921499556704,616.7155334996567,146.8085499323385
46035VTD-C1,46,035,VTD-C1,219,62,6,1,228,59,205,83,252,33
46035VTD-C2,46,035,VTD-C2,311,52,17,3,315,71,290,97,340,44
46035VTD-C3,46,035,VTD-C3,472,151,25,8,521,138,467,193,570,82
46035VTD-C5,46,035,VTD-C5,266.884889200071,91.41989986006543,13.776424814157874,4.754653451127572,303.0315861104803,75.32906123218106,272.03307857880355,108.09739752134819,316.14016198600433,54.48100721189226
460370VTD-5,46,037,0VTD-5,62.65483865864207,46.3384744246207,3.9159274161651294,1.30530913872171,77.01323918458088,45.03316528589899,67.22342064416806,55.47563839567267,78.97120289266344,37.20131045356873
460370VTD-6,46,037,0VTD-6,103.63879598662207,98.54180602006689,6.7959866220735785,2.548494983277592,118.08026755852842,97.6923076923077,95.9933110367893,118.92976588628761,125.7257525083612,82.40133779264214
46037VTD-AT,46,037,VTD-AT,79,25,1,2,93,17,75,34,80,25
46037VTD-BR,46,037,VTD-BR,141,78,20,2,162,83,146,99,180,43
46037VTD-BW,46,037,VTD-BW,132.06281802310158,56.9794075161583,8.363868096045282,3.1364505360169805,145.13191803502215,56.64639978207025,136.33989713800653,65.43842067908588,154.4461245761908,32.74299660626352
46037VTD-FP,46,037,VTD-FP,100,84,3,2,114.00000000000001,74,100,89,135,47
46037VTD-GK,46,037,VTD-GK,109,75,9,1,113,81,98,95,126.00000000000001,54
46037VTD-LT,46,037,VTD-LT,78,45,6,3,84,53,73,61,95,38
46037VTD-RR,46,037,VTD-RR,124,66,10,6,127,76,108,93,149,45
46037VTD-RW,46,037,VTD-RW,108.96207886773148,57.979827716148336,3.9986091367228176,1.9993042704656265,116.95930012013494,54.98087160834568,106.96277727832789,67.9763502600596,122.95721203784446,44.98434966022599
46037VTD1w1,46,037,VTD1w1,158,87,18,1,179,86,166,101.00000000000001,197,56
46037VTD2w2,46,037,VTD2w2,116.97860962566844,66.84491978609626,6.016042780748663,0,126.33689839572193,60.16042780748663,102.27272727272727,82.2192513368984,133.02139037433156,39.43850267379679
46037VTD2W3,46,037,VTD2W3,58.194060583183706,33.232556371535324,2.9938361992631206,0.00387869883590345,62.85128660847384,29.91600386215604,50.903489775478896,40.87019277672278,66.17843072637193,19.610049172306454
46037VTD3W3,46,037,VTD3W3,101.75184081130004,52.75063382871793,6.339029474780498,0.1271360530426862,111.72256989742037,53.45651618165911,94.00538916213567,70.17369691694381,127.01994444310306,30.60785686183325
46037VTD4W1,46,037,VTD4W1,102.05062068700983,59.21267593194439,7.288616099814314,2.733231037430368,122.99806209492907,52.839801313091264,107.51575005658931,68.32211335143103,129.37693388754786,34.616262005633594
46037VTD5W1,46,037,VTD5W1,12.106194690265486,8.95353982300885,0.7566371681415929,0.252212389380531,14.880530973451327,8.701327433628318,12.988938053097344,10.719026548672566,15.258849557522122,7.188053097345133
46037VTD5W2,46,037,VTD5W2,21.238938053097346,15.70796460176991,1.3274336283185841,0.4424778761061947,26.106194690265486,15.265486725663717,22.787610619469028,18.805309734513273,26.769911504424776,12.610619469026549
46037VTD6W3,46,037,VTD6W3,18.361204013377925,17.45819397993311,1.2040133779264215,0.451505016722408,20.91973244147157,17.307692307692307,17.006688963210703,21.070234113712374,22.274247491638796,14.59866220735786
460390VTD-1,46,039,0VTD-1,90,43,12.999999999999998,1,110,39,97,51.99999999999999,111.99999999999999,24.999999999999996
460390VTD-3,46,039,0VTD-3,202,76,15,2,223,73,202,90,231,59
460390VTD-4,46,039,0VTD-4,102.5,63.45238095238095,12.69047619047619,1.9523809523809523,134.7142857142857,46.857142857142854,122.02380952380952,60.52380952380952,142.52380952380952,29.285714285714285
460390VTD-5,46,039,0VTD-5,99,58,16,3,118,59,104,74,139,36
460390VTD-6,46,039,0VTD-6,112,61,13,4,147,49,130,66,153,37
460390VTD-7,46,039,0VTD-7,140,37,6,3,142,45,133,55,157,26
460390VTD-8,46,039,0VTD-8,168,71,9,6,184,69,163,90,193,58
460390VTD-9,46,039,0VTD-9,209.5,54.547619047619044,13.30952380952381,3.0476190476190474,221.28571428571428,63.14285714285714,198.97619047619048,87.47619047619048,228.47619047619048,48.714285714285715
46039VTD-10,46,039,VTD-10,111,50.00000000000001,7,1,136,35,123,52,143,25.000000000000004
46039VTD-11,46,039,VTD-11,132,56,12,2,147,55,128,72,151,47
460410VTD-2,46,041,0VTD-2,37,3,0,1,38,3,40,1,41,0
460410VTD-3,46,041,0VTD-3,33.64397905759162,9.612565445026178,2.827225130890052,0.2827225130890052,35.90575916230367,10.178010471204187,32.795811518324605,13.00523560209424,34.068062827225134,10.319371727748692
460410VTD-4,46,041,0VTD-4,204.35602094240838,58.38743455497382,17.172774869109947,1.7172774869109948,218.09424083769633,61.82198952879581,199.2041884816754,78.99476439790575,206.93193717277487,62.680628272251305
460410VTD-5,46,041,0VTD-5,39,17,5,0,43,18,40,21,39,19
460410VTD-6,46,041,0VTD-6,114,24,3,1,111,30,106,36,114,22
460410VTD-7,46,041,0VTD-7,33.261869100058654,208.13746422774196,10.300435311847508,7.128757990791789,67.29193302639297,188.40783561325514,40.261869100058654,211.56665753038124,23.176030439530795,226.6524961909091
460410VTD-8,46,041,0VTD-8,7.875427308718382,51.19027750666948,3.937713654359191,0.9844284135897977,14.766426203846965,49.22142067948989,11.813140963077572,51.19027750666948,5.906570481538786,57.09684798820827
460410VTD-9,46,041,0VTD-9,31.124572691281617,33.80972249333052,5.06228634564081,1.0155715864102022,31.233573796153035,36.77857932051012,31.186859036922428,36.80972249333052,26.093429518461214,41.90315201179173
46041VTD-10,46,041,VTD-10,16.124031007751938,51.5968992248062,0,4.0310077519379846,21.767441860465116,46.75968992248062,20.155038759689923,49.984496124031004,13.705426356589147,55.627906976744185
46041VTD-11,46,041,VTD-11,3.8759689922480622,12.4031007751938,0,0.9689922480620156,5.232558139534884,11.24031007751938,4.844961240310077,12.015503875968992,3.294573643410853,13.372093023255813
46041VTD-12,46,041,VTD-12,15.85611510791367,29.834532374100718,1.460431654676259,0.6258992805755396,20.863309352517987,26.287769784172664,15.85611510791367,31.92086330935252,15.43884892086331,32.33812949640288
46041VTD-13,46,041,VTD-13,55.784256734813276,104.80022038698803,5.12979336631027,2.1997873578328946,73.37342419157699,92.36824051423295,55.77512532891382,112.15262962587983,54.31468802762486,113.60850122421905
46041VTD-14,46,041,VTD-14,67,199,13,3,103,178,74,207,63,211
46041VTD-15,46,041,VTD-15,64.0977590572144,85.22778301116931,4.109339667165963,2.045555370799777,78.47133342951206,80.93615408833925,62.10689046311385,96.35984953438641,62.07043261198103,95.40087308846896
460430VTD-1,46,043,0VTD-1,340.9992359255642,26.999939501437638,5.99998655587503,1.9999955186250102,344.99922696281425,32.99992605731267,331.9992560917517,42.999903650437716,348.9992180000643,17.99995966762509
460430VTD-2,46,043,0VTD-2,252,51,5,1,255,50,248,58,275,25
460430VTD-3,46,043,0VTD-3,225,38,10,3,220,53,207,68,230,38
460430VTD-4,46,043,0VTD-4,245,69,13,3,270,64,256,79,288,38
460430VTD-5,46,043,0VTD-5,275,29,7,3,287,28,291,29,285,20
46045000001,46,045,000001,321,98,15,2,339,94,302,127,352,66
46045000002,46,045,000002,282,84,17,7,302.00000000000006,86.00000000000001,285,105.00000000000001,311,60
46045000003,46,045,000003,241,48,9,3,249,52,226,74,264,26
46045000004,46,045,000004,183,58,25,3,193,73,180,88,213,40
46045000005,46,045,000005,295,53,12,4,316,53,294,75,313,37
46045000006,46,045,000006,111,39,8,0,118,38,107,51,129,25
46047VTD-BE,46,047,VTD-BE,122.00006154723674,9.000017678461614,7.000002993178686,1.6836630109198172e-6,113.00006397919441,20.000019081514125,118.00006220199457,18.000021045787637,114.00006173431039,15.000019549198294
46047VTD-CA,46,047,VTD-CA,122.77877697841727,32.94064748201439,2.9946043165467624,4.991007194244604,122.77877697841727,35.93525179856115,125.77338129496403,32.94064748201439,123.77697841726618,33.93884892086331
46047VTD-E1,46,047,VTD-E1,19.008690341479273,3.774122537533415,1.334750653517915,0.32218119222846225,19.92920803356059,4.372459037386273,19.192793879895536,5.292976729467594,18.502405610834547,4.970795537239132
46047VTD-E2,46,047,VTD-E2,31.773337130890674,6.308507614365703,2.2310575709342118,0.5385311378117064,33.31199752463841,7.308636870301728,32.08106920964022,8.84729726404946,30.92707391432942,8.308766126237755
46047VTD-E3,46,047,VTD-E3,4.381354240037076,0.8699056844625672,0.3076495713343226,0.07426024135656062,4.5935263581986785,1.0078175612676084,4.423788663669397,1.21998967942921,4.264659575048196,1.1457294380726495
46047VTD-EA,46,047,VTD-EA,357.836618287593,71.04746416363831,25.12654220421355,6.065027428603271,375.1652680836023,82.3110865310444,361.30234824679485,99.63973632705374,348.30586089978783,93.57470889845047
46047VTD-H1,46,047,VTD-H1,244.24007131820423,109.37594555067152,22.593023433479654,10.846640697957197,256.89825336333416,123.83135093242404,249.66188450817754,130.1664705910101,237.019527632603,131.9599260301195
46047VTD-H2,46,047,VTD-H2,292.34281678134954,134.23904852204828,16.904176480554227,6.960543256698799,319.1906264857592,128.27286858773502,308.2526299395183,132.25032187727717,311.23571990667483,124.29541529819284
46047VTD-H3,46,047,VTD-H3,253.28577378690363,142.02387275636642,29.004954794303938,4.03352680049151,303.18503247041093,129.12411659176476,286.20610987834425,135.13383476287763,288.14865504955145,121.18213432434682
46047VTD-H4,46,047,VTD-H4,198.46290447027053,95.77563051550368,20.73493031778946,7.899021073443603,225.12210059314268,102.68727395476684,217.22307951969907,109.59891739403,201.4250373728119,110.58629502821044
46047VTD-JA,46,047,VTD-JA,687.6683720960353,202.5854849769485,34.762911980694035,19.26026648774588,715.6039231081586,219.08437085179523,695.6562339522662,240.85043432901747,689.1709983040483,224.97620976993207
46047VTD-OA,46,047,VTD-OA,136.73918118948328,10.131869093993574,2.3211969031161135,3.0951552986527284,140.60278667022877,10.904011417543318,136.74870694314552,16.299945420694243,134.42802931991952,13.99133342125799
46047VTD-OE,46,047,VTD-OE,40.485901106052935,2.973540759201628,0.6862017136619142,0.9149356182158855,41.62957062882279,3.2022746637555994,40.485901106052935,4.8034119956333985,39.79969939239102,4.117210281971484
460490VTD-1,46,049,0VTD-1,139.03767037583094,38.00372053094627,10.000465066368283,3,142.03906557493582,43.00418559731455,136.03534504398954,54.008371194629106,153.03999570767238,31.001860265473134
460490VTD-2,46,049,0VTD-2,80.96232962416904,7.996279469053733,0.9995349336317166,0,83.9609344250642,8.995814402685449,75.96465495601046,17.991628805370897,85.96000429232762,3.9981397345268666
460490VTD-3,46,049,0VTD-3,109,23,4,1,119,19,113,24,112,19
460490VTD-4,46,049,0VTD-4,74,18,2,1,76,20,67,30,78,15
460490VTD-5,46,049,0VTD-5,83,16,4,0,87,17,78,27.000000000000004,91,10
460490VTD-6,46,049,0VTD-6,372,101,24,6,417,98,368,148,421,75
460510VDT46,46,051,0VDT46,147.87352667594124,52.35899605639206,4.981178031811982,5.92631874766343,148.20199382922593,59.92012178320364,135.25823021658775,74.86365587863959,176.74246145023176,26.36197978002085
460510VTD41,46,051,0VTD41,319.3192373404334,163.65087269584234,28.79446544702734,1.0002679652776287,362.33495283694924,166.35458979366047,330.6036182699745,200.08913339769165,377.0375841409355,124.93498935332894
460510VTD42,46,051,0VTD42,247.43902305997298,97.24553335289397,12.662925375509637,3.573149161263354,285.8828080322616,78.16057845638134,255.09134678909763,110.46937029931844,300.8077776093834,51.668880060465696
460510VTD43,46,051,0VTD43,458.6915637102072,138.25537744485007,36.02949524810058,7.009965387791363,496.786750393459,140.20692499906667,482.70410633699254,155.29626992100455,507.83422918786385,109.13281456360767
460510VTD44,46,051,0VTD44,413.0170129751422,151.60568350835527,23.006073020802894,7.072594558725945,455.6753313345996,141.04723216337337,409.6415493857236,189.07785100471003,459.13732147087603,109.61098564046345
46051VTD2-1,46,051,VTD2-1,322.5293116659547,157.1004253522003,22.00924958236661,5.018533956425288,381.5907064204018,128.07230310202726,342.529989088717,167.14365965329526,401.62912917877685,93.0016239735215
46051VTD2-2,46,051,VTD2-2,473.11400159335534,210.77732695480537,47.51518145411843,6.398826581189984,574.5101032491209,176.2321214259636,511.15363418809363,236.05393156901684,603.7935130482351,116.28408746614127
460530VTD-1,46,053,0VTD-1,757.9970128423117,173.99931429361774,36.99985418887274,7.999968473269781,772.9969537296926,207.9991803050143,709.997202002693,273.99892020949,760.997001019788,181.99928276688752
460530VTD-2,46,053,0VTD-2,569,160,23,10,605,161,540,217,611,128
460530VTD-3,46,053,0VTD-3,273,57,18,4,293,57,269,81,282,45
460550VTD-1,46,055,0VTD-1,83.89619333083999,6.98459598099083,2.618195791942847,0,89.99670373282788,6.985770496337931,88.25202288176406,6.986945011685033,89.12906136868438,4.366400189047982
460550VTD-4,46,055,0VTD-4,129.32423105400986,6.774820705892521,0.9990622358570238,0,124.26369606240304,7.642330478153582,124.39540636013508,8.575379731008498,128.32524773522087,5.710376823577725
