GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREACAR,G20PREOMYE,G20PRESLAR,G20PREIWES,G20PREICOL,G20PREIPIE,G20PREIGAM,G20PREIFUE,G20USSRCOT,G20USSDHAR
05003000009,05,003,000009,418.1491305502041,45.49759259918083,2.0153552762869937,0.01040196332230497,1.009820211742822,0.0033812341504649195,6.456521772755246e-4,0.003639495021375129,0.011305876370490704,1.0034451347482576,1.2913043545510492e-4,0.007408120478205363,0,414.2285326041482,42.36762269531523
05003000010,05,003,000010,354.7175851460691,41.96658753840817,1.9984089304003891,0,0.9992044652001946,0.9992044652001946,0,0.9992044652001946,1.9984089304003891,0.9992044652001946,0,1.9984089304003891,0.9992044652001946,351.7199717504685,49.96022326000973
05003000011,05,003,000011,321.5568460221357,78.36218036437134,1.0377092052937673,2.022542148808813,2.0151670564849544,0.015167056484954368,1,0.060251354102580285,1.022542148808813,1.0827935029113933,0.037709205293767326,0.05287626177872169,1.045084297617626,332.0991082090589,74.02321438856467
05003000012,05,003,000012,185.0625481274961,59.422720720889664,0.9701417348445648,0.9701417348445648,0.07581156630548255,0.07581156630548255,0,2.016095035994612,1.0459533011500473,3.0620483371446596,0.9701417348445648,1.1217648674555298,1.9402834696891296,203.35902658405857,48.18257489030833
05003000013,05,003,000013,44.69098373194614,153.98435331294382,0.002628120893561104,0,1.925001525478815,1.925001525478815,0,1.925001525478815,1.9223734045852539,3.8473749300640687,0.002628120893561104,3.85000305095763,0,65.86074427042598,139.55078405319307
05003000014,05,003,000014,538.6896221184221,73.23074560179516,0.9895209389681068,0.007316116346622291,0.9840198517307481,0.9840198517307481,0,0.9986520844239927,0.00913114545588584,1.0077832298798786,0.9895209389681068,1.9753558198081185,0.014632232693244582,547.6811209364565,67.24342666793393
05003000015,05,003,000015,142,11,0,0,0,0,0,0,0,1,0,1,0,144,10
05003000016,05,003,000016,345.282722513089,47.12565445026178,2.0034904013961605,0,2,0,0,0.006980802792321117,0,0,1,0.0034904013961605585,0,344.28970331588135,49.12216404886562
05003000017,05,003,000017,22,3,0,0,0,0,0,0,0,1,0,0,0,23,2
05003000018,05,003,000018,83,5,0,0,0,0,0,0,0,0,0,0,0,80,6
05003000019,05,003,000019,33.99629876797998,22.99719240583986,0,2.928796423094343e-6,0,0,2.928796423094343e-6,0.9998729644686679,0,0.9998729644686679,0,0.999875893265091,0,39.9955511987741,19.997550082062475
05003000020,05,003,000020,211.00370123202,39.00280759416014,0,0.999997071203577,0,0,0.999997071203577,1.2703553133210205e-4,0,1.2703553133210205e-4,0,1.000124106734909,0,216.0044488012259,31.002449917937525
05003000021,05,003,000021,85.03673527955986,84.24023591451034,0,0,0,0.998118883714114,0,0,0.04978121031559566,2.994356651142342,0,0.998118883714114,0,101.15598104993248,66.1745335870251
05003000022,05,003,000022,22.963264720440133,7.759764085489665,0,0,0,0.0018811162858860682,0,0,0.9502187896844043,0.005643348857658205,0,0.0018811162858860682,0,25.844018950067525,5.825466412974906
05003000023,05,003,000023,6.926573426573427,3.958041958041958,0,0,0,0,0,0,0,0,0,0,0,7.916083916083916,2.9685314685314683
05003000024,05,003,000024,41.07342657342657,5.0419580419580425,0,0,1,0,1,0,0,1,0,0,0,40.08391608391609,8.031468531468532
05003000025,05,003,000025,18.755440442613782,68.11186266001847,0.9871284443480938,0,0,0.9871284443480938,0,2.9613853330442814,0,2.9613853330442814,0,0,0,29.61385333044281,48.3692937730566
05003000026,05,003,000026,5.244559557386219,3.8881373399815304,0.01287155565190624,0,0,0.01287155565190624,0,0.038614666955718725,0,0.038614666955718725,0,0,0,5.386146669557188,3.630706226943406
05003000027,05,003,000027,27.089116659689843,51.37591090630832,0,0,0,2.802322413071363,0.9341074710237877,0.9341074710237877,1.8682149420475753,0,0,1.8682149420475753,0,34.56197642788015,47.639481022213175
05003000028,05,003,000028,8.910883340310157,9.624089093691676,0,0,0,0.1976775869286369,0.0658925289762123,0.0658925289762123,2.1317850579524245,0,0,0.1317850579524246,0,10.438023572119855,10.360518977786827
05003000029,05,003,000029,40.015419708953075,99.9192547254235,0.9989880423165907,0.9989880423165907,2.998327493200734,0,2.998327493200734,5.9939282538995435,4.9949402115829535,5.9939282538995435,0,6.992916296216134,0.9989880423165907,58.00811140065941,102.90940202111845
05003000030,05,003,000030,40.984580291046925,15.080745274576504,0.0010119576834093777,0.0010119576834093777,1.0016725067992658,0,1.0016725067992658,0.006071746100456266,0.0050597884170468874,0.006071746100456266,0,0.007083703783865644,0.0010119576834093777,48.9918885993406,10.090597978881544
050050001-1,05,005,0001-1,602.3831460674157,108.41011235955057,0.9426966292134832,0.9426966292134832,1.8853932584269664,0,0.9426966292134832,0,5.656179775280899,1.8853932584269664,0,0,0.9426966292134832,597.6696629213483,107.46741573033708
050050001-2,05,005,0001-2,651.1721044516601,160.73916335326177,6.2057553530459195,0.9979547120593114,4.079029680513266,2.039514840256633,0.043605416138010174,0,2.039514840256633,0,3.0810749684539545,0.043605416138010174,0,655.4255557967253,151.4087276156239
050050001-3,05,005,0001-3,318.82789554833994,111.26083664673824,4.7942446469540805,0.002045287940688567,1.9209703194867338,0.9604851597433669,0.9563945838619898,0,0.9604851597433669,0,1.9189250315460453,0.9563945838619898,0,324.5744442032746,103.59127238437611
050050002-1,05,005,0002-1,601.708864550672,112.15736039751421,2.007549018087479,0.9999283551975856,2.0017797873182483,2.0017797873182483,0,0.9999283551975856,1.9998567103951712,0.9999283551975856,1.0018514321206626,0,2.0017797873182483,605.7220395099239,99.1409840876379
050050002-2,05,005,0002-2,616,138,9,0,3,1,0,2,5,1,1,0,1,614,137
050050002-3,05,005,0002-3,369.04312166756597,94.00805025552604,3.000143289604829,7.164480241439077e-5,2.000143289604829,1.4328960482878154e-4,1,7.164480241439077e-5,1.0001432896048288,7.164480241439077e-5,1.0000716448024145,0,1.4328960482878154e-4,378.0434115014826,80.00711496744631
050050003-1,05,005,0003-1,388.9478456062344,85.54863100290578,3.9790060931584086,0,0.9947515232896021,0.9947515232896021,0,0,0,0,0.9947515232896021,0,0.9947515232896021,395.91110626926167,76.59586729329936
050050003-2,05,005,0003-2,249.30039279938285,55.28600648943834,2.013302560354881,1,1.0033258803901195,0.0033253997873209755,4.806027986045174e-7,1,2.0000009612055973,1,0.0033273221985153935,0,0.0033253997873209755,247.32367348151087,56.256072604721666
050050003-3,05,005,0003-3,741.8796984115068,224.35748700387927,11.007009549095672,1,5.010514323643507,2.003504774547836,0,1,4.003504774547836,0,4,0.0070095490956717625,1,764.9077366078894,208.31893448385307
050050003-4,05,005,0003-4,197.00086440653942,33.00011834137147,4.0000051452770204,0,1.0000025726385102,0,2.572638510177123e-6,0,2.0000051452770204,1,1.0290554040708492e-5,0,0,199.00087984237047,36.00009004234786
050050004-1,05,005,0004-1,1032.355310694534,380.07739071436964,20.469557077519738,2.9217273707525915,6.81736386508938,2.9217273707525915,1.9478182471683945,0.9739091235841972,6.8348293473409765,1.9652837294199907,4.904476582424179,3.895636494336789,1.9478182471683945,1060.5986752784754,352.61581494924457
050050004-2,05,005,0004-2,407.9270148789873,133.02737500856315,1.5715380775621368,0.10326531985392412,0.23262151612365106,0.08660352611624705,0.05218175283160568,0.02609087641580284,1.172942220265543,1.0258260444488516,2.0610811715758293,0.11269440253204989,0.06051264970044421,408.92524630424185,121.47844160183605
050050005-1,05,005,0005-1,412.00475154913477,186.00145650501116,8.000035815696995,1.0000119385656652,1.0000477542626607,0,1.1938565665159304e-5,1.1938565665159304e-5,5.00002387713133,1,1,2,3.0000119385656654,439.0048231805287,159.0013013036575
050050005-2,05,005,0005-2,339,154,9,3,2,0,0,1,1,2,2,0,1,355,139
050050005-3,05,005,0005-3,47,10.999999999999998,1,0,2,0,0,0,0,0,0,0,0,45,12
050050005-4,05,005,0005-4,216,84,10,3,1,0,0,0,2,0,1,0,0,213,89
050050006-1,05,005,0006-1,758.3001633503686,269.21010946006186,8.203715093945725,1.0506167154674613,1.003247628458075,1.072344212012751,0,0,1.0313855226193889,6.028392472061691,1.0506167154674613,0.02813789416131393,1.037795920235413,781.7061031372241,230.8655105192833
050050006-2,05,005,0006-2,464.9499743252549,119.40531073917623,6.828336894134395,0.9750248749966353,0.0031627691579491405,1.9468869808353213,0,0,0.9750248749966353,0.9908387207863809,0.9750248749966353,0.971862105838686,0.9750248749966353,476.68506328595197,110.53836655862598
050050006-3,05,005,0006-3,209,50,2,0,1,2,0,0,2,2,0,0,0,204,57
050050007-1,05,005,0007-1,748.0741726362262,277.224662428521,7.8242499402871175,2.878578799972269,5.944112688867499,1.0210631973445645,0.0011721484307681718,0,3.9240218687548998,1.9440184789682964,1.968984424621747,1.0831862022470902,0.9595262666574229,776.3968323342963,242.67916211988782
050050007-2,05,005,0007-2,358.6009332838882,110.17274509904709,2.7040992483316715,0.8947198892215533,3.6087889278867307,0.009969790333505698,0.8947198892215533,0.8947198892215533,1.7994095687766125,0,0,0.019939580667011396,0.8947198892215533,364.0490109418855,98.43171884549834
050050007-3,05,005,0007-3,274.77458976652565,107.42432746402672,2.170183205834262,0.10904584959104535,3.1997845632740045,0.9249780656815383,0.1052681722127815,0.10683457067462496,1.1392920874853651,0.0014741859442802612,0.0014741859442802612,1.8492190383909364,0.10600526518492162,282.83403346536437,95.84146269296647
050050008-1,05,005,0008-1,950.3728092819754,245.70248107282478,4.879874936957482,3.905597744874475,0.9743369119000551,2.9229211559745933,0,2.98599085239166e-5,0.9826765888998816,2.9229211559745933,3.8972282079661245,0,1.956953780982889,971.7827842740578,213.58328902638422
050050008-2,05,005,0008-2,130,24,2,1,3,0,0,0,0,0,0,0,0,129,28
050050008-3,05,005,0008-3,112.00000000000001,42,0,1,0,1,0,0,0,0,0,0,1,114.00000000000001,41
050050008-4,05,005,0008-4,216.30480051376588,66.06853587464664,0.003446332898468572,1.0009024759376322,0.9995127977268362,0.0020355082377342265,0,0.9984037416296326,0.9991898827133671,0.0018740507309996423,0.0024987343079995233,3.2291501346916795e-4,0.0012493671539997617,224.30706514555084,52.068492901216715
050050008-5,05,005,0008-5,67.77443629506737,25.526649220495738,1.0849496570773975,1.0662917902619526,0.018657866815444832,0.055973600446334495,0,0,1.0103181898156182,0.055973600446334495,0.07463146726177933,0,1.028976056631063,65.20992839600665,28.877580907586754
050050009-1,05,005,0009-1,720.6813450127651,220.8014694093767,5.253004170658939,3.0942172305047952,7.187848386794206,0.031991817716982514,1.998827851569232,0,1.127381196652546,1.0633975612185809,0.06398363543396503,0.031991817716982514,1.0314057435015984,749.5926976485268,188.6999240899592
050050009-2,05,005,0009-2,628.9709960435556,177.3019437902043,4.9983847068878955,2.977190020735932,2.0109775724865746,0.9923966735786439,0,0.9923966735786439,2.005227574488067,0.00583941605839416,0,1.9847933471572878,0.9923966735786439,632.9375773406547,167.39867207818108
050050009-3,05,005,0009-3,89.30878867865908,18.255596871614493,1.0322653626079286,0.02280921636386156,1.009456146244067,0.007603072121287186,0,0.007603072121287186,0.015206144242574372,0,0,0.015206144242574372,0.007603072121287186,90.33345096914572,15.196816144397143
050050009-4,05,005,0009-4,181.35504706282117,41.07237555535453,2.9305137596363675,3.6950439612876453e-05,1.9447106943278918,2.543000688688067e-7,0,2.543000688688067e-7,1.9514433459849394,3.6187539406270034e-05,0.00673265165704753,0.0033487406589583677,2.543000688688067e-7,179.40393093049133,46.89613318550599
050050010-1,05,005,0010-1,322.72160341926974,113.55471635680435,3.9228060512589065,2.1024477405087105,0.9744292124914171,0.15358931552587646,0.3071786310517529,0,0.9869738131380361,0,0,1.28160784354317,0,326.8485163796577,108.77936971594659
050050010-2,05,005,0010-2,616.4536133383898,148.08569220038282,12.003999973108469,0,1.9985889936869334,0.9992944968434667,0,0,3.0041164960238342,0,0,0.9992944968434667,0,606.4482023589683,151.10539121014023
050050010-3,05,005,0010-3,319.6536440484135,67.2295323463953,4.122007933623779,0.04158383193053734,0.08456247284013306,7.055031565333164e-4,0.04157303370786517,0,2.2053852444141016,0.12422031702078563,0,0.062322276675452336,0.04157303370786517,315.7775352761012,73.76145957082974
050050011-1,05,005,0011-1,204.9408365346873,83.26300773923246,4.1983996356605635,0.14034638663751425,0.2680906519188312,0,0,0,2.412970795884832,0.14034638663751425,2.1448801439660006,0.9417921019741107,0,204.51668053882167,79.2530885890474
050050011-2,05,005,0011-2,490.13302651273904,142.34227427369356,4.9034620505992015,1.9613848202396804,0.9826044560089415,0.9806924101198402,1.9972699877037954,0,0.0038240917782026767,1.0165775775839552,1.9632968661287817,0,0.9806924101198402,484.43594607289697,137.11010957825002
050050011-3,05,005,0011-3,267.59557709675664,75.52100208322166,2.6824189350103333,0.8297666795544227,0.8297666795544227,0,0,0,1.7560928072823783,0.8297666795544227,0.9263261277279554,0.048279724086766326,0,273.30738440546406,70.39756283363482
050050011-4,05,005,0011-4,175.0708213048117,46.08238557792381,0.11861461816810794,0.03542540294532663,0.898582445486879,0.013981358189081226,0.02796271637816245,0,1.7823620583562003,0.021444044756245405,0.9257236874365649,0.006579941880302317,0.013981358189081226,178.5345656808093,43.31654763974261
050050011-5,05,005,0011-5,47.40597014925373,14.38955223880597,1.0134328358208955,2.0044776119402985,1.0044776119402985,0,0,0,0.008955223880597015,1.0044776119402985,0.004477611940298508,0,1,45.43731343283582,20.36268656716418
050050011-6,05,005,0011-6,31.848983917587432,4.974051188607022,5.435220135512092e-4,1.0870440271024182e-4,0,0,1.0870440271024182e-4,0,0,0,0.9945054945054945,0,0,30.854366627943218,5.968992737017761
050050011-7,05,005,0011-7,30.175824175824175,3.0274725274725274,0,0,0,1,0,0,0,0,1.0054945054945055,0,0,34.17032967032967,1.032967032967033
050050011-8,05,005,0011-8,72.85734537314268,24.019780116115456,0.09587693715331388,0.01791044776119403,0.04600751034101523,0,0,0,0.06391795810220927,1.0120710317027999,0.01791044776119403,0,0,74.94294261277443,20.01996628152133
050050011-9,05,005,0011-9,190.99992062116004,54.99997714221886,0.9999995844039793,0.9999995844039793,2.999998753211938,0,0.9999995844039793,0,0,0,0.9999995844039793,0,0,208.9999131404317,40.99998296056315
05007000001,05,007,000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05007000002,05,007,000002,376.2397427515728,94.30860346804832,7.276383272259163,2.3583539032110603,0.9922295597004682,0.19911015174584037,0,0,1.184705478805884,0.0022114108801415304,0.015479876160990714,0.19468732998555732,0,377.94438747022826,101.20656146595284
05007000003,05,007,000003,465.9210534196768,552.9024468672336,21.996128132160518,7.99856868867174,0.9998198013177029,0.9998300794478201,1.0278130117168864e-5,3.9992792052708115,1.999649880765523,3.9992894834009287,4.999119562848748,1.999649880765523,4.999099006588514,509.91312467765573,538.904990205046
05007000004,05,007,000004,812,267,11,4,2,0,1,2,5,2,4,1,0,830,273
05007000005,05,007,000005,852.2574405936444,479.85287611203495,11.952478014359752,1.9906544909126902,0.0171021377672209,0.9867761765727346,0.004275534441805225,0.9910517110145399,5.933483662761824,0.9953272454563451,1.9906544909126902,1.9778278875872746,0.9953272454563451,869.1138707497753,462.05242512374946
05007000006,05,007,000006,616,159,11,0,3,0,0,1,2,0,1,0,3,619,171
05007000007,05,007,000007,515.6579307948921,206.67611200481593,10.934830502532815,0.002936857562408223,0.9964641279963964,3.969546982758212,3.9679217413428796,0.9921372479698484,0.9950741055322565,1.9841176833055683,0.9919804353357199,0.001703647732396828,1.9868977282338478,514.6958677793998,218.56094446732305
05007000008,05,007,000008,749,320,39,0,2,13,1,1,7,0,1,0,1,778,339
05007000009,05,007,000009,572,246,17,3,0,5,1,1,9,2,2,1,2,587,265
05007000010,05,007,000010,614.0192626142276,241.84366707905346,10.144383566431896,3,3.0333192845612067,0,2,0.011106428187068917,3.0333192845612067,0,5,2.011106428187069,2.011106428187069,624.1192204679112,242.84366707905343
05007000011,05,007,000011,866.1055222430316,326.0164779933784,25.07988723871425,3.9974897219921597,0.022056109906904247,4.996862152490199,1.9987448609960798,2.0060968976317146,4.019545831899064,0,0.9993724304980399,2.0060968976317146,1.0067244671336748,880.1629045997248,347.0032990338372
05007000012,05,007,000012,827.7564702044291,333.5749322672999,25.21901931295269,1.0127588831997218,1.932012585707,0.009350518069244376,0.9753568109227444,3.882726207552489,2.8980188785605,0.9660062928535,5.8147387932594885,1.9413631037762444,0.9660062928535,849.9746149400596,330.74236701522415
05007000013,05,007,000013,764.4766336596708,321.92656636662326,14.636250563891592,5.17528475565796,0.14677197139423362,1.219591777420237,0.9963994065288834,1.8755805240613033,0.5895080175835452,0.7492179642966231,3.3562296304849197,0.9988360463689052,0.04973620374475183,768.053753290882,326.6057841025587
05007000014,05,007,000014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05007000015,05,007,000015,442.0332912612756,82.00835441498204,1.0004240099282393,2.5725031624789895e-4,5.866839056524512e-6,0,0,6.284586929784361e-5,1.0001315585776522,6.284586929784361e-5,2,1,5.866839056524512e-6,439.03263346838736,85.00897282935722
05007000016,05,007,000016,455.4413605965763,88.38408323814306,4.9716633277041575,1.97979797979798,0.005115779586740321,0.98989898989899,1.97979797979798,0.0017052598622467737,0.9950147694857302,0,3.95959595959596,0.0017052598622467737,0.9916042497612367,473.2748897535184,83.43458828864811
05007000017,05,007,000017,459.1455553363178,89.51072219113455,8.297940279574322,1.0487044373778556,1.0528575692842914,0.024355152108456075,0.013468013468013467,0,1.0419704306438489,0,0.026936026936026935,0.01762114537444934,1.0419704306438489,454.61921969921417,98.24792446604516
05007000018,05,007,000018,853.6001617711979,478.2933621061353,17.824597345570258,0.9902554080872367,0,3.9610216323489467,0.9902554080872367,1.9805108161744733,0.9902554080872367,0,1.9805108161744733,1.9805108161744733,0,883.3078240138151,434.72212415029685
05007000019,05,007,000019,488.5373806038236,125.25789836600605,6.017063037574943,4.000579098084272,8.304815614633668e-4,8.304815614633668e-4,0,1.0007676356921655,2.000704789822868,1.0007676356921655,0.0024914446843901004,0,0,478.5305347284634,134.27394238441164
05007000020,05,007,000020,683.4319506119591,319.73424590033176,20.98255988720927,0.9991695184385366,0.9991695184385366,0.9991695184385366,0,0.9991695184385366,0.9991695184385366,0.9991695184385366,2.99750855531561,0,0,674.4394249460122,339.71763626910246
05007000021,05,007,000021,897.2311076810067,450.9545296165227,15.905035276931297,1.8711806208154467,2.8067709312231703,0.9355903104077233,0.9355903104077233,0.9355903104077233,1.8711806208154467,1.8711806208154467,3.7423612416308933,0.9355903104077233,2.8067709312231703,937.4614910285388,402.303833475321
05007000022,05,007,000022,747,469,21,3,0,0,0,0,4,1,4,1,1,771,456
05007000023,05,007,000023,672.7743038593063,174.89106008793357,11.726917440156326,2.090864680019541,0.09086468001954079,0.18172936003908158,0,1.0908646800195407,0.18172936003908158,0.09086468001954079,1.3634587200781632,0,0.18172936003908158,667.0454323400097,186.16609672691743
05007000024,05,007,000024,1050.2526951198342,443.1529820467797,8.942548965069545,0.9936165516743939,0.9936165516743939,4.9680827583719696,0,0,2.9808496550231816,0.9936165516743939,6.9553158617207576,2.9808496550231816,0,1078.0739585667172,401.42108687645515
05007000025,05,007,000025,902.6355397205498,370.96966861274365,7.310630896852855,0.9133073574259237,0.9133073574259237,1.8391308271882412,0,0.9091353199804592,1.830786752297312,0.9133073574259237,3.6657455420400886,0.012516112336393742,1.8182706399609183,935.4812282883192,323.5194064010503
05007000026,05,007,000026,447,296,14,3,0,1,0,1,0,0,3,0,1,446,296
05007000027,05,007,000027,538.6115813478139,340.12519194370793,14.432481848914682,4.50611004417886,3.60427233498393,0.004104669061056952,0.001026167265264238,0,3.6073508367797222,1.8016230838593328,2.7044869603195276,0.001026167265264238,0.001026167265264238,568.3609379113286,318.4923747629475
05007000028,05,007,000028,868,481.99999999999994,23,4,0,2,0,1,0,1,0,1,2,873,490
05007000029,05,007,000029,751.0141613327618,451.4288016083017,14.133778769826606,0.031559963931469794,0.025247971145175834,2.6311475409836067,0.8770491803278688,0.8770491803278688,0.9022971514730447,0.8896731659004568,1.7730343390146197,0.8770491803278688,0,770.5175390619227,424.0887891912667
05007000030,05,007,000030,889.406488159713,551.0020399664276,21.348649063780208,2.6753713382019484,1.2745418547341794,4.136135628624043,0.9992593307852402,0.14052579573560406,4.342582744957702,0.10279531109107304,2.2940939180942075,0.9989738327347357,0.9989738327347357,913.7898015428206,536.8461038465903
05007000031,05,007,000031,705.6148549727498,351.794278830699,19.563108159080166,1.8026546551161369,0.007520633227548989,0.8938066943305195,0.8787654278754214,1.772572122205941,3.5578807557345615,0.004629629629629629,6.180288150471937,0,0.004629629629629629,736.6135179473316,334.06445386938105
05007000032,05,007,000032,520,526,27,4,0,0,1,0,5,2,2,1,0,560,507
05007000033,05,007,000033,1297,374,34,0,2,0,1,2,3,2,3,1,2,1293,409
