GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRECCAS,G16PRELJOH,G16PREGSTE,G16PREOTH,G16USSRJOH,G16USSDFEI,G16USSLAND,G16USSOTH
55021000759,55,021,000759,136,157,0,13,2.9999999999999996,1.9999999999999998,130,169.99999999999997,11,0
55021000760,55,021,000760,153,177,1,15,4,2,146,190,13,0
55021000761,55,021,000761,160.80053908355794,218.84097035040432,1.902964959568733,18.078167115902964,6.660377358490566,5.708894878706199,144.6253369272237,250.23989218328842,14.272237196765499,0
55021000762,55,021,000762,154.0019931752377,147.00137204621012,0,9.00012051757251,7.000064894077506,5.000055623495005,141.00175214009266,162.00172432834515,11.000074164660008,0
55021000763,55,021,000763,164,156,0,10,6,3,150,172,10,0
55021000764,55,021,000764,101.50789278064345,129.37109193879832,2.0078621173474214,13.042455433676077,5,7.001572423469484,103.50632035717395,137.4104025255354,10.023586352042264,1
55021000765,55,021,000765,85,108.00000000000001,0,10,3,3,86,116,8,0
55021000766,55,021,000766,183,232,2,21,7,7,185,247,16,0
55021000767,55,021,000767,181,230,2,22,8,9,184,245,17,1
55021000768,55,021,000768,163.08601887990196,164.95517978545365,0.9615444201423433,16.296179203024916,10.537505669350551,8.623083818576523,154.4552310706493,194.66964592291805,13.419249933274028,0
55021000769,55,021,000769,170.21542379522003,215.41386966174738,0.9616690609899438,20.19505028078882,6.731683426929606,5.770014365939662,172.13876191719993,229.83890557659655,15.3867049758391,0
55021000770,55,021,000770,76.86841508585923,96.80628015486269,0.9984228274775788,8.982860812806948,3.990419493808913,2.992978211161755,77.86585636850637,104.79120891260727,7.9832928496938775,0.9976048734522283
55021000771,55,021,000771,203,218,2,19,6,7,192,247.00000000000003,14,0
55021000772,55,021,000772,164.40744205717294,145.0208421453908,0.05306462425710395,9.281148515001563,4.089578479384848,2.12438617607808,153.1611012388646,159.44049607175197,10.22394619846212,0
55021000773,55,021,000773,158.94533762057878,217.9549839228296,1.9035369774919615,19.035369774919612,6.662379421221865,6.662379421221865,144.66881028938906,248.41157556270096,14.27652733118971,0
55021000774,55,021,000774,182,248,3,22,8,8,164,284,17,1
55021000775,55,021,000775,248.92055267702935,305.67443868739207,1.991364421416235,19.91364421416235,7.96545768566494,4.978411053540587,256.8860103626943,319.61398963730574,11.94818652849741,0
55021000776,55,021,000776,191.00073535010392,242.00048302408788,2.000025232601606,22.000061279175327,8.000007209314743,7.000032441916351,194.0007786059924,258.00052267531896,17.000043255888468,0
55021000777,55,021,000777,0.47427891945920997,0.35653614717802334,0.015233267318564274,0.04274090848868201,0.007914777134334437,0.023952460753002343,0.49763509326210775,0.3843813035648419,0.030595920503830407,8.044163001036296e-4
55021000778,55,021,000778,145.97587825936557,135.9707332376672,1.9994661845376165,10.99862683475895,2.001810414240705,7.998646148051495,143.97172361542178,152.97088426564312,3.0054505560146616,0.9997330922688082
55021000779,55,021,000779,163.11680340466575,143.37229900857284,1.976648386094262,12.84803392243618,4.9288957718993975,8.891953371704039,155.22799605460952,166.0955494947756,10.849767245845241,0.9864081449592124
55021000780,55,021,000780,101.55712183739791,94.07649815958506,1.0124659407599372,7.19478915484118,0.1637054056438069,4.131159377085949,100.29965487694797,105.53769178657775,2.2837916639818614,0.013858762771979366
55021000781,55,021,000781,96.56320513481562,119.12320553181029,2.025033704939792,12.029290732992084,4.987619134428546,8.008242082307701,96.62124265320601,127.14112053384972,9.018340704844663,0.9955892429393626
55021000782,55,021,000782,205.27571445553798,135.71100405109132,6.9790597980038775,17.08926415628057,2.002947127222943,9.060277945584582,217.15993527815462,146.92970019397734,11.992096031592487,0.0036063407605337744
55021000783,55,021,000783,123.50126895860453,145.313595115953,1.002980729850427,11.01996524864022,3.0153535794085196,3.005736494622662,112.48130370996431,164.32855494903907,9.030032263582463,0.003205694928619178
55021000784,55,021,000784,287.97272744835146,253.1054177077961,2.0008112414052213,18.00847453577714,7.996022334358425,5.003743433516458,269.96425291257435,278.1283775872665,18.9984075208349,0.9967943050713808
55021000785,55,021,000785,99.25053470733357,155.11238975421298,0.0022234072078308837,9.922163041363175,1.8055456033440984,3.6099795030842814,98.34942946106739,166.83787499171243,5.412189995616634,0
55021000786,55,021,000786,225.44266577630384,212.6960366454223,3.004338358205976,17.048643293599113,5.008734300995289,8.022094883113233,224.43821224893117,231.74456476985475,10.03100193785853,0
55021000787,55,021,000787,109.84126806835168,169.86390822211624,1.0104823953215396,11.936442770076274,2.9933589542957995,7.944298467005291,108.85596650442403,182.79798357182247,6.959947856811575,0.9849845793496682
55021000788,55,021,000788,147.34859138778342,139.4372576219964,0,7.911333765787029,5.9335003243402715,2.9667501621701358,134.4926740183795,153.28209171212367,8.900250486510407,0
55021000789,55,021,000789,71.76158479867233,67.09356421516337,0.9933163853933735,4.108068758665449,3.0525355038450193,4.03548241100055,65.53208005212818,74.440819085955,6.042854138262983,0
55021000790,55,021,000790,119.97599950327806,106.34878587394633,1.1442216106529328,5.72321559484589,1.405663741478889,2.116115506231039,110.22160866519017,120.68343522117591,5.721529561580909,0
55021000791,55,021,000791,304.82489275804915,246.14646904880934,0.03292212755562522,13.488267589614901,1.4058917800579072,5.075012787432679,278.451782124211,283.0096527824595,14.762470859450309,0
55021000792,55,021,000792,183.77522483300277,196.13528618793117,2.9073482474948706,17.478442122243283,6.7898748075952184,7.758990890093508,173.05028413771157,223.34126251580048,12.626799479644646,0
55021000793,55,021,000793,306.11011158892546,188.64525256629975,0.06401817799908681,17.313263826058705,3.1324169155459045,3.1523267905290724,273.9688336579055,224.12019043922209,14.229243766578303,0
55021000794,55,021,000794,147.07188929105587,171.8558491299079,1.0890663921500838,14.808324261934356,4.307842587915233,5.250734405707977,139.30656798973357,185.35947789921767,12.62974985336099,0
55021000795,55,021,000795,120.05666464455834,147.62651422347935,1.0153296281421849,10.03346010025731,4.996272009898138,4.00278531894267,124.88011055724965,154.75917656460473,6.064441253080471,0
55021000796,55,021,000796,230.95304966865154,205.84687237920394,3.8773712568436443,12.634020395447983,4.856312052356021,6.795375714288568,213.5042419781336,233.00165000845732,12.626242597244683,0
55021000797,55,021,000797,153.32458130902745,177.2032542587936,2.0003045626535454,16.018183944562654,5.003414959070808,3.003567240397581,146.29084538237848,190.24078584783032,14.01514968880878,0
55021000798,55,021,000798,226.04817762082553,184.39678267289378,1.0265574224722964,11.305825025400535,2.1096303287779286,4.123566880844224,205.9612792564695,210.73338610388873,11.228450124792909,0
55021000799,55,021,000799,226.05466237942122,244.04501607717043,3.0964630225080385,20.964630225080388,7.337620578778135,8.337620578778136,212.33118971061091,276.58842443729907,15.72347266881029,0
55021000800,55,021,000800,119.69115310339463,96.30962552040592,0,5.567030376902076,0.5567030376902076,1.6701091130706227,109.11379538728069,110.78390450035131,6.123733414592284,0
55021000801,55,021,000801,0.03402225946071642,0.032195560966181314,0,0.00182669849453511,0.0013700238709013323,6.850119354506662e-4,0.03105387440709687,0.03539228333161776,0.0020550358063519984,0
55021000802,55,021,000802,24.55804817456064,19.760662019530187,0,1.1422347988167738,0.11422347988167739,0.34267043964503213,22.387802056808766,22.7304724964538,1.2564582786984513,0
55021000803,55,021,000803,188.03273154824277,161.0712199408741,0.8886894660803681,15.637316816814735,1.7127558922663144,3.198926435770079,175.65950381926862,186.77193222610532,5.541474925407001,0.032311519947210994
55021000804,55,021,000804,276.98197288355584,256.94078643004406,4.11158034000768,18.36416711666953,6.287783719909783,5.801748079450042,266.3549308064419,284.24182788438515,8.459604298945193,0.967688480052789
55021000805,55,021,000805,99,154,1,11,1,3,99,166,7,0
55021000806,55,021,000806,101.67369195054829,157.63462677298278,0.048602665561654275,10.015127407889569,1.8540704370446859,3.6838395413085445,100.78310873119719,169.45522195235534,5.465005980010749,0
55021000807,55,021,000807,136.04702405795103,144.22709444601617,1.9352161486445774,11.112515201988025,3.341970422707807,5.753871322719155,135.82369710291798,156.7313485014171,6.155478970834267,0.015015420650331788
55021000808,55,021,000808,194.34517289550143,134.11085462111274,0.006683614606626527,11.74403421314223,6.338613045626529,5.43093611772087,170.8868640175861,168.356929900297,7.273024431958693,0
55023000810,55,023,000810,19,16,1,3,5,2,20,25,0,0
55023000811,55,023,000811,286.52972470268674,214.69314388308936,2.972775903090655,21.354722845647288,0.9272633328848591,6.681829234630092,281.0658024523728,224.37541521010564,16.400096340496198,0
55023000812,55,023,000812,80.33974075034476,93.55068298796535,2.01001675450573,8.116821403987833,4.050735263397425,3.0073496931621038,77.2863384256037,102.71088996218849,8.116821403987833,0
55023000813,55,023,000813,99.44956140350877,115.20394736842105,0.9846491228070176,8.861842105263158,3.93859649122807,0.9846491228070176,95.5109649122807,127.01973684210526,8.861842105263158,0
55023000814,55,023,000814,18.982885909134364,21.980183684260844,0,0.9990992583754928,0,0,17.98378665075887,23.97838220101183,0.9990992583754928,0
55023000815,55,023,000815,17.76063829787234,28.61436170212766,0,0,0,0,19.73404255319149,25.654255319148938,1.9734042553191489,0
55023000816,55,023,000816,111,55,0,9,0,2,96,75,7,0
55023000817,55,023,000817,156,92,1,9,4,1,156,97,3,0
55023000818,55,023,000818,82,49,1,5,3,2,83,51,3,0
55023000819,55,023,000819,52,70,0,4,0,0,54,68,4,0
55023000820,55,023,000820,208.23936170212767,183.38563829787233,4,20,3,2,199.2659574468085,203.34574468085106,18.02659574468085,0
55023000821,55,023,000821,95,119,1,11,1,2,86,131,9,0
55023000822,55,023,000822,72,83,1,9,0,0,70,86,9,0
55023000823,55,023,000823,38.14516129032258,24.838709677419352,0,0,0,0,35.483870967741936,23.951612903225808,3.5483870967741935,0
55023000824,55,023,000824,155.21804511278194,86.56390977443608,1.9899749373433582,10.94486215538847,0.9949874686716791,3.9799498746867163,142.28320802005013,109.4486215538847,6.964912280701754,0
55023000825,55,023,000825,33,47,0,4,0,3,38,48,1,0
55023000826,55,023,000826,203.38093412518464,166.52836439532317,2.9347901188876975,14.967427982193964,0.04192534110792515,3.1024914833193984,190.99891300553466,186.56879113424196,10.076111117381135,0
55023000827,55,023,000827,130.1251652161236,141.09334355100745,2.001272866604647,6.009334355100743,5.000424288868216,3.0029700220775095,117.12304377178253,151.0971621508214,16.007212910759666,0
55023000828,55,023,000828,154,149,2,12,6,4,148,165,12,0
55023000829,55,023,000829,178,214,2,12,1,5,188,204,12,0
55023000830,55,023,000830,188.0526455858847,228.03926111489707,2.0005353788395053,9.003926111489706,4.000178459613169,6.001249217292179,181.05175328781885,228.0408672514156,15.003033813423865,0
55023000831,55,023,000831,0,0,0,0,0,0,0,0,0,0
55023000832,55,023,000832,20,13,0,0.9999999999999999,0,0,19,14,0.9999999999999999,0
55023000833,55,023,000833,113,114,2,6,3,3,113,122,5,0
55023000834,55,023,000834,242.8548387096774,194.16129032258064,0,17,0,5,234.51612903225808,214.0483870967742,12.451612903225806,0
55023000835,55,023,000835,114.2278119370121,117.26518595935276,1.0053341226872523,7.022237232373517,4.010668245374505,4.008001184030879,93.21891001135673,132.29099099469443,18.022237232373516,0
55023000836,55,023,000836,34,16,1,0,0,0,31,17,1,0
55023000837,55,023,000837,135,173,5,13,6,5,140,193,9,0
55023000838,55,023,000838,158,109,3,13,2,2,135,138,12,0
55023000839,55,023,000839,74.51621621621622,45.27567567567568,0,6.602702702702703,0,0.9432432432432433,78.28918918918919,45.27567567567568,4.716216216216217,0
55023000840,55,023,000840,31.259640102827763,18.75578406169666,0.781491002570694,3.125964010282776,0.781491002570694,0.781491002570694,32.041131105398456,19.53727506426735,2.3444730077120823,0
55023000844,55,023,000844,180.1342575599491,151.6474640172752,0.9461925898724749,9.448749918746534,7.5212287923930115,0.9593685698506897,161.34655755560783,168.57791478848011,11.323567125187196,0.9418005965464032
55023000845,55,023,000845,259.9497437886124,175.16094376809266,2.064831152655269,17.632090859790253,5.48244578844957,5.0663534960473795,249.71907088874073,189.263564224471,17.738900749136683,1.0581994034535969
55025000846,55,025,000846,232.04160716601294,296.35550067245526,4.072184638697926,25.848708403926107,7.125231374102126,5.051609366661763,216.7730982581342,325.1881285400931,19.474667342090342,0.9976437001999147
55025000847,55,025,000847,231.73630387412908,296.2704644466714,3.911161246820744,24.44475779262965,6.844532181936302,2.933370935115558,217.0694491985513,326.5819641095321,18.578015922398535,0
55025000848,55,025,000848,155.36989140315475,352.2607728745623,1.1204304085705254,13.576641994468156,3.202118658369065,3.3230372900528344,147.09352668037482,365.80849968243604,13.56340408640871,0.039228725407534776
55025000849,55,025,000849,148.05756683054497,335.44637148810534,2.88246305766821,13.458784658737795,4.804560745464901,7.687023803133111,141.33364229339068,347.95162551723985,13.45194991846953,0.9603653698715191
55025000850,55,025,000850,184.9436934169451,276.7235105656187,1.1630113704140017,17.871494544721934,5.569139873521312,10.97436012692087,197.24515506805164,295.0207873456292,7.649365221671889,0.08123347915436856
55025000851,55,025,000851,108.3778831498947,157.3006144325235,1.9918001668889804,11.025920795206774,3.9888610654311005,9.9853044927106,115.325510441567,168.3580996176491,5.013695172967857,0
55025000852,55,025,000852,128.82891410607095,271.0851609171985,2.8833522939463476,11.535982933363542,2.8839242400748257,7.690369315844789,128.82920007913518,281.66174225763206,7.689511396652072,0
55025000853,55,025,000853,97.07937649339142,204.52617289087254,1.8850298700796373,9.425171566884398,0.9425198720367545,4.712587017691433,97.0793789618899,213.95135926874775,4.712579612196029,0
55025000854,55,025,000854,147.8439101541678,198.2092348091182,0.23559227745876915,10.036827930673976,2.1800729007758464,5.5807260589652525,148.8534748875987,214.18272412025493,2.6074976359110242,0
55025000866,55,025,000866,105.99757174943414,258.1348518617186,0.2202459390927737,11.373496670508583,7.706302101043584,8.083068951411253,101.37646274286057,274.1738830653844,8.158425305880883,0.051533241207941956
55025000869,55,025,000869,130.43225698769703,395.993566098632,0.5629927865616529,14.451116000639566,13.433442220589653,10.524560440630712,121.03810449081632,420.4159150597865,14.763441963094476,0.27445255474452557
55025000871,55,025,000871,70.35506281766635,159.77573646554035,0.12826422087377606,5.250501922634849,4.112782007073214,1.799029867877817,65.3777474090814,172.5921578378279,5.673606893328304,0
55025000875,55,025,000875,159.6444747716191,335.99755207767737,1.0136785571604743,20.075517331611138,6.897696088524972,8.961062986772893,164.8929164770563,354.8073223646392,14.827075626173905,0.9776687732335019
55025000877,55,025,000877,236.1664948110184,319.5197720739447,2.010101562254365,29.469515475374198,3.320629112658262,9.257582572966596,256.2752413716785,333.1696304213541,9.39429412752177,0.027173747641179812
55025000878,55,025,000878,290.86060136706305,301.14841625445473,1.0206315652847955,29.131014065057173,7.03099830451738,9.076846538648885,301.9605152144225,326.1788046314394,12.075224549116607,0.004536906099047536
55025000879,55,025,000879,265.02630833966145,273.03398160539604,2,26.003288542457682,7.000548090409613,11.001644271228841,276.0246640684326,295.0361739670345,11.001644271228841,0
55025000880,55,025,000880,244.98823529411763,252.14117647058825,0.8941176470588236,24.141176470588235,6.258823529411765,8.941176470588236,256.61176470588236,273.6,9.835294117647058,0
55025000881,55,025,000881,269.03641439593343,275.98569447258114,0.992754296663961,25.811611713262984,5.9565257799837665,8.93478866997565,279.956711659237,295.84078040586036,10.92029726330357,0
55025000883,55,025,000883,142.4114253334252,300.2431960851194,1.8141582845022317,18.141582845022317,8.163712280260043,6.349553995757811,142.4114253334252,314.7564623611372,12.699107991515621,0
55025000884,55,025,000884,0.7087996323622127,1.134701165843016,0.0031087703173781262,0.0715017172996969,0.018652621904268755,0.021761392221646882,0.7336697949012377,1.2124204237774692,0.03108770317378126,0
55025000886,55,025,000886,217.14033860843708,388.2443820266091,1.5118477240236177,18.160802647393073,9.610304193990924,9.471638465532402,220.29318006737017,405.6908668063754,12.008799046463293,0.2083513977684192
55025000887,55,025,000887,161.58974076631688,236.00365345263722,1.5770502687839691,12.457622228097478,6.146244756324781,4.831271261281097,162.27109160691703,249.11359485720217,8.079860826111133,0.01871566704777014
55025000888,55,025,000888,142.5693973179883,202.38687860121664,1.082119793333557,11.128839657061901,5.058089207116663,6.307368263174199,141.5994941588534,213.3674636805321,7.1045019918025325,1.0749862775542431
55025000889,55,025,000889,195.73391695727727,276.1740766453412,1.14760566703919e-5,13.40653899213764,6.256354005156296,4.468845055595139,194.8401318796789,291.3680978095744,8.043950937818593,7.650704446927934e-6
55025000896,55,025,000896,198.10464961077716,322.39456385126385,1.0528588224863342,16.18856997902774,5.118092306796894,3.1780167589960344,197.90781869359012,337.557136460251,9.186024395074268,6.746509917033924e-4
55025000898,55,025,000898,120.3002954363652,196.62030699763136,1.045024799931147,11.263789722115675,4.041209353448423,3.111926092080747,122.06626872824977,206.07182681243705,6.1312589533107165,0.023148307712694268
55025000902,55,025,000902,174.00126808708174,196.0016273784216,1.000007044928232,12.000091584067016,1.0000281797129278,3.0000493144976237,162.00128217693822,219.00169078277568,6.000063404354088,0
55025000903,55,025,000903,148.81801656045135,167.66505577061295,1.9792573001875378,11.959536514140263,2.0674228392471123,4.981033045620281,138.1261873928826,187.3648552020904,6.0352158092649235,0.9708121150818377
55025000904,55,025,000904,144.0333464200177,267.8804113922769,0.8663662084536231,18.40984840603223,4.360925746739251,7.834710025999082,156.98192648475353,271.5999020274014,8.760803323836443,0.8656403646343077
55025000905,55,025,000905,106,199,1,13,3.0000000000000004,4,117,202,6.000000000000001,0
55025000906,55,025,000906,104.77581496079553,195.12887541357082,0.8697329818671586,13.438239495954688,2.68051617613735,4.38432352460373,114.4498536071381,197.98768466604784,6.230765334141859,0.8697329818671586
55025000907,55,025,000907,143.71354948084536,270.98829000847053,0,18.012793872798888,3.0156303107176767,5.021551185001285,156.70479216864294,275.0811197485449,8.010185498549905,0
55025000908,55,025,000908,63.19894956936397,117.2757402879441,0.9770160824254129,7.8518048880851845,1.977816317305413,3.9437405583835328,69.06501008932555,119.28923283393141,3.9318484821562394,0
55025000909,55,025,000909,157,296,0,19,3,6,172,300,7.999999999999999,0
55025000910,55,025,000910,146.03561544189125,271.88396051436484,0.8890320926578277,18.776906087232437,4.455373048186096,8.011501418817407,158.52242471890614,275.5115769792749,8.926064973717628,0.8890320926578277
55025000911,55,025,000911,99.1318920078959,183.32455398089363,0.06634656542815527,12.209371885653628,1.908986397221245,2.8351307964628867,107.27207923707891,186.37289887332545,4.720293827309448,0
55025000912,55,025,000912,207.95930727467353,388.993109687896,0.13063777129258652,25.386000835686183,4.690959370157322,8.118688037051234,227.14481742984452,393.8382194944993,11.477779198450083,0.09215017064846416
55025000913,55,025,000913,0.0435525909515621,0.062359391589736655,4.949158062677512e-4,0.004949158062677512,9.898316125355024e-4,9.898316125355024e-4,0.04478988046723148,0.06508142852420928,0.0022271211282048806,0
55025000914,55,025,000914,6.2198702818138845,9.965168516024395,0,0.4012819536654119,0.13376065122180397,0.20064097683270596,6.420511258646591,10.500211120911612,0.20064097683270596,0
55025000915,55,025,000915,0,0,0,0,0,0,0,0,0,0
55025000917,55,025,000917,117.68421460697787,173.25155978748703,0.12175600878288075,12.236952347491771,2.2656336319039574,1.5499566642453926,121.79922363652048,180.31930123156934,4.628848021640743,0.1011757746992455
55025000918,55,025,000918,0.5417643875157856,1.0229117806242107,0,0.06819411870828071,0.011365686451380119,0.0189428107523002,0.5910156954717661,1.0380660292260508,0.030308497203680316,0
55025000920,55,025,000920,85.56830468551985,137.1395999234005,0,5.5177300548274175,1.8392433516091393,2.7588650274137088,88.32716971293355,144.49657332983708,2.7588650274137088,0
55025000921,55,025,000921,231.6614663021608,371.95379364789864,0.9997920385216855,16.925414327946626,7.952536248024747,12.928112091862712,238.6468904583051,388.8376240703983,9.952120325068117,0
55025000922,55,025,000922,173.26752712144517,249.51349751085817,1.9326686841806286,19.714809364807,3.9358107863695664,3.988536168887044,178.3988405394208,260.21390805383743,8.873192623833601,0
55025000923,55,025,000923,85.84325330534966,122.05642143711398,0.9662180425719865,9.643804832257185,1.9509234630002694,2.9003824831707616,87.79993185385699,127.84026189036163,3.8671574596259344,0
55025000924,55,025,000924,241.36889984311028,357.5211912907609,0.16961411818647001,23.860470139776048,2.752366652761239,3.3751042051422817,250.41787618224677,371.9304119763558,8.44916752109265,0.1674548444860374
55025000927,55,025,000927,169.3188570358405,324.68919499133074,1.8412881692256808,21.15518707092112,6.439705583854626,11.034573136202171,184.03538209288067,339.41781511384056,7.358677369953275,0.9187665208456314
55025000928,55,025,000928,148.62235446827071,278.25491769181997,1.1456781902324957,18.077738247826453,5.107788713026267,7.86216082177392,161.65436422688452,289.86441420335944,5.045728489212645,0
55025000929,55,025,000929,176.95709281708548,339.73587907836935,2.0121626934197527,21.244167908236594,6.067543980880376,11.105714689585037,191.13539937288712,352.8848123619953,7.065861352434973,0
55025000930,55,025,000930,194.92648874164158,376.85744536953433,1.999242048208972,24.990544383914685,6.9973552178610605,9.996237071477054,211.92005956663394,393.8510483910453,6.997365950033938,0
55025000931,55,025,000931,0.21847075805659302,0.2870106037214065,0.004283740354050844,0.018562874867553654,0.007139567256751406,0.004283740354050844,0.23132197911874555,0.31128513239436134,0.005711653805401125,0
55025000932,55,025,000932,2.1794352683121128,4.075683458928032,0.016900988487377314,0.2647868333520062,0.07488763526108524,0.11501156282983571,2.370296197120614,4.2462066408079,0.0739259045435051,0
55025000934,55,025,000934,244.85744358557386,309.2563570267759,6.007913900751725,22.074615853915965,10.021237912269294,6.012830451759623,256.9238599571483,332.37144405455217,8.022109055365098,0
55025000935,55,025,000935,143.59563097158744,189.8390517662612,2.791892745108778,12.283648747925588,4.6973353392784185,2.9381061954456706,152.11275456005217,205.71027341013558,3.7850806442352902,0
55025000938,55,025,000938,232.12664833086615,260.7100586473925,1.986293539494846,28.16529470766052,5.814170789918308,8.782186639010613,224.49374275031917,298.49455247509485,13.660332959931324,0
55025000939,55,025,000939,282.90797415698563,231.05572487371532,6.994841244322132,18.957395041103073,2.208928447556191,11.275631413937278,295.4761739797749,244.4819964114777,17.361561736751092,0
55025000941,55,025,000941,204.54408368088949,313.6915344180228,0,24.077378921812734,13.018358322107998,5.048697032862831,196.6345634823862,345.78668750167424,16.02352010552895,0
55025000942,55,025,000942,136.26406152780777,193.40453784416,1.1821095075211352,14.840313776821798,7.3109902739828705,4.856327895699755,135.119398522661,211.0457370937362,9.238542831313024,0.9637762786650773
55025000943,55,025,000943,182.43342762825978,280.12951911730505,0.9969027181969117,21.931813760687067,11.962799732902234,4.984539899353124,174.45831111615874,308.0427360329893,14.953488156216544,0.9968961411047702
55025000944,55,025,000944,171.72071530345198,205.46939110360904,0.005288959988996698,11.307141973363043,4.069852740104664,5.052833819865371,177.60868050592916,219.88703153638474,5.1948596166213825,0.005288959988996698
55025000945,55,025,000945,178.2373728382725,213.03816927878876,0.8130259667544641,12.46300109432559,5.7302631419304735,7.186754536754203,184.39436301920026,228.72253506213912,5.904028748973074,0.034038620241155775
55025000946,55,025,000946,6.7153239965023985,8.693481452836437,0,0.6767380771669084,0.10411355033337051,0.10411355033337051,6.2468130200022305,9.31816275483666,0.3643974261667968,0
55025000948,55,025,000948,4.493594410137208,6.118170708271679,0.9256193431933809,1.0482433703760285,0.9746689540664399,2.8136452377349372,4.481332007418943,6.253057138172591,0.9991937595029694,0.9256193431933809
55025000949,55,025,000949,163.23750687726454,283.6390150859403,3.009159106627808,18.142151209592193,4.136185920525243,4.180183858656737,174.299847440723,297.736299222939,11.159506048290085,0
55025000950,55,025,000950,173,306.00000000000006,4,24.000000000000004,4,7,175,320,15,0
55025000951,55,025,000951,149.20264812708044,260.9407687186618,2.0321874183626174,19.354061601988793,3.0804685459065437,4.096562255087853,150.283116672987,273.2787366114693,13.177030800994398,0
55025000952,55,025,000952,154,272,2,20,3,4,156,285,14,0
55025000953,55,025,000953,148,260,3,20,4,6,149,272,14,0
55025000956,55,025,000956,79.02502532116847,121.53987299549681,1.3862812302782248,9.242227339602993,2.3107398487315245,4.15908770927571,81.33527713301794,129.85796707456788,4.621235679022014,8.133948034500199e-5
55025000957,55,025,000957,0.6605557439447685,1.0190483084977082,0.006638751195424809,0.07302626314967291,0.016596877988562023,0.01991625358627443,0.6771526219333305,1.0887551960496686,0.036513131574836453,0
55025000958,55,025,000958,0.002241589720446059,0.003150765970696908,1.5675452590531884e-5,1.724299784958507e-4,7.837726295265941e-5,9.40527155431913e-5,0.0022259142678555275,0.0033231959491927593,1.0972816813372319e-4,1.5675452590531884e-5
55025000959,55,025,000959,20.96430653493052,27.139838692506956,0,2.112682053907727,0.3250280082934965,0.3250280082934965,19.50168049760979,29.090006742267935,1.1375980290272376,0
55025000960,55,025,000960,69.94096020790748,109.85734461162112,0.9985378662285537,10.981777784222302,2.9961482847586085,3.994686150987162,75.93165271920586,111.85602440229707,5.991227197371322,0.9980031801556065
55025000961,55,025,000961,185.86635260623066,291.79018796246964,0.999281465624896,25.981318106247297,5.995688793749376,6.994970259374273,199.8562931249792,298.7851582218439,12.990659053123649,0
55025000962,55,025,000962,188.24212814974786,294.15315309009293,2.0010918035543863,27.99815384082371,7.005044984507331,11.004781247482146,203.24419831607088,301.1606454187342,14.005195280746747,0.9993222297102147
55025000963,55,025,000963,105,213,0,19,4,8,103,230.99999999999997,16,0
55025000964,55,025,000964,163.19521020196473,254.7437427542864,1.9901854902678624,22.88713313808042,5.970556470803587,6.9656492159375185,175.1363231435719,261.7093919702239,12.936205686741106,0
55025000965,55,025,000965,225,354,2,32,7,9,243,362,16,0
55025000966,55,025,000966,0.527071514522784,0.5026377357038471,0.0034905398312767154,0.024433778818937008,0.013962159325106862,0.017452699156383575,0.5445242136791676,0.5200904348602305,0.02094323898766029,0
55025000967,55,025,000967,0.035314409331423394,0.03367731750811238,2.338702604730026e-4,0.0016370918233110183,9.354810418920104e-4,0.0011693513023650131,0.03648376063378841,0.03484666881047739,0.0014032215628380156,0
55025000968,55,025,000968,0.28153721158482425,0.3567601771077963,0.0026744490472181853,0.026697529931296104,0.00892526583314634,0.010713449702501324,0.2966819871766416,0.3674736268102976,0.016932959461172313,0
55025000970,55,025,000970,1.5379275682606297,2.3653505874417875,0.026981185408081223,0.17987456938720817,0.04496864234680204,0.08094355622424368,1.5828962106074318,2.5272376998902746,0.08993728469360408,0
55025000971,55,025,000971,1.1763998054622675,1.121864715142825,0.007790727188491838,0.05453509031944286,0.031162908753967353,0.038953635942459194,1.2153534414047267,1.1608183510852839,0.04674436313095103,0
55025000974,55,025,000974,98.03962221553282,140.0592639975918,2.0005079771222154,7.001354605659241,2.0005079771222154,6.00033865141481,94.03996086694762,152.06095725466588,6.000846628537026,0
55025000975,55,025,000975,120.00750685930785,190.24482560471898,0.1438306273084705,11.745993898255643,1.6457777139746113,4.374053695449918,123.98042123629725,197.32667952630058,5.581968620293305,1.8631034693878754e-4
55025000976,55,025,000976,40.14203474359055,61.971936776998334,0.020332740725605664,2.673652816569521,0.32532385160969063,0.9115503462487793,38.44093049544662,67.0345840399789,1.9044316553999812,0.020332740725605664
55025000978,55,025,000978,27,38,1,2,1,2,25,41,1,0
55025000979,55,025,000979,23.618672074390208,35.82655824842711,0.0013476915501862187,2.2992988561603807,0.5819210020981148,2.8601326629252584,24.755877302852603,36.98584379142793,1.1562480462740066,0.5713481187706896
55025000981,55,025,000981,160.57447859430323,258.5900752721824,0.19237281215568489,14.553066059549861,2.443999396731925,7.048700539182934,164.75460634167004,268.82305868507046,7.9267026763554815,0.06033387942693608
55025000987,55,025,000987,102.27132330640282,171.12510415433022,0.006231976992170692,9.112175585859072,4.049855815937366,2.0311598849608536,109.35233900730104,175.1687279932754,5.068551746913878,0
55025000988,55,025,000988,165.5280055521614,289.7519627528995,2.424675360764488,16.977428419489954,7.003617540512522,8.466084077750242,176.28625971632363,296.8601671531326,9.6903604215345709,0.9873310283685126
55025000989,55,025,000989,167.9478278318623,278.3521348775037,1.017977717663275,14.307214465251402,6.052339888014094,3.109459570955379,177.99804336657542,284.589562825403,9.19881707094651,0
