GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTru,G16PREDCli,G16PREIDeL,G16PRELJoh,G16PRESKen,G16PREISmi,G16PREGSte,G16PREOth
47065003423,47,065,003423,284.92,62.26,0.01,14.47,0,0.99,1,3.88
47065003424,47,065,003424,1223.74,345.97,0.04,70.99,1,5.01,8.9,8.9
47065003425,47,065,003425,300.81,70.93,0.66,18.39,0.66,0,0.66,0.66
47065003426,47,065,003426,473.61,615.59,2.93,59.38,2.98,0.17,13.34,17.76
47065003427,47,065,003427,574.23,763.97,1.01,103.96,1.09,3.15,18.14,8.27
47065003428,47,065,003428,1685.1,1163.21,4.93,160.62,1.04,10.85,44.06,27.78
47065003429,47,065,003429,14,8,0,4,0,0,0,0
47065003430,47,065,003430,50.85,57.84,0,4.12,0,1.01,2.02,2.02
47065003431,47,065,003431,645.06,141.77,0,21.68,0.98,0.01,4.92,3.96
47065003432,47,065,003432,522.4,685.09,1.97,41.24,2.94,4.92,8.85,11.77
47065003433,47,065,003433,8.74,1.62,0,0.15,0,0.01,0.03,0.03
47065003434,47,065,003434,528.59,736.74,0.97,89.07,0,7.74,19.36,15.49
47065003435,47,065,003435,142.93,292.6,0.03,25.67,0.91,1.16,8.82,2.33
47065003436,47,065,003436,703.21,458.75,1,43.85,0.32,1.08,13.49,12.21
47065003437,47,065,003437,587.74,358.68,2.36,42.95,2.39,3.16,14.3,7.18
47065003438,47,065,003438,645.83,371.37,0,37.35,2,4,12.29,3.13
47065003439,47,065,003439,341.06,142.05,0.04,12.36,0.11,0,8.89,4.26
47065003440,47,065,003440,1580.86,728.39,2.94,82.24,2.08,5.39,14.95,28.43
47065003441,47,065,003441,633,373,2,37,0,1,11,7
47065003442,47,065,003442,48.16,17.32,0.14,3.27,0.09,0.09,0.74,0.14
47065003443,47,065,003443,2203.66,688.55,2.6,113.89,1.41,10.4,15.83,15.56
47065003444,47,065,003444,38.4,14.34,0,0.93,0,0,0.46,0
47065003445,47,065,003445,44.29,11.27,0.01,2.24,0.01,0.01,0.07,11.69
47065003446,47,065,003446,2250.05,775.83,4,105.45,5.89,9.38,13.86,21.51
47065003447,47,065,003447,59.22,11.08,0,1.01,0,0,1,0
47065003448,47,065,003448,657.32,650.38,1.02,90.74,1,5.99,19.2,14.11
47065003449,47,065,003449,346.81,298.38,1.03,36.33,1.98,2.02,13.42,9.34
47065003450,47,065,003450,1406.02,729.69,0.18,103.88,3.77,1.2,29.38,14.32
47065003451,47,065,003451,142,560,0,51,0,0,14,17
47065003452,47,065,003452,76.53,209.22,0.09,10.88,1.11,1.02,3.48,5.56
47065003453,47,065,003453,121.15,121.68,0,21.04,0,0,2.01,8.01
47065003454,47,065,003454,465,589,1,83,3,2,13,5
47065003455,47,065,003455,731.56,121.31,0.01,14.74,0.02,6.38,2.76,19.27
47065003456,47,065,003456,1414.59,889.05,2.43,111.46,0.87,5.08,20.33,21.42
47065003457,47,065,003457,1031.03,684.71,1.98,94.27,0.99,5.95,14.88,34.73
47065003458,47,065,003458,1189.31,315.98,2.09,47.98,1.08,4.36,7.53,18.89
47065003459,47,065,003459,1547.04,393.92,1.59,54.91,1.59,4.77,7.16,6.37
47065003460,47,065,003460,2119.26,560.18,0.05,94.2,2.03,4.9,16.81,25.63
47065003461,47,065,003461,1220.59,284.97,0.93,47.28,2.8,0.12,4.88,10.45
47065003462,47,065,003462,412.42,119.67,0.1,11.96,0.16,0.28,2.33,3.48
47065003463,47,065,003463,324.9,700.35,3.96,93.41,1.97,5.01,33.49,65.89
47065003464,47,065,003464,36.63,37.85,0.05,2.87,0.02,0.07,0.42,0.84
47065003465,47,065,003465,930.1,1024.83,2.01,123.73,0.2,2.08,25.37,20.11
47065003466,47,065,003466,72.06,63.38,0.14,3.9,0.35,0.14,1.28,0.99
47065003467,47,065,003467,374.41,220.39,2,33.72,1,0,4,5
47065003468,47,065,003468,836,255,0,48,0,1,3,4
47065003469,47,065,003469,946.02,885.71,1.86,57.48,4.65,1.86,16.91,13.01
47065003470,47,065,003470,107,133,0,9,1,0,2,2
47065003471,47,065,003471,267.89,121.33,0.05,22.06,0.11,0.42,4.13,0.78
47065003472,47,065,003472,677.66,350.33,1,47.13,0,3,7.02,7.04
47065003473,47,065,003473,1392,689,4,83,1,9,16,15
47065003474,47,065,003474,1560,686,4,97,1,3,10,28
47065003475,47,065,003475,932.54,386.1,4.27,40.63,1.07,6.48,6.89,5.43
47065003476,47,065,003476,93.96,1108.75,0,10.34,0,0.94,7.52,0.94
47065003477,47,065,003477,35.04,118.25,0,3.66,0,0.06,2.48,0.06
47067000001,47,067,000001,372.78,69.74,0.98,7.42,0,0.98,0.27,0.09
47067000002,47,067,000002,293.34,36.46,1.09,3.29,0.95,0.15,0.13,0
47067000003,47,067,000003,260.45,46.45,1.91,4.82,0.04,1.87,1.88,0
47067000004,47,067,000004,230.37,36.04,0,11,0,0,4,0
47067000005,47,067,000005,227,30,0,3,0,1,1,0
47067000006,47,067,000006,147.81,53.93,0,6.99,0,1,3,0
47067000007,47,067,000007,311.21,49.37,0.01,5.48,0.01,0,2.73,0.91
47069003601,47,069,003601,426,700.8,4,9.99,2,0,4,1
47069003602,47,069,003602,442.89,361.9,1.28,8.96,0,2.14,1.14,3.13
47069003603,47,069,003603,147.08,407.01,1.72,6.04,0,0.86,0.86,0.87
47069003604,47,069,003604,867.03,1187.09,3,17,3,3,3,2
47069003605,47,069,003605,922,191,0,10,1,4,9,5
47069003606,47,069,003606,290,62,0,4,0,1,1,0
47069003607,47,069,003607,341.12,72.82,1.14,6.14,0.14,0.07,1.07,1
47069003608,47,069,003608,383,212,1,6,1,0,3,0
47069003609,47,069,003609,291,43,0,3,0,0,1,0
47069003610,47,069,003610,222.89,297.38,1.86,1.87,1.86,0.93,0.93,0
47069003611,47,069,003611,214,19,0,1,1,0,2,0
47069003612,47,069,003612,224,101,1,4,0,0,0,0
47069003613,47,069,003613,148,530,3,6,1,1,3,0
47071003701,47,071,003701,319,53,0,3,0,1,5,0
47071003702,47,071,003702,297.25,56.48,0,6.94,2.97,1.98,2.97,0
47071003703,47,071,003703,514,112,1,14,0,5,8,0
47071003704,47,071,003704,647.68,184.91,3,11.99,2,8,7,0
47071003705,47,071,003705,1003.68,292.9,0,17.99,1,3,8,0
47071003706,47,071,003706,356,71,1,1,1,0,5,0
47071003707,47,071,003707,424.75,72.52,0,4.06,1.03,5.02,3.03,0
47071003708,47,071,003708,536.53,71.19,0,6.01,3.99,1,6.02,0
47071003709,47,071,003709,346.79,63.78,0,4.98,1,0,1.99,0
47071003710,47,071,003710,705.37,100.26,1.01,11.06,1.02,4.02,6.04,0
47071003711,47,071,003711,207.88,24.21,0,1.01,0,3.01,4,0
47071003712,47,071,003712,355,38,0,5,2,0,1,0
47071003713,47,071,003713,310.56,60.07,2,8.01,0,3,2.01,0
47071003714,47,071,003714,712.35,143.67,0,9.98,1,2.99,11.97,0
47071003715,47,071,003715,393.21,58.22,1,6.02,1,3,7.01,0
47071003716,47,071,003716,96.56,51.07,1,4.01,0,0,3.01,0
47071003717,47,071,003717,509.61,83.03,1.99,13.96,2.99,4.98,8.97,0
47071003718,47,071,003718,275.34,85.49,2.98,4.97,0.99,1.99,4.97,0
47073003801,47,073,003801,804.84,159.1,2.01,19.14,0,3,3.02,3.01
47073003802,47,073,003802,289.12,62.13,0,6.76,0,1.98,0,0
47073003803,47,073,003803,419.88,94.68,0.81,6.61,0,1.62,1.62,0.81
47073003805,47,073,003805,181.91,47.13,0,5.05,0,0,0,0
47073003806,47,073,003806,120.52,19.43,0,3.15,0,0,0,0
47073003808,47,073,003808,1336.4,240.04,1.97,23.84,0.04,4.91,10.9,3.98
47073003809,47,073,003809,1897.89,387.98,6.03,58.36,2,11.08,13.19,7.07
47073003811,47,073,003811,655.73,137.99,0.06,14.36,0,0.14,3.15,1.05
47073003812,47,073,003812,477.21,65.43,0,7.57,1,0.13,0.1,0.07
47073003813,47,073,003813,682.71,112.33,0.97,15.49,0.97,1.94,2.91,0
47073003814,47,073,003814,2083.66,438.33,6.24,47.02,2.03,1.23,7.97,2.3
47073003816,47,073,003816,833.22,134.51,1.03,12.7,0,1,5.09,1.03
47073003817,47,073,003817,744.86,148.6,0,15.69,0,3.69,2.77,1.85
47073003818,47,073,003818,210.04,44.01,1,6,0,0,3,0
47073003819,47,073,003819,312.92,54.4,0,3.04,1,1,2.01,0
47073003820,47,073,003820,475.55,74.72,2.75,15.64,0,1.84,0.01,3.67
47073003823,47,073,003823,595,103,0,15,3,0,4,0
47073003824,47,073,003824,770.41,289.17,0.97,41.53,0.97,1.94,7.78,2.9
47073003825,47,073,003825,2301.71,584.97,3.99,56.89,0,9.95,12.02,3.01
47073003826,47,073,003826,1421.79,302.61,3.18,22.5,1,6.38,11.35,5.19
47075003901,47,075,003901,184,362,1,4,2,1,1,0
47075003902,47,075,003902,354,426,3,9,0,2,0,0
47075003903,47,075,003903,139,331,0,7,1,1,3,0
47075003904,47,075,003904,64,429,1,3,0,1,1,0
47075003905,47,075,003905,438,450,0,8,0,2,1,0
47075003906,47,075,003906,459.55,200.37,0,7.97,0,1,1.99,0
47075003910,47,075,003910,72,150,2,2,1,0,1,0
47075003912,47,075,003912,258,443,2,4,1,2,2,0
47075003913,47,075,003913,324,379,1,6,1,0,3,0
47075003914,47,075,003914,241,259,0,6,4,0,4,0
47075003915,47,075,003915,479.81,282.23,1.01,3.05,0,0.01,1.01,0.01
47077004001,47,077,004001,584,143,1,14,0,3,6,2
47077004002,47,077,004002,458,178,0,8,0,1,2,1
47077004003,47,077,004003,1318,308,2,30,2,3,6,5
47077004004,47,077,004004,947,248,1,18,0,1,5,4
47077004005,47,077,004005,1049,143,0,28,1,4,8,1
47077004006,47,077,004006,352.01,136,0,7,0,2,0,0
47077004007,47,077,004007,605.23,104.85,1.03,12.16,1.01,2.02,2.04,3.02
47077004008,47,077,004008,238,16,1,4,0,1,0,0
47077004009,47,077,004009,318,48,1,3,0,0,0,0
47077004010,47,077,004010,421.71,45.15,0,1.01,2,1,1,0
47077004011,47,077,004011,959.76,340.14,5.97,28.84,1.99,2.98,6.96,2.98
47077004012,47,077,004012,91,9,0,1,0,0,0,0
47077004013,47,077,004013,264,47,0,8,0,3,2,0
47077004014,47,077,004014,153,15,0,1,0,0,0,0
47077004015,47,077,004015,380,19,0,8,1,3,0,0
47079004101,47,079,004101,830,220,1,20,0,2,5,6
47079004102,47,079,004102,529.05,165.14,0,5.93,1.98,1.98,0,0
47079004103,47,079,004103,1256.92,281.4,2.09,28.63,0.05,6.09,9.13,2.02
47079004104,47,079,004104,502.74,438.19,1.01,22.03,2,2.01,2.01,0
47079004105,47,079,004105,986.4,285.11,3.9,23.47,1.96,3.92,4.9,0
47079004106,47,079,004106,716,169,3,27,0,3,2,4
47079004107,47,079,004107,436.92,68.21,0,6.92,0,0,0.99,1.98
47079004108,47,079,004108,947.25,232,0,19.05,1.01,1.01,6,0
47079004109,47,079,004109,898.01,396.82,1.97,23.63,4.92,2.95,7.88,14.77
47079004110,47,079,004110,422.74,364.7,3.03,16.4,1.08,1.05,6.13,0.23
47079004111,47,079,004111,330,69,1,3,1,1,3,0
47079004112,47,079,004112,1049,260,0,15,1,0,7,2
47079004113,47,079,004113,602.99,113.43,1,11.94,0,1.99,5.97,0
47081004201,47,081,004201,350.34,91.57,1.99,11.94,1.99,0,2.99,1.99
47081004202,47,081,004202,633.15,211.69,2.9,18.37,2.9,1.93,2.9,0.97
47081004203,47,081,004203,842.66,207.03,5.04,30.38,2.01,2.1,6.08,3.08
47081004204,47,081,004204,640,257.98,1.1,12.68,2.11,3.07,2.1,0.03
47081004205,47,081,004205,192.65,51.43,1.01,2.06,0.01,0,0.01,4.01
47081004206,47,081,004206,324.04,100.95,0.01,7.06,1,0,0.02,0
47081004207,47,081,004207,286.76,65.34,2.01,17.39,0.06,0.08,0.19,0.21
47081004208,47,081,004208,276.03,90.68,1.99,18.93,1,0,1.99,0
47081004209,47,081,004209,857.15,379.12,0.95,23.58,2.86,3.74,9.41,10.29
47081004210,47,081,004210,501.17,151,2.03,5.89,1.1,2.14,6.34,11.36
47081004211,47,081,004211,178.83,36.98,0.01,5.06,1.02,1.01,1.07,1.04
47081004212,47,081,004212,226.2,73.36,1,5.01,0.01,0,3.01,0
47081004213,47,081,004213,216.31,66.02,0.01,2.14,0.97,0.04,1.04,0.12
47081004214,47,081,004214,186,45,0,1,2,1,2,7
47083004301,47,083,004301,304.57,113.24,0,14.64,0,0,0.98,0
47083004302,47,083,004302,316.88,134.09,1,19.13,0,2.01,1.02,0
47083004303,47,083,004303,266.5,132.75,2.99,13.97,2,1,1,0
47083004304,47,083,004304,338.88,113.84,0,11.25,0,2.99,4.01,0
47083004305,47,083,004305,306,110,3,14,1,0,1,0
47083004306,47,083,004306,319.18,132.48,1,10.02,1,0,2.01,0
47083004307,47,083,004307,329.99,129.6,1,4.98,0,1,1.99,0
47085004401,47,085,004401,684.13,314.09,2,18.01,0,2,4,0
47085004402,47,085,004402,752.03,285.18,2.92,24.33,0.98,6.8,0.02,2.9
47085004403,47,085,004403,440.34,302.61,2.7,23.05,3.55,2.64,1.81,1.81
47085004404,47,085,004404,666.53,236.29,5.3,15.94,2.45,0.36,4.19,4.19
47085004405,47,085,004405,673.58,286.04,2.09,22.69,2.02,2.21,3.98,0.1
47085004406,47,085,004406,684.22,242.09,0,29.01,1,4,8,1
47085004407,47,085,004407,859,237,1,27,2,3,4,2
47085004408,47,085,004408,170.17,63.69,1,5.97,0,1.99,0,0
47087004501,47,087,004501,226.57,97.11,0,3.03,0,0,3,1
47087004502,47,087,004502,192.11,89.12,0,1.98,0,0,0,0
47087004503,47,087,004503,357.86,99,0.08,9.12,0,2.9,0.02,1.38
47087004504,47,087,004504,256.74,89.75,0.01,5.66,0,0.01,0.95,0.94
47087004505,47,087,004505,295.67,117.47,0,5.97,0,0,1.99,1
47087004506,47,087,004506,293.69,86.79,0.92,3.89,0,0.07,0,4.61
47087004507,47,087,004507,285.29,134.3,0,7.28,0,0,1.05,0.06
47087004508,47,087,004508,151.46,123.22,0,5.01,0,0,0,0
47087004509,47,087,004509,242.03,73.79,0,3.94,0,0,2.95,0.98
47087004510,47,087,004510,331.12,71.81,0.99,3.05,0,1.99,2.04,0.02
47087004511,47,087,004511,301.76,69.22,0,5.13,0.02,1.02,2.05,2
47087004512,47,087,004512,299.24,76.78,0,7.87,0.98,0.98,2.95,0
47089004601,47,089,004601,1625,291,2,44,4,5,12,4
47089004602,47,089,004602,1220.12,454.65,2.01,56.87,3.01,10.99,18.94,8.95
47089004603,47,089,004603,2211,386,3,65,2,18,10,7
47089004604,47,089,004604,1686.93,412.07,4.95,52.5,1.98,4.95,6.93,11.89
47089004605,47,089,004605,816,336,3,52,0,5,10,7
47089004606,47,089,004606,1537.36,377.14,1.05,52.53,5.02,7.05,14.08,7.12
47089004607,47,089,004607,1129.93,269.23,3.74,39.22,0.96,7.48,10.27,2.8
47089004608,47,089,004608,1443.72,319.61,5.07,55.62,2.04,9.15,9.2,4.02
47089004609,47,089,004609,940.44,257.52,1.02,24.5,1,1.06,6.06,3.04
47089004610,47,089,004610,1411.71,232.79,5.99,34.97,0,5.99,13.99,2
47089004611,47,089,004611,727,146,2,18,2,1,3,0
47091004701,47,091,004701,405.78,78.82,1.02,7.18,1.02,1.02,3.06,4.91
47091004702,47,091,004702,446.59,50.95,0,9.99,1,0,4,0
47091004703,47,091,004703,664.77,122.16,0.97,6.98,0.01,0.96,7.76,1.93
47091004704,47,091,004704,617.36,114.79,1.14,14.64,0.07,1.07,6.14,2
47091004705,47,091,004705,693.85,124.25,3,12.05,1,1,2.01,0
47091004706,47,091,004706,516.73,84.32,0.01,5.04,0,1.01,3.01,0
47091004707,47,091,004707,712.22,161.39,1.03,22.89,1,0.05,4.24,0.16
47091004708,47,091,004708,541.31,102.06,1.86,8.48,0.93,0.93,1.88,0
47091004709,47,091,004709,452.44,73.23,1,8.02,1,2,4.02,4
47091004710,47,091,004710,359.57,76.16,0.96,6.75,0.96,0.96,2.89,0
47093004801,47,093,004801,402.15,503.18,0.97,65.08,1.94,7.77,20.4,11.66
47093004802,47,093,004802,553,344,3,47,4,6,11,6
47093004803,47,093,004803,622,447,4,51,1,11,14,3
47093004804,47,093,004804,143.28,440.87,2,11.17,1,4,9.11,1.03
47093004805,47,093,004805,4323.93,2014.41,13.29,266.18,7.05,41.15,35.34,45.52
47093004806,47,093,004806,863,575,4,64,3,13,12,15
47093004807,47,093,004807,2045,1111,8,162,2,25,16,44
47093004808,47,093,004808,1937.62,731.68,8.91,98.02,0,15.84,11.88,20.79
47093004809,47,093,004809,763.34,1111.85,4.98,102.49,0.99,12.93,45.78,15.92
47093004810,47,093,004810,437.85,86.63,1.41,13.03,0.28,1.83,2.14,0
47093004811,47,093,004811,1215,276,1,29,3,6,3,7
47093004812,47,093,004812,3323.35,630.31,5.99,109.88,4.99,14.98,20.98,20.98
47093004813,47,093,004813,852.65,199.69,2.01,18.12,2.01,4.02,3.02,1.02
47093004814,47,093,004814,1119.19,284.67,3.36,28.46,2.17,4.45,6.76,5.48
47093004815,47,093,004815,1039.79,234.3,4.84,39.69,3.87,0.97,5.81,10.65
47093004816,47,093,004816,818.57,412.54,5.01,45.32,1.02,6.03,6.03,7.08
47093004817,47,093,004817,794,158,0,17,2,5,5,3
47093004818,47,093,004818,863.98,289.59,0.97,36.53,1.93,3.85,3.86,9.61
47093004819,47,093,004819,452.45,98.51,4.01,15.48,1,3.08,5.04,3.3
47093004820,47,093,004820,651,175,3,31,1,2,7,3
47093004821,47,093,004821,435.02,187.98,0,17.72,0.98,0.98,3.94,1.97
47093004822,47,093,004822,539.55,109.49,0.99,34.52,0,5.92,2.96,21.7
47093004823,47,093,004823,1322.23,436.93,2.21,66.79,4.1,14.72,10.78,10.82
47093004824,47,093,004824,1864.25,635.91,5.67,68.98,2.83,14.17,17.01,18.9
47093004826,47,093,004826,645.96,421.39,1.8,59.52,0.91,6.3,24.3,7.21
47093004827,47,093,004827,742.48,478.54,3.33,65.08,3.17,3.83,19.01,8.11
47093004828,47,093,004828,2594.6,1102.87,8.01,178.12,2,30.02,24.03,45.03
47093004829,47,093,004829,1499.22,910.24,5.98,109.74,3,13.97,27.95,13
47093004831,47,093,004831,948.39,983.22,4.98,107.48,7.96,12.94,30.85,15.92
47093004832,47,093,004832,195,396,0,45,0,2,13,2
47093004833,47,093,004833,885.67,1128.93,4.02,107.55,1.03,13.05,20.11,25.06
47093004834,47,093,004834,369.36,773.63,5.94,72,3.01,2.25,21.31,11.18
47093004835,47,093,004835,2540.64,1586.26,12.17,216.58,8.12,20.15,36.69,39.45
47093004836,47,093,004836,1173,749,2,100,2,7,17,23
47093004837,47,093,004837,1725.32,1889.82,9.91,223.96,11.89,20.81,50.54,43.6
47093004838,47,093,004838,1289.43,1122.53,8.55,128.45,1.93,11.42,28.55,30.42
47093004839,47,093,004839,1762,962,5,126,4,19,29,40
47093004840,47,093,004840,1711.35,1050.03,8.05,141.09,4.02,15.15,16.13,22.17
47093004841,47,093,004841,2056.61,817.38,10.63,119.79,1.38,10.19,10.82,17.52
47093004842,47,093,004842,3775.03,1766.71,10.99,262.31,5.95,31.13,28.23,40.14
47093004844,47,093,004844,1611.67,568.29,4.1,108.84,3.11,7.21,11.79,22.62
47093004845,47,093,004845,1076.11,568.05,3,100.01,0,24,9,13
47093004846,47,093,004846,2178.86,928.02,5.15,136.63,4.07,10.72,27.74,25.84
47093004847,47,093,004847,2188.9,1186.92,6.85,163.41,2.94,33.27,34.25,38.16
47093004848,47,093,004848,3049.85,976.05,6.96,165.62,4.05,32.93,24.19,27
47093004849,47,093,004849,1577.2,471.33,0.01,56.23,1.01,11.05,12.03,21.04
47093004850,47,093,004850,1714.82,1172.27,5.99,141.72,2.21,19.47,16.92,22.22
47093004851,47,093,004851,522.25,543.93,0.94,69.76,3.77,11.31,17.91,7.54
47093004852,47,093,004852,2225.74,1521.14,8.99,233.87,8,17.99,38.98,37.98
47093004853,47,093,004853,1463.23,985.68,5.49,131.29,3.11,24.65,26.62,25.73
47093004854,47,093,004854,2001,1338,12,166,4,19,36,37
47093004855,47,093,004855,1147.94,853.62,1.03,121.15,4.95,13.02,23.77,13.96
47093004856,47,093,004856,709,487,3,79,1,4,15,8
47093004857,47,093,004857,695,557,2,74,1,7,15,14
47093004858,47,093,004858,110.13,173.05,0.07,22.26,1.93,1.98,4.05,1.02
47093004859,47,093,004859,291.49,208.9,2.91,12.63,0.97,2.91,9.72,2.91
47093004860,47,093,004860,181.38,295.04,2.01,19.11,2.1,6.11,13.23,5.06
47093004861,47,093,004861,57.15,349.25,0,16.01,1.01,2,10.01,0
47093004862,47,093,004862,254,635,3,81,0,1,26,9
47093004863,47,093,004863,103.85,166.75,1,5.99,4.99,1,4.99,1
47093004864,47,093,004864,332.04,876.46,0.03,79.54,0.01,3.07,20.24,14.08
47093004865,47,093,004865,77.77,1085.81,2.99,9.97,1,4.99,7.98,0
47093004867,47,093,004867,132,673,2,34,1,5,25,2
47093004868,47,093,004868,191.64,693.59,2,19.97,0,1.01,9.99,2.99
47093004870,47,093,004870,437.54,624.92,0.03,42.25,2.07,5.13,14.13,6.33
47093004871,47,093,004871,178,1076,11,25,6,6,7,4
47093004872,47,093,004872,525,524,4,32,0,10,10,9
47093004873,47,093,004873,31,463,1,4,0,2,8,0
47093004875,47,093,004875,247,874,4,46,3,8,54,3
47093004876,47,093,004876,365.16,527.21,3.03,27,2.03,2.13,29.72,7.16
47093004877,47,093,004877,280.69,466.21,0.96,30.76,0.96,3.85,22.11,4.81
47093004879,47,093,004879,1853.1,1407.68,13.04,158.55,5,21.06,56.1,21.09
47093004880,47,093,004880,946.23,725.76,6.95,85.38,0,9.93,15.89,13.9
47093004881,47,093,004881,1125.27,719.21,1.25,78.16,4.71,4.46,15.41,10.86
47093004882,47,093,004882,465,445,3,51,1,2,10,2
47093004883,47,093,004883,1069,1484,9,126,4,8,68,25
47093004884,47,093,004884,728,583,6,57,2,7,21,15
47093004885,47,093,004885,1144.43,541.27,0.86,68.22,2.31,7.77,7.8,12.41
47093004886,47,093,004886,4636.48,1250.73,3.99,156.72,5.99,25.95,35.93,25.95
47093004887,47,093,004887,2915.86,820.68,7,130.95,4,28.99,23.99,21.99
47093004888,47,093,004888,2098.18,741.05,7,99.01,7,12,17,23
47093004890,47,093,004890,957.03,221.94,1.13,37.25,0.01,5.31,4.12,7.98
47093004891,47,093,004891,1545.22,322.16,2.85,57.97,0,7.6,3.8,21.86
47093004892,47,093,004892,3399.13,1002.97,4.99,186.62,3.99,37.92,28.94,34.93
47093004893,47,093,004893,44.64,16.5,0,5.82,0,0,0,0
47093004894,47,093,004894,109.87,225.71,1.01,16.07,1.01,1.02,5.06,3.01
47093004895,47,093,004895,278.44,49.88,1.03,7.15,0,1.16,1.13,0.23
47093004896,47,093,004896,3834.21,1901.04,13.12,274.9,1.65,36.65,41.74,48.05
47093004897,47,093,004897,1588,995,4,115,2,25,18,21
47095004951,47,095,004951,108,21,0,0,0,1,0,0
47095004952,47,095,004952,594,340,1,13,0,2,3,0
47095004953,47,095,004953,655,216,4,5,1,3,3,0
47097005051,47,097,005051,884.35,227.63,2.64,17.05,2.64,2.88,1,0
47097005052,47,097,005052,350,197,0,5,0,3,1,0
47097005053,47,097,005053,556,90,0,11,0,1,0,0
47097005054,47,097,005054,588,416,3,12,1,2,3,5
47097005056,47,097,005056,163,610,3,5,0,0,0,0
47097005057,47,097,005057,631,515,3,11,4,1,1,0
47097005058,47,097,005058,291,155,0,4,1,0,2,0
47097005060,47,097,005060,308,71,0,2,0,0,0,0
47097005063,47,097,005063,853.92,353,2,14,2,0,4,3.99
47097005064,47,097,005064,211.98,403.25,0,4.93,1.97,0,1.97,0
47099005151,47,099,005151,702.29,207.37,1,20.04,0,1,1.01,0
47099005152,47,099,005152,821.67,122.18,0,12.01,0,2.01,1,0
47099005153,47,099,005153,427.74,98.56,0,7.88,0.99,3.94,0.99,0
47099005154,47,099,005154,367,151,3,14,2,4,2,0
47099005155,47,099,005155,473.15,81.68,1,4.98,1,1,1.99,0
47099005156,47,099,005156,384.8,99.3,0,11.27,1.02,0.04,4.05,0.01
47099005157,47,099,005157,779.85,186.32,2,18.02,0,3,5.01,0
47099005158,47,099,005158,947,186,2,19,1,3,5,0
47099005159,47,099,005159,353,67,2,5,0,0,5,0
47099005160,47,099,005160,606,133,2,18,1,3,12,1
47099005161,47,099,005161,693.05,124.01,0,11,0,0,16,0
47099005162,47,099,005162,403.95,70.99,2,9,0,1,1,0
47099005163,47,099,005163,798.34,115.89,0,16.84,1.98,3.96,2.97,0.99
47099005164,47,099,005164,525.08,149.31,0,10.88,0.99,0,0.99,0
47099005165,47,099,005165,821.02,158.3,1.97,17.7,0.98,2.95,1.97,0
47099005166,47,099,005166,380.18,146.16,0.03,13.24,0.01,1.04,4.03,0
47099005167,47,099,005167,598,199,0,13,0,0,2,3
47099005168,47,099,005168,648,149,1,14,2,1,2,0
47099005169,47,099,005169,266.33,70.82,0,2.99,0,1.99,0,0
47099005170,47,099,005170,332.96,96.25,0.98,9.82,0,0.98,1.96,0
47099005171,47,099,005171,226.52,56.32,1.01,10.13,0,1.01,2.03,0
47099005172,47,099,005172,245.09,46.87,0,3.91,0,0,0.98,0
47099005173,47,099,005173,364.92,79.69,1,3.12,0.01,1,3.01,2
47099005174,47,099,005174,247.8,24.54,0.01,5.06,0,0.01,0.01,0
47101005251,47,101,005251,424.59,94.24,2.91,6.8,0,0,0.97,0.97
47101005252,47,101,005252,459.11,76.02,2.03,7.16,2,4.03,4,1
47101005253,47,101,005253,431.28,77.34,0.99,5.95,1.98,0.99,5.95,1.98
47101005254,47,101,005254,357,193,2,12,0,0,27,6
47101005255,47,101,005255,467,90,1,7,1,0,1,3
47101005256,47,101,005256,382.92,119.98,1,9,2,1,0,0
47101005257,47,101,005257,406,73.91,0.96,5.76,0,0.96,0,0
47101005258,47,101,005258,328.97,76.99,1,3,0,1,1,0
47101005259,47,101,005259,311.92,85.08,2.01,2.08,1,1.01,2,2
47103000001,47,103,000001,279,312,2,6,3,3,6,1
47103000002,47,103,000002,286.02,49.74,0.96,5.74,0,1.91,0.96,0.96
47103000003,47,103,000003,712,110,1,13,0,2,4,1
47103000004,47,103,000004,549.01,124.75,0,14.74,0.98,3.93,0.98,0.01
47103000005,47,103,000005,561.76,121.99,1.97,13.77,0.98,0,4.92,4.92
47103000006,47,103,000006,205,51,0,2,0,1,1,0
47103000007,47,103,000007,944.74,287.03,2,31.08,0.01,3.02,5,3.04
47103000008,47,103,000008,595.67,108.3,0.98,12.8,0,0.98,0,0.98
47103000009,47,103,000009,645,145,1,13,2,1,4,2
47103000010,47,103,000010,366.69,93.86,0.03,14.2,0.02,2,2.08,4.07
47103000011,47,103,000011,389.06,78.04,0.02,3.28,1,0.02,0.01,1.01
47103000012,47,103,000012,694.61,135.82,2,20.06,0.01,0.02,3,0.02
47103000013,47,103,000013,1137,168,2,15,0,7,1,8
47103000014,47,103,000014,745,142,2,10,1,2,2,3
47103000015,47,103,000015,364.54,81.4,0,8.28,1.02,3.08,1.02,6
47103000016,47,103,000016,261.77,68.39,0,3.03,0,1.01,1,0.01
47103000017,47,103,000017,378,58,0,5,0,1,1,2
47103000018,47,103,000018,518.34,264.84,0,20.83,1.98,4.96,0.99,7.93
47103000019,47,103,000019,376,84,1,4,1,0,3,0
47103000020,47,103,000020,378,68,2,15,0,1,4,2
47105005451,47,105,005451,307.11,38.45,0.06,6.33,1,0.01,2.06,0.03
47105005452,47,105,005452,978.22,216.67,5.49,29.45,0.13,0.97,5.49,2.8
