GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREILAR,G20PREIPIE,G20PREOWRI,G20DELDNOR,G20DELLHYN,G20DELGSTR,G20DELSMUS,G20DELIFRA,G20DELIKRU,G20DELILOW,G20DELICHE,G20DELOWRI,G20COUDWHI,G20COURPIC,G20COULBIS,G20COUGWIL,G20COUIHEN,G20COUIORA,G20COUILAZ,G20COUIGOO,G20COUIBAT,G20COUIPAL,G20COUIGAR,G20COUILEW,G20COUIJAY,G20COUIBAR,G20COUIHOW,G20COUIMER,G20COUIHE2,G20COUIPAD,G20COUIGUR,G20COUISCR,G20COUISIL,G20COUICRI,G20COUIMUR,G20COUIROG,G20COUOWRI,G20USSDSTR,G20USSRWEI,G20USSGORY,G20USSOWRI,G20HALDOWO,G20HALGROB,G20HALISYE,G20HALOWRI
1100102-061,11,001,02-061,1383.727876827779,74.98525344081173,0.999803379210823,4.999016896054115,4.999016896054115,4.999016896054115,7.998427033686584,1285.7471456651183,13.997247308951522,9.99803379210823,25.9948878594814,17.996460825794813,11.997640550529876,26.99469123869222,7.998427033686584,3.999213516843292,691.8639384138895,45.99095544369786,10.997837171319052,37.992528410011275,247.95123804428408,439.9134868527621,185.9634285332131,234.9537941145434,67.98662978633595,55.98898923580609,51.9897757189628,50.98997233975197,5.998820275264938,21.995674342638104,20.995870963427283,8.998230412897406,17.996460825794813,9.99803379210823,41.991741926854566,15.996854067373167,10.997837171319052,8.998230412897406,3.999213516843292,6.998623654475761,7.998427033686584,1164.7709367806087,67.98662978633595,118.97660212608794,8.998230412897406,1132.7772286458624,105.97915819634724,68.98643316554679,9.99803379210823
1100102-062,11,001,02-062,2854.806848112379,117.171202809482,6.950834064969271,14.894644424934153,2.9789288849868307,1.9859525899912203,16.880597014925375,2596.6330114135208,49.648814749780506,43.69095697980685,35.74714661984196,68.5153643546971,24.824407374890253,37.733099209833185,20.852502194907814,30.782265144863917,1556.9868305531168,76.45917471466198,22.838454784899035,59.57857769973661,635.5048287971905,773.5285338015804,474.64266900790165,923.4679543459175,111.21334503950834,120.15013169446883,55.60667251975417,55.60667251975417,17.87357330992098,27.803336259877085,26.810359964881474,17.87357330992098,38.7260755048288,16.880597014925375,41.70500438981563,19.859525899912203,11.915715539947323,11.915715539947323,7.943810359964881,5.9578577699736615,28.796312554872696,2363.283582089552,128.0939420544337,209.51799824407374,31.775241439859524,2211.3582089552237,244.2721685689201,126.1079894644425,32.768217734855135
1100102-063,11,001,02-063,3234,132,12,19,9,4,21,2929,38,67,69,74,24,46,20,12,1616,72,27,125,689,671,812,485,229,222,106,144,19,44,61,41,31,30,43,24,15,23,12,15,14,2560,124,408,19,2523,318,174,23
1100102-064,11,001,02-064,2012,69,8,16,6,4,7,1818,26,34,40,51,9,27,14,8,1084,44,15,64,397,586,289,308,110,78,77,62,7,29,37,11,14,8,43,14,21,11,9,15,21,1664,65,187,18,1559,216,80,19
1100102-065,11,001,02-065,2305,88,10,10,7,4,22,2121,31,33,42,53,10,33,20,6,1205,61,17,50,351,802,263,369,155,79,96,81,6,39,32,21,33,15,50,17,10,17,6,12,14,1942,90,192,13,1870,191,105,16
1100102-066,11,001,02-066,4009,124,19,25,10,3,24,3664,54,46,90,86,32,50,42,16,2026,82,30,82,790,1373,522,638,332,134,147,111,30,53,66,53,86,28,47,34,29,21,13,29,17,3394,146,376,27,3215,331,204,30
1100102-067,11,001,02-067,2405,100,9,12,6,3,14,2223,29,29,33,58,16,38,18,16,1228,72,11,49,473,873,392,440,130,81,70,59,14,19,44,20,40,14,15,12,19,7,7,18,14,2046,99,215,19,1871,218,125,19
1100102-068,11,001,02-068,1688.7949156685406,109.75189440234661,11.865069665118552,27.68516255194329,5.932534832559276,3.9550232217061843,18.786360303104377,1517.7401613297482,42.51649963334148,38.5614764116353,44.494011244194574,36.583964800782205,18.786360303104377,36.583964800782205,22.74138352481056,15.820092886824737,707.949156685407,85.03299926668296,18.786360303104377,49.4377902713273,461.74896113419703,433.07504277682716,557.65827426057194,272.8966022977267,109.75189440234661,76.13419701784404,70.20166218528477,30.651429968222928,16.808848692251285,33.61769738450257,21.752627719384012,41.52774382791494,28.673918357369836,17.79760449767783,18.786360303104377,7.9100464434123685,13.842581275971645,15.820092886824737,5.932534832559276,15.820092886824737,14.83133708139819,1343.719139574676,121.61696406746516,230.38010266438525,27.68516255194329,1229.0234661451968,205.66120752872158,160.17844047910046,26.696406746516743
1100102-069,11,001,02-069,1873,67,5,4,2,5,11,1725,19,21,30,34,22,31,14,12,901,45,6,37,439,629,338,282,106,60,106,53,11,16,28,23,41,13,27,11,13,11,11,7,14,1571,69,175,11,1428,162,100,12
1100102-070,11,001,02-070,1282,45,0,7,6,2,14,1181,18,34,24,19,10,21,10,8,630,35,17,34,306,367,274,191,84,66,55,22,13,15,22,24,46,9,11,2,9,12,1,5,3,1052,55,138,24,999,130,66,13
