GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRROS,G18USSDTES,G18USSLBRE,G18HALRGIA,G18HALDWIL,G18HALLSWA,G18CSCRGRE,G18CSCDREN,G18CSCLROO
30009000008,30,009,000008,190.189825764717,312.148103754365,16.242811612303047,204.80780607801756,291.477401837188,26.2230802482735,203.64837815868503,244.4706389327226,48.6154540978943
30009000009,30,009,000009,103.97748760827851,288.9374415268509,6.998484742864901,108.97640528175344,282.93874031868097,8.998051812254872,111.97575588583841,249.94588367374644,18.995887159204727
30009000010,30,009,000010,112.15721313918311,311.6307419203097,15.878777977586585,132.00656060608293,294.7583299094893,9.924533734263253,136.96796414489685,255.0601949724363,21.834282213589795
30009000011,30,009,000011,401.32006233215327,536.6792385588843,16.915394398315424,440.9279651106955,493.1598344061253,16.8833445977028,431.09760702888946,425.8125890469314,43.602679141086426
30009000015,30,009,000015,355.08288509596605,166.7263700420034,14.808307551097208,381.6620876534237,139.1996105226008,17.748845925316722,359.1100997999794,123.36663696339308,40.262760506796845
30009000016,30,009,000016,199.29864995966798,122.56869149694701,10.961444644018634,222.21791377984135,103.63542902032233,8.96841829800937,213.2495468303018,89.68448080121868,14.947415178485443
30011000001,30,011,000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
30011000003,30,011,000003,61.509690126950666,10.315761009313807,0.026748843168981393,64.58843582735891,7.2113226047319525,0.026526498117323143,58.45802678728889,6.2099329481590875,1.0786345278824219
30011000013,30,011,000013,154.47515707064687,49.83069582924093,11.959366999017824,157.46499882040135,46.840854079486476,9.966139165848187,142.51579007162906,43.85101232973202,11.959366999017824
30011000014,30,011,000014,292.50124740447365,56.16421996649082,9.039726150416316,317.5083398600233,38.156009231259645,1.034100197990295,294.4601214656042,31.146331471429928,4.040782567985938
30013000023,30,013,000023,1372,1997,123,1519,1850,120,1476,1637,222
30013000024,30,013,000024,1559,2267,127,1739,2084,122,1700,1810,230
30013000025,30,013,000025,1508,2123,126,1681,1965,116,1635,1737,221
30013000027,30,013,000027,464.02882930635604,318.5782776817103,21.380962996567487,504.66957468288166,283.07077233861924,13.31682455322355,470.3523637515943,271.2369742894327,27.61644566241907
30013000030,30,013,000030,301.3609654942034,181.67692125514742,18.058437334801635,336.46640336991686,149.56056794210986,14.084113960084284,331.3995817834954,120.44761139243494,26.145319761657134
3001300019C,30,013,00019C,335.5268172194778,261.04834156669017,16.09421312632322,361.7522935779817,230.83980239943543,22.07939308398024,336.62208892025404,203.60374029640084,30.16619618913197
3001300019D,30,013,00019D,238,210,13,265,181,13,249,161,31
3001300019E,30,013,00019E,176.43859649122805,134.80701754385964,4.956140350877193,190.31578947368422,121.92105263157895,4.956140350877193,176.43859649122805,107.05263157894736,15.859649122807017
3001300020A,30,013,00020A,2384.473182780522,1932.9516584333098,88.90578687367679,2597.2477064220184,1736.1601976005647,74.92060691601976,2474.377911079746,1513.3962597035993,156.83380381086803
3001300020B,30,013,00020B,704,660,27,782,579,23,730,515,57.99999999999999
3001300021A,30,013,00021A,1813.4949386590758,2278.726592571114,132.03726703335116,2088.5301525480745,2042.6803207727148,91.04243361882415,1975.5190946386742,1740.5877235540906,228.0877255531937
3001300021B,30,013,00021B,155.81652956848296,231.7271465377439,10.987062982393029,162.80829692091487,218.7424357403703,14.98235861235413,156.81535347597324,190.77536633064258,34.958836762159635
3001300022A,30,013,00022A,1060.120398569286,1633.6752044376408,86.19248851924323,1163.1589968578996,1507.8494038060785,95.10983020685829,1146.3131795412087,1334.4711739188622,159.51158621135633
3001300022B,30,013,00022B,543.7348592599493,493.30561423299815,29.62618580866935,592.5993179002735,434.5222509230246,35.63692935337155,573.8101985993188,366.6381586952387,75.19293573001366
3001300022C,30,013,00022C,13,16,3,18,13,1,16,11,0
3001300026A,30,013,00026A,947.9345182248462,1385.432961424676,72.91665342532217,1023.8474266928085,1293.5375638091273,77.91149522126484,1007.8655284860633,1113.7401009691662,152.82880369283382
3001300026B,30,013,00026B,86.9763925222453,93.97529274414998,1.9995704783002601,87.97626510462953,89.97627119348977,3.9989905935645944,86.9765251955123,74.98030522999814,15.995610790100844
300130019A1,30,013,0019A1,245.65942663655008,159.1316123961458,16.90773381709049,273.5074588058756,137.25101569167578,11.934870929710936,264.5563056085924,121.33785445206118,22.87516928194596
300130019A2,30,013,0019A2,562.9997959502505,310.9998872833533,20.9999923889081,623.9997738418407,255.99990721716543,18.999993113773996,578.9997901513234,240.99991265365963,30.999988764578625
300130019A3,30,013,0019A3,225.48187241854063,129.3212482790271,15.03132170720514,246.53809086737036,116.27466727856816,7.022487379531896,239.49873795318956,101.24655805415328,18.047384121156494
300130019A4,30,013,0019A4,229.63294320418368,200.4323791949493,14.068710479726183,249.80825635767548,182.8465623335562,14.230571852243393,229.33418737661987,164.30575387222376,27.166443492147735
300130019B1,30,013,0019B1,47.65668136835366,20.96893980207561,0,52.42234950518902,14.297004410506098,1.9062672547341462,46.70354774098658,15.25013803787317,1.9062672547341462
300130019B2,30,013,0019B2,601.5745154012176,401.4233397483471,39.09247516413003,671.7003493173954,343.30701913270707,28.110686471721632,622.5526006891814,308.181398079765,59.192155709052535
30015000001,30,015,000001,182.43686423896384,193.09157819296604,10.885758921189662,205.86434115912525,168.01098478146622,11.705988320069988,202.47220739235524,137.06740989864267,21.75254082449037
30015000002,30,015,000002,218.96790530089353,273.4337796472235,19.872625674358698,266.01351395269563,227.2591752628323,15.96723368089955,259.5169421450609,189.6654429387815,24.83488896317118
30015000003,30,015,000003,160.54765123930332,130.63262630447065,6.973964191714614,182.3585975123777,107.87209497200386,4.98409029767498,168.49432196038967,85.10363455586484,18.815160123597618
30015000004,30,015,000004,141.58365077186943,82.80200116445876,3.6831895515936246,160.89813123899523,65.32461586436902,2.763431788421048,145.2792035520916,57.95762833330778,4.606125265951081
30015000005,30,015,000005,2,193,1,4,187,3,6,179,3
30015000006,30,015,000006,179.82099787929585,92.96083659160665,3.225431930748027,203.32365692737986,69.42267410883179,4.211608963698655,191.16228206391622,57.75564746162636,10.492159483495248
30015000007,30,015,000007,82.14599888407048,60.55076331416309,7.001512998076555,91.53085848130978,53.89132791297555,5.144649889356993,85.37030335741008,41.833203381115055,9.140482597879823
30015000008,30,015,000008,152.88523186440418,131.57509577209223,5.824557274504539,173.3149262045681,107.46050041959704,7.711044396382938,175.59508792186844,87.46012168257901,15.122230989708642
30015000009,30,015,000009,177.170536470556,108.41267985324642,11.022342044719561,211.07837226655388,78.17791244190667,10.090194609639637,201.8669139246247,63.442265326138426,16.539943578069167
30017000001,30,017,000001,354.74778731954416,363.6910088486083,36.76657739726368,407.4134252129219,301.08845814515934,40.74134252129219,402.44496880788626,256.37235049983866,70.55208095150599
30017000002,30,017,000002,416.5592977445112,274.5703619183686,20.39801658909265,460.5389386007988,232.99553050241389,17.97535982866627,433.7439611220124,223.1234557064253,29.42585297363597
30017000003,30,017,000003,640,485,32,708,417,35,670,379,57
30017000004,30,017,000004,522.2820252471305,474.2728889126657,54.12513138419546,598.4687518799758,410.0537285618407,43.13844373599562,592.4465319580139,334.9010159140335,88.24102234526465
30017000005,30,017,000005,98.18541697751633,84.74072254160059,3.9903241196947072,115.12171863916845,70.77644821765946,3.00290528307102,110.09385071496031,63.81233783379375,5.0246447044382805
30017000006,30,017,000006,116.24570267625481,35.88520639680662,0.10492060695837775,122.28979561976348,28.902109262402703,1.0463863566748504,114.3709763728926,29.869600033957,5.0147058929938435
30017000007,30,017,000007,103.3558889744661,63.14327350921593,9.806501230590653,113.24961696212942,52.29228299359052,9.799545609396045,104.41428950189007,42.46927351549409,16.657456848554563
30017000008,30,017,000008,295.79044617415144,131.35313488792627,13.678879505469258,329.83010534685536,102.83433464270007,11.13095682660176,313.60444199219484,100.52592818497266,14.807167635792933
30017000009,30,017,000009,66.3842987104793,9.595343706441986,2.8370246590996193,68.31646211724403,8.613390034269536,1.8936171968459488,67.32345562619487,6.725158260916162,1.9063711662563287
30017000010,30,017,000010,24.718952051621848,5.800684627206232,0.22308316246184562,24.947076169021027,5.655744009415589,0.1531333310351905,21.90816798255827,4.555599713065533,1.1354340781684031
30017000011,30,017,000011,34.30346293267157,2.858925278704385,0,39.06812425530941,2.1414186947356825e-4,0.9527609510319881,37.16195992763701,4.282837389471365e-4,0
30017000012,30,017,000012,19.877752404977254,3.072842666099684,0,23.999370990346204,0.9997858581305265,0.024495030569368158,20.951023354815888,1.999571716261053,0
30017000013,30,017,000013,40.97587272980539,4.878080086881594,3.9024640695052755,43.90272078193435,3.9024640695052755,1.9512320347526377,44.87833679931067,2.926848052128957,1.9512320347526377
30017000014,30,017,000014,26.0031468398792,2.0009298233502153,1.0001886118539582,27.003391704391355,2.000747829456045,1.0000794155174562,25.003136912939517,2.0006783408782707,1.000142286135442
30019000002,30,019,000002,82,38,6,87,32,5,82,32,6
30019000003,30,019,000003,216.4669753851085,57.46853075863115,2.0623126962135117,225.4490413243793,51.40594893388176,2.014120578253952,200.99720477436392,38.732661407680794,5.970913802848807
30019000005,30,019,000005,182.7041441408196,99.66392973780837,8.876764396553316,202.4362972120228,82.89377640828828,4.932708452497371,183.66904994741407,71.04445818034209,10.854069413436168
30019000006,30,019,000006,143.59120891897993,84.15515890181373,12.005350306959093,162.61528530029588,72.13910798093646,8.005350306959095,146.5484064633072,72.10433098570235,10.016050920877284
30021000001,30,021,000001,268.280104595044,201.5125467722939,16.28735607624,274.222532195863,200.31158398816947,14.364362529836386,252.1386850976973,185.000482898837,24.873335606195344
30021000002,30,021,000002,276.8874956561506,169.31964453061875,23.903950423043785,287.8434803054482,162.34765029969915,15.935968953265666,272.9035027056844,151.3916748292212,26.89194347421058
30021000003,30,021,000003,363.6843975342228,181.4213573236473,9.400514284640913,386.81805703830764,158.32760924652243,9.294083812747528,359.6142998583854,130.6750654818211,23.17357093104489
30021000004,30,021,000004,209.05820176781452,145.62807427860358,13.088914729542816,222.10193520938518,124.59862671046652,22.06008702356031,221.04289205791972,117.55860467606763,17.099725119286255
30021000005,30,021,000005,206.3992402601486,61.87203422196712,5.31651975453485,216.51473151668918,55.74196027563315,3.2756537742611895,201.99971409658173,48.741685403559785,7.452556440731479
30021000006,30,021,000006,634.7740338617053,171.71854125299507,28.325682744015126,640.3777452548352,164.30144740898268,24.371454727596365,597.5640743230562,156.40919866517217,35.980363657322584
30021000007,30,021,000007,742.0689142380389,302.30662703454817,43.778212600597094,784.4154253848229,263.03859361852045,35.77939204249035,728.7981202039133,247.9110048512084,47.71064625021798
30023001-78,30,023,001-78,32.02985074626866,49.343283582089555,0,35.492537313432834,44.14925373134328,1.7313432835820897,33.76119402985075,38.95522388059701,3.4626865671641793
30023002-78,30,023,002-78,14,52,8,17,50,7,20,47,5
30023003-78,30,023,003-78,37.08381128584644,84.95016959605303,1.1573851372186248,43.60289855072464,77.57804502004316,2.0510021584952205,39.09423373419673,75.32414431082331,3.9396854764107307
30023004-77,30,023,004-77,52.847649364611904,40.73195877619636,4.019783684624313,58.891832237658974,34.695776970637354,4.0121869995414405,59.84923750666948,33.49002080770745,2.139966994286602
3002301-77E,30,023,01-77E,96,371,14,110,350,21,96,331,35
3002301-77W,30,023,01-77W,109,404,11,138,369,12,133,342,19
3002302-77E,30,023,02-77E,58,203,12,61,198,12,65,179,22
3002302-77W,30,023,02-77W,72,223,11,87,204,13,96,183,21
3002303-77E,30,023,03-77E,73,213,10,87,198,11,88,188,11
3002303-77W,30,023,03-77W,64.6608695652174,218.47536231884058,12.736231884057972,77.39710144927537,207.6985507246377,12.736231884057972,75.4376811594203,185.16521739130434,17.63478260869565
3002304-78E,30,023,04-78E,111.38791841625452,159.68887418967464,11.828805495531453,117.30232116402024,152.78873765061462,13.80027307812003,118.28805495531454,129.1311266595517,22.67187719976862
3002304-78W,30,023,04-78W,157.16722669920654,163.17372984960264,13.1012671534194,178.4413504826385,148.52181169586567,9.477880948654255,164.64589469790758,132.5089784645159,22.95418779721497
3002305-77N,30,023,05-77N,174.26051237561154,399.2458768488918,15.015611228501067,195.2936862361763,376.21465439188967,14.018538333845017,195.27222079698734,346.20880018120175,25.02634394809555
3002305-77S,30,023,05-77S,156,309,12,172,281,21,176,265,20
30025000001,30,025,000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
30027000002,30,027,000002,590.5613907876433,275.21824743167247,24.994469357949708,630.1595905185044,239.0875062751701,17.624071357288184,579.7770260281837,202.34346960546836,42.36269361817262
30027000003,30,027,000003,293.4318368015786,113.84405545946771,11.478007519588946,318.17356188690013,90.83295914993772,9.899073750353102,295.8106965590558,83.6524527852386,16.702299892752713
30027000004,30,027,000004,231.60472778046173,102.56059564390212,8.431740979897162,244.6191968289756,91.72466351315805,7.32337443221482,223.9916208710262,83.36894727738618,15.598202143054865
30027000005,30,027,000005,238.3339107508104,81.35830120358784,9.617087135251495,256.00604156288887,68.58020770851064,5.757473646967249,245.6449232721378,56.32364471995246,18.956781739778933
30027000006,30,027,000006,188.42553488440262,178.24316279108723,12.58932816542878,201.0148630498314,171.96814298055378,7.353596899257268,191.70055469493605,156.26094918203924,14.785770887238373
30027000007,30,027,000007,171.48448431185216,135.0193928202514,16.754231225870612,192.1808875908688,120.23624762095382,9.855430132865067,191.1953445775823,92.64104324893162,20.69640327901664
30027000008,30,027,000008,166.4259438188853,95.11270304509686,13.040034143657772,179.6418426277545,88.78202832208301,7.846828000061012,172.44867031931304,73.01504998146285,17.46801927690022
30027000009,30,027,000009,192.29146293935798,133.69667336454725,9.28744695586788,210.86114082168808,117.91103883662713,6.501317189695629,199.70514649230662,99.34292576311874,15.78876414556351
30027000010,30,027,000010,166.20292832757931,150.15863967192692,12.831449574893888,172.13729558051287,147.17423861068696,11.85776388406529,172.115488477483,112.61987638291716,27.637364693498355
30027000011,30,027,000011,224.08529020295163,177.0494656460299,23.003794246679302,247.09194726884232,164.04419167742117,14.002979668342835,233.08875187783443,131.03778067092142,36.003989744860405
30027000012,30,027,000012,68.21237135570115,26.497563583244645,2.0458976792266985,74.29818659675465,21.421525889776493,3.0387464091389083,76.19588612831107,14.386940692025417,3.075594103185109
30027000013,30,027,000013,326.3424755100149,197.82886648375097,17.28676677194281,355.61712149342185,177.13293390901646,10.858963555169858,343.6991841602434,151.5001177264869,16.854665433518555
30027000014,30,027,000014,202.82891102090832,107.35755680587462,12.66787620569084,225.30675809750522,86.84011670228007,11.68068466605046,219.23339560405458,79.06023132548856,12.752756370382471
30027000016,30,027,000016,185.815934573641,46.022197779310886,8.886604489758405,197.88532227435076,40.84930607198161,3.9770102037160675,181.0261240261712,36.89034440197274,10.90880957825867
30027000017,30,027,000017,258.7406827049412,123.34483097098055,4.8512862465312345,267.2340131448098,110.24387789618439,11.350338665920578,256.04377575704854,92.9767383354226,10.644538558133094
30027000018,30,027,000018,162.5645562928585,29.182528415640217,2.173454452602035,172.06361514208655,21.660252384542364,1.1821806419414467,161.5576384193779,22.561296730704182,4.236154537146006
30029000001,30,029,000001,263.6484454892693,297.87078412293636,22.209259890510168,296.81846915030883,267.73345731978907,19.14386617472574,290.75961480610283,208.43918559875914,47.32042920734369
30029000002,30,029,000002,396.33179723502303,417.11520737327186,27.737327188940093,407.93087557603684,393.6313364055299,40.50691244239631,388.7235023041475,328.59447004608296,71.12903225806451
30029000003,30,029,000003,395.0453292810912,427.3047218281524,31.204153162810844,420.4552313167229,406.7846006219219,21.462276564573774,411.6555100768291,363.002683520703,47.74838510255949
30029000004,30,029,000004,440.6937023549375,462.6784222003085,27.980552530472224,461.67911675279163,438.6950914599038,28.979857977989088,439.69439690742064,392.72704087412797,54.96179961342758
30029000005,30,029,000005,669,413,38,709,385,29,700,314,61
30029000006,30,029,000006,1477.058421951557,952.05402758328,45.00304249227557,1572.0627599282511,857.0503005784041,49.00260498456147,1563.0610167678478,701.0417025628878,98.00695560288933
30029000007,30,029,000007,661.2589382448538,386.0985915492958,29.143011917659805,718.4344528710726,330.94582881906825,23.126760563380284,687.4312026002167,291.74106175514623,43.19501625135428
30029000008,30,029,000008,660.1355035799236,261.8479877827261,23.750328810470233,699.8428237866497,237.4845670171108,15.14972628721438,683.2595284875856,193.61118549642396,30.95515910196437
30029000011,30,029,000011,658.3311138014528,288.3279661016949,17.63547215496368,688.0313559322034,257.33014527845035,19.146610169491527,663.4970944309927,210.60460048426148,44.54322033898305
30029000013,30,029,000013,843.9463840399003,505.3690773067332,37.952618453865334,898.8778054862843,453.4339152119701,37.952618453865334,897.8790523690773,398.502493765586,51.93516209476309
30029000014,30,029,000014,364.88456477898865,219.12904569607744,20.82221701184446,399.58825979872944,193.34915796712716,10.906875577632814,394.6305890816236,146.7470532263324,21.813751155265628
30029000015,30,029,000015,661.2145994505648,271.117323478812,29.00729000256696,708.2257622669955,221.10775535044286,28.006834377406523,694.2187000770087,174.0908972195068,62.015035630294356
30029000016,30,029,000016,409.6991628420468,498.5465032550882,39.038842380113714,450.75968469013094,458.4914012739967,37.02980926845936,445.72445555467897,393.396553601626,65.09846091703243
30029000017,30,029,000017,130.00902117097846,176.9456887383049,5.302991410948198,133.5420103066913,174.45113513837939,4.230459342234249,119.38749880109263,157.75944936669694,15.738491568211604
30029000018,30,029,000018,773.0039944115439,606.2335680283321,42.870334540845,839.3457319409586,545.2502989750689,33.4121375195141,801.0859464880414,440.42112375478763,108.55893512176017
30029000019,30,029,000019,646.4584952589897,251.83371009692092,35.45757342057109,673.31390456843906,225.87806522118265,31.982809471037626,658.6009600428089,186.06404251341226,51.01152531776545
30029000020,30,029,000020,489.00085830543253,1251.0007616750195,46.000030315423665,533.0009284098497,1201.0006972547444,45.00002273656775,528.0008961997121,1016.0005286252001,124.00013262997854
30029000021,30,029,000021,689.1903225806451,356.86129032258066,27.33440860215054,720.2236559139785,323.958064516129,27.813978494623655,706.0118279569892,248.9731182795699,66.6763440860215
30029000023,30,029,000023,413.3172920065253,357.04404567699834,21.345024469820554,433.692088091354,319.2051386623165,32.98776508972268,438.5432300163132,263.90212071778143,49.481647634584014
30029000024,30,029,000024,569.9083593538656,162.34101976868575,25.636868392281876,584.1467590404498,147.5049569633922,26.197984900821762,565.3119846766934,118.84542295549807,45.288588703521235
30029000025,30,029,000025,626.1343376565329,371.67383947306695,47.54075154319965,681.6104942945142,317.19829955377406,51.49304310011012,677.6524684155645,246.83402968854557,81.21264312446772
30029000026,30,029,000026,438,166,23,463,144,20,452,128,26
30029000029,30,029,000029,1121.0559101636713,519.4387287085536,47.99664763187428,1181.5627108504195,452.47115870127305,47.12671431539554,1143.14509893151,372.71419776374023,85.692946593412
30029000031,30,029,000031,1208,910,56,1277,845,58,1244,703,122
30029000032,30,029,000032,376.7630110951305,373.7648969484849,42.97296943525361,401.74729565051047,351.77872653975044,41.97359805303841,391.75358182835845,293.81518637126885,78.95033919500082
30029000033,30,029,000033,212.97442799461643,135.7092866756393,15.849259757738896,231.79542395693136,120.85060565275909,11.886944818304173,224.8613728129206,108.96366083445491,20.802153432032302
30029000034,30,029,000034,941.785400549435,514.882676521188,31.992709997433042,990.7742377330045,472.89224464955714,29.993165622593477,959.7812999229913,398.90910278049324,65.98496436970565
30029000035,30,029,000035,636.7621993691582,580.0673522200785,40.43123329828657,688.4341210199769,538.4556026573929,35.330946484731555,680.0430024471124,431.4025911150652,89.09312626774968
30029000036,30,029,000036,1050.8334741363665,488.0843792428725,43.826666026819545,1101.6331609078952,440.2731660787381,41.83432920375373,1055.8154231461776,364.5701229533995,79.6858823936272
