GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOWRI,G16USSRMCC,G16USSDKIR,G16USSGSWI,G16USSOWRI
04003000034,04,003,000034,579.9120287253141,370.20466786355473,55.15978456014363,21.68222621184919,23.364452423698385,592.2351885098743,351.16876122082584,76.12387791741472,11.646319569120287
04003000035,04,003,000035,952.9988042521062,326.96034123412767,81.98984089080216,22.99966698244274,26.99336459787222,892.9592277675713,360.978526953077,103.00668758473209,34.989443901761014
04003000036,04,003,000036,536,292,55,20,31,563,288,51,13
04003000037,04,003,000037,726.9779139364641,293.9910683594504,41.99872405135006,15.999513924323832,19.99939240540479,660.97991899862825,335.9897924108005,61.99811645675484,9.999696202702395
04003000038,04,003,000038,403,281,55,17,19,421,285,42,6
04003000039,04,003,000039,858.5636882784123,558.9804219905033,120.0578063731527,37.252932167344056,39.14591812227896,900.2865766867529,550.5378421909558,123.04812077733175,14.979170942383917
04003000040,04,003,000040,783.6507276507277,350.83575883575884,61.70478170478171,11.45945945945946,37.022869022869024,804.8066528066529,357.88773388773393,60.82328482328483,10.577962577962579
04003000041,04,003,000041,991.0879712746857,488.7953321364452,84.84021543985638,18.31777378815081,36.63554757630162,999.7648114901257,487.83123877917416,83.87612208258527,17.353680430879713
04003000042,04,003,000042,617,366,76,25,42,649,358,73,17
04003000043,04,003,000043,1174,449,67,18,42,1141,453,78,20
04003000044,04,003,000044,822.9188307899934,276.28413609015143,59.62413183230047,23.84872536966933,21.855871653013143,735.4516001499577,331.90374741968174,94.41508460277862,7.005800097321846
04003000045,04,003,000045,309.0217720268136,117.23854386174946,16.101408408697708,9.095014339238242,3.2291478402525495,253.6478677266195,139.36571670664196,42.40588263883748,4.03342853225911
04003000046,04,003,000046,1034.0226410493456,314.7589009668355,76.32302349078304,23.828671734711197,21.02552521566051,927.0191190386923,368.94295146933393,116.96119505318717,26.594592507741183
04003000047,04,003,000047,664.9033955872966,249.23948457407883,39.10551274027803,13.107881696972079,12.0613054740412,606.877297662839,281.2677945116661,70.18072427456202,4.015229074779152
04003000048,04,003,000048,626.9663189403691,178.6225850210601,35.23287099839288,14.112679515351395,7.082631644591023,554.387897428232,232.01320734094494,53.368086416814556,7.082631644591023
04003000049,04,003,000049,406,177,34,18,19,394,189,48,10
04005000001,04,005,000001,240.24907063197026,909.5724907063197,43.37918215613383,39.237918215613384,25.267657992565056,300.9925650557621,896.1412639405204,44.47583643122677,2.0148698884758365
04005000002,04,005,000002,166.75092936802974,877.4275092936804,50.62081784386617,31.762081784386616,35.732342007434944,266.0074349442379,819.8587360594795,63.52416356877323,1.9851301115241635
04005000003,04,005,000003,96,692,45,30,25,151,678,45,3
04005000004,04,005,000004,348.0002015424124,935.0001347267213,48.000020811444756,31.000004381356792,23.00002409746235,450.0002376886059,887.0001303453645,47.00001314407037,6.000001095339198
04005000005,04,005,000005,558.1351657540528,1059.9994396804339,76.1289961084151,34.09029727589056,48.18059455178113,685.6253509660302,1002.8317447394943,67.09029727589056,5
04005000006,04,005,000006,311.4700115935959,464.9233815430347,56.24991996532951,22.16852474013411,31.15279745066645,375.70273158422816,437.0560350958109,46.15263955222494,9.002130078623683
04005000007,04,005,000007,351,556,62,18,24,466.99999999999994,485,36,0
04005000008,04,005,000008,179.99999999999997,499.99999999999994,39,21,10,234,469.99999999999994,32,4
04005000009,04,005,000009,321,748,99,45,47,420,696,96,10
04005000010,04,005,000010,86,235,24,16,6,144,172,34,0
04005000011,04,005,000011,151.33333333333334,420.14912280701753,19.912280701754387,34.84649122807018,21.903508771929825,186.1798245614035,405.21491228070175,60.73245614035088,4.978070175438597
04005000012,04,005,000012,139,601,45.99999999999999,42,22,207,531,79,5
04005000013,04,005,000013,135,350,32,15,12,206,275,38,2
04005000014,04,005,000014,236,625,86,32,37,352.00000000000006,548,69,5
04005000015,04,005,000015,494.42385147181625,1188.1705847394512,102.37336663381754,85.1350475058489,76.24626309890094,637.0990890010607,1132.7694142073708,143.30187089542696,12.06752375292445
04005000016,04,005,000016,453,884,82,33,58,568,829,87,5
04005000017,04,005,000017,141.2505175983437,242.02070393374743,27.561076604554867,10.335403726708075,11.196687370600415,173.11801242236027,229.1014492753623,22.39337474120083,1.7225672877846792
04005000018,04,005,000018,231.71635610766046,275.6542443064182,40.530020703933744,24.198757763975156,26.215320910973084,262.32919254658384,255.40579710144925,55.43064182194617,10.033126293995858
04005000019,04,005,000019,482.6666666666667,723.8508771929825,63.08771929824562,32.15350877192982,50.09649122807018,592.8201754385965,689.7850877192982,53.26754385964912,6.021929824561403
04005000020,04,005,000020,137,406,38,18,17,213,351,31,0
04005000021,04,005,000021,625.6773348417377,1086.0276291989562,113.92013445935495,43.96514954833132,30.03347524690385,804.4091960138779,1011.1771002242086,58.02656538683415,8.99572093367397
04005000022,04,005,000022,789.3022713474713,1213.2695316431239,128.93958788933858,41.02258593258207,84.76526835449803,1018.8465053618254,1103.5781313539903,92.91459215845718,12.983323310606295
04005000023,04,005,000023,323,671,79,34,28.999999999999996,409,629,67,11
04005000024,04,005,000024,858.5761891268819,1045.8294459225026,93.62663700019179,33.86495402724879,61.753738774885136,1027.9009505187908,945.2306177605551,75.69813444202427,16.93247664454532
04005000025,04,005,000025,561,828,76,27,51,678,771,62,10
04005000026,04,005,000026,345.03312629399585,370.32505175983437,37.908902691511386,20.46583850931677,34.5879917184265,396.5527950310559,348.4927536231884,48.175983436853,5.244306418219462
04005000040,04,005,000040,225.96687899097122,142.97904290136674,20.996922384116797,0.9998534468627046,25.996189618430318,246.96380137508802,122.98197396411265,25.996189618430318,3.9994137874508184
04005000041,04,005,000041,324.9329736586044,103.97855157075341,8.998143885930585,6.998556355723787,7.998350120827186,288.9403981148821,116.97587051709759,32.99319424841214,3.999175060413593
04005000042,04,005,000042,133.52328168887166,441.56138836406575,25.12591997973842,21.94450488389344,21.371951600483943,130.13863859392953,497.3067421999516,20.561144231280814,4.81869896556714
04005000043,04,005,000043,99,436,27,17,34,111,488,26,0
04005000047,04,005,000047,47.98425196850393,239.92125984251967,19.99343832020997,7.997375328083989,16.994422572178475,53.982283464566926,279.90813648293965,9.996719160104986,0.9996719160104987
04005000048,04,005,000048,10.690763052208835,170.66265060240963,4.144578313253012,5.048192771084337,18.160642570281123,12.819277108433734,193.91967871485943,8.032128514056225,1
04005000050,04,005,000050,826,539,77,24,60,905,535,57,11
04005000051,04,005,000051,107.71284634760706,79.06549118387909,6.894206549118389,4.161209068010075,3.9294710327455924,108.95465994962217,73.00251889168766,13.546599496221663,3.5894206549118386
04005000052,04,005,000052,658.2871536523929,477.9345088161209,54.105793450881606,19.838790931989923,36.070528967254404,688.0453400503778,458.99748110831234,78.45340050377834,5.410579345088161
04005000053,04,005,000053,109,37,9,0,0,107,34,6,1
04005000055,04,005,000055,85.82197845943439,151.16371205923102,9.752497552208453,6.826748286545917,13.653496573091834,122.88146915782652,138.48546524136003,6.826748286545917,0
04005000056,04,005,000056,250.04285578651277,277.83684826033505,26.118506339376452,5.082954437563517,16.165908875127034,297.4931798761433,259.6827900191456,22.08295443756352,1
04005000058,04,005,000058,404.41434010379356,77.68586643430663,23.234217537374988,2.1731604759563488,16.216953392358004,380.4587334760699,82.975628919237,37.23716717952388,11.029857592084634
04005000059,04,005,000059,139.12163038337394,404.07059595452847,40.01365973726378,19.001941809568418,19.006830589817746,189.11572778778182,384.0715881342955,33.02246459001358,5.001463028145507
04005000060,04,005,000060,4.9911796355797415,25.590447477139815,0.9905528207136108,0.9838279327730637,1.969612986273128,6.952802252021403,23.625603866707504,1.978293386313406,0.0011829298019178085
04005000061,04,005,000061,108.31540342298288,300.5794621026895,19.79559902200489,9.064058679706601,10.729095354523228,95.91393643031785,354.7026894865526,8.99755501222494,1.1330073349633252
04005000062,04,005,000062,836.3802964704959,1278.3541493642097,145.43834257958167,55.054768668231134,65.6315165951444,971.7193346563002,1240.838710610081,116.22691122760273,13.03220306549158
04005000063,04,005,000063,111.38741690107328,49.292085454591835,7.0346053702500795,1.014608996743115,2.0178537657089466,108.37703627386783,44.30455136908272,16.050890097547448,0.003794959060832052
04005000064,04,005,000064,12.000237470383881,5.4016868436794874e-5,1.000007643896477,4.0767447876826326e-06,2.0383723938413163e-6,10.000183453515445,7.03238475875254e-5,3.0000326139583016,2.547965492301645e-6
04005000065,04,005,000065,103.19335387476524,500.76332355202277,25.35035594046383,15.019344155989812,24.375158190097288,111.56145973315171,558.9695373691605,14.081677681686655,1.8669926650366748
04005000066,04,005,000066,260.8612108184301,81.9563957360585,10.994150647520042,2.9984047220509207,6.996277684785482,229.87769535723726,88.95267342084398,36.98032490529469,3.9978729627345606
04005000067,04,005,000067,121.85915679019779,320.95473247898656,34.897964991524724,19.924709107282244,24.939661171832334,113.9120662218576,399.6414497838864,18.980987367514505,1.8282627481714322e-6
04005000069,04,005,000069,131.95706184174992,604.5619767755874,26.60734539562517,12.678098838779368,25.82878746961923,168.47988117742372,613.1396165271401,23.360788549824466,0.17580340264650285
04005000070,04,005,000070,25.48,117.6,9.8,3.92,8.82,49.98,105.84,9.8,0.98
04005000071,04,005,000071,NA,NA,NA,NA,NA,NA,NA,NA,NA
04005000072,04,005,000072,379,218.00000000000003,55,17,24.000000000000004,366.00000000000006,244,53.00000000000001,7.000000000000001
04005000073,04,005,000073,433.0001740199304,187.00045929850478,37.000049923750524,15.00002852785744,32.0000356598218,434.00016260878743,216.00057198354165,42.00002710146457,3
04005000074,04,005,000074,225.6322159931608,182.70219259623198,26.95606120272275,4.9918631856893985,26.95606120272275,237.61268763881537,192.68591896761077,36.93978757410155,0
04005000075,04,005,000075,490.72842067938865,292.7410418007966,50.72907459533913,6.9187029891909715,19.500262547003903,504.1392695102543,291.6511887449544,56.32087305222537,3.15132008531046
04005000079,04,005,000079,479.99455126361266,209.99761617783054,40.99953458710024,10.999875133124457,5.999931890795158,450.9948804581027,214.99755942015983,63.99927350181502,7.999909187726877
04005000080,04,005,000080,443.94500336196006,226.73962923873913,21.856154420023305,9.301366067380046,10.821913063677114,438.10939024478336,229.98620268338806,33.22601268917987,3.034245151979846
04005000082,04,005,000082,311.9279309377597,452.19086521683005,14.86160206523409,26.680303902535186,18.71710529397249,331.4006875392337,447.61146954658585,36.6036190664414,3.0929336084056085
04005000083,04,005,000083,471.7246618731233,598.2180911690313,22.535478758444814,34.21702651184587,21.6116663780492,502.357983638527,578.3426581533778,58.535243741398084,0.9305390596695857
04005000084,04,005,000084,240.48199664744513,219.37101891461154,30.33211004526057,8.743493393275289,27.363177039946656,285.52331755584845,209.32632891457075,21.583371131058655,2.9758732731896234
04005000085,04,005,000085,703,447.00000000000006,58,24,47,714,445,82,11
04005000086,04,005,000086,0,0,0,0,0,0,0,0,0
04005000088,04,005,000088,42.30923694779116,224.33734939759037,8.855421686746988,2.951807228915663,9.839357429718875,50.18072289156626,240.08032128514057,1.9678714859437751,0
04005000090,04,005,000090,113,861,40,29,41,120,955,22,0
04005000092,04,005,000092,696.669421425258,526.1768949769939,62.3597351397148,26.308583702068745,32.154778879829124,678.1580551844083,548.5872058542374,91.59087418275479,6.820559441169087
04005000093,04,005,000093,75,436,22,13.999999999999998,24,93,463,26.999999999999996,0
04005000094,04,005,000094,41,310,13,11,16,59,328,14,2
04005000095,04,005,000095,219.51999999999998,1388.3999999999999,68.2,57.08,87.17999999999999,237.02,1546.1599999999999,78.2,3.02
04005000097,04,005,000097,248.81750430252194,144.89396038866394,27.979495970387163,3.997080434381714,13.989747264007722,236.82634016626363,146.89247933087196,45.966291215412966,2.9978036548170945
04005000098,04,005,000098,1071.0054487363873,374.00238382216946,78.00046541289976,19.000124866875545,33.00006810920484,1013.0051195418973,364.0024405798402,128.00072649818497,24.000090812273122
04005000099,04,005,000099,401.0000316935913,204.00002582440777,42.00000234767343,10.000002347673433,18.000001173836715,404.00003404126477,203.00002699824446,49.00000234767343,12
04007000001,04,007,000001,423.3059402536993,235.64861017883428,31.126030326644088,7.9019771984373754,6.121579722743012,420.67406476559347,224.69442236984344,42.25024849999871,3.9264828988280316
04007000002,04,007,000002,72,67,10,1,4,72,64,15,2
04007000003,04,007,000003,49,49,7,3,4,55,51,6,0
04007000004,04,007,000004,214,163,25,4,12,216,161,25,0
04007000006,04,007,000006,364.46602705395327,204.70009738646692,19.970741208435797,8.986833543796108,10.983907664639688,337.50552642256497,190.72057854056186,53.92100126277665,2.995611181265369
04007000007,04,007,000007,344.952802359882,178.93805309734515,22.864306784660766,3.976401179941003,15.905604719764012,372.78761061946904,158.06194690265488,33.799410029498524,2.982300884955752
04007000008,04,007,000008,177,104.99999999999999,9,3,7,171,103,20,4
04007000009,04,007,000009,186,175,15,2,2,179,151,38,2
04007000010,04,007,000010,113.54945762070165,874.4968048411148,24.93805065607837,13.797254996388153,22.109938548414277,216.72344908760275,708.6722657280077,101.2656963589962,1.8567992766150363
04007000011,04,007,000011,28.060222128876976,336.0897590885746,6.878708313341325,0.5453888755116783,2.8382916466254535,40.9779715721613,314.8025717388837,8.913692034935893,1.0555532396382745
04007000012,04,007,000012,359.53397294604673,127.29990261353309,16.029258791564203,3.0131664562038916,13.016092335360312,343.49447357743503,123.27942145943815,32.07899873722335,1.0043888187346306
04007000013,04,007,000013,139.10722468582819,88.21224751123961,13.227131066281034,3.0015208905554984,0.055135135135135134,139.49317063177412,88.75329501529865,15.228144993318033,0.018378378378378378
04007000014,04,007,000014,140.22672297358943,201.37566255142167,24.710576268772414,2.98410387907222,2.944864864864865,160.8407770276435,177.8298233039052,26.69997885482056,0.9816216216216216
04007000015,04,007,000015,128,117,12,2,3,125.00000000000001,111,28,1
04007000016,04,007,000016,182,90,14,4,8,178,84,25,0
04007000017,04,007,000017,388.61481754515296,134.3803907113896,23.057500921489126,8.013269443420567,8,360.61481754515296,153.38481385919647,42.06634721710284,1
04007000018,04,007,000018,286.536036036036,168.79898648648648,20.111486486486484,2.024774774774775,9.030968468468469,304.5793918918919,147.74324324324323,26.130067567567565,2.018581081081081
04007000023,04,007,000023,113.05123479542941,31.031699225949136,9.004791743457428,3.001105786951714,4,101.05123479542942,36.0320678215997,12.005528934758571,3
04007000024,04,007,000024,66.27278891795021,13.089012399496271,2.6853385643708223,0.04954954954954954,0.8827254674028868,49.943730020342926,17.081468565339534,12.571963092124383,0.03716216216216216
04007000025,04,007,000025,705,159,15,3,3,591,172,60.99999999999999,9
04007000026,04,007,000026,577.4443623520119,170.7503727796265,27.001040911615767,9.633693092759499,9.643768659510128,501.3399501433932,171.70291085464552,69.38626784973238,6.755927734201171
04007000027,04,007,000027,1052,283,48,14,21,932,292,99,14
04007000028,04,007,000028,1348,506,61,13,23,1251,501.99999999999994,118,7
04007000029,04,007,000029,553,203,28.000000000000004,9,14.000000000000002,492,215,55.00000000000001,9
04007000030,04,007,000030,505,188,32,6,14,460,198,51,8
04007000031,04,007,000031,453,138,26,3,9,395,147,43,4
04007000032,04,007,000032,687,228,30,14,14,624,220,64,15
04007000033,04,007,000033,908.9904306220095,315.46411483253587,44.50717703349282,10.14354066985646,14.133971291866029,810.7464114832536,311.2918660287081,88.20574162679425,22.16267942583732
04007000034,04,007,000034,1241.0095693779904,358.53588516746413,52.49282296650718,14.85645933014354,13.866028708133971,1112.2535885167465,340.7081339712919,124.79425837320574,16.83732057416268
04007000035,04,007,000035,114,49,9,0,3,112,44,11,0
04007000036,04,007,000036,256,114,25,2,7,248,111,25,1
04007000037,04,007,000037,270.88505747126436,70.03448275862068,15.32183908045977,5.114942528735632,1.1149425287356323,235.97701149425288,75.04597701149424,30.82758620689655,1.0804597701149425
04007000038,04,007,000038,329,54,11,2,7,270,58,52,7
04007000039,04,007,000039,875.6574307304786,303.47355163727957,44.158690176322416,12.214105793450882,15.972292191435768,779.823677581864,300.65491183879095,96.77329974811083,13.153652392947103
04007000040,04,007,000040,5.435923884394869,35.39362582242729,1.3233603516832508,2.1086986938780825,1.1573638561508777,4.9771579158016674,38.55039014453895,0.6985877190699007,1.043659825850411
04007000051,04,007,000051,334,94,14,5,6,291,98,32,7
04007000054,04,007,000054,115.75390156793736,312.5523181254942,8.036617944159914,8.99936115887937,0.03176796845080442,129.70708835402317,286.5895628159527,22.0689035300919,1.0192582705507576
04009000001,04,009,000001,409.66412648306886,195.6311697232156,27.71471568204314,4.770050052380398,15.244325456873472,377.12575281489933,207.0747631949339,49.617246766381356,9.56422358850718
